county,precinct,office,district,party,candidate,votes,provisional,election_day,mail_in
Washington,EAST BETHLEHEM 3 W,Attorney General,,,Write-in,0,0,0,0
Washington,EAST BETHLEHEM 4 W,Attorney General,,,Write-in,0,0,0,0
Washington,EAST FINLEY,Attorney General,,,Write-in,0,0,0,0
Washington,EAST WASHINGTON,Attorney General,,,Write-in,3,0,3,0
Washington,ELCO,Attorney General,,,Write-in,0,0,0,0
Washington,ELLSWORTH,Attorney General,,,Write-in,1,0,1,0
Washington,FALLOWFIELD 1,Attorney General,,,Write-in,1,0,1,0
Washington,FALLOWFIELD 2,Attorney General,,,Write-in,0,0,0,0
Washington,FALLOWFIELD 3,Attorney General,,,Write-in,1,0,1,0
Washington,FALLOWFIELD 4,Attorney General,,,Write-in,0,0,0,0
Washington,FINLEYVILLE,Attorney General,,,Write-in,0,0,0,0
Washington,GREEN HILLS,Attorney General,,,Write-in,0,0,0,0
Washington,HANOVER 1,Attorney General,,,Write-in,1,0,1,0
Washington,HANOVER 2,Attorney General,,,Write-in,0,0,0,0
Washington,HOPEWELL,Attorney General,,,Write-in,0,0,0,0
Washington,HOUSTON,Attorney General,,,Write-in,0,0,0,0
Washington,INDEPENDENCE 1,Attorney General,,,Write-in,0,0,0,0
Washington,INDEPENDENCE 2,Attorney General,,,Write-in,0,0,0,0
Washington,JEFFERSON,Attorney General,,,Write-in,0,0,0,0
Washington,LONG BRANCH,Attorney General,,,Write-in,0,0,0,0
Washington,MARIANNA,Attorney General,,,Write-in,0,0,0,0
Washington,MIDWAY,Attorney General,,,Write-in,0,0,0,0
Washington,MONONGAHELA 1,Attorney General,,,Write-in,0,0,0,0
Washington,MONONGAHELA 2 W 1,Attorney General,,,Write-in,1,0,1,0
Washington,MONONGAHELA 2 W 3,Attorney General,,,Write-in,1,0,1,0
Washington,MONONGAHELA 3 W 1,Attorney General,,,Write-in,0,0,0,0
Washington,MONONGAHELA 3 W 2,Attorney General,,,Write-in,0,0,0,0
Washington,MORRIS,Attorney General,,,Write-in,0,0,0,0
Washington,MT PLEASANT 1,Attorney General,,,Write-in,2,1,1,0
Washington,MT PLEASANT 2,Attorney General,,,Write-in,1,0,1,0
Washington,MT PLEASANT 3,Attorney General,,,Write-in,0,0,0,0
Washington,MT PLEASANT 4,Attorney General,,,Write-in,0,0,0,0
Washington,MCDONALD,Attorney General,,,Write-in,2,0,2,0
Washington,NEW EAGLE 1,Attorney General,,,Write-in,1,0,1,0
Washington,NEW EAGLE 2,Attorney General,,,Write-in,0,0,0,0
Washington,NORTH BETHLEHEM,Attorney General,,,Write-in,2,0,2,0
Washington,NORTH CHARLEROI,Attorney General,,,Write-in,1,0,1,0
Washington,NORTH FRANKLIN 1,Attorney General,,,Write-in,0,0,0,0
Washington,NORTH FRANKLIN 2,Attorney General,,,Write-in,0,0,0,0
Washington,NORTH FRANKLIN 3,Attorney General,,,Write-in,0,0,0,0
Washington,NORTH STRABANE 1,Attorney General,,,Write-in,1,0,1,0
Washington,NORTH STRABANE 2,Attorney General,,,Write-in,0,0,0,0
Washington,NORTH STRABANE 3,Attorney General,,,Write-in,0,0,0,0
Washington,NORTH STRABANE 4,Attorney General,,,Write-in,0,0,0,0
Washington,NORTH STRABANE 5,Attorney General,,,Write-in,0,0,0,0
Washington,NORTH STRABANE 6,Attorney General,,,Write-in,1,0,1,0
Washington,NORTH STRABANE 7,Attorney General,,,Write-in,0,0,0,0
Washington,NORTH STRABANE 8,Attorney General,,,Write-in,0,0,0,0
Washington,NORTH STRABANE 9,Attorney General,,,Write-in,0,0,0,0
Washington,NOTTINGHAM 1,Attorney General,,,Write-in,0,0,0,0
Washington,NOTTINGHAM 2,Attorney General,,,Write-in,0,0,0,0
Washington,PETERS A 1,Attorney General,,,Write-in,1,0,0,1
Washington,PETERS A 2,Attorney General,,,Write-in,1,0,0,1
Washington,PETERS A 3,Attorney General,,,Write-in,1,0,1,0
Washington,PETERS B 1,Attorney General,,,Write-in,2,0,2,0
Washington,PETERS B 2,Attorney General,,,Write-in,1,0,1,0
Washington,PETERS B 3,Attorney General,,,Write-in,0,0,0,0
Washington,PETERS C 1,Attorney General,,,Write-in,1,0,1,0
Washington,PETERS C 2,Attorney General,,,Write-in,2,0,2,0
Washington,PETERS C 3,Attorney General,,,Write-in,3,1,2,0
Washington,PETERS D 1,Attorney General,,,Write-in,0,0,0,0
Washington,PETERS D 2,Attorney General,,,Write-in,2,0,1,1
Washington,PETERS D 3,Attorney General,,,Write-in,1,0,1,0
Washington,ROBINSON 1,Attorney General,,,Write-in,0,0,0,0
Washington,ROBINSON 2,Attorney General,,,Write-in,0,0,0,0
Washington,ROBINSON 3,Attorney General,,,Write-in,1,0,1,0
Washington,ROSCOE,Attorney General,,,Write-in,0,0,0,0
Washington,SMITH 1,Attorney General,,,Write-in,1,0,1,0
Washington,SMITH 2,Attorney General,,,Write-in,0,0,0,0
Washington,SMITH 3,Attorney General,,,Write-in,0,0,0,0
Washington,SMITH 4,Attorney General,,,Write-in,0,0,0,0
Washington,SMITH 5,Attorney General,,,Write-in,0,0,0,0
Washington,SMITH 6,Attorney General,,,Write-in,0,0,0,0
Washington,SMITH 7,Attorney General,,,Write-in,0,0,0,0
Washington,SOMERSET 1,Attorney General,,,Write-in,1,0,1,0
Washington,SOMERSET 2,Attorney General,,,Write-in,0,0,0,0
Washington,SOUTH FRANKLIN 1,Attorney General,,,Write-in,0,0,0,0
Washington,SOUTH FRANKLIN 2,Attorney General,,,Write-in,2,0,2,0
Washington,SOUTH STRABANE 1,Attorney General,,,Write-in,0,0,0,0
Washington,SOUTH STRABANE 2,Attorney General,,,Write-in,2,0,1,1
Washington,SOUTH STRABANE 3,Attorney General,,,Write-in,1,0,1,0
Washington,SOUTH STRABANE 4,Attorney General,,,Write-in,1,0,1,0
Washington,SOUTH STRABANE 5,Attorney General,,,Write-in,2,0,0,2
Washington,SOUTH STRABANE 6,Attorney General,,,Write-in,2,0,2,0
Washington,SPEERS,Attorney General,,,Write-in,0,0,0,0
Washington,STOCKDALE,Attorney General,,,Write-in,0,0,0,0
Washington,TWILIGHT,Attorney General,,,Write-in,0,0,0,0
Washington,UNION 1,Attorney General,,,Write-in,2,0,2,0
Washington,UNION 2,Attorney General,,,Write-in,0,0,0,0
Washington,UNION 4,Attorney General,,,Write-in,0,0,0,0
Washington,UNION 5,Attorney General,,,Write-in,0,0,0,0
Washington,UNION 6,Attorney General,,,Write-in,0,0,0,0
Washington,UNION 7,Attorney General,,,Write-in,0,0,0,0
Washington,WEST BETHLEHEM,Attorney General,,,Write-in,0,0,0,0
Washington,WEST BROWNSVILLE 1,Attorney General,,,Write-in,0,0,0,0
Washington,WEST BROWNSVILLE 2,Attorney General,,,Write-in,1,0,1,0
Washington,WEST FINLEY 1,Attorney General,,,Write-in,0,0,0,0
Washington,WEST FINLEY 2,Attorney General,,,Write-in,0,0,0,0
Washington,WEST MIDDLETOWN,Attorney General,,,Write-in,0,0,0,0
Washington,WEST PIKE RUN 1,Attorney General,,,Write-in,0,0,0,0
Washington,WEST PIKE RUN 2,Attorney General,,,Write-in,0,0,0,0
Washington,WASHINGTON 2 W 1,Attorney General,,,Write-in,0,0,0,0
Washington,WASHINGTON 3 W 1,Attorney General,,,Write-in,1,0,1,0
Washington,WASHINGTON 4,Attorney General,,,Write-in,0,0,0,0
Washington,WASHINGTON 5 W 1,Attorney General,,,Write-in,0,0,0,0
Washington,WASHINGTON 5 W 2,Attorney General,,,Write-in,2,0,2,0
Washington,WASHINGTON 6 W 1,Attorney General,,,Write-in,1,0,1,0
Washington,WASHINGTON 6 W 3,Attorney General,,,Write-in,2,0,2,0
Washington,WASHINGTON 7 W 1,Attorney General,,,Write-in,1,0,1,0
Washington,WASHINGTON 7 W 2,Attorney General,,,Write-in,0,0,0,0
Washington,WASHINGTON 7 W 3,Attorney General,,,Write-in,0,0,0,0
Washington,WASHINGTON 8 W 1,Attorney General,,,Write-in,1,0,1,0
Washington,ALLENPORT,Auditor General,,DEM,MALCOLM KENYATTA,95,0,69,26
Washington,AMWELL 1,Auditor General,,DEM,MALCOLM KENYATTA,263,0,148,115
Washington,AMWELL 2,Auditor General,,DEM,MALCOLM KENYATTA,183,1,103,79
Washington,BEALLSVILLE,Auditor General,,DEM,MALCOLM KENYATTA,63,0,50,13
Washington,BENTLEYVILLE,Auditor General,,DEM,MALCOLM KENYATTA,412,7,261,144
Washington,BLAINE,Auditor General,,DEM,MALCOLM KENYATTA,77,0,57,20
Washington,BUFFALO,Auditor General,,DEM,MALCOLM KENYATTA,253,3,139,111
Washington,BURGETTSTOWN,Auditor General,,DEM,MALCOLM KENYATTA,286,0,200,86
Washington,CALIFORNIA 1,Auditor General,,DEM,MALCOLM KENYATTA,163,0,116,47
Washington,CALIFORNIA 2,Auditor General,,DEM,MALCOLM KENYATTA,210,0,158,52
Washington,CALIFORNIA 3,Auditor General,,DEM,MALCOLM KENYATTA,117,1,76,40
Washington,CALIFORNIA 4,Auditor General,,DEM,MALCOLM KENYATTA,258,0,180,78
Washington,CANONSBURG 1 W 3,Auditor General,,DEM,MALCOLM KENYATTA,372,6,257,109
Washington,CANONSBURG 1 W 4,Auditor General,,DEM,MALCOLM KENYATTA,505,1,307,197
Washington,CANONSBURG 2 W 1,Auditor General,,DEM,MALCOLM KENYATTA,279,2,194,83
Washington,CANONSBURG 2 W 2,Auditor General,,DEM,MALCOLM KENYATTA,520,3,311,206
Washington,CANONSBURG 3 W 1,Auditor General,,DEM,MALCOLM KENYATTA,213,0,150,63
Washington,CANONSBURG 3 W 3,Auditor General,,DEM,MALCOLM KENYATTA,329,5,230,94
Washington,CANTON 1,Auditor General,,DEM,MALCOLM KENYATTA,277,2,151,124
Washington,CANTON 2,Auditor General,,DEM,MALCOLM KENYATTA,416,0,246,170
Washington,CANTON 4,Auditor General,,DEM,MALCOLM KENYATTA,299,3,174,122
Washington,CANTON 5,Auditor General,,DEM,MALCOLM KENYATTA,429,0,250,179
Washington,CARROLL 1,Auditor General,,DEM,MALCOLM KENYATTA,71,1,49,21
Washington,CARROLL 2,Auditor General,,DEM,MALCOLM KENYATTA,216,1,131,84
Washington,CARROLL 3,Auditor General,,DEM,MALCOLM KENYATTA,247,1,147,99
Washington,CARROLL 4,Auditor General,,DEM,MALCOLM KENYATTA,348,3,203,142
Washington,CARROLL 5,Auditor General,,DEM,MALCOLM KENYATTA,232,1,154,77
Washington,CECIL 1,Auditor General,,DEM,MALCOLM KENYATTA,279,3,188,88
Washington,CECIL 2,Auditor General,,DEM,MALCOLM KENYATTA,232,0,144,88
Washington,CECIL 3,Auditor General,,DEM,MALCOLM KENYATTA,379,0,236,143
Washington,CECIL 4,Auditor General,,DEM,MALCOLM KENYATTA,388,4,205,179
Washington,CECIL 5,Auditor General,,DEM,MALCOLM KENYATTA,503,3,308,192
Washington,CECIL 6,Auditor General,,DEM,MALCOLM KENYATTA,920,8,481,431
Washington,CECIL 7,Auditor General,,DEM,MALCOLM KENYATTA,488,2,239,247
Washington,CECIL 8,Auditor General,,DEM,MALCOLM KENYATTA,393,3,252,138
Washington,CENTERVILLE 1,Auditor General,,DEM,MALCOLM KENYATTA,77,0,55,22
Washington,CENTERVILLE 2,Auditor General,,DEM,MALCOLM KENYATTA,193,1,138,54
Washington,CENTERVILLE 3,Auditor General,,DEM,MALCOLM KENYATTA,52,0,32,20
Washington,CENTERVILLE 4,Auditor General,,DEM,MALCOLM KENYATTA,188,0,141,47
Washington,CENTERVILLE 5,Auditor General,,DEM,MALCOLM KENYATTA,31,0,23,8
Washington,CENTERVILLE 6,Auditor General,,DEM,MALCOLM KENYATTA,105,1,72,32
Washington,CHARLEROI 2,Auditor General,,DEM,MALCOLM KENYATTA,162,4,102,56
Washington,CHARLEROI 3,Auditor General,,DEM,MALCOLM KENYATTA,164,6,93,65
Washington,CHARLEROI 4,Auditor General,,DEM,MALCOLM KENYATTA,114,3,74,37
Washington,CHARLEROI 6,Auditor General,,DEM,MALCOLM KENYATTA,124,0,68,56
Washington,CHARTIERS 1,Auditor General,,DEM,MALCOLM KENYATTA,67,0,44,23
Washington,CHARTIERS 2,Auditor General,,DEM,MALCOLM KENYATTA,304,2,191,111
Washington,CHARTIERS 3,Auditor General,,DEM,MALCOLM KENYATTA,567,4,304,259
Washington,CHARTIERS 5,Auditor General,,DEM,MALCOLM KENYATTA,140,1,90,49
Washington,CHARTIERS 6,Auditor General,,DEM,MALCOLM KENYATTA,381,1,240,140
Washington,CHARTIERS 7,Auditor General,,DEM,MALCOLM KENYATTA,493,0,293,200
Washington,CLAYSVILLE,Auditor General,,DEM,MALCOLM KENYATTA,96,3,77,16
Washington,COAL CENTER,Auditor General,,DEM,MALCOLM KENYATTA,35,0,30,5
Washington,COKEBURG,Auditor General,,DEM,MALCOLM KENYATTA,123,0,103,20
Washington,CROSS CREEK 1,Auditor General,,DEM,MALCOLM KENYATTA,76,0,70,6
Washington,CROSS CREEK 2,Auditor General,,DEM,MALCOLM KENYATTA,79,0,54,25
Washington,CROSS CREEK 3,Auditor General,,DEM,MALCOLM KENYATTA,55,1,45,9
Washington,DEEMSTON,Auditor General,,DEM,MALCOLM KENYATTA,106,0,82,24
Washington,DONEGAL 1,Auditor General,,DEM,MALCOLM KENYATTA,125,2,80,43
Washington,DONEGAL 2,Auditor General,,DEM,MALCOLM KENYATTA,135,0,90,45
Washington,DONORA 1,Auditor General,,DEM,MALCOLM KENYATTA,127,2,84,41
Washington,DONORA 2,Auditor General,,DEM,MALCOLM KENYATTA,214,2,150,62
Washington,DONORA 4,Auditor General,,DEM,MALCOLM KENYATTA,222,0,160,62
Washington,DONORA 5,Auditor General,,DEM,MALCOLM KENYATTA,193,3,145,45
Washington,DONORA 7,Auditor General,,DEM,MALCOLM KENYATTA,115,0,75,40
Washington,DUNLEVY,Auditor General,,DEM,MALCOLM KENYATTA,78,0,61,17
Washington,EAST BETHLEHEM 1 W,Auditor General,,DEM,MALCOLM KENYATTA,107,0,88,19
Washington,EAST BETHLEHEM 2 W,Auditor General,,DEM,MALCOLM KENYATTA,99,0,77,22
Washington,EAST BETHLEHEM 3 W,Auditor General,,DEM,MALCOLM KENYATTA,68,1,57,10
Washington,EAST BETHLEHEM 4 W,Auditor General,,DEM,MALCOLM KENYATTA,96,0,55,41
Washington,EAST FINLEY,Auditor General,,DEM,MALCOLM KENYATTA,85,0,63,22
Washington,EAST WASHINGTON,Auditor General,,DEM,MALCOLM KENYATTA,463,4,295,164
Washington,ELCO,Auditor General,,DEM,MALCOLM KENYATTA,36,0,32,4
Washington,ELLSWORTH,Auditor General,,DEM,MALCOLM KENYATTA,157,0,112,45
Washington,FALLOWFIELD 1,Auditor General,,DEM,MALCOLM KENYATTA,330,2,215,113
Washington,FALLOWFIELD 2,Auditor General,,DEM,MALCOLM KENYATTA,80,0,56,24
Washington,FALLOWFIELD 3,Auditor General,,DEM,MALCOLM KENYATTA,212,2,147,63
Washington,FALLOWFIELD 4,Auditor General,,DEM,MALCOLM KENYATTA,178,1,98,79
Washington,FINLEYVILLE,Auditor General,,DEM,MALCOLM KENYATTA,61,0,44,17
Washington,GREEN HILLS,Auditor General,,DEM,MALCOLM KENYATTA,0,0,0,0
Washington,HANOVER 1,Auditor General,,DEM,MALCOLM KENYATTA,193,0,140,53
Washington,HANOVER 2,Auditor General,,DEM,MALCOLM KENYATTA,176,1,125,50
Washington,HOPEWELL,Auditor General,,DEM,MALCOLM KENYATTA,136,0,81,55
Washington,HOUSTON,Auditor General,,DEM,MALCOLM KENYATTA,220,1,149,70
Washington,INDEPENDENCE 1,Auditor General,,DEM,MALCOLM KENYATTA,83,0,52,31
Washington,INDEPENDENCE 2,Auditor General,,DEM,MALCOLM KENYATTA,110,3,64,43
Washington,JEFFERSON,Auditor General,,DEM,MALCOLM KENYATTA,172,0,112,60
Washington,LONG BRANCH,Auditor General,,DEM,MALCOLM KENYATTA,82,0,54,28
Washington,MARIANNA,Auditor General,,DEM,MALCOLM KENYATTA,61,0,43,18
Washington,MIDWAY,Auditor General,,DEM,MALCOLM KENYATTA,175,1,131,43
Washington,MONONGAHELA 1,Auditor General,,DEM,MALCOLM KENYATTA,166,1,96,69
Washington,MONONGAHELA 2 W 1,Auditor General,,DEM,MALCOLM KENYATTA,152,0,103,49
Washington,MONONGAHELA 2 W 3,Auditor General,,DEM,MALCOLM KENYATTA,145,1,105,39
Washington,MONONGAHELA 3 W 1,Auditor General,,DEM,MALCOLM KENYATTA,100,0,71,29
Washington,MONONGAHELA 3 W 2,Auditor General,,DEM,MALCOLM KENYATTA,281,0,197,84
Washington,MORRIS,Auditor General,,DEM,MALCOLM KENYATTA,96,0,60,36
Washington,MT PLEASANT 1,Auditor General,,DEM,MALCOLM KENYATTA,426,1,249,176
Washington,MT PLEASANT 2,Auditor General,,DEM,MALCOLM KENYATTA,101,0,71,30
Washington,MT PLEASANT 3,Auditor General,,DEM,MALCOLM KENYATTA,63,0,45,18
Washington,MT PLEASANT 4,Auditor General,,DEM,MALCOLM KENYATTA,38,0,26,12
Washington,MCDONALD,Auditor General,,DEM,MALCOLM KENYATTA,325,3,239,83
Washington,NEW EAGLE 1,Auditor General,,DEM,MALCOLM KENYATTA,216,1,149,66
Washington,NEW EAGLE 2,Auditor General,,DEM,MALCOLM KENYATTA,163,1,106,56
Washington,NORTH BETHLEHEM,Auditor General,,DEM,MALCOLM KENYATTA,293,2,169,122
Washington,NORTH CHARLEROI,Auditor General,,DEM,MALCOLM KENYATTA,250,2,176,72
Washington,NORTH FRANKLIN 1,Auditor General,,DEM,MALCOLM KENYATTA,435,1,259,175
Washington,NORTH FRANKLIN 2,Auditor General,,DEM,MALCOLM KENYATTA,259,0,166,93
Washington,NORTH FRANKLIN 3,Auditor General,,DEM,MALCOLM KENYATTA,282,1,183,98
Washington,NORTH STRABANE 1,Auditor General,,DEM,MALCOLM KENYATTA,342,1,143,198
Washington,NORTH STRABANE 2,Auditor General,,DEM,MALCOLM KENYATTA,573,2,271,300
Washington,NORTH STRABANE 3,Auditor General,,DEM,MALCOLM KENYATTA,375,0,222,153
Washington,NORTH STRABANE 4,Auditor General,,DEM,MALCOLM KENYATTA,318,2,159,157
Washington,NORTH STRABANE 5,Auditor General,,DEM,MALCOLM KENYATTA,464,4,266,194
Washington,NORTH STRABANE 6,Auditor General,,DEM,MALCOLM KENYATTA,410,0,239,171
Washington,NORTH STRABANE 7,Auditor General,,DEM,MALCOLM KENYATTA,500,4,297,199
Washington,NORTH STRABANE 8,Auditor General,,DEM,MALCOLM KENYATTA,537,6,264,267
Washington,NORTH STRABANE 9,Auditor General,,DEM,MALCOLM KENYATTA,504,5,225,274
Washington,NOTTINGHAM 1,Auditor General,,DEM,MALCOLM KENYATTA,290,1,166,123
Washington,NOTTINGHAM 2,Auditor General,,DEM,MALCOLM KENYATTA,380,1,192,187
Washington,PETERS A 1,Auditor General,,DEM,MALCOLM KENYATTA,274,2,149,123
Washington,PETERS A 2,Auditor General,,DEM,MALCOLM KENYATTA,387,0,251,136
Washington,PETERS A 3,Auditor General,,DEM,MALCOLM KENYATTA,598,6,352,240
Washington,PETERS B 1,Auditor General,,DEM,MALCOLM KENYATTA,372,0,226,146
Washington,PETERS B 2,Auditor General,,DEM,MALCOLM KENYATTA,538,0,305,233
Washington,PETERS B 3,Auditor General,,DEM,MALCOLM KENYATTA,565,7,320,238
Washington,PETERS C 1,Auditor General,,DEM,MALCOLM KENYATTA,415,2,258,155
Washington,PETERS C 2,Auditor General,,DEM,MALCOLM KENYATTA,375,5,233,137
Washington,PETERS C 3,Auditor General,,DEM,MALCOLM KENYATTA,397,1,240,156
Washington,PETERS D 1,Auditor General,,DEM,MALCOLM KENYATTA,649,1,383,265
Washington,PETERS D 2,Auditor General,,DEM,MALCOLM KENYATTA,505,1,305,199
Washington,PETERS D 3,Auditor General,,DEM,MALCOLM KENYATTA,257,2,159,96
Washington,ROBINSON 1,Auditor General,,DEM,MALCOLM KENYATTA,78,0,54,24
Washington,ROBINSON 2,Auditor General,,DEM,MALCOLM KENYATTA,95,0,59,36
Washington,ROBINSON 3,Auditor General,,DEM,MALCOLM KENYATTA,145,1,92,52
Washington,ROSCOE,Auditor General,,DEM,MALCOLM KENYATTA,165,1,116,48
Washington,SMITH 1,Auditor General,,DEM,MALCOLM KENYATTA,168,4,124,40
Washington,SMITH 2,Auditor General,,DEM,MALCOLM KENYATTA,131,0,88,43
Washington,SMITH 3,Auditor General,,DEM,MALCOLM KENYATTA,94,0,72,22
Washington,SMITH 4,Auditor General,,DEM,MALCOLM KENYATTA,90,0,49,41
Washington,SMITH 5,Auditor General,,DEM,MALCOLM KENYATTA,94,0,69,25
Washington,SMITH 6,Auditor General,,DEM,MALCOLM KENYATTA,99,0,64,35
Washington,SMITH 7,Auditor General,,DEM,MALCOLM KENYATTA,78,0,61,17
Washington,SOMERSET 1,Auditor General,,DEM,MALCOLM KENYATTA,190,1,123,66
Washington,SOMERSET 2,Auditor General,,DEM,MALCOLM KENYATTA,241,1,157,83
Washington,SOUTH FRANKLIN 1,Auditor General,,DEM,MALCOLM KENYATTA,142,1,86,55
Washington,SOUTH FRANKLIN 2,Auditor General,,DEM,MALCOLM KENYATTA,253,1,160,92
Washington,SOUTH STRABANE 1,Auditor General,,DEM,MALCOLM KENYATTA,325,2,177,146
Washington,SOUTH STRABANE 2,Auditor General,,DEM,MALCOLM KENYATTA,355,1,222,132
Washington,SOUTH STRABANE 3,Auditor General,,DEM,MALCOLM KENYATTA,333,2,148,183
Washington,SOUTH STRABANE 4,Auditor General,,DEM,MALCOLM KENYATTA,338,1,196,141
Washington,SOUTH STRABANE 5,Auditor General,,DEM,MALCOLM KENYATTA,428,3,222,203
Washington,SOUTH STRABANE 6,Auditor General,,DEM,MALCOLM KENYATTA,342,1,208,133
Washington,SPEERS,Auditor General,,DEM,MALCOLM KENYATTA,283,5,177,101
Washington,STOCKDALE,Auditor General,,DEM,MALCOLM KENYATTA,81,0,62,19
Washington,TWILIGHT,Auditor General,,DEM,MALCOLM KENYATTA,23,0,16,7
Washington,UNION 1,Auditor General,,DEM,MALCOLM KENYATTA,323,3,201,119
Washington,UNION 2,Auditor General,,DEM,MALCOLM KENYATTA,160,1,106,53
Washington,UNION 4,Auditor General,,DEM,MALCOLM KENYATTA,51,0,36,15
Washington,UNION 5,Auditor General,,DEM,MALCOLM KENYATTA,255,0,159,96
Washington,UNION 6,Auditor General,,DEM,MALCOLM KENYATTA,177,0,125,52
Washington,UNION 7,Auditor General,,DEM,MALCOLM KENYATTA,262,0,165,97
Washington,WEST BETHLEHEM,Auditor General,,DEM,MALCOLM KENYATTA,187,0,123,64
Washington,WEST BROWNSVILLE 1,Auditor General,,DEM,MALCOLM KENYATTA,73,1,51,21
Washington,WEST BROWNSVILLE 2,Auditor General,,DEM,MALCOLM KENYATTA,96,0,79,17
Washington,WEST FINLEY 1,Auditor General,,DEM,MALCOLM KENYATTA,28,1,9,18
Washington,WEST FINLEY 2,Auditor General,,DEM,MALCOLM KENYATTA,51,0,39,12
Washington,WEST MIDDLETOWN,Auditor General,,DEM,MALCOLM KENYATTA,23,0,16,7
Washington,WEST PIKE RUN 1,Auditor General,,DEM,MALCOLM KENYATTA,168,0,115,53
Washington,WEST PIKE RUN 2,Auditor General,,DEM,MALCOLM KENYATTA,140,0,101,39
Washington,WASHINGTON 2 W 1,Auditor General,,DEM,MALCOLM KENYATTA,175,2,125,48
Washington,WASHINGTON 3 W 1,Auditor General,,DEM,MALCOLM KENYATTA,150,1,106,43
Washington,WASHINGTON 4,Auditor General,,DEM,MALCOLM KENYATTA,101,1,75,25
Washington,WASHINGTON 5 W 1,Auditor General,,DEM,MALCOLM KENYATTA,175,0,125,50
Washington,WASHINGTON 5 W 2,Auditor General,,DEM,MALCOLM KENYATTA,281,1,182,98
Washington,WASHINGTON 6 W 1,Auditor General,,DEM,MALCOLM KENYATTA,336,0,268,68
Washington,WASHINGTON 6 W 3,Auditor General,,DEM,MALCOLM KENYATTA,175,1,129,45
Washington,WASHINGTON 7 W 1,Auditor General,,DEM,MALCOLM KENYATTA,209,0,152,57
Washington,WASHINGTON 7 W 2,Auditor General,,DEM,MALCOLM KENYATTA,339,1,235,103
Washington,WASHINGTON 7 W 3,Auditor General,,DEM,MALCOLM KENYATTA,305,2,217,86
Washington,WASHINGTON 8 W 1,Auditor General,,DEM,MALCOLM KENYATTA,308,5,222,81
Washington,ALLENPORT,Auditor General,,REP,TIM DEFOOR,150,1,136,13
Washington,AMWELL 1,Auditor General,,REP,TIM DEFOOR,851,4,686,161
Washington,AMWELL 2,Auditor General,,REP,TIM DEFOOR,711,7,633,71
Washington,BEALLSVILLE,Auditor General,,REP,TIM DEFOOR,148,1,138,9
Washington,BENTLEYVILLE,Auditor General,,REP,TIM DEFOOR,679,10,588,81
Washington,BLAINE,Auditor General,,REP,TIM DEFOOR,243,0,227,16
Washington,BUFFALO,Auditor General,,REP,TIM DEFOOR,842,3,719,120
Washington,BURGETTSTOWN,Auditor General,,REP,TIM DEFOOR,402,2,329,71
Washington,CALIFORNIA 1,Auditor General,,REP,TIM DEFOOR,118,1,99,18
Washington,CALIFORNIA 2,Auditor General,,REP,TIM DEFOOR,201,0,177,24
Washington,CALIFORNIA 3,Auditor General,,REP,TIM DEFOOR,229,0,206,23
Washington,CALIFORNIA 4,Auditor General,,REP,TIM DEFOOR,391,0,317,74
Washington,CANONSBURG 1 W 3,Auditor General,,REP,TIM DEFOOR,351,4,304,43
Washington,CANONSBURG 1 W 4,Auditor General,,REP,TIM DEFOOR,703,2,572,129
Washington,CANONSBURG 2 W 1,Auditor General,,REP,TIM DEFOOR,318,0,282,36
Washington,CANONSBURG 2 W 2,Auditor General,,REP,TIM DEFOOR,484,4,416,64
Washington,CANONSBURG 3 W 1,Auditor General,,REP,TIM DEFOOR,282,0,242,40
Washington,CANONSBURG 3 W 3,Auditor General,,REP,TIM DEFOOR,318,3,279,36
Washington,CANTON 1,Auditor General,,REP,TIM DEFOOR,402,2,337,63
Washington,CANTON 2,Auditor General,,REP,TIM DEFOOR,661,2,563,96
Washington,CANTON 4,Auditor General,,REP,TIM DEFOOR,562,4,480,78
Washington,CANTON 5,Auditor General,,REP,TIM DEFOOR,901,4,763,134
Washington,CARROLL 1,Auditor General,,REP,TIM DEFOOR,99,0,87,12
Washington,CARROLL 2,Auditor General,,REP,TIM DEFOOR,441,2,377,62
Washington,CARROLL 3,Auditor General,,REP,TIM DEFOOR,377,1,330,46
Washington,CARROLL 4,Auditor General,,REP,TIM DEFOOR,692,7,574,111
Washington,CARROLL 5,Auditor General,,REP,TIM DEFOOR,385,0,321,64
Washington,CECIL 1,Auditor General,,REP,TIM DEFOOR,523,3,429,91
Washington,CECIL 2,Auditor General,,REP,TIM DEFOOR,411,0,345,66
Washington,CECIL 3,Auditor General,,REP,TIM DEFOOR,742,0,622,120
Washington,CECIL 4,Auditor General,,REP,TIM DEFOOR,613,2,506,105
Washington,CECIL 5,Auditor General,,REP,TIM DEFOOR,888,0,705,183
Washington,CECIL 6,Auditor General,,REP,TIM DEFOOR,1567,13,1095,459
Washington,CECIL 7,Auditor General,,REP,TIM DEFOOR,788,3,549,236
Washington,CECIL 8,Auditor General,,REP,TIM DEFOOR,524,0,437,87
Washington,CENTERVILLE 1,Auditor General,,REP,TIM DEFOOR,235,0,208,27
Washington,CENTERVILLE 2,Auditor General,,REP,TIM DEFOOR,294,3,251,40
Washington,CENTERVILLE 3,Auditor General,,REP,TIM DEFOOR,52,0,43,9
Washington,CENTERVILLE 4,Auditor General,,REP,TIM DEFOOR,285,0,253,32
Washington,CENTERVILLE 5,Auditor General,,REP,TIM DEFOOR,74,0,66,8
