county,precinct,office,district,candidate,party,election_day,mail,provisional,votes
Armstrong,Burrell Twp,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,2,0,0,2
Armstrong,Burrell Twp,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,1,0,0,1
Armstrong,Burrell Twp,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,Burrell Twp,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Burrell Twp,AUDITOR GENERAL,,TIM DEFOOR,REP,285,45,1,331
Armstrong,Burrell Twp,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,42,13,0,55
Armstrong,Burrell Twp,AUDITOR GENERAL,,REECE SMITH,LIB,9,0,0,9
Armstrong,Burrell Twp,AUDITOR GENERAL,,BOB GOODRICH,CST,4,0,0,4
Armstrong,Burrell Twp,AUDITOR GENERAL,,ERIC K ANTON,ASP,0,0,0,0
Armstrong,Burrell Twp,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,Burrell Twp,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Burrell Twp,STATE TREASURER,,STACY GARRITY,REP,294,47,1,342
Armstrong,Burrell Twp,STATE TREASURER,,ERIN MCCLELLAND,DEM,43,13,0,56
Armstrong,Burrell Twp,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,3,0,0,3
Armstrong,Burrell Twp,STATE TREASURER,,TROY BOWMAN,CST,2,0,0,2
Armstrong,Burrell Twp,STATE TREASURER,,CHRIS FOSTER,FWD,0,0,0,0
Armstrong,Burrell Twp,STATE TREASURER,,Write-ins,,0,0,0,0
Armstrong,Burrell Twp,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Burrell Twp,U.S. House,15,GLENN GT THOMPSON,REP,300,45,1,346
Armstrong,Burrell Twp,U.S. House,15,ZACH WOMER,DEM,38,13,0,51
Armstrong,Burrell Twp,U.S. House,15,Write-ins,,2,0,0,2
Armstrong,Burrell Twp,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Burrell Twp,State Senate,41,JOE PITTMAN,REP,315,51,1,367
Armstrong,Burrell Twp,State Senate,41,Write-ins,,4,2,0,6
Armstrong,Burrell Twp,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Burrell Twp,State House,60,ABBY MAJOR,REP,323,52,1,376
Armstrong,Burrell Twp,State House,60,Write-ins,,3,2,0,5
Armstrong,Burrell Twp,State House,60,Unresolved Write-In,,0,0,0,0
Armstrong,Cadogan Twp,Registered Voters,,,,,,,235
Armstrong,Cadogan Twp,Ballots Cast,,,,174,16,1,191
Armstrong,Cadogan Twp,PRESIDENT,,DONALD J TRUMP,REP,148,9,1,158
Armstrong,Cadogan Twp,PRESIDENT,,KAMALA D HARRIS,DEM,26,7,0,33
Armstrong,Cadogan Twp,PRESIDENT,,CHASE OLIVER,LIB,0,0,0,0
Armstrong,Cadogan Twp,PRESIDENT,,JILL STEIN,GRN,0,0,0,0
Armstrong,Cadogan Twp,PRESIDENT,,Write-ins,,0,0,0,0
Armstrong,Cadogan Twp,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Cadogan Twp,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,Cadogan Twp,U.S. SENATE,,DAVE MCCORMICK,REP,139,9,1,149
Armstrong,Cadogan Twp,U.S. SENATE,,ROBERT P CASEY JR,DEM,27,7,0,34
Armstrong,Cadogan Twp,U.S. SENATE,,JOHN C THOMAS,LIB,5,0,0,5
Armstrong,Cadogan Twp,U.S. SENATE,,MARTY SELKER,CST,1,0,0,1
Armstrong,Cadogan Twp,U.S. SENATE,,LEILA HAZOU,GRN,0,0,0,0
Armstrong,Cadogan Twp,U.S. SENATE,,Write-ins,,0,0,0,0
Armstrong,Cadogan Twp,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,Cadogan Twp,ATTORNEY GENERAL,,DAVE SUNDAY,REP,137,8,1,146
Armstrong,Cadogan Twp,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,28,8,0,36
Armstrong,Cadogan Twp,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,5,0,0,5
Armstrong,Cadogan Twp,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,2,0,0,2
Armstrong,Cadogan Twp,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,1,0,0,1
Armstrong,Cadogan Twp,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,0,0,0,0
Armstrong,Cadogan Twp,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,Cadogan Twp,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Cadogan Twp,AUDITOR GENERAL,,TIM DEFOOR,REP,142,8,1,151
Armstrong,Cadogan Twp,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,25,8,0,33
Armstrong,Cadogan Twp,AUDITOR GENERAL,,BOB GOODRICH,CST,3,0,0,3
Armstrong,Cadogan Twp,AUDITOR GENERAL,,REECE SMITH,LIB,1,0,0,1
Armstrong,Cadogan Twp,AUDITOR GENERAL,,ERIC K ANTON,ASP,1,0,0,1
Armstrong,Cadogan Twp,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,Cadogan Twp,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Cadogan Twp,STATE TREASURER,,STACY GARRITY,REP,144,9,1,154
Armstrong,Cadogan Twp,STATE TREASURER,,ERIN MCCLELLAND,DEM,26,7,0,33
Armstrong,Cadogan Twp,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,1,0,0,1
Armstrong,Cadogan Twp,STATE TREASURER,,TROY BOWMAN,CST,1,0,0,1
Armstrong,Cadogan Twp,STATE TREASURER,,CHRIS FOSTER,FWD,0,0,0,0
Armstrong,Cadogan Twp,STATE TREASURER,,Write-ins,,0,0,0,0
Armstrong,Cadogan Twp,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Cadogan Twp,U.S. House,15,GLENN GT THOMPSON,REP,140,9,1,150
Armstrong,Cadogan Twp,U.S. House,15,ZACH WOMER,DEM,30,7,0,37
Armstrong,Cadogan Twp,U.S. House,15,Write-ins,,0,0,0,0
Armstrong,Cadogan Twp,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Cadogan Twp,State Senate,41,JOE PITTMAN,REP,160,14,1,175
Armstrong,Cadogan Twp,State Senate,41,Write-ins,,0,1,0,1
Armstrong,Cadogan Twp,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Cadogan Twp,State House,60,ABBY MAJOR,REP,165,15,1,181
Armstrong,Cadogan Twp,State House,60,Write-ins,,0,1,0,1
Armstrong,Cadogan Twp,State House,60,Unresolved Write-In,,0,0,0,0
Armstrong,Cowanshannock Twp-East,Registered Voters,,,,,,,943
Armstrong,Cowanshannock Twp-East,Ballots Cast,,,,658,129,5,792
Armstrong,Cowanshannock Twp-East,PRESIDENT,,DONALD J TRUMP,REP,564,72,5,641
Armstrong,Cowanshannock Twp-East,PRESIDENT,,KAMALA D HARRIS,DEM,86,56,0,142
Armstrong,Cowanshannock Twp-East,PRESIDENT,,CHASE OLIVER,LIB,4,0,0,4
Armstrong,Cowanshannock Twp-East,PRESIDENT,,JILL STEIN,GRN,0,1,0,1
Armstrong,Cowanshannock Twp-East,PRESIDENT,,Write-ins,,1,0,0,1
Armstrong,Cowanshannock Twp-East,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Cowanshannock Twp-East,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,Cowanshannock Twp-East,U.S. SENATE,,DAVE MCCORMICK,REP,539,63,5,607
Armstrong,Cowanshannock Twp-East,U.S. SENATE,,ROBERT P CASEY JR,DEM,102,58,0,160
Armstrong,Cowanshannock Twp-East,U.S. SENATE,,JOHN C THOMAS,LIB,11,5,0,16
Armstrong,Cowanshannock Twp-East,U.S. SENATE,,MARTY SELKER,CST,3,1,0,4
Armstrong,Cowanshannock Twp-East,U.S. SENATE,,LEILA HAZOU,GRN,1,2,0,3
Armstrong,Cowanshannock Twp-East,U.S. SENATE,,Write-ins,,1,0,0,1
Armstrong,Cowanshannock Twp-East,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,Cowanshannock Twp-East,ATTORNEY GENERAL,,DAVE SUNDAY,REP,545,67,5,617
Armstrong,Cowanshannock Twp-East,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,88,58,0,146
Armstrong,Cowanshannock Twp-East,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,10,1,0,11
Armstrong,Cowanshannock Twp-East,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,5,1,0,6
Armstrong,Cowanshannock Twp-East,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,1,1,0,2
Armstrong,Cowanshannock Twp-East,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,1,0,0,1
Armstrong,Cowanshannock Twp-East,ATTORNEY GENERAL,,Write-ins,,1,0,0,1
Armstrong,Cowanshannock Twp-East,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Cowanshannock Twp-East,AUDITOR GENERAL,,TIM DEFOOR,REP,541,68,4,613
Armstrong,Cowanshannock Twp-East,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,88,54,0,142
Armstrong,Cowanshannock Twp-East,AUDITOR GENERAL,,REECE SMITH,LIB,13,4,0,17
Armstrong,Cowanshannock Twp-East,AUDITOR GENERAL,,BOB GOODRICH,CST,5,1,0,6
Armstrong,Cowanshannock Twp-East,AUDITOR GENERAL,,ERIC K ANTON,ASP,0,0,0,0
Armstrong,Cowanshannock Twp-East,AUDITOR GENERAL,,Write-ins,,1,0,0,1
Armstrong,Cowanshannock Twp-East,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Cowanshannock Twp-East,STATE TREASURER,,STACY GARRITY,REP,551,68,3,622
Armstrong,Cowanshannock Twp-East,STATE TREASURER,,ERIN MCCLELLAND,DEM,80,57,0,137
Armstrong,Cowanshannock Twp-East,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,8,0,0,8
Armstrong,Cowanshannock Twp-East,STATE TREASURER,,TROY BOWMAN,CST,5,1,1,7
Armstrong,Cowanshannock Twp-East,STATE TREASURER,,CHRIS FOSTER,FWD,1,2,0,3
Armstrong,Cowanshannock Twp-East,STATE TREASURER,,Write-ins,,1,0,0,1
Armstrong,Cowanshannock Twp-East,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Cowanshannock Twp-East,U.S. House,15,GLENN GT THOMPSON,REP,556,70,3,629
Armstrong,Cowanshannock Twp-East,U.S. House,15,ZACH WOMER,DEM,85,59,0,144
Armstrong,Cowanshannock Twp-East,U.S. House,15,Write-ins,,3,0,0,3
Armstrong,Cowanshannock Twp-East,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Cowanshannock Twp-East,State Senate,41,JOE PITTMAN,REP,601,97,5,703
Armstrong,Cowanshannock Twp-East,State Senate,41,Write-ins,,11,6,0,17
Armstrong,Cowanshannock Twp-East,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Cowanshannock Twp-East,State House,63,JOSH BASHLINE,REP,565,71,4,640
Armstrong,Cowanshannock Twp-East,State House,63,PAT RITCHIE,DEM,81,55,0,136
Armstrong,Cowanshannock Twp-East,State House,63,Write-ins,,1,0,0,1
Armstrong,Cowanshannock Twp-East,State House,63,Unresolved Write-In,,0,0,0,0
Armstrong,Cowanshannock Twp-West,Registered Voters,,,,,,,889
Armstrong,Cowanshannock Twp-West,Ballots Cast,,,,618,131,3,752
Armstrong,Cowanshannock Twp-West,PRESIDENT,,DONALD J TRUMP,REP,505,78,3,586
Armstrong,Cowanshannock Twp-West,PRESIDENT,,KAMALA D HARRIS,DEM,105,52,0,157
Armstrong,Cowanshannock Twp-West,PRESIDENT,,CHASE OLIVER,LIB,3,0,0,3
Armstrong,Cowanshannock Twp-West,PRESIDENT,,JILL STEIN,GRN,2,0,0,2
Armstrong,Cowanshannock Twp-West,PRESIDENT,,Write-ins,,2,1,0,3
Armstrong,Cowanshannock Twp-West,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Cowanshannock Twp-West,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,Cowanshannock Twp-West,U.S. SENATE,,DAVE MCCORMICK,REP,465,71,3,539
Armstrong,Cowanshannock Twp-West,U.S. SENATE,,ROBERT P CASEY JR,DEM,123,57,0,180
Armstrong,Cowanshannock Twp-West,U.S. SENATE,,JOHN C THOMAS,LIB,21,1,0,22
Armstrong,Cowanshannock Twp-West,U.S. SENATE,,LEILA HAZOU,GRN,4,1,0,5
Armstrong,Cowanshannock Twp-West,U.S. SENATE,,MARTY SELKER,CST,2,0,0,2
Armstrong,Cowanshannock Twp-West,U.S. SENATE,,Write-ins,,0,0,0,0
Armstrong,Cowanshannock Twp-West,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,Cowanshannock Twp-West,ATTORNEY GENERAL,,DAVE SUNDAY,REP,469,80,3,552
Armstrong,Cowanshannock Twp-West,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,110,48,0,158
Armstrong,Cowanshannock Twp-West,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,12,2,0,14
Armstrong,Cowanshannock Twp-West,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,5,0,0,5
Armstrong,Cowanshannock Twp-West,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,4,0,0,4
Armstrong,Cowanshannock Twp-West,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,2,0,0,2
Armstrong,Cowanshannock Twp-West,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,Cowanshannock Twp-West,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Cowanshannock Twp-West,AUDITOR GENERAL,,TIM DEFOOR,REP,474,77,3,554
Armstrong,Cowanshannock Twp-West,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,102,52,0,154
Armstrong,Cowanshannock Twp-West,AUDITOR GENERAL,,REECE SMITH,LIB,19,1,0,20
Armstrong,Cowanshannock Twp-West,AUDITOR GENERAL,,BOB GOODRICH,CST,3,0,0,3
Armstrong,Cowanshannock Twp-West,AUDITOR GENERAL,,ERIC K ANTON,ASP,2,0,0,2
Armstrong,Cowanshannock Twp-West,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,Cowanshannock Twp-West,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Cowanshannock Twp-West,STATE TREASURER,,STACY GARRITY,REP,477,75,3,555
Armstrong,Cowanshannock Twp-West,STATE TREASURER,,ERIN MCCLELLAND,DEM,98,49,0,147
Armstrong,Cowanshannock Twp-West,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,17,2,0,19
Armstrong,Cowanshannock Twp-West,STATE TREASURER,,TROY BOWMAN,CST,4,1,0,5
Armstrong,Cowanshannock Twp-West,STATE TREASURER,,CHRIS FOSTER,FWD,3,0,0,3
Armstrong,Cowanshannock Twp-West,STATE TREASURER,,Write-ins,,1,0,0,1
Armstrong,Cowanshannock Twp-West,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Cowanshannock Twp-West,U.S. House,15,GLENN GT THOMPSON,REP,492,80,3,575
Armstrong,Cowanshannock Twp-West,U.S. House,15,ZACH WOMER,DEM,104,48,0,152
Armstrong,Cowanshannock Twp-West,U.S. House,15,Write-ins,,0,0,0,0
Armstrong,Cowanshannock Twp-West,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Cowanshannock Twp-West,State Senate,41,JOE PITTMAN,REP,556,113,3,672
Armstrong,Cowanshannock Twp-West,State Senate,41,Write-ins,,17,3,0,20
Armstrong,Cowanshannock Twp-West,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Cowanshannock Twp-West,State House,63,JOSH BASHLINE,REP,500,77,1,578
Armstrong,Cowanshannock Twp-West,State House,63,PAT RITCHIE,DEM,100,52,0,152
Armstrong,Cowanshannock Twp-West,State House,63,Write-ins,,0,1,0,1
Armstrong,Cowanshannock Twp-West,State House,63,Unresolved Write-In,,0,0,0,0
Armstrong,Dayton Boro,Registered Voters,,,,,,,369
Armstrong,Dayton Boro,Ballots Cast,,,,267,33,0,300
Armstrong,Dayton Boro,PRESIDENT,,DONALD J TRUMP,REP,230,22,0,252
Armstrong,Dayton Boro,PRESIDENT,,KAMALA D HARRIS,DEM,34,11,0,45
Armstrong,Dayton Boro,PRESIDENT,,CHASE OLIVER,LIB,2,0,0,2
Armstrong,Dayton Boro,PRESIDENT,,JILL STEIN,GRN,1,0,0,1
Armstrong,Dayton Boro,PRESIDENT,,Write-ins,,0,0,0,0
Armstrong,Dayton Boro,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Dayton Boro,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,Dayton Boro,U.S. SENATE,,DAVE MCCORMICK,REP,214,21,0,235
Armstrong,Dayton Boro,U.S. SENATE,,ROBERT P CASEY JR,DEM,34,11,0,45
Armstrong,Dayton Boro,U.S. SENATE,,JOHN C THOMAS,LIB,8,1,0,9
Armstrong,Dayton Boro,U.S. SENATE,,MARTY SELKER,CST,4,0,0,4
Armstrong,Dayton Boro,U.S. SENATE,,LEILA HAZOU,GRN,3,0,0,3
Armstrong,Dayton Boro,U.S. SENATE,,Write-ins,,1,0,0,1
Armstrong,Dayton Boro,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,Dayton Boro,ATTORNEY GENERAL,,DAVE SUNDAY,REP,212,22,0,234
Armstrong,Dayton Boro,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,35,9,0,44
Armstrong,Dayton Boro,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,7,0,0,7
Armstrong,Dayton Boro,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,2,1,0,3
Armstrong,Dayton Boro,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,2,0,0,2
Armstrong,Dayton Boro,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,0,0,0,0
Armstrong,Dayton Boro,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,Dayton Boro,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Dayton Boro,AUDITOR GENERAL,,TIM DEFOOR,REP,213,23,0,236
Armstrong,Dayton Boro,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,33,8,0,41
Armstrong,Dayton Boro,AUDITOR GENERAL,,REECE SMITH,LIB,7,1,0,8
Armstrong,Dayton Boro,AUDITOR GENERAL,,BOB GOODRICH,CST,4,0,0,4
Armstrong,Dayton Boro,AUDITOR GENERAL,,ERIC K ANTON,ASP,0,0,0,0
Armstrong,Dayton Boro,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,Dayton Boro,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Dayton Boro,STATE TREASURER,,STACY GARRITY,REP,217,25,0,242
Armstrong,Dayton Boro,STATE TREASURER,,ERIN MCCLELLAND,DEM,32,7,0,39
Armstrong,Dayton Boro,STATE TREASURER,,TROY BOWMAN,CST,4,0,0,4
Armstrong,Dayton Boro,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,3,0,0,3
Armstrong,Dayton Boro,STATE TREASURER,,CHRIS FOSTER,FWD,0,0,0,0
Armstrong,Dayton Boro,STATE TREASURER,,Write-ins,,0,0,0,0
Armstrong,Dayton Boro,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Dayton Boro,U.S. House,15,GLENN GT THOMPSON,REP,222,24,0,246
Armstrong,Dayton Boro,U.S. House,15,ZACH WOMER,DEM,33,9,0,42
Armstrong,Dayton Boro,U.S. House,15,Write-ins,,0,0,0,0
Armstrong,Dayton Boro,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Dayton Boro,State Senate,41,JOE PITTMAN,REP,239,30,0,269
Armstrong,Dayton Boro,State Senate,41,Write-ins,,2,0,0,2
Armstrong,Dayton Boro,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Dayton Boro,State House,63,JOSH BASHLINE,REP,226,25,0,251
Armstrong,Dayton Boro,State House,63,PAT RITCHIE,DEM,32,7,0,39
Armstrong,Dayton Boro,State House,63,Write-ins,,0,0,0,0
Armstrong,Dayton Boro,State House,63,Unresolved Write-In,,0,0,0,0
Armstrong,East Franklin Twp-North,Registered Voters,,,,,,,808
Armstrong,East Franklin Twp-North,Ballots Cast,,,,550,137,3,690
Armstrong,East Franklin Twp-North,PRESIDENT,,DONALD J TRUMP,REP,465,94,3,562
Armstrong,East Franklin Twp-North,PRESIDENT,,KAMALA D HARRIS,DEM,79,43,0,122
Armstrong,East Franklin Twp-North,PRESIDENT,,CHASE OLIVER,LIB,3,0,0,3
Armstrong,East Franklin Twp-North,PRESIDENT,,JILL STEIN,GRN,0,0,0,0
Armstrong,East Franklin Twp-North,PRESIDENT,,Write-ins,,2,0,0,2
Armstrong,East Franklin Twp-North,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,East Franklin Twp-North,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,East Franklin Twp-North,U.S. SENATE,,DAVE MCCORMICK,REP,441,85,3,529
Armstrong,East Franklin Twp-North,U.S. SENATE,,ROBERT P CASEY JR,DEM,90,44,0,134
Armstrong,East Franklin Twp-North,U.S. SENATE,,JOHN C THOMAS,LIB,10,6,0,16
Armstrong,East Franklin Twp-North,U.S. SENATE,,LEILA HAZOU,GRN,3,0,0,3
Armstrong,East Franklin Twp-North,U.S. SENATE,,MARTY SELKER,CST,2,0,0,2
Armstrong,East Franklin Twp-North,U.S. SENATE,,Write-ins,,0,0,0,0
Armstrong,East Franklin Twp-North,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,East Franklin Twp-North,ATTORNEY GENERAL,,DAVE SUNDAY,REP,437,90,3,530
Armstrong,East Franklin Twp-North,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,78,43,0,121
Armstrong,East Franklin Twp-North,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,10,1,0,11
Armstrong,East Franklin Twp-North,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,4,1,0,5
Armstrong,East Franklin Twp-North,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,2,0,0,2
Armstrong,East Franklin Twp-North,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,2,0,0,2
Armstrong,East Franklin Twp-North,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,East Franklin Twp-North,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,East Franklin Twp-North,AUDITOR GENERAL,,TIM DEFOOR,REP,428,92,3,523
Armstrong,East Franklin Twp-North,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,81,41,0,122
Armstrong,East Franklin Twp-North,AUDITOR GENERAL,,REECE SMITH,LIB,10,0,0,10
Armstrong,East Franklin Twp-North,AUDITOR GENERAL,,BOB GOODRICH,CST,9,1,0,10
Armstrong,East Franklin Twp-North,AUDITOR GENERAL,,ERIC K ANTON,ASP,1,0,0,1
Armstrong,East Franklin Twp-North,AUDITOR GENERAL,,Write-ins,,2,0,0,2
Armstrong,East Franklin Twp-North,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,East Franklin Twp-North,STATE TREASURER,,STACY GARRITY,REP,442,91,3,536
Armstrong,East Franklin Twp-North,STATE TREASURER,,ERIN MCCLELLAND,DEM,73,41,0,114
Armstrong,East Franklin Twp-North,STATE TREASURER,,TROY BOWMAN,CST,9,0,0,9
Armstrong,East Franklin Twp-North,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,6,1,0,7
Armstrong,East Franklin Twp-North,STATE TREASURER,,CHRIS FOSTER,FWD,0,0,0,0
Armstrong,East Franklin Twp-North,STATE TREASURER,,Write-ins,,0,0,0,0
Armstrong,East Franklin Twp-North,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,East Franklin Twp-North,U.S. House,15,GLENN GT THOMPSON,REP,450,92,3,545
Armstrong,East Franklin Twp-North,U.S. House,15,ZACH WOMER,DEM,76,42,0,118
Armstrong,East Franklin Twp-North,U.S. House,15,Write-ins,,1,0,0,1
Armstrong,East Franklin Twp-North,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,East Franklin Twp-North,State Senate,41,JOE PITTMAN,REP,492,116,3,611
Armstrong,East Franklin Twp-North,State Senate,41,Write-ins,,4,4,0,8
Armstrong,East Franklin Twp-North,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,East Franklin Twp-North,State House,60,ABBY MAJOR,REP,504,119,2,625
Armstrong,East Franklin Twp-North,State House,60,Write-ins,,5,3,0,8
Armstrong,East Franklin Twp-North,State House,60,Unresolved Write-In,,0,0,0,0
Armstrong,East Franklin Twp-East,Registered Voters,,,,,,,1018
Armstrong,East Franklin Twp-East,Ballots Cast,,,,634,229,2,865
Armstrong,East Franklin Twp-East,PRESIDENT,,DONALD J TRUMP,REP,496,135,2,633
Armstrong,East Franklin Twp-East,PRESIDENT,,KAMALA D HARRIS,DEM,130,92,0,222
Armstrong,East Franklin Twp-East,PRESIDENT,,CHASE OLIVER,LIB,3,2,0,5
Armstrong,East Franklin Twp-East,PRESIDENT,,JILL STEIN,GRN,1,0,0,1
Armstrong,East Franklin Twp-East,PRESIDENT,,Write-ins,,2,0,0,2
Armstrong,East Franklin Twp-East,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,East Franklin Twp-East,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,East Franklin Twp-East,U.S. SENATE,,DAVE MCCORMICK,REP,463,130,1,594
Armstrong,East Franklin Twp-East,U.S. SENATE,,ROBERT P CASEY JR,DEM,139,92,1,232
Armstrong,East Franklin Twp-East,U.S. SENATE,,JOHN C THOMAS,LIB,26,4,0,30
Armstrong,East Franklin Twp-East,U.S. SENATE,,MARTY SELKER,CST,3,2,0,5
Armstrong,East Franklin Twp-East,U.S. SENATE,,LEILA HAZOU,GRN,0,0,0,0
Armstrong,East Franklin Twp-East,U.S. SENATE,,Write-ins,,1,0,0,1
Armstrong,East Franklin Twp-East,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,East Franklin Twp-East,ATTORNEY GENERAL,,DAVE SUNDAY,REP,474,133,1,608
Armstrong,East Franklin Twp-East,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,124,91,1,216
Armstrong,East Franklin Twp-East,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,13,3,0,16
Armstrong,East Franklin Twp-East,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,7,1,0,8
Armstrong,East Franklin Twp-East,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,3,0,0,3
Armstrong,East Franklin Twp-East,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,2,0,0,2
Armstrong,East Franklin Twp-East,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,East Franklin Twp-East,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,East Franklin Twp-East,AUDITOR GENERAL,,TIM DEFOOR,REP,464,139,2,605
Armstrong,East Franklin Twp-East,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,130,84,0,214
