county,precinct,office,district,candidate,party,votes,election_day,mail,provisional
Lancaster,1803 Litz 2-1,ATTORNEY GENERAL,,Richard L Weiss,GRN,11,4,7,0
Lancaster,1804 Litz 2-2,ATTORNEY GENERAL,,Richard L Weiss,GRN,10,8,2,0
Lancaster,1805 Litz 3-1,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,8,0,0
Lancaster,1806 Litz 3-2,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,8,0,0
Lancaster,1901 Mheim B1,ATTORNEY GENERAL,,Richard L Weiss,GRN,6,4,1,1
Lancaster,1902 Mheim B2,ATTORNEY GENERAL,,Richard L Weiss,GRN,12,12,0,0
Lancaster,2001 Mariet-1,ATTORNEY GENERAL,,Richard L Weiss,GRN,10,9,0,1
Lancaster,2002 Mariet-2,ATTORNEY GENERAL,,Richard L Weiss,GRN,7,5,0,2
Lancaster,2101 Mville-1,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,6,2,0
Lancaster,2102 Mville-2,ATTORNEY GENERAL,,Richard L Weiss,GRN,7,5,2,0
Lancaster,2103 Mville-3,ATTORNEY GENERAL,,Richard L Weiss,GRN,11,10,1,0
Lancaster,2104 Mville-4,ATTORNEY GENERAL,,Richard L Weiss,GRN,18,16,0,2
Lancaster,2301 MtJoy-E,ATTORNEY GENERAL,,Richard L Weiss,GRN,10,7,3,0
Lancaster,2302 MtJoy-Fl,ATTORNEY GENERAL,,Richard L Weiss,GRN,14,10,3,1
Lancaster,2303 MtJoy-W,ATTORNEY GENERAL,,Richard L Weiss,GRN,11,9,2,0
Lancaster,2400 Mt-ville,ATTORNEY GENERAL,,Richard L Weiss,GRN,12,10,1,1
Lancaster,2501 N Holld1,ATTORNEY GENERAL,,Richard L Weiss,GRN,6,3,2,1
Lancaster,2502 N Holld2,ATTORNEY GENERAL,,Richard L Weiss,GRN,17,11,6,0
Lancaster,2503 N Holld3,ATTORNEY GENERAL,,Richard L Weiss,GRN,0,0,0,0
Lancaster,2600 Q-ville,ATTORNEY GENERAL,,Richard L Weiss,GRN,15,11,4,0
Lancaster,2701 Strasbg1,ATTORNEY GENERAL,,Richard L Weiss,GRN,4,2,2,0
Lancaster,2703 Strasbg3,ATTORNEY GENERAL,,Richard L Weiss,GRN,2,2,0,0
Lancaster,2800 Terre HI,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,8,0,0
Lancaster,2900 Bart Twp,ATTORNEY GENERAL,,Richard L Weiss,GRN,4,4,0,0
Lancaster,3001 B-nock-B,ATTORNEY GENERAL,,Richard L Weiss,GRN,25,23,2,0
Lancaster,3002 B-nock-M,ATTORNEY GENERAL,,Richard L Weiss,GRN,5,3,2,0
Lancaster,3100 Canarvon,ATTORNEY GENERAL,,Richard L Weiss,GRN,13,9,4,0
Lancaster,3201 Clay T-N,ATTORNEY GENERAL,,Richard L Weiss,GRN,10,10,0,0
Lancaster,3202 Clay T-S,ATTORNEY GENERAL,,Richard L Weiss,GRN,10,8,2,0
Lancaster,3301 E Coc-Smk,ATTORNEY GENERAL,,Richard L Weiss,GRN,9,7,2,0
Lancaster,3302 E Coc-Swrt,ATTORNEY GENERAL,,Richard L Weiss,GRN,5,5,0,0
Lancaster,3303 E Coc-Stv,ATTORNEY GENERAL,,Richard L Weiss,GRN,6,5,1,0
Lancaster,3304 E Coc-Rms,ATTORNEY GENERAL,,Richard L Weiss,GRN,12,9,3,0
Lancaster,3401 W Coc-Rein,ATTORNEY GENERAL,,Richard L Weiss,GRN,14,12,2,0
Lancaster,3402 W Coc-Sch,ATTORNEY GENERAL,,Richard L Weiss,GRN,6,4,2,0
Lancaster,3500 Colerain,ATTORNEY GENERAL,,Richard L Weiss,GRN,7,5,2,0
Lancaster,3600 Conestoga,ATTORNEY GENERAL,,Richard L Weiss,GRN,13,9,3,1
Lancaster,3700 Conoy,ATTORNEY GENERAL,,Richard L Weiss,GRN,17,13,4,0
Lancaster,3801 E Don-May,ATTORNEY GENERAL,,Richard L Weiss,GRN,11,11,0,0
Lancaster,3802 E Don-Spr,ATTORNEY GENERAL,,Richard L Weiss,GRN,20,11,9,0
Lancaster,3803 E Don-MW,ATTORNEY GENERAL,,Richard L Weiss,GRN,12,11,1,0
Lancaster,3901 W Dongl-1,ATTORNEY GENERAL,,Richard L Weiss,GRN,5,4,1,0
Lancaster,3902 W Dongl-2,ATTORNEY GENERAL,,Richard L Weiss,GRN,11,4,7,0
Lancaster,3903 W Dongl-3,ATTORNEY GENERAL,,Richard L Weiss,GRN,6,5,1,0
Lancaster,3904 W Dongl-4,ATTORNEY GENERAL,,Richard L Weiss,GRN,13,11,2,0
Lancaster,4000 Drumore,ATTORNEY GENERAL,,Richard L Weiss,GRN,7,6,1,0
Lancaster,4100 E Drumor,ATTORNEY GENERAL,,Richard L Weiss,GRN,5,4,1,0
Lancaster,4201 Earl-Mdl,ATTORNEY GENERAL,,Richard L Weiss,GRN,6,4,2,0
Lancaster,4202 Earl-NH,ATTORNEY GENERAL,,Richard L Weiss,GRN,14,13,1,0
Lancaster,4301 E Earl-BB,ATTORNEY GENERAL,,Richard L Weiss,GRN,5,4,1,0
Lancaster,4302 E Earl-TH,ATTORNEY GENERAL,,Richard L Weiss,GRN,2,2,0,0
Lancaster,4401 W Earl-Er,ATTORNEY GENERAL,,Richard L Weiss,GRN,11,9,2,0
Lancaster,4402 W Earl-Fr,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,5,3,0
Lancaster,4403 W Earl-No,ATTORNEY GENERAL,,Richard L Weiss,GRN,10,8,2,0
Lancaster,4500 Eden,ATTORNEY GENERAL,,Richard L Weiss,GRN,3,0,3,0
Lancaster,4600 Elizabeth,ATTORNEY GENERAL,,Richard L Weiss,GRN,14,9,5,0
Lancaster,4701 Eph-Linc,ATTORNEY GENERAL,,Richard L Weiss,GRN,16,8,8,0
Lancaster,4702 Eph-Murr,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,6,2,0
Lancaster,4703 Eph-TRun,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,6,2,0
Lancaster,4800 Fulton,ATTORNEY GENERAL,,Richard L Weiss,GRN,10,9,1,0
Lancaster,4901 E Hemp-Bar,ATTORNEY GENERAL,,Richard L Weiss,GRN,10,5,5,0
Lancaster,4902 E Hemp-Cnt,ATTORNEY GENERAL,,Richard L Weiss,GRN,10,7,3,0
Lancaster,4903 E Hemp-Chr,ATTORNEY GENERAL,,Richard L Weiss,GRN,6,4,2,0
Lancaster,4904 E Hemp-Chs,ATTORNEY GENERAL,,Richard L Weiss,GRN,10,9,1,0
Lancaster,4905 E Hemp-Fri,ATTORNEY GENERAL,,Richard L Weiss,GRN,5,4,1,0
Lancaster,4906 E Hemp-Spr,ATTORNEY GENERAL,,Richard L Weiss,GRN,6,6,0,0
Lancaster,4907 E Hemp-Hmp,ATTORNEY GENERAL,,Richard L Weiss,GRN,6,5,1,0
Lancaster,4908 E Hemp-Ind,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,5,3,0
Lancaster,4909 E Hemp-Kng,ATTORNEY GENERAL,,Richard L Weiss,GRN,2,1,1,0
Lancaster,4911 E Hemp-Ldv,ATTORNEY GENERAL,,Richard L Weiss,GRN,9,8,1,0
Lancaster,4912 E Hemp-Mil,ATTORNEY GENERAL,,Richard L Weiss,GRN,7,4,3,0
Lancaster,4913 E Hemp-Pet,ATTORNEY GENERAL,,Richard L Weiss,GRN,5,3,2,0
Lancaster,4914 E Hemp-Ple,ATTORNEY GENERAL,,Richard L Weiss,GRN,12,9,3,0
Lancaster,4915 E Hemp-Rhr,ATTORNEY GENERAL,,Richard L Weiss,GRN,5,4,1,0
Lancaster,4916 E Hemp-Sct,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,4,4,0
Lancaster,5001 W Hemp-Chs,ATTORNEY GENERAL,,Richard L Weiss,GRN,11,9,2,0
Lancaster,5002 W Hemp-Frm,ATTORNEY GENERAL,,Richard L Weiss,GRN,17,15,2,0
Lancaster,5003 W Hemp-Irn,ATTORNEY GENERAL,,Richard L Weiss,GRN,16,10,6,0
Lancaster,5004 W Hemp-Slv,ATTORNEY GENERAL,,Richard L Weiss,GRN,3,3,0,0
Lancaster,5005 W Hemp-Oys,ATTORNEY GENERAL,,Richard L Weiss,GRN,17,14,3,0
Lancaster,5006 W Hemp-Hgh,ATTORNEY GENERAL,,Richard L Weiss,GRN,3,2,1,0
Lancaster,5007 W Hemp-Sal,ATTORNEY GENERAL,,Richard L Weiss,GRN,5,5,0,0
Lancaster,5101 E Lamp-1,ATTORNEY GENERAL,,Richard L Weiss,GRN,9,6,3,0
Lancaster,5102 E Lamp-2,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,6,2,0
Lancaster,5103 E Lamp-3,ATTORNEY GENERAL,,Richard L Weiss,GRN,6,4,2,0
Lancaster,5104 E Lamp-4,ATTORNEY GENERAL,,Richard L Weiss,GRN,13,8,5,0
Lancaster,5105 E Lamp-5,ATTORNEY GENERAL,,Richard L Weiss,GRN,10,7,3,0
Lancaster,5106 E Lamp-6,ATTORNEY GENERAL,,Richard L Weiss,GRN,9,7,2,0
Lancaster,5107 E Lamp-7,ATTORNEY GENERAL,,Richard L Weiss,GRN,5,3,2,0
Lancaster,5108 E Lamp-8,ATTORNEY GENERAL,,Richard L Weiss,GRN,11,9,1,1
Lancaster,5201 W Lamp-Lmp,ATTORNEY GENERAL,,Richard L Weiss,GRN,12,10,2,0
Lancaster,5202 W Lamp-Lyn,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,6,2,0
Lancaster,5203 W Lamp-Wil,ATTORNEY GENERAL,,Richard L Weiss,GRN,13,11,1,1
Lancaster,5204 W Lamp-Loc,ATTORNEY GENERAL,,Richard L Weiss,GRN,5,4,1,0
Lancaster,5205 W Lamp-Mil,ATTORNEY GENERAL,,Richard L Weiss,GRN,9,7,2,0
Lancaster,5206 W Lamp-Lak,ATTORNEY GENERAL,,Richard L Weiss,GRN,3,2,0,1
Lancaster,5207 W Lamp-WHi,ATTORNEY GENERAL,,Richard L Weiss,GRN,15,10,5,0
Lancaster,5301 LncTwp-1,ATTORNEY GENERAL,,Richard L Weiss,GRN,4,2,2,0
Lancaster,5302 LncTwp-2,ATTORNEY GENERAL,,Richard L Weiss,GRN,6,4,2,0
Lancaster,5303 LncTwp-3,ATTORNEY GENERAL,,Richard L Weiss,GRN,10,5,4,1
Lancaster,5304 LncTwp-4,ATTORNEY GENERAL,,Richard L Weiss,GRN,9,7,2,0
Lancaster,5305 LncTwp-5,ATTORNEY GENERAL,,Richard L Weiss,GRN,9,9,0,0
Lancaster,5306 LncTwp-6,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,4,4,0
Lancaster,5307 LncTwp-7,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,5,2,1
Lancaster,5308 LncTwp-8,ATTORNEY GENERAL,,Richard L Weiss,GRN,24,18,5,1
Lancaster,5309 LncTwp-9,ATTORNEY GENERAL,,Richard L Weiss,GRN,10,7,3,0
Lancaster,5400 Leacock,ATTORNEY GENERAL,,Richard L Weiss,GRN,7,5,2,0
Lancaster,5501 UppLea-Bar,ATTORNEY GENERAL,,Richard L Weiss,GRN,10,5,3,2
Lancaster,5502 UppLea-Lea,ATTORNEY GENERAL,,Richard L Weiss,GRN,4,2,1,1
Lancaster,5503 UppLea-Leo,ATTORNEY GENERAL,,Richard L Weiss,GRN,7,6,1,0
Lancaster,5600 LitBrit,ATTORNEY GENERAL,,Richard L Weiss,GRN,7,4,3,0
Lancaster,5701 ManTwp-1,ATTORNEY GENERAL,,Richard L Weiss,GRN,12,2,10,0
Lancaster,5702 ManTwp-2,ATTORNEY GENERAL,,Richard L Weiss,GRN,4,4,0,0
Lancaster,5703 ManTwp-3,ATTORNEY GENERAL,,Richard L Weiss,GRN,12,10,2,0
Lancaster,5704 ManTwp-4,ATTORNEY GENERAL,,Richard L Weiss,GRN,11,8,3,0
Lancaster,5705 ManTwp-5,ATTORNEY GENERAL,,Richard L Weiss,GRN,16,12,2,2
Lancaster,5706 ManTwp-6,ATTORNEY GENERAL,,Richard L Weiss,GRN,10,9,1,0
Lancaster,5707 ManTwp-7,ATTORNEY GENERAL,,Richard L Weiss,GRN,11,10,1,0
Lancaster,5708 ManTwp-8,ATTORNEY GENERAL,,Richard L Weiss,GRN,9,7,2,0
Lancaster,5709 ManTwp-9,ATTORNEY GENERAL,,Richard L Weiss,GRN,7,6,1,0
Lancaster,5710 ManTw-10,ATTORNEY GENERAL,,Richard L Weiss,GRN,13,10,2,1
Lancaster,5711 ManTw-11,ATTORNEY GENERAL,,Richard L Weiss,GRN,6,5,1,0
Lancaster,5712 ManTw-12,ATTORNEY GENERAL,,Richard L Weiss,GRN,5,1,4,0
Lancaster,5713 ManTw-13,ATTORNEY GENERAL,,Richard L Weiss,GRN,5,4,1,0
Lancaster,5714 ManTw-14,ATTORNEY GENERAL,,Richard L Weiss,GRN,4,2,2,0
Lancaster,5715 ManTw-15,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,5,3,0
Lancaster,5716 ManTw-16,ATTORNEY GENERAL,,Richard L Weiss,GRN,6,6,0,0
Lancaster,5717 ManTw-17,ATTORNEY GENERAL,,Richard L Weiss,GRN,15,13,2,0
Lancaster,5718 ManTw-18,ATTORNEY GENERAL,,Richard L Weiss,GRN,3,2,1,0
Lancaster,5719 ManTw-19,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,8,0,0
Lancaster,5720 ManTw-20,ATTORNEY GENERAL,,Richard L Weiss,GRN,11,7,4,0
Lancaster,5721 ManTw-21,ATTORNEY GENERAL,,Richard L Weiss,GRN,16,13,2,1
Lancaster,5722 ManTw-22,ATTORNEY GENERAL,,Richard L Weiss,GRN,5,5,0,0
Lancaster,5723 ManTw-23,ATTORNEY GENERAL,,Richard L Weiss,GRN,12,7,5,0
Lancaster,5800 Manr-Bth,ATTORNEY GENERAL,,Richard L Weiss,GRN,4,2,1,1
Lancaster,5801 Manr-Ham,ATTORNEY GENERAL,,Richard L Weiss,GRN,15,10,5,0
Lancaster,5802 Manr-Ind,ATTORNEY GENERAL,,Richard L Weiss,GRN,7,2,5,0
Lancaster,5803 Manr-Lei,ATTORNEY GENERAL,,Richard L Weiss,GRN,18,12,6,0
Lancaster,5804 Manr-New,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,7,1,0
Lancaster,5805 Manr-Wsh,ATTORNEY GENERAL,,Richard L Weiss,GRN,7,6,0,1
Lancaster,5806 Manr-WLn,ATTORNEY GENERAL,,Richard L Weiss,GRN,15,12,2,1
Lancaster,5807 Manr-Est,ATTORNEY GENERAL,,Richard L Weiss,GRN,11,7,4,0
Lancaster,5808 Manr-HMi,ATTORNEY GENERAL,,Richard L Weiss,GRN,11,10,1,0
Lancaster,5900 Mart-Mar,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,5,3,0
Lancaster,5901 Mart-Hol,ATTORNEY GENERAL,,Richard L Weiss,GRN,7,6,1,0
Lancaster,6001 MtJy-Mil,ATTORNEY GENERAL,,Richard L Weiss,GRN,11,7,3,1
Lancaster,6002 MtJy-Fai,ATTORNEY GENERAL,,Richard L Weiss,GRN,2,2,0,0
Lancaster,6003 MtJy-Clv,ATTORNEY GENERAL,,Richard L Weiss,GRN,14,9,5,0
Lancaster,6004 MtJy-Her,ATTORNEY GENERAL,,Richard L Weiss,GRN,4,3,1,0
Lancaster,6100 Paradise,ATTORNEY GENERAL,,Richard L Weiss,GRN,7,3,4,0
Lancaster,6201 Penn-Jun,ATTORNEY GENERAL,,Richard L Weiss,GRN,25,14,11,0
Lancaster,6202 Penn-SPn,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,2,5,1
Lancaster,6203 Penn-Pnr,ATTORNEY GENERAL,,Richard L Weiss,GRN,12,11,1,0
Lancaster,6300 Peque-WW,ATTORNEY GENERAL,,Richard L Weiss,GRN,15,13,1,1
Lancaster,6301 Peque-ND,ATTORNEY GENERAL,,Richard L Weiss,GRN,5,5,0,0
Lancaster,6400 Prvidn-E,ATTORNEY GENERAL,,Richard L Weiss,GRN,10,10,0,0
Lancaster,6401 Prvidn-W,ATTORNEY GENERAL,,Richard L Weiss,GRN,9,6,3,0
Lancaster,6501 Rapho-SH,ATTORNEY GENERAL,,Richard L Weiss,GRN,5,4,1,0
Lancaster,6502 Rapho-ETI,ATTORNEY GENERAL,,Richard L Weiss,GRN,6,5,1,0
Lancaster,6503 Rapho-US,ATTORNEY GENERAL,,Richard L Weiss,GRN,6,5,1,0
Lancaster,6504 Rap-ETII,ATTORNEY GENERAL,,Richard L Weiss,GRN,18,14,4,0
Lancaster,6505 Rapho-WC,ATTORNEY GENERAL,,Richard L Weiss,GRN,7,6,1,0
Lancaster,6600 Sadsbury,ATTORNEY GENERAL,,Richard L Weiss,GRN,13,10,3,0
Lancaster,6701 Sali-Cam,ATTORNEY GENERAL,,Richard L Weiss,GRN,3,3,0,0
Lancaster,6702 Sali-Gap,ATTORNEY GENERAL,,Richard L Weiss,GRN,7,7,0,0
Lancaster,6703 Sali-Wh,ATTORNEY GENERAL,,Richard L Weiss,GRN,9,8,1,0
Lancaster,6800 Strasburg,ATTORNEY GENERAL,,Richard L Weiss,GRN,14,8,6,0
Lancaster,6901 Wwck-Bru,ATTORNEY GENERAL,,Richard L Weiss,GRN,12,9,3,0
Lancaster,6902 Wwck-KHi,ATTORNEY GENERAL,,Richard L Weiss,GRN,6,6,0,0
Lancaster,6903 Wwck-Rth,ATTORNEY GENERAL,,Richard L Weiss,GRN,10,8,2,0
Lancaster,6904 Wwck-Wd,ATTORNEY GENERAL,,Richard L Weiss,GRN,9,6,3,0
Lancaster,6905 Wwck-Cly,ATTORNEY GENERAL,,Richard L Weiss,GRN,16,12,4,0
Lancaster,6906 Wwck-HMn,ATTORNEY GENERAL,,Richard L Weiss,GRN,6,5,1,0
Lancaster,6908 Wwck-Mil,ATTORNEY GENERAL,,Richard L Weiss,GRN,5,4,1,0
Lancaster,6909 Wwck-NwW,ATTORNEY GENERAL,,Richard L Weiss,GRN,8,7,1,0
Lancaster,6910 Wwck-Sws,ATTORNEY GENERAL,,Richard L Weiss,GRN,9,7,2,0
Lancaster,0100 City 1,ATTORNEY GENERAL,,Justin L Magill,CST,1,0,1,0
Lancaster,0201 City 2-1,ATTORNEY GENERAL,,Justin L Magill,CST,2,2,0,0
Lancaster,0202 City 2-2,ATTORNEY GENERAL,,Justin L Magill,CST,3,2,1,0
Lancaster,0300 City 3,ATTORNEY GENERAL,,Justin L Magill,CST,5,5,0,0
Lancaster,0401 City 4-1,ATTORNEY GENERAL,,Justin L Magill,CST,0,0,0,0
Lancaster,0402 City 4-2,ATTORNEY GENERAL,,Justin L Magill,CST,4,4,0,0
Lancaster,0501 City 5-1,ATTORNEY GENERAL,,Justin L Magill,CST,2,2,0,0
Lancaster,0502 City 5-2,ATTORNEY GENERAL,,Justin L Magill,CST,4,3,0,1
Lancaster,0503 City 5-3,ATTORNEY GENERAL,,Justin L Magill,CST,0,0,0,0
Lancaster,0601 City 6-1,ATTORNEY GENERAL,,Justin L Magill,CST,4,3,1,0
Lancaster,0602 City 6-2,ATTORNEY GENERAL,,Justin L Magill,CST,1,1,0,0
Lancaster,0603 City 6-3,ATTORNEY GENERAL,,Justin L Magill,CST,5,4,1,0
Lancaster,0604 City 6-4,ATTORNEY GENERAL,,Justin L Magill,CST,1,1,0,0
Lancaster,0605 City 6-5,ATTORNEY GENERAL,,Justin L Magill,CST,1,1,0,0
Lancaster,0606 City 6-6,ATTORNEY GENERAL,,Justin L Magill,CST,5,4,1,0
Lancaster,0607 City 6-7,ATTORNEY GENERAL,,Justin L Magill,CST,4,2,2,0
Lancaster,0608 City 6-8,ATTORNEY GENERAL,,Justin L Magill,CST,3,2,1,0
Lancaster,0701 City 7-1,ATTORNEY GENERAL,,Justin L Magill,CST,5,5,0,0
Lancaster,0702 City 7-2,ATTORNEY GENERAL,,Justin L Magill,CST,1,1,0,0
Lancaster,0703 City 7-3,ATTORNEY GENERAL,,Justin L Magill,CST,5,4,0,1
Lancaster,0704 City 7-4,ATTORNEY GENERAL,,Justin L Magill,CST,2,2,0,0
Lancaster,0705 City 7-5,ATTORNEY GENERAL,,Justin L Magill,CST,7,7,0,0
Lancaster,0706 City 7-6,ATTORNEY GENERAL,,Justin L Magill,CST,4,3,0,1
Lancaster,0707 City 7-7,ATTORNEY GENERAL,,Justin L Magill,CST,5,5,0,0
Lancaster,0708-2 CV,ATTORNEY GENERAL,,Justin L Magill,CST,2,1,1,0
Lancaster,0708-3 LS,ATTORNEY GENERAL,,Justin L Magill,CST,2,2,0,0
Lancaster,0801 City 8-1,ATTORNEY GENERAL,,Justin L Magill,CST,3,3,0,0
Lancaster,0802 City 8-2,ATTORNEY GENERAL,,Justin L Magill,CST,3,2,1,0
Lancaster,0803 City 8-3,ATTORNEY GENERAL,,Justin L Magill,CST,3,3,0,0
Lancaster,0804 City 8-4,ATTORNEY GENERAL,,Justin L Magill,CST,4,4,0,0
Lancaster,0805 City 8-5,ATTORNEY GENERAL,,Justin L Magill,CST,2,2,0,0
Lancaster,0806 City 8-6,ATTORNEY GENERAL,,Justin L Magill,CST,4,4,0,0
Lancaster,0807 City 8-7,ATTORNEY GENERAL,,Justin L Magill,CST,6,4,2,0
Lancaster,0808 City 8-8,ATTORNEY GENERAL,,Justin L Magill,CST,4,4,0,0
Lancaster,0809 City 8-9,ATTORNEY GENERAL,,Justin L Magill,CST,2,0,2,0
Lancaster,0901 City 9-1,ATTORNEY GENERAL,,Justin L Magill,CST,5,5,0,0
Lancaster,0902 City 9-2,ATTORNEY GENERAL,,Justin L Magill,CST,0,0,0,0
Lancaster,0903 City 9-3,ATTORNEY GENERAL,,Justin L Magill,CST,0,0,0,0
Lancaster,0904 City 9-4,ATTORNEY GENERAL,,Justin L Magill,CST,4,4,0,0
Lancaster,0905 City 9-5,ATTORNEY GENERAL,,Justin L Magill,CST,2,2,0,0
Lancaster,1000 Adamstwn,ATTORNEY GENERAL,,Justin L Magill,CST,9,8,1,0
Lancaster,1101 Akron-E,ATTORNEY GENERAL,,Justin L Magill,CST,2,2,0,0
Lancaster,1102 Akron-W,ATTORNEY GENERAL,,Justin L Magill,CST,10,8,1,1
Lancaster,1200 Christia,ATTORNEY GENERAL,,Justin L Magill,CST,2,2,0,0
Lancaster,1301 Columb-1,ATTORNEY GENERAL,,Justin L Magill,CST,9,7,1,1
Lancaster,1304 Columb-4,ATTORNEY GENERAL,,Justin L Magill,CST,6,6,0,0
Lancaster,1305 Columb-5,ATTORNEY GENERAL,,Justin L Magill,CST,6,6,0,0
Lancaster,1306 Columb-6,ATTORNEY GENERAL,,Justin L Magill,CST,10,10,0,0
Lancaster,1307 Columb-7,ATTORNEY GENERAL,,Justin L Magill,CST,4,3,0,1
Lancaster,1309 Columb-9,ATTORNEY GENERAL,,Justin L Magill,CST,4,4,0,0
Lancaster,1400 Denver,ATTORNEY GENERAL,,Justin L Magill,CST,13,12,1,0
Lancaster,1500 E Pete-N,ATTORNEY GENERAL,,Justin L Magill,CST,3,2,1,0
Lancaster,1501 E Pete-S,ATTORNEY GENERAL,,Justin L Magill,CST,4,4,0,0
Lancaster,1502 E Pete-W,ATTORNEY GENERAL,,Justin L Magill,CST,11,11,0,0
Lancaster,1601 Etown 1,ATTORNEY GENERAL,,Justin L Magill,CST,11,8,3,0
Lancaster,1602 Etown 2,ATTORNEY GENERAL,,Justin L Magill,CST,13,12,1,0
Lancaster,1603 Etown 3-1,ATTORNEY GENERAL,,Justin L Magill,CST,0,0,0,0
Lancaster,1604 Etown 3-2,ATTORNEY GENERAL,,Justin L Magill,CST,8,6,2,0
Lancaster,1605 Etown 3-3,ATTORNEY GENERAL,,Justin L Magill,CST,4,4,0,0
Lancaster,1701 Eph-1,ATTORNEY GENERAL,,Justin L Magill,CST,9,8,1,0
Lancaster,1702 Eph-2,ATTORNEY GENERAL,,Justin L Magill,CST,12,11,1,0
Lancaster,1703 Eph-3,ATTORNEY GENERAL,,Justin L Magill,CST,13,12,1,0
Lancaster,1704 Eph-4,ATTORNEY GENERAL,,Justin L Magill,CST,6,6,0,0
Lancaster,1801 Litz 1-1,ATTORNEY GENERAL,,Justin L Magill,CST,4,4,0,0
Lancaster,1802 Litz 1-2,ATTORNEY GENERAL,,Justin L Magill,CST,2,2,0,0
Lancaster,1803 Litz 2-1,ATTORNEY GENERAL,,Justin L Magill,CST,4,4,0,0
Lancaster,1804 Litz 2-2,ATTORNEY GENERAL,,Justin L Magill,CST,3,2,1,0
Lancaster,1805 Litz 3-1,ATTORNEY GENERAL,,Justin L Magill,CST,3,3,0,0
Lancaster,1806 Litz 3-2,ATTORNEY GENERAL,,Justin L Magill,CST,5,4,1,0
Lancaster,1901 Mheim B1,ATTORNEY GENERAL,,Justin L Magill,CST,8,8,0,0
Lancaster,1902 Mheim B2,ATTORNEY GENERAL,,Justin L Magill,CST,9,8,1,0
Lancaster,2001 Mariet-1,ATTORNEY GENERAL,,Justin L Magill,CST,3,2,1,0
Lancaster,2002 Mariet-2,ATTORNEY GENERAL,,Justin L Magill,CST,6,6,0,0
Lancaster,2101 Mville-1,ATTORNEY GENERAL,,Justin L Magill,CST,5,3,1,1
Lancaster,2102 Mville-2,ATTORNEY GENERAL,,Justin L Magill,CST,5,5,0,0
Lancaster,2103 Mville-3,ATTORNEY GENERAL,,Justin L Magill,CST,2,2,0,0
Lancaster,2104 Mville-4,ATTORNEY GENERAL,,Justin L Magill,CST,8,4,4,0
Lancaster,2301 MtJoy-E,ATTORNEY GENERAL,,Justin L Magill,CST,15,14,1,0
Lancaster,2302 MtJoy-Fl,ATTORNEY GENERAL,,Justin L Magill,CST,6,6,0,0
Lancaster,2303 MtJoy-W,ATTORNEY GENERAL,,Justin L Magill,CST,11,10,1,0
Lancaster,2400 Mt-ville,ATTORNEY GENERAL,,Justin L Magill,CST,12,11,1,0
Lancaster,2501 N Holld1,ATTORNEY GENERAL,,Justin L Magill,CST,10,8,2,0
Lancaster,2502 N Holld2,ATTORNEY GENERAL,,Justin L Magill,CST,13,10,3,0
Lancaster,2503 N Holld3,ATTORNEY GENERAL,,Justin L Magill,CST,3,1,2,0
Lancaster,2600 Q-ville,ATTORNEY GENERAL,,Justin L Magill,CST,16,16,0,0
Lancaster,2701 Strasbg1,ATTORNEY GENERAL,,Justin L Magill,CST,6,5,1,0
Lancaster,2703 Strasbg3,ATTORNEY GENERAL,,Justin L Magill,CST,8,8,0,0
Lancaster,2800 Terre HI,ATTORNEY GENERAL,,Justin L Magill,CST,6,6,0,0
Lancaster,2900 Bart Twp,ATTORNEY GENERAL,,Justin L Magill,CST,7,6,1,0
Lancaster,3001 B-nock-B,ATTORNEY GENERAL,,Justin L Magill,CST,16,13,3,0
Lancaster,3002 B-nock-M,ATTORNEY GENERAL,,Justin L Magill,CST,11,10,1,0
Lancaster,3100 Canarvon,ATTORNEY GENERAL,,Justin L Magill,CST,9,6,3,0
Lancaster,3201 Clay T-N,ATTORNEY GENERAL,,Justin L Magill,CST,4,3,1,0
Lancaster,3202 Clay T-S,ATTORNEY GENERAL,,Justin L Magill,CST,5,4,1,0
Lancaster,3301 E Coc-Smk,ATTORNEY GENERAL,,Justin L Magill,CST,17,13,4,0
Lancaster,3302 E Coc-Swrt,ATTORNEY GENERAL,,Justin L Magill,CST,1,1,0,0
Lancaster,3303 E Coc-Stv,ATTORNEY GENERAL,,Justin L Magill,CST,6,5,1,0
Lancaster,3304 E Coc-Rms,ATTORNEY GENERAL,,Justin L Magill,CST,4,3,1,0
Lancaster,3401 W Coc-Rein,ATTORNEY GENERAL,,Justin L Magill,CST,8,8,0,0
