county,precinct,office,district,candidate,party,votes,election_day,mail,provisional
Lancaster,6905 Wwck-Cly,U.S. Senate,,Marty Selker,CST,2,0,2,0
Lancaster,6906 Wwck-HMn,U.S. Senate,,Marty Selker,CST,0,0,0,0
Lancaster,6908 Wwck-Mil,U.S. Senate,,Marty Selker,CST,2,2,0,0
Lancaster,6909 Wwck-NwW,U.S. Senate,,Marty Selker,CST,1,1,0,0
Lancaster,6910 Wwck-Sws,U.S. Senate,,Marty Selker,CST,5,5,0,0
Lancaster,6504 Rap-ETII,U.S. Senate,,FRANKLIN GRAHAM,,1,0,1,0
Lancaster,1601 Etown 1,U.S. Senate,,KATHLEEN CAPELLO,,1,1,0,0
Lancaster,6800 Strasburg,U.S. Senate,,BENNIE J DOUGLAS,,1,1,0,0
Lancaster,4100 E Drumor,U.S. Senate,,RYAN AUMENT,,1,0,1,0
Lancaster,6201 Penn-Jun,U.S. Senate,,ANTHONY ROBERSON,,1,0,1,0
Lancaster,0100 City 1,U.S. Senate,,ALEXANDER FERRIS BRUNO,,1,1,0,0
Lancaster,3303 E Coc-Stv,U.S. Senate,,SCOTT ENSH,,1,1,0,0
Lancaster,0807 City 8-7,U.S. Senate,,JANET DIAZ,,1,1,0,0
Lancaster,1901 Mheim B1,U.S. Senate,,ALEX HORMOZI,,1,1,0,0
Lancaster,6504 Rap-ETII,U.S. Senate,,ALEX YOST,,1,1,0,0
Lancaster,5707 ManTwp-7,U.S. Senate,,STEPHEN KIARLE,,1,1,0,0
Lancaster,1703 Eph-3,U.S. Senate,,YESHUA HU MESHIAH,,1,1,0,0
Lancaster,2502 N Holld2,U.S. Senate,,LLOYD SMUCKER,,1,0,1,0
Lancaster,5710 ManTw-10,U.S. Senate,,TONY HARLEY,,1,1,0,0
Lancaster,5702 ManTwp-2,U.S. Senate,,DICK GRAYSON,,1,0,1,0
Lancaster,0501 City 5-1,U.S. Senate,,CHASE OLIVER,,1,1,0,0
Lancaster,4914 E Hemp-Ple,U.S. Senate,,SARAH BURTZ,,1,1,0,0
Lancaster,5807 Manr-Est,U.S. Senate,,NICHOLAS D GALLAGHER,,1,1,0,0
Lancaster,4701 Eph-Linc,U.S. Senate,,MICHAEL LONG,,1,1,0,0
Lancaster,3202 Clay T-S,U.S. Senate,,ZACHARY SPARMBLACK,,1,1,0,0
Lancaster,0805 City 8-5,U.S. Senate,,ERIK MESSINA,,3,3,0,0
Lancaster,1200 Christia,U.S. Senate,,ERIK MESSINA,,1,1,0,0
Lancaster,1701 Eph-1,U.S. Senate,,ERIK MESSINA,,1,1,0,0
Lancaster,1704 Eph-4,U.S. Senate,,ERIK MESSINA,,2,2,0,0
Lancaster,3700 Conoy,U.S. Senate,,ERIK MESSINA,,1,0,1,0
Lancaster,3902 W Dongl-2,U.S. Senate,,ERIK MESSINA,,1,1,0,0
Lancaster,4904 E Hemp-Chs,U.S. Senate,,ERIK MESSINA,,1,1,0,0
Lancaster,5004 W Hemp-Slv,U.S. Senate,,ERIK MESSINA,,1,1,0,0
Lancaster,5106 E Lamp-6,U.S. Senate,,ERIK MESSINA,,1,1,0,0
Lancaster,5107 E Lamp-7,U.S. Senate,,ERIK MESSINA,,2,2,0,0
Lancaster,5704 ManTwp-4,U.S. Senate,,ERIK MESSINA,,1,1,0,0
Lancaster,5707 ManTwp-7,U.S. Senate,,ERIK MESSINA,,1,1,0,0
Lancaster,5716 ManTw-16,U.S. Senate,,ERIK MESSINA,,1,0,1,0
Lancaster,5718 ManTw-18,U.S. Senate,,ERIK MESSINA,,1,1,0,0
Lancaster,5801 Manr-Ham,U.S. Senate,,ERIK MESSINA,,2,2,0,0
Lancaster,5807 Manr-Est,U.S. Senate,,ERIK MESSINA,,1,1,0,0
Lancaster,6001 MtJy-Mil,U.S. Senate,,ERIK MESSINA,,2,2,0,0
Lancaster,6201 Penn-Jun,U.S. Senate,,ERIK MESSINA,,1,1,0,0
Lancaster,6401 Prvidn-W,U.S. Senate,,ERIK MESSINA,,1,0,1,0
Lancaster,6901 Wwck-Bru,U.S. Senate,,ERIK MESSINA,,1,1,0,0
Lancaster,6903 Wwck-Rth,U.S. Senate,,ERIK MESSINA,,1,1,0,0
Lancaster,6910 Wwck-Sws,U.S. Senate,,ERIK MESSINA,,1,1,0,0
Lancaster,5722 ManTw-22,U.S. Senate,,PHILLIP STAUFFER,,1,1,0,0
Lancaster,6904 Wwck-Wd,U.S. Senate,,PHILLIP STAUFFER,,1,1,0,0
Lancaster,5900 Mart-Mar,U.S. Senate,,LOU HOLTZ,,1,1,0,0
Lancaster,5103 E Lamp-3,U.S. Senate,,ALAN ALDA,,1,0,1,0
Lancaster,4100 E Drumor,U.S. Senate,,DEBRA KREIDER,,1,1,0,0
Lancaster,5600 LitBrit,U.S. Senate,,YUSI MOTO,,1,1,0,0
Lancaster,5804 Manr-New,U.S. Senate,,EDWIN FRENCH,,1,1,0,0
Lancaster,5004 W Hemp-Slv,U.S. Senate,,PATTY KIM,,2,2,0,0
Lancaster,6202 Penn-SPn,U.S. Senate,,PATTY KIM,,1,1,0,0
Lancaster,5503 UppLea-Leo,U.S. Senate,,VINCE DESIDERIO,,1,1,0,0
Lancaster,1306 Columb-6,U.S. Senate,,ANDREW WILK,,1,1,0,0
Lancaster,2501 N Holld1,U.S. Senate,,DEB HAALAND,,1,0,0,1
Lancaster,3802 E Don-Spr,U.S. Senate,,JOSEPH R PITTS,,1,1,0,0
Lancaster,5709 ManTwp-9,U.S. Senate,,JOHN COMERFORD,,1,1,0,0
Lancaster,4702 Eph-Murr,U.S. Senate,,NYEEM HAYNES,,1,1,0,0
Lancaster,4302 E Earl-TH,U.S. Senate,,SCOTT MARTIN,,1,0,1,0
Lancaster,5107 E Lamp-7,U.S. Senate,,SCOTT MARTIN,,1,1,0,0
Lancaster,5711 ManTw-11,U.S. Senate,,SCOTT MARTIN,,1,1,0,0
Lancaster,1703 Eph-3,U.S. Senate,,ED MELLINGER,,1,0,1,0
Lancaster,4401 W Earl-Er,U.S. Senate,,STEVEN WRANGUS,,2,2,0,0
Lancaster,4909 E Hemp-Kng,U.S. Senate,,JOSIAH PLETCHER,,1,0,1,0
Lancaster,2301 MtJoy-E,U.S. Senate,,JUSTIN ROBERSON,,1,1,0,0
Lancaster,1500 E Pete-N,U.S. Senate,,KEITH REED,,1,1,0,0
Lancaster,2703 Strasbg3,U.S. Senate,,JOSHUA BLOCK,,1,1,0,0
Lancaster,5709 ManTwp-9,U.S. Senate,,BRADLEY CHAMBERS,,1,1,0,0
Lancaster,5004 W Hemp-Slv,U.S. Senate,,COURTNEY HAAS,,1,0,1,0
Lancaster,0705 City 7-5,U.S. Senate,,BRUCE H JAMES JR,,1,1,0,0
Lancaster,5308 LncTwp-8,U.S. Senate,,BRANDI TOMASETTI,,2,2,0,0
Lancaster,6301 Peque-ND,U.S. Senate,,SAMUEL GARTLEY,,1,0,1,0
Lancaster,2104 Mville-4,U.S. Senate,,CONNOR TOOMEY,,1,1,0,0
Lancaster,4702 Eph-Murr,U.S. Senate,,MARK E FISHBACH,,1,0,1,0
Lancaster,5205 W Lamp-Mil,U.S. Senate,,NICK J FUENTES,,1,1,0,0
Lancaster,3802 E Don-Spr,U.S. Senate,,JANINE STELSON,,1,1,0,0
Lancaster,5108 E Lamp-8,U.S. Senate,,SAM REHL,,1,1,0,0
Lancaster,3803 E Don-MW,U.S. Senate,,BROWNWYN LAUGHNER,,1,1,0,0
Lancaster,1804 Litz 2-2,U.S. Senate,,MAX SWEF,,1,1,0,0
Lancaster,1602 Etown 2,U.S. Senate,,TOM ARMSTRONG,,1,1,0,0
Lancaster,6910 Wwck-Sws,U.S. Senate,,STEVE BRUBAKER,,2,2,0,0
Lancaster,3302 E Coc-Swrt,U.S. Senate,,DERRICK MARIN,,1,0,1,0
Lancaster,5703 ManTwp-3,U.S. Senate,,LAUREN ONAK,,1,1,0,0
Lancaster,1702 Eph-2,U.S. Senate,,SAMANTHA COOKE,,1,1,0,0
Lancaster,6004 MtJy-Her,U.S. Senate,,DOUG MASTRIANO,,1,0,1,0
Lancaster,4302 E Earl-TH,U.S. Senate,,BENITZA GONZALEZ,,1,1,0,0
Lancaster,3202 Clay T-S,U.S. Senate,,LUKE SAINT,,1,1,0,0
Lancaster,4302 E Earl-TH,U.S. Senate,,DEAN B CLEAVER,,1,1,0,0
Lancaster,4500 Eden,U.S. Senate,,STEW PETERS,,1,1,0,0
Lancaster,1000 Adamstwn,U.S. Senate,,PETER T NAVARRO,,1,1,0,0
Lancaster,4202 Earl-NH,U.S. Senate,,MARIAN BALL,,1,0,1,0
Lancaster,5707 ManTwp-7,U.S. Senate,,JOSEPH PECORA,,1,1,0,0
Lancaster,5309 LncTwp-9,U.S. Senate,,PHALYSSA SERRANO,,1,1,0,0
Lancaster,5801 Manr-Ham,U.S. Senate,,STEVE JELTZ,,1,1,0,0
Lancaster,2703 Strasbg3,U.S. Senate,,HUDSON IHNAT,,1,1,0,0
Lancaster,3100 Canarvon,U.S. Senate,,JULIEN MOSES MCCOY,,1,1,0,0
Lancaster,5002 W Hemp-Frm,U.S. Senate,,BRETT R MILLER,,1,0,1,0
Lancaster,3700 Conoy,U.S. Senate,,TRAVIS LAVERTY,,1,1,0,0
Lancaster,0707 City 7-7,U.S. Senate,,TREX PROFFITT,,1,1,0,0
Lancaster,0708-2 CV,U.S. Senate,,TREX PROFFITT,,1,1,0,0
Lancaster,0804 City 8-4,U.S. Senate,,TREX PROFFITT,,1,1,0,0
Lancaster,4905 E Hemp-Fri,U.S. Senate,,TREX PROFFITT,,1,1,0,0
Lancaster,5302 LncTwp-2,U.S. Senate,,TREX PROFFITT,,1,1,0,0
Lancaster,5710 ManTw-10,U.S. Senate,,TREX PROFFITT,,1,1,0,0
Lancaster,6503 Rapho-US,U.S. Senate,,TREX PROFFITT,,1,1,0,0
Lancaster,5716 ManTw-16,U.S. Senate,,NICK INGENITO,,1,0,1,0
Lancaster,6002 MtJy-Fai,U.S. Senate,,NICK DIFRANCESCO,,1,1,0,0
Lancaster,2303 MtJoy-W,U.S. Senate,,THOMAS BRANCE,,1,1,0,0
Lancaster,1400 Denver,U.S. Senate,,DWAYNE ELIZONDO MOUNTAIN,,1,1,0,0
Lancaster,4403 W Earl-No,U.S. Senate,,LEE STOLTZFUS,,1,1,0,0
Lancaster,3401 W Coc-Rein,U.S. Senate,,CORY WIDMANN,,1,1,0,0
Lancaster,5720 ManTw-20,U.S. Senate,,JEFF DOVER,,1,1,0,0
Lancaster,0402 City 4-2,U.S. Senate,,ROB TRAVIS JACKSON,,1,1,0,0
Lancaster,4911 E Hemp-Ldv,U.S. Senate,,MICHAEL SLOUGH,,1,1,0,0
Lancaster,3903 W Dongl-3,U.S. Senate,,DONALD PRINCE,,1,0,1,0
Lancaster,5712 ManTw-12,U.S. Senate,,JAMES CULLEN,,1,1,0,0
Lancaster,1803 Litz 2-1,U.S. Senate,,MALCOLM LITTLE,,1,0,1,0
Lancaster,6001 MtJy-Mil,U.S. Senate,,MIKE DIFRANCESCO,,1,1,0,0
Lancaster,1703 Eph-3,U.S. Senate,,ALEX PADILLA,,1,0,1,0
Lancaster,5001 W Hemp-Chs,U.S. Senate,,ALIYA M RAJNIC,,1,1,0,0
Lancaster,3802 E Don-Spr,U.S. Senate,,ANDREW R KURTZ,,1,1,0,0
Lancaster,2400 Mt-ville,U.S. Senate,,CHRIS HUME,,1,1,0,0
Lancaster,3001 B-nock-B,U.S. Senate,,CHRIS HUME,,1,1,0,0
Lancaster,3303 E Coc-Stv,U.S. Senate,,CHRIS HUME,,1,1,0,0
Lancaster,4703 Eph-TRun,U.S. Senate,,CHRIS HUME,,1,1,0,0
Lancaster,5804 Manr-New,U.S. Senate,,CHRIS HUME,,1,1,0,0
Lancaster,0809 City 8-9,U.S. Senate,,DARRIEN HILLIARD,,1,1,0,0
Lancaster,0605 City 6-5,U.S. Senate,,DAVE GREINER,,1,1,0,0
Lancaster,0805 City 8-5,U.S. Senate,,JANELLE STELSON,,1,0,1,0
Lancaster,0904 City 9-4,U.S. Senate,,JANELLE STELSON,,1,0,1,0
Lancaster,1301 Columb-1,U.S. Senate,,JANELLE STELSON,,1,1,0,0
Lancaster,1304 Columb-4,U.S. Senate,,JANELLE STELSON,,1,1,0,0
Lancaster,1702 Eph-2,U.S. Senate,,JANELLE STELSON,,1,0,1,0
Lancaster,1901 Mheim B1,U.S. Senate,,JANELLE STELSON,,1,1,0,0
Lancaster,2001 Mariet-1,U.S. Senate,,JANELLE STELSON,,1,0,1,0
Lancaster,2400 Mt-ville,U.S. Senate,,JANELLE STELSON,,1,1,0,0
Lancaster,2600 Q-ville,U.S. Senate,,JANELLE STELSON,,1,1,0,0
Lancaster,3001 B-nock-B,U.S. Senate,,JANELLE STELSON,,1,0,1,0
Lancaster,3201 Clay T-N,U.S. Senate,,JANELLE STELSON,,3,3,0,0
Lancaster,3202 Clay T-S,U.S. Senate,,JANELLE STELSON,,1,0,1,0
Lancaster,3302 E Coc-Swrt,U.S. Senate,,JANELLE STELSON,,1,1,0,0
Lancaster,3700 Conoy,U.S. Senate,,JANELLE STELSON,,1,1,0,0
Lancaster,3801 E Don-May,U.S. Senate,,JANELLE STELSON,,1,1,0,0
Lancaster,3902 W Dongl-2,U.S. Senate,,JANELLE STELSON,,1,0,1,0
Lancaster,3903 W Dongl-3,U.S. Senate,,JANELLE STELSON,,1,0,1,0
Lancaster,4100 E Drumor,U.S. Senate,,JANELLE STELSON,,1,0,1,0
Lancaster,4701 Eph-Linc,U.S. Senate,,JANELLE STELSON,,1,0,1,0
Lancaster,4908 E Hemp-Ind,U.S. Senate,,JANELLE STELSON,,1,1,0,0
Lancaster,4912 E Hemp-Mil,U.S. Senate,,JANELLE STELSON,,1,0,1,0
Lancaster,5002 W Hemp-Frm,U.S. Senate,,JANELLE STELSON,,1,0,1,0
Lancaster,5004 W Hemp-Slv,U.S. Senate,,JANELLE STELSON,,1,0,1,0
Lancaster,5206 W Lamp-Lak,U.S. Senate,,JANELLE STELSON,,1,0,1,0
Lancaster,5308 LncTwp-8,U.S. Senate,,JANELLE STELSON,,1,1,0,0
Lancaster,5400 Leacock,U.S. Senate,,JANELLE STELSON,,1,1,0,0
Lancaster,5702 ManTwp-2,U.S. Senate,,JANELLE STELSON,,1,1,0,0
Lancaster,5806 Manr-WLn,U.S. Senate,,JANELLE STELSON,,1,1,0,0
Lancaster,6400 Prvidn-E,U.S. Senate,,JANELLE STELSON,,2,1,1,0
Lancaster,1701 Eph-1,U.S. Senate,,JOEL SAINT,,1,1,0,0
Lancaster,5804 Manr-New,U.S. Senate,,JOHN BINGAMAN,,1,1,0,0
Lancaster,1703 Eph-3,U.S. Senate,,LIZ CHENEY,,1,1,0,0
Lancaster,6502 Rapho-ETI,U.S. Senate,,MARK DORNES,,1,1,0,0
Lancaster,5308 LncTwp-8,U.S. Senate,,MELISSA M SHULTZ,,1,1,0,0
Lancaster,1703 Eph-3,U.S. Senate,,MITT ROMNEY,,1,1,0,0
Lancaster,5305 LncTwp-5,U.S. Senate,,PAT TOOMEY,,1,1,0,0
Lancaster,4911 E Hemp-Ldv,U.S. Senate,,PAUL MCNULTY,,1,0,1,0
Lancaster,6202 Penn-SPn,U.S. Senate,,RICK SANTORUM,,2,2,0,0
Lancaster,0100 City 1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,322,199,116,7
Lancaster,0201 City 2-1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,477,302,166,9
Lancaster,0202 City 2-2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,539,408,116,15
Lancaster,0300 City 3,ATTORNEY GENERAL,,Eugene DePasquale,DEM,413,287,108,18
Lancaster,0401 City 4-1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,264,172,77,15
Lancaster,0402 City 4-2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,250,177,58,15
Lancaster,0501 City 5-1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,491,335,147,9
Lancaster,0502 City 5-2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,331,256,70,5
Lancaster,0503 City 5-3,ATTORNEY GENERAL,,Eugene DePasquale,DEM,485,341,142,2
Lancaster,0601 City 6-1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,448,305,134,9
Lancaster,0602 City 6-2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,339,252,82,5
Lancaster,0603 City 6-3,ATTORNEY GENERAL,,Eugene DePasquale,DEM,550,393,147,10
Lancaster,0604 City 6-4,ATTORNEY GENERAL,,Eugene DePasquale,DEM,508,376,125,7
Lancaster,0605 City 6-5,ATTORNEY GENERAL,,Eugene DePasquale,DEM,477,330,137,10
Lancaster,0606 City 6-6,ATTORNEY GENERAL,,Eugene DePasquale,DEM,260,187,71,2
Lancaster,0607 City 6-7,ATTORNEY GENERAL,,Eugene DePasquale,DEM,491,347,134,10
Lancaster,0608 City 6-8,ATTORNEY GENERAL,,Eugene DePasquale,DEM,436,358,70,8
Lancaster,0701 City 7-1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,380,295,77,8
Lancaster,0702 City 7-2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,315,257,48,10
Lancaster,0703 City 7-3,ATTORNEY GENERAL,,Eugene DePasquale,DEM,239,194,40,5
Lancaster,0704 City 7-4,ATTORNEY GENERAL,,Eugene DePasquale,DEM,297,227,52,18
Lancaster,0705 City 7-5,ATTORNEY GENERAL,,Eugene DePasquale,DEM,225,164,44,17
Lancaster,0706 City 7-6,ATTORNEY GENERAL,,Eugene DePasquale,DEM,228,168,50,10
Lancaster,0707 City 7-7,ATTORNEY GENERAL,,Eugene DePasquale,DEM,350,257,86,7
Lancaster,0708-2 CV,ATTORNEY GENERAL,,Eugene DePasquale,DEM,105,81,24,0
Lancaster,0708-3 LS,ATTORNEY GENERAL,,Eugene DePasquale,DEM,167,112,55,0
Lancaster,0801 City 8-1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,327,267,50,10
Lancaster,0802 City 8-2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,320,237,71,12
Lancaster,0803 City 8-3,ATTORNEY GENERAL,,Eugene DePasquale,DEM,311,232,71,8
Lancaster,0804 City 8-4,ATTORNEY GENERAL,,Eugene DePasquale,DEM,625,500,114,11
Lancaster,0805 City 8-5,ATTORNEY GENERAL,,Eugene DePasquale,DEM,344,264,70,10
Lancaster,0806 City 8-6,ATTORNEY GENERAL,,Eugene DePasquale,DEM,303,258,39,6
Lancaster,0807 City 8-7,ATTORNEY GENERAL,,Eugene DePasquale,DEM,498,369,111,18
Lancaster,0808 City 8-8,ATTORNEY GENERAL,,Eugene DePasquale,DEM,479,388,81,10
Lancaster,0809 City 8-9,ATTORNEY GENERAL,,Eugene DePasquale,DEM,403,320,80,3
Lancaster,0901 City 9-1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,560,365,180,15
Lancaster,0902 City 9-2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,209,145,57,7
Lancaster,0903 City 9-3,ATTORNEY GENERAL,,Eugene DePasquale,DEM,517,367,141,9
Lancaster,0904 City 9-4,ATTORNEY GENERAL,,Eugene DePasquale,DEM,956,828,118,10
Lancaster,0905 City 9-5,ATTORNEY GENERAL,,Eugene DePasquale,DEM,659,483,174,2
Lancaster,1000 Adamstwn,ATTORNEY GENERAL,,Eugene DePasquale,DEM,375,274,97,4
Lancaster,1101 Akron-E,ATTORNEY GENERAL,,Eugene DePasquale,DEM,286,176,108,2
Lancaster,1102 Akron-W,ATTORNEY GENERAL,,Eugene DePasquale,DEM,486,317,161,8
Lancaster,1200 Christia,ATTORNEY GENERAL,,Eugene DePasquale,DEM,174,134,40,0
Lancaster,1301 Columb-1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,365,274,82,9
Lancaster,1304 Columb-4,ATTORNEY GENERAL,,Eugene DePasquale,DEM,278,214,56,8
Lancaster,1305 Columb-5,ATTORNEY GENERAL,,Eugene DePasquale,DEM,279,189,84,6
Lancaster,1306 Columb-6,ATTORNEY GENERAL,,Eugene DePasquale,DEM,499,335,157,7
Lancaster,1307 Columb-7,ATTORNEY GENERAL,,Eugene DePasquale,DEM,311,228,80,3
Lancaster,1309 Columb-9,ATTORNEY GENERAL,,Eugene DePasquale,DEM,240,195,43,2
Lancaster,1400 Denver,ATTORNEY GENERAL,,Eugene DePasquale,DEM,549,385,160,4
Lancaster,1500 E Pete-N,ATTORNEY GENERAL,,Eugene DePasquale,DEM,472,360,109,3
Lancaster,1501 E Pete-S,ATTORNEY GENERAL,,Eugene DePasquale,DEM,403,311,90,2
Lancaster,1502 E Pete-W,ATTORNEY GENERAL,,Eugene DePasquale,DEM,398,322,70,6
Lancaster,1601 Etown 1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,748,500,235,13
Lancaster,1602 Etown 2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,485,331,153,1
Lancaster,1603 Etown 3-1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,249,192,56,1
Lancaster,1604 Etown 3-2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,465,318,144,3
Lancaster,1605 Etown 3-3,ATTORNEY GENERAL,,Eugene DePasquale,DEM,347,238,101,8
Lancaster,1701 Eph-1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,462,306,150,6
Lancaster,1702 Eph-2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,657,410,241,6
Lancaster,1703 Eph-3,ATTORNEY GENERAL,,Eugene DePasquale,DEM,778,528,240,10
Lancaster,1704 Eph-4,ATTORNEY GENERAL,,Eugene DePasquale,DEM,441,283,154,4
Lancaster,1801 Litz 1-1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,300,224,70,6
Lancaster,1802 Litz 1-2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,328,216,108,4
Lancaster,1803 Litz 2-1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,486,320,160,6
Lancaster,1804 Litz 2-2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,436,301,132,3
Lancaster,1805 Litz 3-1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,657,352,300,5
Lancaster,1806 Litz 3-2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,619,434,182,3
Lancaster,1901 Mheim B1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,449,321,123,5
Lancaster,1902 Mheim B2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,446,308,128,10
Lancaster,2001 Mariet-1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,367,258,99,10
Lancaster,2002 Mariet-2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,326,258,66,2
Lancaster,2101 Mville-1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,447,330,111,6
Lancaster,2102 Mville-2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,436,304,126,6
Lancaster,2103 Mville-3,ATTORNEY GENERAL,,Eugene DePasquale,DEM,417,282,129,6
Lancaster,2104 Mville-4,ATTORNEY GENERAL,,Eugene DePasquale,DEM,458,358,67,33
Lancaster,2301 MtJoy-E,ATTORNEY GENERAL,,Eugene DePasquale,DEM,496,355,135,6
Lancaster,2302 MtJoy-Fl,ATTORNEY GENERAL,,Eugene DePasquale,DEM,669,439,224,6
Lancaster,2303 MtJoy-W,ATTORNEY GENERAL,,Eugene DePasquale,DEM,540,365,168,7
Lancaster,2400 Mt-ville,ATTORNEY GENERAL,,Eugene DePasquale,DEM,701,465,228,8
Lancaster,2501 N Holld1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,317,209,106,2
Lancaster,2502 N Holld2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,393,282,104,7
Lancaster,2503 N Holld3,ATTORNEY GENERAL,,Eugene DePasquale,DEM,264,176,85,3
Lancaster,2600 Q-ville,ATTORNEY GENERAL,,Eugene DePasquale,DEM,327,221,99,7
Lancaster,2701 Strasbg1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,360,252,103,5
Lancaster,2703 Strasbg3,ATTORNEY GENERAL,,Eugene DePasquale,DEM,346,260,86,0
Lancaster,2800 Terre HI,ATTORNEY GENERAL,,Eugene DePasquale,DEM,108,84,23,1
Lancaster,2900 Bart Twp,ATTORNEY GENERAL,,Eugene DePasquale,DEM,170,128,42,0
Lancaster,3001 B-nock-B,ATTORNEY GENERAL,,Eugene DePasquale,DEM,559,312,244,3
Lancaster,3002 B-nock-M,ATTORNEY GENERAL,,Eugene DePasquale,DEM,194,143,49,2
Lancaster,3100 Canarvon,ATTORNEY GENERAL,,Eugene DePasquale,DEM,295,189,104,2
Lancaster,3201 Clay T-N,ATTORNEY GENERAL,,Eugene DePasquale,DEM,261,168,88,5
Lancaster,3202 Clay T-S,ATTORNEY GENERAL,,Eugene DePasquale,DEM,712,392,311,9
Lancaster,3301 E Coc-Smk,ATTORNEY GENERAL,,Eugene DePasquale,DEM,419,261,142,16
Lancaster,3302 E Coc-Swrt,ATTORNEY GENERAL,,Eugene DePasquale,DEM,347,235,110,2
Lancaster,3303 E Coc-Stv,ATTORNEY GENERAL,,Eugene DePasquale,DEM,331,223,107,1
Lancaster,3304 E Coc-Rms,ATTORNEY GENERAL,,Eugene DePasquale,DEM,434,279,150,5
Lancaster,3401 W Coc-Rein,ATTORNEY GENERAL,,Eugene DePasquale,DEM,412,298,111,3
Lancaster,3402 W Coc-Sch,ATTORNEY GENERAL,,Eugene DePasquale,DEM,321,218,92,11
Lancaster,3500 Colerain,ATTORNEY GENERAL,,Eugene DePasquale,DEM,334,233,97,4
Lancaster,3600 Conestoga,ATTORNEY GENERAL,,Eugene DePasquale,DEM,590,401,187,2
Lancaster,3700 Conoy,ATTORNEY GENERAL,,Eugene DePasquale,DEM,442,320,120,2
Lancaster,3801 E Don-May,ATTORNEY GENERAL,,Eugene DePasquale,DEM,544,375,166,3
Lancaster,3802 E Don-Spr,ATTORNEY GENERAL,,Eugene DePasquale,DEM,699,463,233,3
Lancaster,3803 E Don-MW,ATTORNEY GENERAL,,Eugene DePasquale,DEM,441,294,143,4
Lancaster,3901 W Dongl-1,ATTORNEY GENERAL,,Eugene DePasquale,DEM,281,201,80,0
Lancaster,3902 W Dongl-2,ATTORNEY GENERAL,,Eugene DePasquale,DEM,620,377,242,1
Lancaster,3903 W Dongl-3,ATTORNEY GENERAL,,Eugene DePasquale,DEM,686,337,342,7
Lancaster,3904 W Dongl-4,ATTORNEY GENERAL,,Eugene DePasquale,DEM,380,276,102,2
Lancaster,4000 Drumore,ATTORNEY GENERAL,,Eugene DePasquale,DEM,225,162,62,1
Lancaster,4100 E Drumor,ATTORNEY GENERAL,,Eugene DePasquale,DEM,352,221,130,1
Lancaster,4201 Earl-Mdl,ATTORNEY GENERAL,,Eugene DePasquale,DEM,188,112,76,0
Lancaster,4202 Earl-NH,ATTORNEY GENERAL,,Eugene DePasquale,DEM,467,308,154,5
Lancaster,4301 E Earl-BB,ATTORNEY GENERAL,,Eugene DePasquale,DEM,319,221,97,1
Lancaster,4302 E Earl-TH,ATTORNEY GENERAL,,Eugene DePasquale,DEM,222,148,71,3
Lancaster,4401 W Earl-Er,ATTORNEY GENERAL,,Eugene DePasquale,DEM,419,278,136,5
Lancaster,4402 W Earl-Fr,ATTORNEY GENERAL,,Eugene DePasquale,DEM,319,188,125,6
Lancaster,4403 W Earl-No,ATTORNEY GENERAL,,Eugene DePasquale,DEM,391,275,114,2
Lancaster,4500 Eden,ATTORNEY GENERAL,,Eugene DePasquale,DEM,129,84,44,1
Lancaster,4600 Elizabeth,ATTORNEY GENERAL,,Eugene DePasquale,DEM,488,303,181,4
