county,precinct,office,district,party,candidate,votes,mail,provisional,election_day
Fayette,German Township 1 - 30-01,President,,,Write-in,1,1,0,0
Fayette,German Township 2 - 30-02,President,,,Write-in,1,0,0,1
Fayette,German Township 3 - 30-03,President,,,Write-in,0,0,0,0
Fayette,German Township 4 - 30-04,President,,,Write-in,0,0,0,0
Fayette,Henry Clay Township - 32-01,President,,,Write-in,1,0,0,1
Fayette,Jefferson Township - 34-01,President,,,Write-in,1,1,0,0
Fayette,Lower Tyrone Township - 36-01,President,,,Write-in,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,President,,,Write-in,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,President,,,Write-in,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,President,,,Write-in,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,President,,,Write-in,0,0,0,0
Fayette,Markleysburg Borough - 40-01,President,,,Write-in,0,0,0,0
Fayette,Masontown Borough - 42-01,President,,,Write-in,4,1,0,3
Fayette,Menallen Township 1 - 44-01,President,,,Write-in,2,0,0,2
Fayette,Menallen Township 2 - 44-02,President,,,Write-in,1,0,0,1
Fayette,Menallen Township 3 - 44-03,President,,,Write-in,2,1,0,1
Fayette,Newell Borough - 46-01,President,,,Write-in,0,0,0,0
Fayette,Nicholson Township - 48-01,President,,,Write-in,1,1,0,0
Fayette,North Union Township 1 - 50-01,President,,,Write-in,3,3,0,0
Fayette,North Union Township 2 - 50-02,President,,,Write-in,2,0,0,2
Fayette,North Union Township 3 - 50-03,President,,,Write-in,0,0,0,0
Fayette,North Union Township 4 - 50-04,President,,,Write-in,2,1,0,1
Fayette,North Union Township 5 - 50-05,President,,,Write-in,0,0,0,0
Fayette,Ohiopyle Borough - 52-01,President,,,Write-in,0,0,0,0
Fayette,Perry Township - 54-01,President,,,Write-in,0,0,0,0
Fayette,Perryopolis Borough - 56-01,President,,,Write-in,0,0,0,0
Fayette,Point Marion Borough - 58-01,President,,,Write-in,0,0,0,0
Fayette,Redstone Township 1 - 60-01,President,,,Write-in,0,0,0,0
Fayette,Redstone Township 2 - 60-02,President,,,Write-in,0,0,0,0
Fayette,Redstone Township 3 - 60-03,President,,,Write-in,0,0,0,0
Fayette,Redstone Township 4 - 60-04,President,,,Write-in,0,0,0,0
Fayette,Saltlick Township - 62-01,President,,,Write-in,1,0,0,1
Fayette,Smithfield Borough - 64-01,President,,,Write-in,1,0,0,1
Fayette,South Connellsville Borough - 66-01,President,,,Write-in,0,0,0,0
Fayette,South Union Township 1 - 68-01,President,,,Write-in,4,0,0,4
Fayette,South Union Township 2 - 68-02,President,,,Write-in,5,1,0,4
Fayette,South Union Township 3 - 68-03,President,,,Write-in,4,0,0,4
Fayette,Springfield Township 1 - 70-01,President,,,Write-in,0,0,0,0
Fayette,Springfield Township 2 - 70-02,President,,,Write-in,1,0,0,1
Fayette,Springhill Township - 72-01,President,,,Write-in,2,1,0,1
Fayette,Stewart Township - 74-01,President,,,Write-in,0,0,0,0
Fayette,Uniontown City 1 - 76-01,President,,,Write-in,2,1,0,1
Fayette,Uniontown City 2 - 76-02,President,,,Write-in,1,0,0,1
Fayette,Uniontown City 3 - 76-03,President,,,Write-in,1,0,0,1
Fayette,Uniontown City 4 - 76-04,President,,,Write-in,0,0,0,0
Fayette,Uniontown City 5 - 76-05,President,,,Write-in,0,0,0,0
Fayette,Uniontown City 6 - 76-06,President,,,Write-in,2,1,0,1
Fayette,Uniontown City 7 - 76-07,President,,,Write-in,1,1,0,0
Fayette,Upper Tyrone Township - 78-01,President,,,Write-in,3,1,0,2
Fayette,Vanderbilt Borough - 80-01,President,,,Write-in,0,0,0,0
Fayette,Washington Township - 82-01,President,,,Write-in,2,1,0,1
Fayette,Wharton Township - 84-01,President,,,Write-in,3,1,0,2
Fayette,Belle Vernon Borough - 02-01,President,,,Scattered,0,0,0,0
Fayette,Brownsville Township - 04-01,President,,,Scattered,0,0,0,0
Fayette,Brownsville Borough 1 - 06-01,President,,,Scattered,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,President,,,Scattered,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,President,,,Scattered,0,0,0,0
Fayette,Bullskin Township 1 - 08-01,President,,,Scattered,0,0,0,0
Fayette,Bullskin Township 2 - 08-02,President,,,Scattered,0,0,0,0
Fayette,Bullskin Township 3 - 08-03,President,,,Scattered,0,0,0,0
Fayette,Connellsville City 1- 10-01,President,,,Scattered,0,0,0,0
Fayette,Connellsville City 2- 10-02,President,,,Scattered,0,0,0,0
Fayette,Connellsville City 3- 10-03,President,,,Scattered,0,0,0,0
Fayette,Connellsville City 4- 10-04,President,,,Scattered,0,0,0,0
Fayette,Connellsville Township - 12-01,President,,,Scattered,0,0,0,0
Fayette,Dawson Borough - 14-01,President,,,Scattered,0,0,0,0
Fayette,Dunbar Township 1 - 16-01,President,,,Scattered,2,2,0,0
Fayette,Dunbar Township 2 - 16-02,President,,,Scattered,0,0,0,0
Fayette,Dunbar  Borough - 18-01,President,,,Scattered,0,0,0,0
Fayette,Everson Borough - 20-01,President,,,Scattered,0,0,0,0
Fayette,Fairchance Borough - 22-01,President,,,Scattered,0,0,0,0
Fayette,Fayette City Borough - 24-01,President,,,Scattered,2,2,0,0
Fayette,Franklin Township 1 - 26-01,President,,,Scattered,0,0,0,0
Fayette,Franklin Township 2 - 26-02,President,,,Scattered,0,0,0,0
Fayette,Georges Township 1 - 28-01,President,,,Scattered,0,0,0,0
Fayette,Georges Township 2 - 28-02,President,,,Scattered,0,0,0,0
Fayette,Georges Township 3 - 28-03,President,,,Scattered,0,0,0,0
Fayette,German Township 1 - 30-01,President,,,Scattered,0,0,0,0
Fayette,German Township 2 - 30-02,President,,,Scattered,0,0,0,0
Fayette,German Township 3 - 30-03,President,,,Scattered,0,0,0,0
Fayette,German Township 4 - 30-04,President,,,Scattered,0,0,0,0
Fayette,Henry Clay Township - 32-01,President,,,Scattered,0,0,0,0
Fayette,Jefferson Township - 34-01,President,,,Scattered,0,0,0,0
Fayette,Lower Tyrone Township - 36-01,President,,,Scattered,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,President,,,Scattered,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,President,,,Scattered,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,President,,,Scattered,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,President,,,Scattered,0,0,0,0
Fayette,Markleysburg Borough - 40-01,President,,,Scattered,0,0,0,0
Fayette,Masontown Borough - 42-01,President,,,Scattered,0,0,0,0
Fayette,Menallen Township 1 - 44-01,President,,,Scattered,0,0,0,0
Fayette,Menallen Township 2 - 44-02,President,,,Scattered,0,0,0,0
Fayette,Menallen Township 3 - 44-03,President,,,Scattered,0,0,0,0
Fayette,Newell Borough - 46-01,President,,,Scattered,0,0,0,0
Fayette,Nicholson Township - 48-01,President,,,Scattered,0,0,0,0
Fayette,North Union Township 1 - 50-01,President,,,Scattered,1,1,0,0
Fayette,North Union Township 2 - 50-02,President,,,Scattered,0,0,0,0
Fayette,North Union Township 3 - 50-03,President,,,Scattered,0,0,0,0
Fayette,North Union Township 4 - 50-04,President,,,Scattered,0,0,0,0
Fayette,North Union Township 5 - 50-05,President,,,Scattered,0,0,0,0
Fayette,Ohiopyle Borough - 52-01,President,,,Scattered,0,0,0,0
Fayette,Perry Township - 54-01,President,,,Scattered,0,0,0,0
Fayette,Perryopolis Borough - 56-01,President,,,Scattered,0,0,0,0
Fayette,Point Marion Borough - 58-01,President,,,Scattered,0,0,0,0
Fayette,Redstone Township 1 - 60-01,President,,,Scattered,0,0,0,0
Fayette,Redstone Township 2 - 60-02,President,,,Scattered,0,0,0,0
Fayette,Redstone Township 3 - 60-03,President,,,Scattered,0,0,0,0
Fayette,Redstone Township 4 - 60-04,President,,,Scattered,0,0,0,0
Fayette,Saltlick Township - 62-01,President,,,Scattered,0,0,0,0
Fayette,Smithfield Borough - 64-01,President,,,Scattered,0,0,0,0
Fayette,South Connellsville Borough - 66-01,President,,,Scattered,0,0,0,0
Fayette,South Union Township 1 - 68-01,President,,,Scattered,1,0,0,1
Fayette,South Union Township 2 - 68-02,President,,,Scattered,0,0,0,0
Fayette,South Union Township 3 - 68-03,President,,,Scattered,1,0,0,1
Fayette,Springfield Township 1 - 70-01,President,,,Scattered,0,0,0,0
Fayette,Springfield Township 2 - 70-02,President,,,Scattered,0,0,0,0
Fayette,Springhill Township - 72-01,President,,,Scattered,0,0,0,0
Fayette,Stewart Township - 74-01,President,,,Scattered,0,0,0,0
Fayette,Uniontown City 1 - 76-01,President,,,Scattered,0,0,0,0
Fayette,Uniontown City 2 - 76-02,President,,,Scattered,1,0,0,1
Fayette,Uniontown City 3 - 76-03,President,,,Scattered,1,0,0,1
Fayette,Uniontown City 4 - 76-04,President,,,Scattered,0,0,0,0
Fayette,Uniontown City 5 - 76-05,President,,,Scattered,0,0,0,0
Fayette,Uniontown City 6 - 76-06,President,,,Scattered,0,0,0,0
Fayette,Uniontown City 7 - 76-07,President,,,Scattered,1,1,0,0
Fayette,Upper Tyrone Township - 78-01,President,,,Scattered,1,0,0,1
Fayette,Vanderbilt Borough - 80-01,President,,,Scattered,0,0,0,0
Fayette,Washington Township - 82-01,President,,,Scattered,0,0,0,0
Fayette,Wharton Township - 84-01,President,,,Scattered,0,0,0,0
Fayette,Belle Vernon Borough - 02-01,President,,,PAUL RYAN,1,0,0,1
Fayette,Bullskin Township 1 - 08-01,President,,,NIKKI HALEY,1,0,0,1
Fayette,Franklin Township 1 - 26-01,President,,,NIKKI HALEY,1,0,0,1
Fayette,Henry Clay Township - 32-01,President,,,NIKKI HALEY,1,0,0,1
Fayette,Jefferson Township - 34-01,President,,,NIKKI HALEY,1,1,0,0
Fayette,Menallen Township 1 - 44-01,President,,,NIKKI HALEY,1,0,0,1
Fayette,North Union Township 1 - 50-01,President,,,NIKKI HALEY,1,1,0,0
Fayette,South Union Township 2 - 68-02,President,,,NIKKI HALEY,1,0,0,1
Fayette,Bullskin Township 1 - 08-01,President,,,KEN I JOYNIS JR,1,0,0,1
Fayette,Connellsville City 3- 10-03,President,,,CHRIS CHRISTIE,1,0,0,1
Fayette,Connellsville City 4- 10-04,President,,,JOHN KELLY,1,0,0,1
Fayette,Dunbar Township 2 - 16-02,President,,,TRIPP GANNON,1,0,0,1
Fayette,Everson Borough - 20-01,President,,,LIZ CHENEY,1,0,0,1
Fayette,Franklin Township 1 - 26-01,President,,,JAMIE JUNK,1,0,0,1
Fayette,Georges Township 1 - 28-01,President,,,MIKE PENCE,1,0,0,1
Fayette,Nicholson Township - 48-01,President,,,MIKE PENCE,1,1,0,0
Fayette,South Union Township 3 - 68-03,President,,,MIKE PENCE,1,0,0,1
Fayette,Springfield Township 2 - 70-02,President,,,MIKE PENCE,1,0,0,1
Fayette,Springhill Township - 72-01,President,,,MIKE PENCE,1,1,0,0
Fayette,Wharton Township - 84-01,President,,,MIKE PENCE,1,1,0,0
Fayette,Connellsville City 2- 10-02,President,,,ROBERT F KENNEDY JR,1,1,0,0
Fayette,German Township 1 - 30-01,President,,,ROBERT F KENNEDY JR,1,1,0,0
Fayette,German Township 2 - 30-02,President,,,ROBERT F KENNEDY JR,1,0,0,1
Fayette,North Union Township 1 - 50-01,President,,,ROBERT F KENNEDY JR,1,1,0,0
Fayette,Uniontown City 1 - 76-01,President,,,ROBERT F KENNEDY JR,1,1,0,0
Fayette,Masontown Borough - 42-01,President,,,SCOTT A GOLETZ,1,0,0,1
Fayette,Masontown Borough - 42-01,President,,,JASON KELCE,1,0,0,1
Fayette,Menallen Township 1 - 44-01,President,,,MARK ESPER,1,0,0,1
Fayette,Menallen Township 2 - 44-02,President,,,JOHN KASICH,1,0,0,1
Fayette,Masontown Borough - 42-01,President,,,YULSI GABBARD,1,0,0,1
Fayette,Menallen Township 3 - 44-03,President,,,RICHARD B HALL,1,0,0,1
Fayette,North Union Township 2 - 50-02,President,,,QUINTON ACKERMAN,1,0,0,1
Fayette,North Union Township 2 - 50-02,President,,,KANYE WEST,1,0,0,1
Fayette,North Union Township 4 - 50-04,President,,,NADE J PRESCOTT,1,0,0,1
Fayette,Saltlick Township - 62-01,President,,,PETER SONSKI,1,0,0,1
Fayette,Smithfield Borough - 64-01,President,,,MADISON SISK-KOLEK,1,0,0,1
Fayette,South Union Township 1 - 68-01,President,,,LARRY HOGAN,1,0,0,1
Fayette,South Union Township 1 - 68-01,President,,,MICHAEL PENCE,1,0,0,1
Fayette,North Union Township 4 - 50-04,President,,,ROBERT KENNEDY,1,1,0,0
Fayette,South Union Township 1 - 68-01,President,,,ROBERT KENNEDY,1,0,0,1
Fayette,South Union Township 2 - 68-02,President,,,ROBERT KENNEDY,1,0,0,1
Fayette,South Union Township 2 - 68-02,President,,,VIVEK RAMASWAMY,1,0,0,1
Fayette,South Union Township 2 - 68-02,President,,,MICHAEL EDWARD DELEONIBUS II,1,0,0,1
Fayette,South Union Township 3 - 68-03,President,,,BRENDA STIPANOVICH,1,0,0,1
Fayette,South Union Township 3 - 68-03,President,,,LIZ CHENY,1,0,0,1
Fayette,Springhill Township - 72-01,President,,,CLAUDIA DE LA CRUZ,1,0,0,1
Fayette,Uniontown City 1 - 76-01,President,,,VERMIN SUPREME,1,0,0,1
Fayette,Uniontown City 6 - 76-06,President,,,JOE BIDEN,1,0,0,1
Fayette,Upper Tyrone Township - 78-01,President,,,ALEXIS A PRINKLEY,1,0,0,1
Fayette,Washington Township - 82-01,President,,,RON PAUL,1,0,0,1
Fayette,Connellsville City 2- 10-02,President,,,CORNELL WEST,1,0,1,0
Fayette,Wharton Township - 84-01,President,,,CORNELL WEST,1,0,0,1
Fayette,Wharton Township - 84-01,President,,,BERNIE SANDERS,1,0,0,1
Fayette,Masontown Borough - 42-01,President,,,THOMAS J GERA,1,1,0,0
Fayette,Upper Tyrone Township - 78-01,President,,,JOSH SHAPIRO,1,1,0,0
Fayette,Uniontown City 6 - 76-06,President,,,PATTY LEISHBERGER,1,1,0,0
Fayette,Menallen Township 3 - 44-03,President,,,JOE MANCHIN,1,1,0,0
Fayette,Brownsville Borough 2 - 06-02,President,,,BENJAMIN SOTA,1,1,0,0
Fayette,Washington Township - 82-01,President,,,DAN CRENSHAW,1,1,0,0
Fayette,South Union Township 2 - 68-02,President,,,JOE MANCHIN III,1,1,0,0
Fayette,Belle Vernon Borough - 02-01,U.S. Senate,,DEM,Robert P Casey Jr,174,66,1,107
Fayette,Brownsville Township - 04-01,U.S. Senate,,DEM,Robert P Casey Jr,136,43,1,92
Fayette,Brownsville Borough 1 - 06-01,U.S. Senate,,DEM,Robert P Casey Jr,129,27,9,93
Fayette,Brownsville Borough 2 - 06-02,U.S. Senate,,DEM,Robert P Casey Jr,130,39,1,90
Fayette,Brownsville Borough 3 - 06-03,U.S. Senate,,DEM,Robert P Casey Jr,189,53,2,134
Fayette,Bullskin Township 1 - 08-01,U.S. Senate,,DEM,Robert P Casey Jr,517,210,8,299
Fayette,Bullskin Township 2 - 08-02,U.S. Senate,,DEM,Robert P Casey Jr,171,56,0,115
Fayette,Bullskin Township 3 - 08-03,U.S. Senate,,DEM,Robert P Casey Jr,222,81,1,140
Fayette,Connellsville City 1- 10-01,U.S. Senate,,DEM,Robert P Casey Jr,373,120,3,250
Fayette,Connellsville City 2- 10-02,U.S. Senate,,DEM,Robert P Casey Jr,327,97,5,225
Fayette,Connellsville City 3- 10-03,U.S. Senate,,DEM,Robert P Casey Jr,136,38,1,97
Fayette,Connellsville City 4- 10-04,U.S. Senate,,DEM,Robert P Casey Jr,263,78,0,185
Fayette,Connellsville Township - 12-01,U.S. Senate,,DEM,Robert P Casey Jr,304,93,1,210
Fayette,Dawson Borough - 14-01,U.S. Senate,,DEM,Robert P Casey Jr,45,12,0,33
Fayette,Dunbar Township 1 - 16-01,U.S. Senate,,DEM,Robert P Casey Jr,333,142,3,188
Fayette,Dunbar Township 2 - 16-02,U.S. Senate,,DEM,Robert P Casey Jr,686,307,2,377
Fayette,Dunbar  Borough - 18-01,U.S. Senate,,DEM,Robert P Casey Jr,115,36,1,78
Fayette,Everson Borough - 20-01,U.S. Senate,,DEM,Robert P Casey Jr,82,17,0,65
Fayette,Fairchance Borough - 22-01,U.S. Senate,,DEM,Robert P Casey Jr,269,99,2,168
Fayette,Fayette City Borough - 24-01,U.S. Senate,,DEM,Robert P Casey Jr,85,12,1,72
Fayette,Franklin Township 1 - 26-01,U.S. Senate,,DEM,Robert P Casey Jr,169,71,1,97
Fayette,Franklin Township 2 - 26-02,U.S. Senate,,DEM,Robert P Casey Jr,157,62,0,95
Fayette,Georges Township 1 - 28-01,U.S. Senate,,DEM,Robert P Casey Jr,209,71,2,136
Fayette,Georges Township 2 - 28-02,U.S. Senate,,DEM,Robert P Casey Jr,337,130,5,202
Fayette,Georges Township 3 - 28-03,U.S. Senate,,DEM,Robert P Casey Jr,352,140,0,212
Fayette,German Township 1 - 30-01,U.S. Senate,,DEM,Robert P Casey Jr,343,95,1,247
Fayette,German Township 2 - 30-02,U.S. Senate,,DEM,Robert P Casey Jr,196,50,2,144
Fayette,German Township 3 - 30-03,U.S. Senate,,DEM,Robert P Casey Jr,174,45,1,128
Fayette,German Township 4 - 30-04,U.S. Senate,,DEM,Robert P Casey Jr,66,12,2,52
Fayette,Henry Clay Township - 32-01,U.S. Senate,,DEM,Robert P Casey Jr,216,80,9,127
Fayette,Jefferson Township - 34-01,U.S. Senate,,DEM,Robert P Casey Jr,319,106,1,212
Fayette,Lower Tyrone Township - 36-01,U.S. Senate,,DEM,Robert P Casey Jr,122,43,1,78
Fayette,Luzerne Township 1 - 38-01,U.S. Senate,,DEM,Robert P Casey Jr,245,101,2,142
Fayette,Luzerne Township 2 - 38-02,U.S. Senate,,DEM,Robert P Casey Jr,312,134,5,173
Fayette,Luzerne Township 3 - 38-03,U.S. Senate,,DEM,Robert P Casey Jr,137,32,0,105
Fayette,Luzerne Township 4 - 38-04,U.S. Senate,,DEM,Robert P Casey Jr,71,23,0,48
Fayette,Markleysburg Borough - 40-01,U.S. Senate,,DEM,Robert P Casey Jr,29,11,0,18
Fayette,Masontown Borough - 42-01,U.S. Senate,,DEM,Robert P Casey Jr,512,219,0,293
Fayette,Menallen Township 1 - 44-01,U.S. Senate,,DEM,Robert P Casey Jr,213,81,1,131
Fayette,Menallen Township 2 - 44-02,U.S. Senate,,DEM,Robert P Casey Jr,354,145,3,206
Fayette,Menallen Township 3 - 44-03,U.S. Senate,,DEM,Robert P Casey Jr,189,60,1,128
Fayette,Newell Borough - 46-01,U.S. Senate,,DEM,Robert P Casey Jr,120,29,0,91
Fayette,Nicholson Township - 48-01,U.S. Senate,,DEM,Robert P Casey Jr,234,97,2,135
Fayette,North Union Township 1 - 50-01,U.S. Senate,,DEM,Robert P Casey Jr,460,230,3,227
Fayette,North Union Township 2 - 50-02,U.S. Senate,,DEM,Robert P Casey Jr,592,256,7,329
Fayette,North Union Township 3 - 50-03,U.S. Senate,,DEM,Robert P Casey Jr,164,76,1,87
Fayette,North Union Township 4 - 50-04,U.S. Senate,,DEM,Robert P Casey Jr,602,303,5,294
Fayette,North Union Township 5 - 50-05,U.S. Senate,,DEM,Robert P Casey Jr,115,49,0,66
Fayette,Ohiopyle Borough - 52-01,U.S. Senate,,DEM,Robert P Casey Jr,10,1,0,9
Fayette,Perry Township - 54-01,U.S. Senate,,DEM,Robert P Casey Jr,448,202,4,242
Fayette,Perryopolis Borough - 56-01,U.S. Senate,,DEM,Robert P Casey Jr,395,128,3,264
Fayette,Point Marion Borough - 58-01,U.S. Senate,,DEM,Robert P Casey Jr,160,69,0,91
Fayette,Redstone Township 1 - 60-01,U.S. Senate,,DEM,Robert P Casey Jr,319,126,2,191
Fayette,Redstone Township 2 - 60-02,U.S. Senate,,DEM,Robert P Casey Jr,366,129,2,235
Fayette,Redstone Township 3 - 60-03,U.S. Senate,,DEM,Robert P Casey Jr,85,30,1,54
Fayette,Redstone Township 4 - 60-04,U.S. Senate,,DEM,Robert P Casey Jr,95,20,3,72
Fayette,Saltlick Township - 62-01,U.S. Senate,,DEM,Robert P Casey Jr,375,163,2,210
Fayette,Smithfield Borough - 64-01,U.S. Senate,,DEM,Robert P Casey Jr,103,27,0,76
Fayette,South Connellsville Borough - 66-01,U.S. Senate,,DEM,Robert P Casey Jr,264,78,0,186
Fayette,South Union Township 1 - 68-01,U.S. Senate,,DEM,Robert P Casey Jr,1115,506,6,603
Fayette,South Union Township 2 - 68-02,U.S. Senate,,DEM,Robert P Casey Jr,574,235,9,330
Fayette,South Union Township 3 - 68-03,U.S. Senate,,DEM,Robert P Casey Jr,592,252,2,338
Fayette,Springfield Township 1 - 70-01,U.S. Senate,,DEM,Robert P Casey Jr,133,26,2,105
Fayette,Springfield Township 2 - 70-02,U.S. Senate,,DEM,Robert P Casey Jr,107,31,0,76
Fayette,Springhill Township - 72-01,U.S. Senate,,DEM,Robert P Casey Jr,331,142,3,186
Fayette,Stewart Township - 74-01,U.S. Senate,,DEM,Robert P Casey Jr,95,31,1,63
Fayette,Uniontown City 1 - 76-01,U.S. Senate,,DEM,Robert P Casey Jr,329,158,1,170
Fayette,Uniontown City 2 - 76-02,U.S. Senate,,DEM,Robert P Casey Jr,313,122,12,179
Fayette,Uniontown City 3 - 76-03,U.S. Senate,,DEM,Robert P Casey Jr,279,98,8,173
Fayette,Uniontown City 4 - 76-04,U.S. Senate,,DEM,Robert P Casey Jr,254,63,4,187
Fayette,Uniontown City 5 - 76-05,U.S. Senate,,DEM,Robert P Casey Jr,326,138,4,184
Fayette,Uniontown City 6 - 76-06,U.S. Senate,,DEM,Robert P Casey Jr,214,78,3,133
Fayette,Uniontown City 7 - 76-07,U.S. Senate,,DEM,Robert P Casey Jr,290,117,4,169
Fayette,Upper Tyrone Township - 78-01,U.S. Senate,,DEM,Robert P Casey Jr,215,76,1,138
Fayette,Vanderbilt Borough - 80-01,U.S. Senate,,DEM,Robert P Casey Jr,69,13,0,56
Fayette,Washington Township - 82-01,U.S. Senate,,DEM,Robert P Casey Jr,727,387,4,336
Fayette,Wharton Township - 84-01,U.S. Senate,,DEM,Robert P Casey Jr,474,205,4,265
Fayette,Belle Vernon Borough - 02-01,U.S. Senate,,REP,Dave McCormick,287,47,3,237
Fayette,Brownsville Township - 04-01,U.S. Senate,,REP,Dave McCormick,127,16,0,111
Fayette,Brownsville Borough 1 - 06-01,U.S. Senate,,REP,Dave McCormick,94,11,2,81
Fayette,Brownsville Borough 2 - 06-02,U.S. Senate,,REP,Dave McCormick,131,11,1,119
Fayette,Brownsville Borough 3 - 06-03,U.S. Senate,,REP,Dave McCormick,140,13,3,124
Fayette,Bullskin Township 1 - 08-01,U.S. Senate,,REP,Dave McCormick,1743,244,12,1487
Fayette,Bullskin Township 2 - 08-02,U.S. Senate,,REP,Dave McCormick,654,61,8,585
