county,precinct,office,district,party,candidate,votes,provisional,election_day,mail
York,West Manchester Township 4,President,,LIB,Chase Oliver,4,0,3,1
York,West Manchester Township 5,President,,LIB,Chase Oliver,21,1,10,10
York,West Manheim Township 1,President,,LIB,Chase Oliver,9,0,7,2
York,West Manheim Township 2,President,,LIB,Chase Oliver,16,0,12,4
York,West Manheim Township 3,President,,LIB,Chase Oliver,10,0,7,3
York,Windsor Township 1,President,,LIB,Chase Oliver,22,0,19,3
York,Windsor Township 2,President,,LIB,Chase Oliver,8,0,8,0
York,Windsor Township 3,President,,LIB,Chase Oliver,19,0,16,3
York,Windsor Township 4,President,,LIB,Chase Oliver,9,1,5,3
York,York Township 1-1,President,,LIB,Chase Oliver,6,0,5,1
York,York Township 1-2,President,,LIB,Chase Oliver,6,0,5,1
York,York Township 1-3,President,,LIB,Chase Oliver,7,0,5,2
York,York Township 2-1,President,,LIB,Chase Oliver,7,0,4,3
York,York Township 2-2,President,,LIB,Chase Oliver,6,0,6,0
York,York Township 2-3,President,,LIB,Chase Oliver,13,0,12,1
York,York Township 3-1,President,,LIB,Chase Oliver,5,0,5,0
York,York Township 3-2,President,,LIB,Chase Oliver,8,0,6,2
York,York Township 3-3,President,,LIB,Chase Oliver,4,0,3,1
York,York Township 4-1,President,,LIB,Chase Oliver,3,0,3,0
York,York Township 4-2,President,,LIB,Chase Oliver,6,0,4,2
York,York Township 4-3,President,,LIB,Chase Oliver,11,0,10,1
York,York Township 5-1,President,,LIB,Chase Oliver,8,0,7,1
York,York Township 5-2,President,,LIB,Chase Oliver,7,0,4,3
York,York Township 5-3,President,,LIB,Chase Oliver,17,0,12,5
York,Cross Roads Borough,President,,LIB,Chase Oliver,3,0,3,0
York,Dallastown Borough 1,President,,LIB,Chase Oliver,5,0,5,0
York,Dallastown Borough 2,President,,LIB,Chase Oliver,6,0,6,0
York,Delta Borough,President,,LIB,Chase Oliver,3,0,3,0
York,Dillsburg Borough,President,,LIB,Chase Oliver,14,0,8,6
York,Dover Borough,President,,LIB,Chase Oliver,5,0,5,0
York,East Prospect Borough,President,,LIB,Chase Oliver,6,0,6,0
York,Fawn Grove Borough,President,,LIB,Chase Oliver,2,0,2,0
York,Felton Borough,President,,LIB,Chase Oliver,2,0,2,0
York,Franklintown Borough,President,,LIB,Chase Oliver,1,0,0,1
York,Glen Rock Borough,President,,LIB,Chase Oliver,8,0,8,0
York,Goldsboro Borough,President,,LIB,Chase Oliver,7,0,6,1
York,Hallam Borough,President,,LIB,Chase Oliver,4,0,3,1
York,Hanover Borough 1,President,,LIB,Chase Oliver,12,0,11,1
York,Hanover Borough 2,President,,LIB,Chase Oliver,12,0,10,2
York,Hanover Borough 3,President,,LIB,Chase Oliver,5,1,3,1
York,Hanover Borough 4,President,,LIB,Chase Oliver,4,0,3,1
York,Hanover Borough 5,President,,LIB,Chase Oliver,3,0,2,1
York,Jacobus Borough,President,,LIB,Chase Oliver,7,0,6,1
York,Jefferson Borough,President,,LIB,Chase Oliver,2,0,2,0
York,Lewisberry Borough,President,,LIB,Chase Oliver,3,0,2,1
York,Loganville Borough,President,,LIB,Chase Oliver,4,0,4,0
York,Manchester Borough,President,,LIB,Chase Oliver,8,0,5,3
York,Mount Wolf Borough,President,,LIB,Chase Oliver,6,0,6,0
York,New Freedom Borough,President,,LIB,Chase Oliver,23,0,19,4
York,New Salem Borough,President,,LIB,Chase Oliver,2,0,1,1
York,North York Borough,President,,LIB,Chase Oliver,5,0,4,1
York,Railroad Borough,President,,LIB,Chase Oliver,0,0,0,0
York,Red Lion Borough 1,President,,LIB,Chase Oliver,3,0,2,1
York,Red Lion Borough 2,President,,LIB,Chase Oliver,13,0,13,0
York,Red Lion Borough 3,President,,LIB,Chase Oliver,6,0,5,1
York,Seven Valleys Borough,President,,LIB,Chase Oliver,2,0,2,0
York,Shrewsbury Borough,President,,LIB,Chase Oliver,17,0,13,4
York,Spring Grove Borough,President,,LIB,Chase Oliver,11,0,10,1
York,Stewartstown Borough,President,,LIB,Chase Oliver,12,0,10,2
York,Wellsville Borough,President,,LIB,Chase Oliver,0,0,0,0
York,West York Borough 1,President,,LIB,Chase Oliver,1,0,1,0
York,West York Borough 2,President,,LIB,Chase Oliver,5,0,4,1
York,Windsor Borough,President,,LIB,Chase Oliver,6,0,4,2
York,Winterstown Borough,President,,LIB,Chase Oliver,3,0,2,1
York,Wrightsville Borough 1,President,,LIB,Chase Oliver,3,0,3,0
York,Wrightsville Borough 2,President,,LIB,Chase Oliver,4,0,4,0
York,Wrightsville Borough 3,President,,LIB,Chase Oliver,5,1,4,0
York,Yoe Borough,President,,LIB,Chase Oliver,3,0,3,0
York,Yorkana Borough,President,,LIB,Chase Oliver,1,0,1,0
York,York Haven Borough,President,,LIB,Chase Oliver,0,0,0,0
York,York City 1,President,,LIB,Chase Oliver,1,0,1,0
York,York City 5,President,,LIB,Chase Oliver,4,0,4,0
York,York City 6,President,,LIB,Chase Oliver,3,0,3,0
York,York City 7,President,,LIB,Chase Oliver,4,0,4,0
York,York City 8,President,,LIB,Chase Oliver,2,0,1,1
York,York City 9-1,President,,LIB,Chase Oliver,5,1,2,2
York,York City 9-2,President,,LIB,Chase Oliver,6,0,4,2
York,York City 11,President,,LIB,Chase Oliver,9,0,9,0
York,York City 12-1,President,,LIB,Chase Oliver,2,0,2,0
York,York City 12-2,President,,LIB,Chase Oliver,1,0,1,0
York,York City 12-3,President,,LIB,Chase Oliver,0,0,0,0
York,York City 12-4,President,,LIB,Chase Oliver,8,0,7,1
York,York City 13,President,,LIB,Chase Oliver,2,0,1,1
York,York City 14-1,President,,LIB,Chase Oliver,2,0,2,0
York,York City 14-2,President,,LIB,Chase Oliver,3,0,3,0
York,York City 14-3,President,,LIB,Chase Oliver,4,0,3,1
York,York City 15,President,,LIB,Chase Oliver,4,0,4,0
York,Carroll Township,President,,GRN,Jill Stein,19,0,16,3
York,Chanceford Township 1,President,,GRN,Jill Stein,2,0,0,2
York,Chanceford Township 2,President,,GRN,Jill Stein,2,0,2,0
York,Chanceford Township 3,President,,GRN,Jill Stein,2,0,1,1
York,Codorus Township 1,President,,GRN,Jill Stein,4,0,3,1
York,Codorus Township 2,President,,GRN,Jill Stein,8,0,6,2
York,Codorus Township 3,President,,GRN,Jill Stein,4,0,3,1
York,Conewago Township 1,President,,GRN,Jill Stein,19,1,11,7
York,Conewago Township 2,President,,GRN,Jill Stein,9,0,5,4
York,Dover Township 1,President,,GRN,Jill Stein,9,0,7,2
York,Dover Township 2,President,,GRN,Jill Stein,17,0,14,3
York,Dover Township 3,President,,GRN,Jill Stein,7,0,4,3
York,Dover Township 4,President,,GRN,Jill Stein,14,0,9,5
York,East Hopewell Township,President,,GRN,Jill Stein,1,1,0,0
York,East Manchester Township,President,,GRN,Jill Stein,16,0,6,10
York,Fairview Township 1,President,,GRN,Jill Stein,9,0,5,4
York,Fairview Township 2,President,,GRN,Jill Stein,14,3,8,3
York,Fairview Township 3,President,,GRN,Jill Stein,16,0,12,4
York,Fairview Township 4,President,,GRN,Jill Stein,8,1,1,6
York,Fawn Township,President,,GRN,Jill Stein,10,0,9,1
York,Franklin Township,President,,GRN,Jill Stein,6,0,3,3
York,Heidelberg Township,President,,GRN,Jill Stein,2,0,2,0
York,Hellam Township 1,President,,GRN,Jill Stein,3,0,2,1
York,Hellam Township 2,President,,GRN,Jill Stein,7,0,4,3
York,Hopewell Township,President,,GRN,Jill Stein,8,1,2,5
York,Jackson Township 1,President,,GRN,Jill Stein,2,0,1,1
York,Jackson Township 2,President,,GRN,Jill Stein,7,0,2,5
York,Lower Chanceford Township 1,President,,GRN,Jill Stein,0,0,0,0
York,Lower Chanceford Township 2,President,,GRN,Jill Stein,0,0,0,0
York,Lower Windsor Township 1,President,,GRN,Jill Stein,4,1,2,1
York,Lower Windsor Township 2,President,,GRN,Jill Stein,6,1,5,0
York,Lower Windsor Township 3,President,,GRN,Jill Stein,5,0,4,1
York,Manchester Township 1,President,,GRN,Jill Stein,5,1,4,0
York,Manchester Township 2,President,,GRN,Jill Stein,4,0,4,0
York,Manchester Township 3,President,,GRN,Jill Stein,7,0,7,0
York,Manchester Township 4,President,,GRN,Jill Stein,5,0,5,0
York,Manchester Township 5,President,,GRN,Jill Stein,8,0,7,1
York,Manchester Township 6,President,,GRN,Jill Stein,7,1,5,1
York,Manchester Township 7,President,,GRN,Jill Stein,7,0,5,2
York,Manheim Township,President,,GRN,Jill Stein,6,0,4,2
York,Monaghan Township,President,,GRN,Jill Stein,3,0,2,1
York,Newberry Township 1,President,,GRN,Jill Stein,19,0,13,6
York,Newberry Township 2,President,,GRN,Jill Stein,7,0,6,1
York,Newberry Township 3,President,,GRN,Jill Stein,11,0,10,1
York,North Codorus Township 1,President,,GRN,Jill Stein,11,0,11,0
York,North Codorus Township 2,President,,GRN,Jill Stein,5,0,3,2
York,North Hopewell Township,President,,GRN,Jill Stein,2,0,2,0
York,Paradise Township,President,,GRN,Jill Stein,6,1,5,0
York,Peach Bottom Township,President,,GRN,Jill Stein,5,0,3,2
York,Penn Township 1,President,,GRN,Jill Stein,7,0,3,4
York,Penn Township 2,President,,GRN,Jill Stein,9,1,7,1
York,Penn Township 3,President,,GRN,Jill Stein,5,0,4,1
York,Penn Township 4,President,,GRN,Jill Stein,13,0,10,3
York,Shrewsbury Township 1,President,,GRN,Jill Stein,10,0,8,2
York,Shrewsbury Township 2,President,,GRN,Jill Stein,9,0,6,3
York,Springettsbury Township 1,President,,GRN,Jill Stein,5,0,5,0
York,Springettsbury Township 2,President,,GRN,Jill Stein,7,0,6,1
York,Springettsbury Township 3,President,,GRN,Jill Stein,11,0,7,4
York,Springettsbury Township 4,President,,GRN,Jill Stein,13,1,8,4
York,Springettsbury Township 5,President,,GRN,Jill Stein,3,0,2,1
York,Springettsbury Township 6,President,,GRN,Jill Stein,4,0,3,1
York,Springettsbury Township 7,President,,GRN,Jill Stein,9,1,4,4
York,Springettsbury Township 8,President,,GRN,Jill Stein,7,0,3,4
York,Springfield Township,President,,GRN,Jill Stein,9,0,7,2
York,Spring Garden Township 1,President,,GRN,Jill Stein,7,0,4,3
York,Spring Garden Township 2,President,,GRN,Jill Stein,7,0,7,0
York,Spring Garden Township 3,President,,GRN,Jill Stein,6,0,5,1
York,Spring Garden Township 4,President,,GRN,Jill Stein,13,0,10,3
York,Spring Garden Township 5,President,,GRN,Jill Stein,5,0,4,1
York,Warrington Township,President,,GRN,Jill Stein,10,0,8,2
York,Washington Township,President,,GRN,Jill Stein,4,0,2,2
York,West Manchester Township 1,President,,GRN,Jill Stein,7,0,5,2
York,West Manchester Township 2,President,,GRN,Jill Stein,14,0,10,4
York,West Manchester Township 3,President,,GRN,Jill Stein,9,0,6,3
York,West Manchester Township 4,President,,GRN,Jill Stein,2,0,2,0
York,West Manchester Township 5,President,,GRN,Jill Stein,15,0,6,9
York,West Manheim Township 1,President,,GRN,Jill Stein,9,0,3,6
York,West Manheim Township 2,President,,GRN,Jill Stein,4,0,3,1
York,West Manheim Township 3,President,,GRN,Jill Stein,4,0,3,1
York,Windsor Township 1,President,,GRN,Jill Stein,11,0,5,6
York,Windsor Township 2,President,,GRN,Jill Stein,7,0,4,3
York,Windsor Township 3,President,,GRN,Jill Stein,13,0,11,2
York,Windsor Township 4,President,,GRN,Jill Stein,13,0,8,5
York,York Township 1-1,President,,GRN,Jill Stein,10,0,7,3
York,York Township 1-2,President,,GRN,Jill Stein,8,0,8,0
York,York Township 1-3,President,,GRN,Jill Stein,13,0,12,1
York,York Township 2-1,President,,GRN,Jill Stein,3,0,3,0
York,York Township 2-2,President,,GRN,Jill Stein,3,0,2,1
York,York Township 2-3,President,,GRN,Jill Stein,9,0,7,2
York,York Township 3-1,President,,GRN,Jill Stein,2,0,2,0
York,York Township 3-2,President,,GRN,Jill Stein,7,0,6,1
York,York Township 3-3,President,,GRN,Jill Stein,2,0,0,2
York,York Township 4-1,President,,GRN,Jill Stein,4,0,2,2
York,York Township 4-2,President,,GRN,Jill Stein,8,0,5,3
York,York Township 4-3,President,,GRN,Jill Stein,10,1,5,4
York,York Township 5-1,President,,GRN,Jill Stein,5,0,4,1
York,York Township 5-2,President,,GRN,Jill Stein,7,0,4,3
York,York Township 5-3,President,,GRN,Jill Stein,12,0,4,8
York,Cross Roads Borough,President,,GRN,Jill Stein,0,0,0,0
York,Dallastown Borough 1,President,,GRN,Jill Stein,9,0,7,2
York,Dallastown Borough 2,President,,GRN,Jill Stein,8,0,6,2
York,Delta Borough,President,,GRN,Jill Stein,2,0,1,1
York,Dillsburg Borough,President,,GRN,Jill Stein,3,0,2,1
York,Dover Borough,President,,GRN,Jill Stein,4,0,4,0
York,East Prospect Borough,President,,GRN,Jill Stein,3,0,2,1
York,Fawn Grove Borough,President,,GRN,Jill Stein,1,0,1,0
York,Felton Borough,President,,GRN,Jill Stein,0,0,0,0
York,Franklintown Borough,President,,GRN,Jill Stein,0,0,0,0
York,Glen Rock Borough,President,,GRN,Jill Stein,9,0,7,2
York,Goldsboro Borough,President,,GRN,Jill Stein,1,0,1,0
York,Hallam Borough,President,,GRN,Jill Stein,4,0,4,0
York,Hanover Borough 1,President,,GRN,Jill Stein,9,2,4,3
York,Hanover Borough 2,President,,GRN,Jill Stein,7,1,3,3
York,Hanover Borough 3,President,,GRN,Jill Stein,6,0,5,1
York,Hanover Borough 4,President,,GRN,Jill Stein,7,0,7,0
York,Hanover Borough 5,President,,GRN,Jill Stein,7,0,3,4
York,Jacobus Borough,President,,GRN,Jill Stein,8,0,8,0
York,Jefferson Borough,President,,GRN,Jill Stein,1,0,0,1
York,Lewisberry Borough,President,,GRN,Jill Stein,0,0,0,0
York,Loganville Borough,President,,GRN,Jill Stein,3,0,2,1
York,Manchester Borough,President,,GRN,Jill Stein,5,0,3,2
York,Mount Wolf Borough,President,,GRN,Jill Stein,1,1,0,0
York,New Freedom Borough,President,,GRN,Jill Stein,11,0,7,4
York,New Salem Borough,President,,GRN,Jill Stein,2,0,1,1
York,North York Borough,President,,GRN,Jill Stein,6,0,5,1
York,Railroad Borough,President,,GRN,Jill Stein,0,0,0,0
York,Red Lion Borough 1,President,,GRN,Jill Stein,4,0,4,0
York,Red Lion Borough 2,President,,GRN,Jill Stein,1,0,1,0
York,Red Lion Borough 3,President,,GRN,Jill Stein,5,0,4,1
York,Seven Valleys Borough,President,,GRN,Jill Stein,3,0,3,0
York,Shrewsbury Borough,President,,GRN,Jill Stein,6,0,4,2
York,Spring Grove Borough,President,,GRN,Jill Stein,4,1,1,2
York,Stewartstown Borough,President,,GRN,Jill Stein,6,0,6,0
York,Wellsville Borough,President,,GRN,Jill Stein,1,0,1,0
York,West York Borough 1,President,,GRN,Jill Stein,2,0,1,1
York,West York Borough 2,President,,GRN,Jill Stein,9,0,4,5
York,Windsor Borough,President,,GRN,Jill Stein,1,0,1,0
York,Winterstown Borough,President,,GRN,Jill Stein,0,0,0,0
York,Wrightsville Borough 1,President,,GRN,Jill Stein,4,0,2,2
York,Wrightsville Borough 2,President,,GRN,Jill Stein,0,0,0,0
York,Wrightsville Borough 3,President,,GRN,Jill Stein,3,0,3,0
York,Yoe Borough,President,,GRN,Jill Stein,0,0,0,0
York,Yorkana Borough,President,,GRN,Jill Stein,0,0,0,0
York,York Haven Borough,President,,GRN,Jill Stein,4,0,4,0
York,York City 1,President,,GRN,Jill Stein,3,0,3,0
York,York City 5,President,,GRN,Jill Stein,7,0,6,1
York,York City 6,President,,GRN,Jill Stein,3,0,3,0
York,York City 7,President,,GRN,Jill Stein,1,0,1,0
York,York City 8,President,,GRN,Jill Stein,5,1,3,1
York,York City 9-1,President,,GRN,Jill Stein,3,0,1,2
York,York City 9-2,President,,GRN,Jill Stein,2,0,1,1
York,York City 11,President,,GRN,Jill Stein,6,2,3,1
York,York City 12-1,President,,GRN,Jill Stein,1,0,1,0
York,York City 12-2,President,,GRN,Jill Stein,7,1,5,1
York,York City 12-3,President,,GRN,Jill Stein,6,0,3,3
York,York City 12-4,President,,GRN,Jill Stein,5,0,4,1
York,York City 13,President,,GRN,Jill Stein,2,0,1,1
York,York City 14-1,President,,GRN,Jill Stein,1,0,1,0
York,York City 14-2,President,,GRN,Jill Stein,4,0,4,0
York,York City 14-3,President,,GRN,Jill Stein,5,0,4,1
York,York City 15,President,,GRN,Jill Stein,5,0,4,1
York,Carroll Township,President,,Total,Write-In,29,0,20,9
York,Chanceford Township 1,President,,Total,Write-In,3,0,1,2
York,Chanceford Township 2,President,,Total,Write-In,0,0,0,0
York,Chanceford Township 3,President,,Total,Write-In,3,0,2,1
York,Codorus Township 1,President,,Total,Write-In,2,0,1,1
York,Codorus Township 2,President,,Total,Write-In,5,0,5,0
York,Codorus Township 3,President,,Total,Write-In,1,0,1,0
York,Conewago Township 1,President,,Total,Write-In,9,0,6,3
York,Conewago Township 2,President,,Total,Write-In,3,0,3,0
York,Dover Township 1,President,,Total,Write-In,21,0,15,6
York,Dover Township 2,President,,Total,Write-In,18,0,14,4
York,Dover Township 3,President,,Total,Write-In,4,0,2,2
York,Dover Township 4,President,,Total,Write-In,8,0,5,3
York,East Hopewell Township,President,,Total,Write-In,2,0,1,1
York,East Manchester Township,President,,Total,Write-In,14,0,8,6
York,Fairview Township 1,President,,Total,Write-In,11,0,7,4
York,Fairview Township 2,President,,Total,Write-In,12,0,5,7
York,Fairview Township 3,President,,Total,Write-In,26,0,17,9
York,Fairview Township 4,President,,Total,Write-In,7,0,6,1
York,Fawn Township,President,,Total,Write-In,8,0,7,1
York,Franklin Township,President,,Total,Write-In,15,0,10,5
York,Heidelberg Township,President,,Total,Write-In,8,0,5,3
York,Hellam Township 1,President,,Total,Write-In,4,0,2,2
York,Hellam Township 2,President,,Total,Write-In,6,0,6,0
York,Hopewell Township,President,,Total,Write-In,13,0,10,3
York,Jackson Township 1,President,,Total,Write-In,14,0,9,5
York,Jackson Township 2,President,,Total,Write-In,8,0,7,1
York,Lower Chanceford Township 1,President,,Total,Write-In,3,0,3,0
York,Lower Chanceford Township 2,President,,Total,Write-In,3,0,1,2
York,Lower Windsor Township 1,President,,Total,Write-In,0,0,0,0
York,Lower Windsor Township 2,President,,Total,Write-In,3,0,3,0
York,Lower Windsor Township 3,President,,Total,Write-In,10,0,9,1
York,Manchester Township 1,President,,Total,Write-In,6,0,6,0
York,Manchester Township 2,President,,Total,Write-In,4,0,4,0
York,Manchester Township 3,President,,Total,Write-In,13,0,9,4
York,Manchester Township 4,President,,Total,Write-In,5,0,5,0
York,Manchester Township 5,President,,Total,Write-In,8,0,6,2
