county,precinct,office,district,party,candidate,votes,provisional,election_day,mail_in_/_absentee
Luzerne,Rice Township Dist 01,President,,REP,TRUMP / VANCE,805,16,624,165
Luzerne,Rice Township Dist 02,President,,REP,TRUMP / VANCE,625,12,442,171
Luzerne,Ross Township,President,,REP,TRUMP / VANCE,1300,1,1125,174
Luzerne,Salem Township Dist 01,President,,REP,TRUMP / VANCE,694,4,567,123
Luzerne,Salem Township Dist 02,President,,REP,TRUMP / VANCE,798,5,695,98
Luzerne,Shickshinny Boro,President,,REP,TRUMP / VANCE,239,2,189,48
Luzerne,Slocum Township,President,,REP,TRUMP / VANCE,516,1,454,61
Luzerne,Sugar Notch Boro,President,,REP,TRUMP / VANCE,274,1,232,41
Luzerne,Sugarloaf Township Dist 01,President,,REP,TRUMP / VANCE,717,5,577,135
Luzerne,Sugarloaf Township Dist 02,President,,REP,TRUMP / VANCE,484,3,384,97
Luzerne,Sugarloaf Township Dist 03,President,,REP,TRUMP / VANCE,603,7,482,114
Luzerne,Swoyersville Boro Ward 01,President,,REP,TRUMP / VANCE,711,6,595,110
Luzerne,Swoyersville Boro Ward 02,President,,REP,TRUMP / VANCE,632,8,487,137
Luzerne,Swoyersville Boro Ward 03,President,,REP,TRUMP / VANCE,269,2,241,26
Luzerne,Union Township,President,,REP,TRUMP / VANCE,906,1,775,130
Luzerne,Warrior Run Boro,President,,REP,TRUMP / VANCE,208,2,197,9
Luzerne,West Hazleton Boro Ward 01,President,,REP,TRUMP / VANCE,337,8,276,53
Luzerne,West Hazleton Boro Ward 02,President,,REP,TRUMP / VANCE,475,15,387,73
Luzerne,West Pittston Boro Ward 01,President,,REP,TRUMP / VANCE,345,4,295,46
Luzerne,West Pittston Boro Ward 02,President,,REP,TRUMP / VANCE,568,5,458,105
Luzerne,West Pittston Boro Ward 03,President,,REP,TRUMP / VANCE,505,3,421,81
Luzerne,West Wyoming Boro Ward 01,President,,REP,TRUMP / VANCE,552,3,462,87
Luzerne,West Wyoming Boro Ward 02,President,,REP,TRUMP / VANCE,383,6,312,65
Luzerne,White Haven Boro,President,,REP,TRUMP / VANCE,383,5,323,55
Luzerne,Wilkes-Barre City Ward 01,President,,REP,TRUMP / VANCE,434,5,342,87
Luzerne,Wilkes-Barre City Ward 02,President,,REP,TRUMP / VANCE,520,6,420,94
Luzerne,Wilkes-Barre City Ward 03,President,,REP,TRUMP / VANCE,305,4,237,64
Luzerne,Wilkes-Barre City Ward 04,President,,REP,TRUMP / VANCE,354,10,279,65
Luzerne,Wilkes-Barre City Ward 05,President,,REP,TRUMP / VANCE,341,1,258,82
Luzerne,Wilkes-Barre City Ward 06,President,,REP,TRUMP / VANCE,348,9,276,63
Luzerne,Wilkes-Barre City Ward 07,President,,REP,TRUMP / VANCE,214,8,164,42
Luzerne,Wilkes-Barre City Ward 08,President,,REP,TRUMP / VANCE,251,2,179,70
Luzerne,Wilkes-Barre City Ward 09,President,,REP,TRUMP / VANCE,199,3,155,41
Luzerne,Wilkes-Barre City Ward 10,President,,REP,TRUMP / VANCE,230,6,164,60
Luzerne,Wilkes-Barre City Ward 11,President,,REP,TRUMP / VANCE,376,9,288,79
Luzerne,Wilkes-Barre City Ward 12,President,,REP,TRUMP / VANCE,284,9,219,56
Luzerne,Wilkes-Barre City Ward 13,President,,REP,TRUMP / VANCE,271,7,211,53
Luzerne,Wilkes-Barre City Ward 14,President,,REP,TRUMP / VANCE,252,3,214,35
Luzerne,Wilkes-Barre City Ward 15,President,,REP,TRUMP / VANCE,333,5,282,46
Luzerne,Wilkes-Barre City Ward 16,President,,REP,TRUMP / VANCE,391,4,308,79
Luzerne,Wilkes-Barre City Ward 17,President,,REP,TRUMP / VANCE,219,5,172,42
Luzerne,Wilkes-Barre City Ward 18,President,,REP,TRUMP / VANCE,224,3,178,43
Luzerne,Wilkes-Barre City Ward 19,President,,REP,TRUMP / VANCE,285,3,224,58
Luzerne,Wilkes-Barre City Ward 20,President,,REP,TRUMP / VANCE,426,14,319,93
Luzerne,Wilkes-Barre Township Ward 01,President,,REP,TRUMP / VANCE,504,3,421,80
Luzerne,Wilkes-Barre Township Ward 02,President,,REP,TRUMP / VANCE,390,10,295,85
Luzerne,Wright Township Dist 01,President,,REP,TRUMP / VANCE,521,6,404,111
Luzerne,Wright Township Dist 02,President,,REP,TRUMP / VANCE,730,6,544,180
Luzerne,Wright Township Dist 03,President,,REP,TRUMP / VANCE,501,3,402,96
Luzerne,Wright Township Dist 04,President,,REP,TRUMP / VANCE,456,3,358,95
Luzerne,Wyoming Boro Ward 01,President,,REP,TRUMP / VANCE,325,2,274,49
Luzerne,Wyoming Boro Ward 02,President,,REP,TRUMP / VANCE,191,0,150,41
Luzerne,Wyoming Boro Ward 03,President,,REP,TRUMP / VANCE,425,2,337,86
Luzerne,Yatesville Boro,President,,REP,TRUMP / VANCE,192,1,158,33
Luzerne,Ashley Boro Ward 01,President,,LIB,OLIVER / MAAT,2,0,1,1
Luzerne,Ashley Boro Ward 02,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Avoca Boro Ward 01,President,,LIB,OLIVER / MAAT,1,0,0,1
Luzerne,Avoca Boro Ward 02,President,,LIB,OLIVER / MAAT,2,0,2,0
Luzerne,Avoca Boro Ward 03,President,,LIB,OLIVER / MAAT,3,0,3,0
Luzerne,Bear Creek Township Dist 01,President,,LIB,OLIVER / MAAT,3,1,1,1
Luzerne,Bear Creek Township Dist 02,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Bear Creek Township Dist 03,President,,LIB,OLIVER / MAAT,2,0,1,1
Luzerne,Bear Creek Village Boro,President,,LIB,OLIVER / MAAT,2,0,1,1
Luzerne,Black Creek Township,President,,LIB,OLIVER / MAAT,8,0,4,4
Luzerne,Buck Township,President,,LIB,OLIVER / MAAT,4,0,4,0
Luzerne,Butler Township Dist 01,President,,LIB,OLIVER / MAAT,5,0,3,2
Luzerne,Butler Township Dist 02,President,,LIB,OLIVER / MAAT,4,0,2,2
Luzerne,Butler Township Dist 03,President,,LIB,OLIVER / MAAT,6,0,4,2
Luzerne,Butler Township Dist 04,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Butler Township Dist 05,President,,LIB,OLIVER / MAAT,4,0,3,1
Luzerne,Conyngham Boro,President,,LIB,OLIVER / MAAT,5,0,1,4
Luzerne,Conyngham Township,President,,LIB,OLIVER / MAAT,3,0,3,0
Luzerne,Courtdale Boro,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Dallas Boro Ward 01,President,,LIB,OLIVER / MAAT,4,0,3,1
Luzerne,Dallas Boro Ward 02,President,,LIB,OLIVER / MAAT,4,0,3,1
Luzerne,Dallas Township Dist 01,President,,LIB,OLIVER / MAAT,6,0,6,0
Luzerne,Dallas Township Dist 02,President,,LIB,OLIVER / MAAT,3,0,1,2
Luzerne,Dallas Township Dist 03,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Dallas Township Dist 04,President,,LIB,OLIVER / MAAT,5,0,3,2
Luzerne,Dallas Township Dist 05,President,,LIB,OLIVER / MAAT,7,0,6,1
Luzerne,Dennison Township,President,,LIB,OLIVER / MAAT,3,0,2,1
Luzerne,Dorrance Township,President,,LIB,OLIVER / MAAT,6,0,4,2
Luzerne,Dupont Boro Ward 01,President,,LIB,OLIVER / MAAT,1,0,0,1
Luzerne,Dupont Boro Ward 02,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Duryea Boro Ward 01,President,,LIB,OLIVER / MAAT,2,0,0,2
Luzerne,Duryea Boro Ward 02,President,,LIB,OLIVER / MAAT,7,0,6,1
Luzerne,Duryea Boro Ward 03,President,,LIB,OLIVER / MAAT,2,0,2,0
Luzerne,Edwardsville Boro Ward 01,President,,LIB,OLIVER / MAAT,4,1,1,2
Luzerne,Edwardsville Boro Ward 02,President,,LIB,OLIVER / MAAT,6,0,4,2
Luzerne,Exeter Boro Ward 01,President,,LIB,OLIVER / MAAT,0,0,0,0
Luzerne,Exeter Boro Ward 02,President,,LIB,OLIVER / MAAT,4,0,4,0
Luzerne,Exeter Boro Ward 03,President,,LIB,OLIVER / MAAT,10,0,8,2
Luzerne,Exeter Township,President,,LIB,OLIVER / MAAT,3,0,2,1
Luzerne,Fairmount Township,President,,LIB,OLIVER / MAAT,3,0,2,1
Luzerne,Fairview Township Dist 01,President,,LIB,OLIVER / MAAT,4,0,4,0
Luzerne,Fairview Township Dist 02,President,,LIB,OLIVER / MAAT,7,0,4,3
Luzerne,Forty Fort Boro Ward 01,President,,LIB,OLIVER / MAAT,4,0,2,2
Luzerne,Forty Fort Boro Ward 02,President,,LIB,OLIVER / MAAT,6,0,4,2
Luzerne,Forty Fort Boro Ward 03,President,,LIB,OLIVER / MAAT,0,0,0,0
Luzerne,Foster Township Dist 01,President,,LIB,OLIVER / MAAT,2,0,2,0
Luzerne,Foster Township Dist 02,President,,LIB,OLIVER / MAAT,2,0,1,1
Luzerne,Franklin Township,President,,LIB,OLIVER / MAAT,7,0,4,3
Luzerne,Freeland Boro,President,,LIB,OLIVER / MAAT,6,0,5,1
Luzerne,Hanover Township Ward 01,President,,LIB,OLIVER / MAAT,5,0,4,1
Luzerne,Hanover Township Ward 02,President,,LIB,OLIVER / MAAT,0,0,0,0
Luzerne,Hanover Township Ward 03,President,,LIB,OLIVER / MAAT,6,0,4,2
Luzerne,Hanover Township Ward 04,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Hanover Township Ward 05,President,,LIB,OLIVER / MAAT,0,0,0,0
Luzerne,Hanover Township Ward 06,President,,LIB,OLIVER / MAAT,5,0,4,1
Luzerne,Harveys Lake Boro,President,,LIB,OLIVER / MAAT,8,0,3,5
Luzerne,Hazle Township Dist 01,President,,LIB,OLIVER / MAAT,3,0,2,1
Luzerne,Hazle Township Dist 02,President,,LIB,OLIVER / MAAT,2,0,1,1
Luzerne,Hazle Township Dist 03,President,,LIB,OLIVER / MAAT,3,0,2,1
Luzerne,Hazle Township Dist 04,President,,LIB,OLIVER / MAAT,5,0,4,1
Luzerne,Hazle Township Dist 05,President,,LIB,OLIVER / MAAT,4,0,4,0
Luzerne,Hazleton City Ward 01,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Hazleton City Ward 02,President,,LIB,OLIVER / MAAT,2,0,2,0
Luzerne,Hazleton City Ward 03,President,,LIB,OLIVER / MAAT,5,0,2,3
Luzerne,Hazleton City Ward 04,President,,LIB,OLIVER / MAAT,3,0,3,0
Luzerne,Hazleton City Ward 05,President,,LIB,OLIVER / MAAT,0,0,0,0
Luzerne,Hazleton City Ward 06,President,,LIB,OLIVER / MAAT,2,0,2,0
Luzerne,Hazleton City Ward 07,President,,LIB,OLIVER / MAAT,3,0,2,1
Luzerne,Hazleton City Ward 08,President,,LIB,OLIVER / MAAT,3,0,2,1
Luzerne,Hazleton City Ward 09,President,,LIB,OLIVER / MAAT,4,0,4,0
Luzerne,Hazleton City Ward 10,President,,LIB,OLIVER / MAAT,0,0,0,0
Luzerne,Hazleton City Ward 11,President,,LIB,OLIVER / MAAT,4,1,2,1
Luzerne,Hollenback Township,President,,LIB,OLIVER / MAAT,5,0,5,0
Luzerne,Hughestown Boro,President,,LIB,OLIVER / MAAT,2,0,2,0
Luzerne,Hunlock Township,President,,LIB,OLIVER / MAAT,6,0,5,1
Luzerne,Huntington Township,President,,LIB,OLIVER / MAAT,6,0,6,0
Luzerne,Jackson Township,President,,LIB,OLIVER / MAAT,2,0,2,0
Luzerne,Jeddo Boro,President,,LIB,OLIVER / MAAT,0,0,0,0
Luzerne,Jenkins Township Dist 01,President,,LIB,OLIVER / MAAT,3,0,3,0
Luzerne,Jenkins Township Dist 02,President,,LIB,OLIVER / MAAT,3,0,2,1
Luzerne,Jenkins Township Dist 03,President,,LIB,OLIVER / MAAT,4,0,1,3
Luzerne,Kingston Boro Ward 01,President,,LIB,OLIVER / MAAT,7,0,4,3
Luzerne,Kingston Boro Ward 02,President,,LIB,OLIVER / MAAT,5,0,2,3
Luzerne,Kingston Boro Ward 03,President,,LIB,OLIVER / MAAT,7,0,6,1
Luzerne,Kingston Boro Ward 04,President,,LIB,OLIVER / MAAT,2,0,1,1
Luzerne,Kingston Boro Ward 05,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Kingston Boro Ward 06,President,,LIB,OLIVER / MAAT,3,0,2,1
Luzerne,Kingston Boro Ward 07,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Kingston Boro Ward 08,President,,LIB,OLIVER / MAAT,2,0,2,0
Luzerne,Kingston Township Dist 01,President,,LIB,OLIVER / MAAT,6,0,5,1
Luzerne,Kingston Township Dist 02,President,,LIB,OLIVER / MAAT,5,0,0,5
Luzerne,Kingston Township Dist 03,President,,LIB,OLIVER / MAAT,10,0,7,3
Luzerne,Kingston Township Dist 04,President,,LIB,OLIVER / MAAT,1,0,0,1
Luzerne,Laflin Boro,President,,LIB,OLIVER / MAAT,3,0,1,2
Luzerne,Lake Township,President,,LIB,OLIVER / MAAT,6,0,5,1
Luzerne,Larksville Boro Ward 01,President,,LIB,OLIVER / MAAT,2,0,1,1
Luzerne,Larksville Boro Ward 02,President,,LIB,OLIVER / MAAT,6,1,2,3
Luzerne,Larksville Boro Ward 03,President,,LIB,OLIVER / MAAT,0,0,0,0
Luzerne,Laurel Run Boro,President,,LIB,OLIVER / MAAT,0,0,0,0
Luzerne,Lehman Township Dist 01,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Lehman Township Dist 02,President,,LIB,OLIVER / MAAT,2,0,2,0
Luzerne,Lehman Township Dist 03,President,,LIB,OLIVER / MAAT,3,0,2,1
Luzerne,Luzerne Boro,President,,LIB,OLIVER / MAAT,5,0,4,1
Luzerne,Nanticoke City Ward 01,President,,LIB,OLIVER / MAAT,2,0,2,0
Luzerne,Nanticoke City Ward 02,President,,LIB,OLIVER / MAAT,4,0,4,0
Luzerne,Nanticoke City Ward 03,President,,LIB,OLIVER / MAAT,4,0,4,0
Luzerne,Nanticoke City Ward 04,President,,LIB,OLIVER / MAAT,6,0,6,0
Luzerne,Nanticoke City Ward 05,President,,LIB,OLIVER / MAAT,2,0,1,1
Luzerne,Nanticoke City Ward 06,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Nescopeck Boro,President,,LIB,OLIVER / MAAT,2,0,2,0
Luzerne,Nescopeck Township,President,,LIB,OLIVER / MAAT,11,0,11,0
Luzerne,New Columbus Boro,President,,LIB,OLIVER / MAAT,0,0,0,0
Luzerne,Newport Township Ward 01,President,,LIB,OLIVER / MAAT,5,0,4,1
Luzerne,Newport Township Ward 02,President,,LIB,OLIVER / MAAT,8,0,6,2
Luzerne,Nuangola Boro,President,,LIB,OLIVER / MAAT,2,0,1,1
Luzerne,Penn Lake Park Boro,President,,LIB,OLIVER / MAAT,2,0,2,0
Luzerne,Pittston City Ward 01,President,,LIB,OLIVER / MAAT,0,0,0,0
Luzerne,Pittston City Ward 02,President,,LIB,OLIVER / MAAT,4,0,3,1
Luzerne,Pittston City Ward 03,President,,LIB,OLIVER / MAAT,6,1,1,4
Luzerne,Pittston City Ward 04,President,,LIB,OLIVER / MAAT,2,0,0,2
Luzerne,Pittston Township 01,President,,LIB,OLIVER / MAAT,2,0,1,1
Luzerne,Pittston Township 02,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Plains Township Ward 01,President,,LIB,OLIVER / MAAT,4,0,2,2
Luzerne,Plains Township Ward 02,President,,LIB,OLIVER / MAAT,5,0,4,1
Luzerne,Plains Township Ward 03,President,,LIB,OLIVER / MAAT,8,0,5,3
Luzerne,Plains Township Ward 04,President,,LIB,OLIVER / MAAT,5,0,4,1
Luzerne,Plains Township Ward 05,President,,LIB,OLIVER / MAAT,8,0,4,4
Luzerne,Plymouth Boro Ward 01,President,,LIB,OLIVER / MAAT,3,0,3,0
Luzerne,Plymouth Boro Ward 02,President,,LIB,OLIVER / MAAT,0,0,0,0
Luzerne,Plymouth Boro Ward 03,President,,LIB,OLIVER / MAAT,1,0,0,1
Luzerne,Plymouth Township,President,,LIB,OLIVER / MAAT,5,0,4,1
Luzerne,Pringle Boro,President,,LIB,OLIVER / MAAT,4,0,3,1
Luzerne,Rice Township Dist 01,President,,LIB,OLIVER / MAAT,5,0,4,1
Luzerne,Rice Township Dist 02,President,,LIB,OLIVER / MAAT,6,0,5,1
Luzerne,Ross Township,President,,LIB,OLIVER / MAAT,3,0,3,0
Luzerne,Salem Township Dist 01,President,,LIB,OLIVER / MAAT,6,0,6,0
Luzerne,Salem Township Dist 02,President,,LIB,OLIVER / MAAT,5,0,3,2
Luzerne,Shickshinny Boro,President,,LIB,OLIVER / MAAT,5,0,4,1
Luzerne,Slocum Township,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Sugar Notch Boro,President,,LIB,OLIVER / MAAT,1,0,0,1
Luzerne,Sugarloaf Township Dist 01,President,,LIB,OLIVER / MAAT,2,0,2,0
Luzerne,Sugarloaf Township Dist 02,President,,LIB,OLIVER / MAAT,4,0,3,1
Luzerne,Sugarloaf Township Dist 03,President,,LIB,OLIVER / MAAT,6,0,5,1
Luzerne,Swoyersville Boro Ward 01,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Swoyersville Boro Ward 02,President,,LIB,OLIVER / MAAT,11,0,8,3
Luzerne,Swoyersville Boro Ward 03,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Union Township,President,,LIB,OLIVER / MAAT,7,0,7,0
Luzerne,Warrior Run Boro,President,,LIB,OLIVER / MAAT,0,0,0,0
Luzerne,West Hazleton Boro Ward 01,President,,LIB,OLIVER / MAAT,2,0,2,0
Luzerne,West Hazleton Boro Ward 02,President,,LIB,OLIVER / MAAT,0,0,0,0
Luzerne,West Pittston Boro Ward 01,President,,LIB,OLIVER / MAAT,0,0,0,0
Luzerne,West Pittston Boro Ward 02,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,West Pittston Boro Ward 03,President,,LIB,OLIVER / MAAT,6,0,5,1
Luzerne,West Wyoming Boro Ward 01,President,,LIB,OLIVER / MAAT,3,0,2,1
Luzerne,West Wyoming Boro Ward 02,President,,LIB,OLIVER / MAAT,2,0,2,0
Luzerne,White Haven Boro,President,,LIB,OLIVER / MAAT,7,0,7,0
Luzerne,Wilkes-Barre City Ward 01,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Wilkes-Barre City Ward 02,President,,LIB,OLIVER / MAAT,7,0,5,2
Luzerne,Wilkes-Barre City Ward 03,President,,LIB,OLIVER / MAAT,0,0,0,0
Luzerne,Wilkes-Barre City Ward 04,President,,LIB,OLIVER / MAAT,3,0,1,2
Luzerne,Wilkes-Barre City Ward 05,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Wilkes-Barre City Ward 06,President,,LIB,OLIVER / MAAT,4,0,0,4
Luzerne,Wilkes-Barre City Ward 07,President,,LIB,OLIVER / MAAT,0,0,0,0
Luzerne,Wilkes-Barre City Ward 08,President,,LIB,OLIVER / MAAT,3,1,2,0
Luzerne,Wilkes-Barre City Ward 09,President,,LIB,OLIVER / MAAT,2,0,2,0
Luzerne,Wilkes-Barre City Ward 10,President,,LIB,OLIVER / MAAT,1,0,1,0
Luzerne,Wilkes-Barre City Ward 11,President,,LIB,OLIVER / MAAT,5,0,3,2
Luzerne,Wilkes-Barre City Ward 12,President,,LIB,OLIVER / MAAT,3,0,2,1
Luzerne,Wilkes-Barre City Ward 13,President,,LIB,OLIVER / MAAT,3,0,3,0
Luzerne,Wilkes-Barre City Ward 14,President,,LIB,OLIVER / MAAT,3,0,3,0
Luzerne,Wilkes-Barre City Ward 15,President,,LIB,OLIVER / MAAT,5,0,4,1
Luzerne,Wilkes-Barre City Ward 16,President,,LIB,OLIVER / MAAT,3,0,2,1
Luzerne,Wilkes-Barre City Ward 17,President,,LIB,OLIVER / MAAT,3,0,1,2
Luzerne,Wilkes-Barre City Ward 18,President,,LIB,OLIVER / MAAT,3,0,2,1
Luzerne,Wilkes-Barre City Ward 19,President,,LIB,OLIVER / MAAT,2,0,0,2
Luzerne,Wilkes-Barre City Ward 20,President,,LIB,OLIVER / MAAT,5,0,3,2
Luzerne,Wilkes-Barre Township Ward 01,President,,LIB,OLIVER / MAAT,2,0,1,1
Luzerne,Wilkes-Barre Township Ward 02,President,,LIB,OLIVER / MAAT,4,0,3,1
Luzerne,Wright Township Dist 01,President,,LIB,OLIVER / MAAT,6,0,5,1
Luzerne,Wright Township Dist 02,President,,LIB,OLIVER / MAAT,3,0,3,0
Luzerne,Wright Township Dist 03,President,,LIB,OLIVER / MAAT,4,0,3,1
Luzerne,Wright Township Dist 04,President,,LIB,OLIVER / MAAT,3,0,3,0
Luzerne,Wyoming Boro Ward 01,President,,LIB,OLIVER / MAAT,5,0,3,2
Luzerne,Wyoming Boro Ward 02,President,,LIB,OLIVER / MAAT,2,0,2,0
Luzerne,Wyoming Boro Ward 03,President,,LIB,OLIVER / MAAT,4,0,3,1
Luzerne,Yatesville Boro,President,,LIB,OLIVER / MAAT,2,0,1,1
Luzerne,Ashley Boro Ward 01,President,,GRN,STEIN / WARE,1,0,0,1
Luzerne,Ashley Boro Ward 02,President,,GRN,STEIN / WARE,0,0,0,0
Luzerne,Avoca Boro Ward 01,President,,GRN,STEIN / WARE,0,0,0,0
Luzerne,Avoca Boro Ward 02,President,,GRN,STEIN / WARE,0,0,0,0
Luzerne,Avoca Boro Ward 03,President,,GRN,STEIN / WARE,3,0,3,0
Luzerne,Bear Creek Township Dist 01,President,,GRN,STEIN / WARE,2,0,2,0
Luzerne,Bear Creek Township Dist 02,President,,GRN,STEIN / WARE,3,0,3,0
Luzerne,Bear Creek Township Dist 03,President,,GRN,STEIN / WARE,0,0,0,0
Luzerne,Bear Creek Village Boro,President,,GRN,STEIN / WARE,1,0,1,0
Luzerne,Black Creek Township,President,,GRN,STEIN / WARE,2,0,0,2
Luzerne,Buck Township,President,,GRN,STEIN / WARE,0,0,0,0
Luzerne,Butler Township Dist 01,President,,GRN,STEIN / WARE,6,0,5,1
Luzerne,Butler Township Dist 02,President,,GRN,STEIN / WARE,0,0,0,0
Luzerne,Butler Township Dist 03,President,,GRN,STEIN / WARE,2,0,1,1
Luzerne,Butler Township Dist 04,President,,GRN,STEIN / WARE,4,0,3,1
Luzerne,Butler Township Dist 05,President,,GRN,STEIN / WARE,3,0,3,0
Luzerne,Conyngham Boro,President,,GRN,STEIN / WARE,4,0,1,3
Luzerne,Conyngham Township,President,,GRN,STEIN / WARE,2,0,1,1
Luzerne,Courtdale Boro,President,,GRN,STEIN / WARE,0,0,0,0
Luzerne,Dallas Boro Ward 01,President,,GRN,STEIN / WARE,2,0,0,2
Luzerne,Dallas Boro Ward 02,President,,GRN,STEIN / WARE,9,1,5,3
Luzerne,Dallas Township Dist 01,President,,GRN,STEIN / WARE,3,0,3,0
Luzerne,Dallas Township Dist 02,President,,GRN,STEIN / WARE,7,0,4,3
Luzerne,Dallas Township Dist 03,President,,GRN,STEIN / WARE,6,0,5,1
Luzerne,Dallas Township Dist 04,President,,GRN,STEIN / WARE,2,0,0,2
Luzerne,Dallas Township Dist 05,President,,GRN,STEIN / WARE,3,0,3,0
Luzerne,Dennison Township,President,,GRN,STEIN / WARE,3,0,3,0
Luzerne,Dorrance Township,President,,GRN,STEIN / WARE,3,0,2,1
Luzerne,Dupont Boro Ward 01,President,,GRN,STEIN / WARE,4,0,4,0
Luzerne,Dupont Boro Ward 02,President,,GRN,STEIN / WARE,2,0,1,1
Luzerne,Duryea Boro Ward 01,President,,GRN,STEIN / WARE,3,0,2,1
Luzerne,Duryea Boro Ward 02,President,,GRN,STEIN / WARE,6,0,6,0
Luzerne,Duryea Boro Ward 03,President,,GRN,STEIN / WARE,2,0,1,1
Luzerne,Edwardsville Boro Ward 01,President,,GRN,STEIN / WARE,5,0,3,2
Luzerne,Edwardsville Boro Ward 02,President,,GRN,STEIN / WARE,4,0,1,3
Luzerne,Exeter Boro Ward 01,President,,GRN,STEIN / WARE,0,0,0,0
Luzerne,Exeter Boro Ward 02,President,,GRN,STEIN / WARE,4,1,3,0
Luzerne,Exeter Boro Ward 03,President,,GRN,STEIN / WARE,4,0,4,0
Luzerne,Exeter Township,President,,GRN,STEIN / WARE,3,0,3,0
Luzerne,Fairmount Township,President,,GRN,STEIN / WARE,2,0,2,0
Luzerne,Fairview Township Dist 01,President,,GRN,STEIN / WARE,4,0,4,0
Luzerne,Fairview Township Dist 02,President,,GRN,STEIN / WARE,12,0,9,3
Luzerne,Forty Fort Boro Ward 01,President,,GRN,STEIN / WARE,8,0,5,3
Luzerne,Forty Fort Boro Ward 02,President,,GRN,STEIN / WARE,8,0,5,3
Luzerne,Forty Fort Boro Ward 03,President,,GRN,STEIN / WARE,5,0,4,1
Luzerne,Foster Township Dist 01,President,,GRN,STEIN / WARE,5,0,5,0
Luzerne,Foster Township Dist 02,President,,GRN,STEIN / WARE,2,0,1,1
Luzerne,Franklin Township,President,,GRN,STEIN / WARE,3,0,2,1
Luzerne,Freeland Boro,President,,GRN,STEIN / WARE,6,0,5,1
Luzerne,Hanover Township Ward 01,President,,GRN,STEIN / WARE,6,0,6,0
Luzerne,Hanover Township Ward 02,President,,GRN,STEIN / WARE,5,0,5,0
Luzerne,Hanover Township Ward 03,President,,GRN,STEIN / WARE,4,0,4,0
Luzerne,Hanover Township Ward 04,President,,GRN,STEIN / WARE,1,0,1,0
Luzerne,Hanover Township Ward 05,President,,GRN,STEIN / WARE,6,0,3,3
Luzerne,Hanover Township Ward 06,President,,GRN,STEIN / WARE,0,0,0,0
Luzerne,Harveys Lake Boro,President,,GRN,STEIN / WARE,7,0,6,1
Luzerne,Hazle Township Dist 01,President,,GRN,STEIN / WARE,8,0,5,3
Luzerne,Hazle Township Dist 02,President,,GRN,STEIN / WARE,0,0,0,0
Luzerne,Hazle Township Dist 03,President,,GRN,STEIN / WARE,0,0,0,0
Luzerne,Hazle Township Dist 04,President,,GRN,STEIN / WARE,2,0,1,1
Luzerne,Hazle Township Dist 05,President,,GRN,STEIN / WARE,2,0,1,1
Luzerne,Hazleton City Ward 01,President,,GRN,STEIN / WARE,0,0,0,0
Luzerne,Hazleton City Ward 02,President,,GRN,STEIN / WARE,2,0,1,1
Luzerne,Hazleton City Ward 03,President,,GRN,STEIN / WARE,3,0,1,2
Luzerne,Hazleton City Ward 04,President,,GRN,STEIN / WARE,3,0,2,1
Luzerne,Hazleton City Ward 05,President,,GRN,STEIN / WARE,0,0,0,0
Luzerne,Hazleton City Ward 06,President,,GRN,STEIN / WARE,1,0,0,1
Luzerne,Hazleton City Ward 07,President,,GRN,STEIN / WARE,1,1,0,0
Luzerne,Hazleton City Ward 08,President,,GRN,STEIN / WARE,0,0,0,0
Luzerne,Hazleton City Ward 09,President,,GRN,STEIN / WARE,2,0,2,0
