county,precinct,office,district,party,candidate,election_day,absentee,provisional,emergency,votes
Dauphin,Gratz Borough,US SENATOR,,DEM,"Bob  CASEY, JR.",60,2,0,0,62
Dauphin,Halifax Borough,US SENATOR,,DEM,"Bob  CASEY, JR.",82,1,0,0,83
Dauphin,Highspire Borough,US SENATOR,,DEM,"Bob  CASEY, JR.",441,8,2,0,451
Dauphin,Hummelstown--1st Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",355,4,0,0,359
Dauphin,Hummelstown--2nd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",534,19,0,0,553
Dauphin,Lykens Borough--1st Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",88,3,0,0,91
Dauphin,Lykens Borough--2nd Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",108,2,0,0,110
Dauphin,"Middletown--1st Ward, 1st Precinct",US SENATOR,,DEM,"Bob  CASEY, JR.",147,3,0,0,150
Dauphin,"Middletown--1st Ward, 2nd Precinct",US SENATOR,,DEM,"Bob  CASEY, JR.",238,4,0,0,242
Dauphin,"Middletown--2nd Ward, 1st Precinct",US SENATOR,,DEM,"Bob  CASEY, JR.",287,3,0,0,290
Dauphin,"Middletown--2nd Ward, 2nd Precinct",US SENATOR,,DEM,"Bob  CASEY, JR.",339,7,0,0,346
Dauphin,"Middletown--3rd Ward, 1st Precinct",US SENATOR,,DEM,"Bob  CASEY, JR.",188,0,0,0,188
Dauphin,"Middletown--3rd Ward, 2nd Precinct",US SENATOR,,DEM,"Bob  CASEY, JR.",211,7,0,0,218
Dauphin,Millersburg Borough,US SENATOR,,DEM,"Bob  CASEY, JR.",287,4,0,0,291
Dauphin,Paxtang Borough,US SENATOR,,DEM,"Bob  CASEY, JR.",493,16,0,0,509
Dauphin,Penbrook Borough--1st Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",149,3,0,0,152
Dauphin,Penbrook Borough--2nd Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",186,2,0,0,188
Dauphin,Penbrook Borough--3rd Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",156,2,1,0,159
Dauphin,Penbrook Borough--4th Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",190,3,0,0,193
Dauphin,Royalton Borough--1st Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",51,0,0,0,51
Dauphin,Royalton Borough--2nd Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",136,1,0,0,137
Dauphin,Steelton--1st Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",172,4,1,0,177
Dauphin,Steelton--2nd Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",446,8,0,0,454
Dauphin,Steelton--3rd Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",332,7,0,0,339
Dauphin,Steelton--4th Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",251,0,0,0,251
Dauphin,Pillow Borough,US SENATOR,,DEM,"Bob  CASEY, JR.",37,1,0,0,38
Dauphin,Williamstown--1st Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",77,0,0,0,77
Dauphin,Williamstown--2nd Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",49,0,0,0,49
Dauphin,Conewago Twp--1st Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",206,13,0,0,219
Dauphin,Conewago Twp--2nd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",233,8,0,0,241
Dauphin,Derry Township--1st Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",498,54,0,0,552
Dauphin,Derry Township--2nd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",338,37,0,0,375
Dauphin,Derry Township--3rd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",339,15,0,0,354
Dauphin,Derry Township--4th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",303,11,0,0,314
Dauphin,Derry Township--5th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",210,20,0,0,230
Dauphin,Derry Township--6th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",232,0,0,0,232
Dauphin,Derry Township--7th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",361,19,0,0,380
Dauphin,Derry Township--8th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",272,13,0,0,285
Dauphin,Derry Township--9th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",313,6,0,0,319
Dauphin,Derry Township--10th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",282,29,0,0,311
Dauphin,Derry Township--11th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",376,31,0,0,407
Dauphin,Derry Township--12th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",319,28,0,0,347
Dauphin,Derry Township--13th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",328,11,0,0,339
Dauphin,Derry Township--14th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",460,16,0,0,476
Dauphin,Derry Township--15th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",733,57,0,0,790
Dauphin,East Hanover Township--1st Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",459,23,0,0,482
Dauphin,East Hanover Township--2nd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",354,11,0,0,365
Dauphin,Halifax Twp--1st Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",187,4,0,0,191
Dauphin,Halifax Twp--2nd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",197,3,0,0,200
Dauphin,Jackson Township,US SENATOR,,DEM,"Bob  CASEY, JR.",250,9,0,0,259
Dauphin,Jefferson Township,US SENATOR,,DEM,"Bob  CASEY, JR.",54,1,0,0,55
Dauphin,Londonderry Twp--1st Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",249,12,0,0,261
Dauphin,Londonderry Twp--2nd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",246,5,0,0,251
Dauphin,Londonderry Twp--3rd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",133,1,0,0,134
Dauphin,Lower Paxton Twp--1st Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",297,8,0,0,305
Dauphin,Lower Paxton Twp--2nd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",460,7,0,0,467
Dauphin,Lower Paxton Twp--3rd precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",500,10,0,0,510
Dauphin,Lower Paxton Twp--4th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",459,13,0,0,472
Dauphin,Lower Paxton Twp--5th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",449,15,1,0,465
Dauphin,Lower Paxton Twp--6th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",446,38,0,0,484
Dauphin,Lower Paxton Twp--7th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",482,14,0,0,496
Dauphin,Lower Paxton Twp--8th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",472,8,2,0,482
Dauphin,Lower Paxton Twp--9th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",207,7,0,0,214
Dauphin,Lower Paxton Twp--10th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",433,9,5,0,447
Dauphin,Lower Paxton Twp--11th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",399,9,4,0,412
Dauphin,Lower Paxton Twp--12th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",350,34,0,0,384
Dauphin,Lower Paxton Twp--13th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",352,16,0,0,368
Dauphin,Lower Paxton Twp--14th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",357,11,0,0,368
Dauphin,Lower Paxton Twp--15th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",695,22,0,0,717
Dauphin,Lower Paxton Twp--16th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",581,24,0,0,605
Dauphin,Lower Paxton Twp--17th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",482,8,0,0,490
Dauphin,Lower Paxton Twp--18th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",372,13,0,0,385
Dauphin,Lower Paxton Twp--19th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",497,51,0,0,548
Dauphin,Lower Paxton Twp--20th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",331,14,0,0,345
Dauphin,Lower Paxton Twp--21st Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",610,37,0,0,647
Dauphin,Lower Paxton Twp--22nd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",379,17,0,0,396
Dauphin,Lower Paxton Twp--23rd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",404,24,0,0,428
Dauphin,Lower Paxton Twp--24th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",343,18,0,0,361
Dauphin,Lower Paxton Twp--25th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",462,20,0,0,482
Dauphin,Lower Paxton Twp--26th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",448,20,0,0,468
Dauphin,Lower Paxton Twp--27th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",430,19,1,0,450
Dauphin,Lower Swatara Twp--1st Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",422,13,1,0,436
Dauphin,Lower Swatara Twp--2nd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",340,6,0,0,346
Dauphin,Lower Swatara Twp--3rd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",451,21,0,0,472
Dauphin,Lower Swatara Twp--4th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",258,14,0,0,272
Dauphin,Lykens Township,US SENATOR,,DEM,"Bob  CASEY, JR.",75,2,1,0,78
Dauphin,Middle Paxton Twp--1st Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",271,7,0,0,278
Dauphin,Middle Paxton Twp--2nd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",305,21,0,0,326
Dauphin,Middle Paxton Twp--3rd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",316,13,0,0,329
Dauphin,Mifflin Township,US SENATOR,,DEM,"Bob  CASEY, JR.",40,3,0,0,43
Dauphin,Reed Township,US SENATOR,,DEM,"Bob  CASEY, JR.",32,0,0,0,32
Dauphin,Rush Township,US SENATOR,,DEM,"Bob  CASEY, JR.",10,0,0,0,10
Dauphin,South Hanover Twp--1st Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",270,29,0,0,299
Dauphin,South Hanover Twp--2nd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",618,30,0,0,648
Dauphin,South Hanover Twp--3rd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",506,21,1,0,528
Dauphin,Susquehanna Twp--1st Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",853,52,0,0,905
Dauphin,Susquehanna Twp--2nd Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",917,52,0,0,969
Dauphin,Susquehanna Twp--3rd Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",933,32,0,0,965
Dauphin,Susquehanna Twp--4th Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",724,24,1,0,749
Dauphin,Susquehanna Twp--5th Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",658,23,4,0,685
Dauphin,Susquehanna Twp--6th Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",786,20,0,0,806
Dauphin,Susquehanna Twp--7th Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",936,33,0,0,969
Dauphin,Susquehanna Twp--8th Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",927,64,4,0,995
Dauphin,Susquehanna Twp--9th Ward,US SENATOR,,DEM,"Bob  CASEY, JR.",934,28,0,0,962
Dauphin,Swatara Township--1st Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",461,3,1,0,465
Dauphin,Swatara Township--2nd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",363,57,0,0,420
Dauphin,Swatara Township--3rd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",677,11,1,0,689
Dauphin,Swatara Township--4th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",514,19,0,0,533
Dauphin,Swatara Township--5th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",686,11,3,0,700
Dauphin,Swatara Township--6th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",673,8,0,0,681
Dauphin,Swatara Township--7th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",709,14,0,0,723
Dauphin,Swatara Township--8th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",523,1,0,0,524
Dauphin,Swatara Township--9th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",537,8,0,0,545
Dauphin,Swatara Township--10th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",425,7,0,0,432
Dauphin,Upper Paxton Twp--1st Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",235,5,0,0,240
Dauphin,Upper Paxton Twp--2nd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",127,13,0,0,140
Dauphin,Washington Township,US SENATOR,,DEM,"Bob  CASEY, JR.",232,3,0,0,235
Dauphin,Wayne Township,US SENATOR,,DEM,"Bob  CASEY, JR.",156,5,0,0,161
Dauphin,West Hanover Twp--1st Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",213,6,0,0,219
Dauphin,West Hanover Twp--2nd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",248,6,0,0,254
Dauphin,West Hanover Twp--3rd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",356,22,0,0,378
Dauphin,West Hanover Twp--4th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",245,11,0,0,256
Dauphin,West Hanover Twp--5th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",358,17,1,0,376
Dauphin,West Hanover Twp--6th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",314,17,2,0,333
Dauphin,West Hanover Twp--7th Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",262,16,0,0,278
Dauphin,Wiconisco Twp--1st Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",62,0,0,0,62
Dauphin,Wiconisco Twp--2nd Precinct,US SENATOR,,DEM,"Bob  CASEY, JR.",34,3,0,0,37
Dauphin,Williams Twp,US SENATOR,,DEM,"Bob  CASEY, JR.",90,2,0,0,92
Dauphin,"City--1st Ward, 1st Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",3,0,0,0,3
Dauphin,"City--1st Ward, 2nd Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",2,0,0,0,2
Dauphin,"City--1st Ward, 3rd Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",2,0,0,0,2
Dauphin,"City--2nd Ward, 1st Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",4,0,0,0,4
Dauphin,"City--2nd Ward, 2nd Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",2,0,0,0,2
Dauphin,City--3rd Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",4,0,0,0,4
Dauphin,City--4th Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",10,1,0,0,11
Dauphin,City--5th Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",22,0,0,0,22
Dauphin,City--6th Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",5,0,0,0,5
Dauphin,"City--7th Ward, 1st Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",1,0,1,0,2
Dauphin,"City--7th Ward, 2nd Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",0,0,0,0,0
Dauphin,City--8th Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",4,1,0,0,5
Dauphin,"City--9th Ward, 1st Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",4,0,0,0,4
Dauphin,"City--9th Ward, 2nd Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",2,0,0,0,2
Dauphin,"City--9th Ward, 3rd Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",4,0,0,0,4
Dauphin,"City--9th Ward, 4th Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",4,0,0,0,4
Dauphin,"City--9th Ward, 5th Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",1,0,0,0,1
Dauphin,"City--10th Ward, 1st Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",10,0,0,0,10
Dauphin,"City--10th Ward, 2nd Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",2,0,0,0,2
Dauphin,"City--10th Ward, 3rd Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",3,0,0,0,3
Dauphin,"City--10th Ward, 4th Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",1,0,0,0,1
Dauphin,City--11th Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",12,0,0,0,12
Dauphin,City--12th Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",15,0,0,0,15
Dauphin,"City--13th Ward, 1st Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",2,0,0,0,2
Dauphin,"City--13th Ward, 2nd Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",4,0,0,0,4
Dauphin,"City--13th Ward, 3rd Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",2,0,0,0,2
Dauphin,City--14th Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",6,0,0,0,6
Dauphin,City--15th Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",1,0,0,0,1
Dauphin,Berrysburg Borough,US SENATOR,,LIB,"Dale R. KERNS, JR.",0,0,0,0,0
Dauphin,Dauphin Borough,US SENATOR,,LIB,"Dale R. KERNS, JR.",2,0,0,0,2
Dauphin,Elizabethville Borough,US SENATOR,,LIB,"Dale R. KERNS, JR.",6,0,0,0,6
Dauphin,Gratz Borough,US SENATOR,,LIB,"Dale R. KERNS, JR.",2,0,0,0,2
Dauphin,Halifax Borough,US SENATOR,,LIB,"Dale R. KERNS, JR.",8,0,0,0,8
Dauphin,Highspire Borough,US SENATOR,,LIB,"Dale R. KERNS, JR.",9,0,0,0,9
Dauphin,Hummelstown--1st Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",13,1,0,0,14
Dauphin,Hummelstown--2nd Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",24,0,0,0,24
Dauphin,Lykens Borough--1st Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",3,0,0,0,3
Dauphin,Lykens Borough--2nd Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",4,0,0,0,4
Dauphin,"Middletown--1st Ward, 1st Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",7,0,0,0,7
Dauphin,"Middletown--1st Ward, 2nd Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",7,0,0,0,7
Dauphin,"Middletown--2nd Ward, 1st Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",6,0,0,0,6
Dauphin,"Middletown--2nd Ward, 2nd Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",6,0,0,0,6
Dauphin,"Middletown--3rd Ward, 1st Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",11,1,0,0,12
Dauphin,"Middletown--3rd Ward, 2nd Precinct",US SENATOR,,LIB,"Dale R. KERNS, JR.",12,0,0,0,12
Dauphin,Millersburg Borough,US SENATOR,,LIB,"Dale R. KERNS, JR.",12,0,0,0,12
Dauphin,Paxtang Borough,US SENATOR,,LIB,"Dale R. KERNS, JR.",12,0,0,0,12
Dauphin,Penbrook Borough--1st Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",2,0,0,0,2
Dauphin,Penbrook Borough--2nd Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",5,0,0,0,5
Dauphin,Penbrook Borough--3rd Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",2,0,0,0,2
Dauphin,Penbrook Borough--4th Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",5,0,0,0,5
Dauphin,Royalton Borough--1st Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",1,0,0,0,1
Dauphin,Royalton Borough--2nd Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",2,0,0,0,2
Dauphin,Steelton--1st Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",5,0,0,0,5
Dauphin,Steelton--2nd Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",4,0,0,0,4
Dauphin,Steelton--3rd Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",5,0,0,0,5
Dauphin,Steelton--4th Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",4,0,0,0,4
Dauphin,Pillow Borough,US SENATOR,,LIB,"Dale R. KERNS, JR.",2,0,0,0,2
Dauphin,Williamstown--1st Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",2,0,0,0,2
Dauphin,Williamstown--2nd Ward,US SENATOR,,LIB,"Dale R. KERNS, JR.",2,0,0,0,2
Dauphin,Conewago Twp--1st Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",3,0,0,0,3
Dauphin,Conewago Twp--2nd Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",5,0,0,0,5
Dauphin,Derry Township--1st Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",9,0,0,0,9
Dauphin,Derry Township--2nd Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",4,0,0,0,4
Dauphin,Derry Township--3rd Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",8,2,0,0,10
Dauphin,Derry Township--4th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",10,1,0,0,11
Dauphin,Derry Township--5th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",4,0,0,0,4
Dauphin,Derry Township--6th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",15,0,0,0,15
Dauphin,Derry Township--7th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",14,0,0,0,14
Dauphin,Derry Township--8th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",3,0,0,0,3
Dauphin,Derry Township--9th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",5,0,0,0,5
Dauphin,Derry Township--10th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",6,0,0,0,6
Dauphin,Derry Township--11th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",9,0,0,0,9
Dauphin,Derry Township--12th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",13,1,0,0,14
Dauphin,Derry Township--13th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",7,2,0,0,9
Dauphin,Derry Township--14th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",10,0,0,0,10
Dauphin,Derry Township--15th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",19,0,0,0,19
Dauphin,East Hanover Township--1st Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",14,0,0,0,14
Dauphin,East Hanover Township--2nd Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",11,0,0,0,11
Dauphin,Halifax Twp--1st Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",5,0,0,0,5
Dauphin,Halifax Twp--2nd Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",10,0,1,0,11
Dauphin,Jackson Township,US SENATOR,,LIB,"Dale R. KERNS, JR.",13,1,0,0,14
Dauphin,Jefferson Township,US SENATOR,,LIB,"Dale R. KERNS, JR.",2,0,0,0,2
Dauphin,Londonderry Twp--1st Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",10,2,0,0,12
Dauphin,Londonderry Twp--2nd Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",14,0,0,0,14
Dauphin,Londonderry Twp--3rd Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",1,0,0,0,1
Dauphin,Lower Paxton Twp--1st Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",9,0,0,0,9
Dauphin,Lower Paxton Twp--2nd Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",7,2,0,0,9
Dauphin,Lower Paxton Twp--3rd precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",17,0,0,0,17
Dauphin,Lower Paxton Twp--4th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",23,0,0,0,23
Dauphin,Lower Paxton Twp--5th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",12,0,0,0,12
Dauphin,Lower Paxton Twp--6th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",11,1,0,0,12
Dauphin,Lower Paxton Twp--7th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",16,0,0,0,16
Dauphin,Lower Paxton Twp--8th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",5,1,0,0,6
Dauphin,Lower Paxton Twp--9th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",6,0,0,0,6
Dauphin,Lower Paxton Twp--10th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",3,0,0,0,3
Dauphin,Lower Paxton Twp--11th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",3,0,0,0,3
Dauphin,Lower Paxton Twp--12th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",13,0,0,0,13
Dauphin,Lower Paxton Twp--13th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",6,0,0,0,6
Dauphin,Lower Paxton Twp--14th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",1,0,0,0,1
Dauphin,Lower Paxton Twp--15th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",9,0,0,0,9
Dauphin,Lower Paxton Twp--16th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",15,0,0,0,15
Dauphin,Lower Paxton Twp--17th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",5,0,0,0,5
Dauphin,Lower Paxton Twp--18th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",4,1,0,0,5
Dauphin,Lower Paxton Twp--19th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",5,0,0,0,5
Dauphin,Lower Paxton Twp--20th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",10,0,0,0,10
Dauphin,Lower Paxton Twp--21st Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",16,2,0,0,18
Dauphin,Lower Paxton Twp--22nd Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",6,0,0,0,6
Dauphin,Lower Paxton Twp--23rd Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",9,0,0,0,9
Dauphin,Lower Paxton Twp--24th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",6,0,0,0,6
Dauphin,Lower Paxton Twp--25th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",8,0,0,0,8
Dauphin,Lower Paxton Twp--26th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",6,1,0,0,7
Dauphin,Lower Paxton Twp--27th Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",11,0,0,0,11
Dauphin,Lower Swatara Twp--1st Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",10,0,0,0,10
Dauphin,Lower Swatara Twp--2nd Precinct,US SENATOR,,LIB,"Dale R. KERNS, JR.",2,0,0,0,2
