county,precinct,precinct_name,party,office,district,candidate,votes
Centre,25,25 SC EAST 2,REP,Governor,,SCOTT R WAGNER,143.0
Centre,25,25 SC EAST 2,GRN,Governor,,PAUL GLOVER,15.0
Centre,25,25 SC EAST 2,LIB,Governor,,KEN V KRAWCHUK,12.0
Centre,25,25 SC EAST 2,,Governor,,WRITE-INS,0.0
Centre,25,25 SC EAST 2,DEM,U.S. House,12.0,MARC FRIEDENBERG,655.0
Centre,25,25 SC EAST 2,REP,U.S. House,12.0,TOM MARINO,161.0
Centre,25,25 SC EAST 2,,U.S. House,12.0,WRITE-INS,4.0
Centre,25,25 SC EAST 2,DEM,State Senate,34.0,EZRA NANES,639.0
Centre,25,25 SC EAST 2,REP,State Senate,34.0,JACOB D CORMAN III,178.0
Centre,25,25 SC EAST 2,,State Senate,34.0,WRITE-INS,2.0
Centre,25,25 SC EAST 2,DEM,State House,77.0,H SCOTT CONKLIN,691.0
Centre,25,25 SC EAST 2,,State House,77.0,WRITE-INS,17.0
Centre,26,26 SC EAST 3,,Registered Voters,,,3492.0
Centre,26,26 SC EAST 3,,Ballots Cast,,,778.0
Centre,26,26 SC EAST 3,,VOTER TURNOUT - TOTAL,,,
Centre,26,26 SC EAST 3,DEM,STRAIGHT PARTY,,DEMOCRATIC,417.0
Centre,26,26 SC EAST 3,REP,STRAIGHT PARTY,,REPUBLICAN,111.0
Centre,26,26 SC EAST 3,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,26,26 SC EAST 3,LIB,STRAIGHT PARTY,,LIBERTARIAN,2.0
Centre,26,26 SC EAST 3,DEM,U.S. Senate,,"BOB CASEY, JR",604.0
Centre,26,26 SC EAST 3,REP,U.S. Senate,,LOU BARLETTA,151.0
Centre,26,26 SC EAST 3,GRN,U.S. Senate,,NEAL GALE,12.0
Centre,26,26 SC EAST 3,LIB,U.S. Senate,,"DALE R KERNS, JR",7.0
Centre,26,26 SC EAST 3,,U.S. Senate,,WRITE-INS,0.0
Centre,26,26 SC EAST 3,DEM,Governor,,TOM WOLF,616.0
Centre,26,26 SC EAST 3,REP,Governor,,SCOTT R WAGNER,149.0
Centre,26,26 SC EAST 3,GRN,Governor,,PAUL GLOVER,7.0
Centre,26,26 SC EAST 3,LIB,Governor,,KEN V KRAWCHUK,5.0
Centre,26,26 SC EAST 3,,Governor,,WRITE-INS,0.0
Centre,26,26 SC EAST 3,DEM,U.S. House,12.0,MARC FRIEDENBERG,603.0
Centre,26,26 SC EAST 3,REP,U.S. House,12.0,TOM MARINO,168.0
Centre,26,26 SC EAST 3,,U.S. House,12.0,WRITE-INS,3.0
Centre,26,26 SC EAST 3,DEM,State Senate,34.0,EZRA NANES,586.0
Centre,26,26 SC EAST 3,REP,State Senate,34.0,JACOB D CORMAN III,186.0
Centre,26,26 SC EAST 3,,State Senate,34.0,WRITE-INS,0.0
Centre,26,26 SC EAST 3,DEM,State House,77.0,H SCOTT CONKLIN,643.0
Centre,26,26 SC EAST 3,,State House,77.0,WRITE-INS,17.0
Centre,27,27 SC EAST 4,,Registered Voters,,,3811.0
Centre,27,27 SC EAST 4,,Ballots Cast,,,1103.0
Centre,27,27 SC EAST 4,,VOTER TURNOUT - TOTAL,,,
Centre,27,27 SC EAST 4,DEM,STRAIGHT PARTY,,DEMOCRATIC,612.0
Centre,27,27 SC EAST 4,REP,STRAIGHT PARTY,,REPUBLICAN,171.0
Centre,27,27 SC EAST 4,GRN,STRAIGHT PARTY,,GREEN,3.0
Centre,27,27 SC EAST 4,LIB,STRAIGHT PARTY,,LIBERTARIAN,9.0
Centre,27,27 SC EAST 4,DEM,U.S. Senate,,"BOB CASEY, JR",858.0
Centre,27,27 SC EAST 4,REP,U.S. Senate,,LOU BARLETTA,257.0
Centre,27,27 SC EAST 4,GRN,U.S. Senate,,NEAL GALE,22.0
Centre,27,27 SC EAST 4,LIB,U.S. Senate,,"DALE R KERNS, JR",31.0
Centre,27,27 SC EAST 4,,U.S. Senate,,WRITE-INS,3.0
Centre,27,27 SC EAST 4,DEM,Governor,,TOM WOLF,887.0
Centre,27,27 SC EAST 4,REP,Governor,,SCOTT R WAGNER,241.0
Centre,27,27 SC EAST 4,GRN,Governor,,PAUL GLOVER,12.0
Centre,27,27 SC EAST 4,LIB,Governor,,KEN V KRAWCHUK,28.0
Centre,27,27 SC EAST 4,,Governor,,WRITE-INS,0.0
Centre,27,27 SC EAST 4,DEM,U.S. House,12.0,MARC FRIEDENBERG,889.0
Centre,27,27 SC EAST 4,REP,U.S. House,12.0,TOM MARINO,274.0
Centre,27,27 SC EAST 4,,U.S. House,12.0,WRITE-INS,4.0
Centre,27,27 SC EAST 4,DEM,State Senate,34.0,EZRA NANES,873.0
Centre,27,27 SC EAST 4,REP,State Senate,34.0,JACOB D CORMAN III,282.0
Centre,27,27 SC EAST 4,,State Senate,34.0,WRITE-INS,5.0
Centre,27,27 SC EAST 4,DEM,State House,77.0,H SCOTT CONKLIN,973.0
Centre,27,27 SC EAST 4,,State House,77.0,WRITE-INS,34.0
Centre,28,28 SC EAST CENTRAL 1,,Registered Voters,,,1860.0
Centre,28,28 SC EAST CENTRAL 1,,Ballots Cast,,,574.0
Centre,28,28 SC EAST CENTRAL 1,,VOTER TURNOUT - TOTAL,,,
Centre,28,28 SC EAST CENTRAL 1,DEM,STRAIGHT PARTY,,DEMOCRATIC,316.0
Centre,28,28 SC EAST CENTRAL 1,REP,STRAIGHT PARTY,,REPUBLICAN,66.0
Centre,28,28 SC EAST CENTRAL 1,GRN,STRAIGHT PARTY,,GREEN,1.0
Centre,28,28 SC EAST CENTRAL 1,LIB,STRAIGHT PARTY,,LIBERTARIAN,5.0
Centre,28,28 SC EAST CENTRAL 1,DEM,U.S. Senate,,"BOB CASEY, JR",458.0
Centre,28,28 SC EAST CENTRAL 1,REP,U.S. Senate,,LOU BARLETTA,98.0
Centre,28,28 SC EAST CENTRAL 1,GRN,U.S. Senate,,NEAL GALE,9.0
Centre,28,28 SC EAST CENTRAL 1,LIB,U.S. Senate,,"DALE R KERNS, JR",9.0
Centre,28,28 SC EAST CENTRAL 1,,U.S. Senate,,WRITE-INS,0.0
Centre,28,28 SC EAST CENTRAL 1,DEM,Governor,,TOM WOLF,458.0
Centre,28,28 SC EAST CENTRAL 1,REP,Governor,,SCOTT R WAGNER,101.0
Centre,28,28 SC EAST CENTRAL 1,GRN,Governor,,PAUL GLOVER,4.0
Centre,28,28 SC EAST CENTRAL 1,LIB,Governor,,KEN V KRAWCHUK,7.0
Centre,28,28 SC EAST CENTRAL 1,,Governor,,WRITE-INS,0.0
Centre,28,28 SC EAST CENTRAL 1,DEM,U.S. House,12.0,MARC FRIEDENBERG,452.0
Centre,28,28 SC EAST CENTRAL 1,REP,U.S. House,12.0,TOM MARINO,117.0
Centre,28,28 SC EAST CENTRAL 1,,U.S. House,12.0,WRITE-INS,2.0
Centre,28,28 SC EAST CENTRAL 1,DEM,State Senate,34.0,EZRA NANES,444.0
Centre,28,28 SC EAST CENTRAL 1,REP,State Senate,34.0,JACOB D CORMAN III,119.0
Centre,28,28 SC EAST CENTRAL 1,,State Senate,34.0,WRITE-INS,1.0
Centre,28,28 SC EAST CENTRAL 1,DEM,State House,77.0,H SCOTT CONKLIN,486.0
Centre,28,28 SC EAST CENTRAL 1,,State House,77.0,WRITE-INS,14.0
Centre,29,29 SC EAST CENTRAL 2,,Registered Voters,,,1829.0
Centre,29,29 SC EAST CENTRAL 2,,Ballots Cast,,,429.0
Centre,29,29 SC EAST CENTRAL 2,,VOTER TURNOUT - TOTAL,,,
Centre,29,29 SC EAST CENTRAL 2,DEM,STRAIGHT PARTY,,DEMOCRATIC,205.0
Centre,29,29 SC EAST CENTRAL 2,REP,STRAIGHT PARTY,,REPUBLICAN,74.0
Centre,29,29 SC EAST CENTRAL 2,GRN,STRAIGHT PARTY,,GREEN,1.0
Centre,29,29 SC EAST CENTRAL 2,LIB,STRAIGHT PARTY,,LIBERTARIAN,4.0
Centre,29,29 SC EAST CENTRAL 2,DEM,U.S. Senate,,"BOB CASEY, JR",316.0
Centre,29,29 SC EAST CENTRAL 2,REP,U.S. Senate,,LOU BARLETTA,95.0
Centre,29,29 SC EAST CENTRAL 2,GRN,U.S. Senate,,NEAL GALE,9.0
Centre,29,29 SC EAST CENTRAL 2,LIB,U.S. Senate,,"DALE R KERNS, JR",6.0
Centre,29,29 SC EAST CENTRAL 2,,U.S. Senate,,WRITE-INS,0.0
Centre,29,29 SC EAST CENTRAL 2,DEM,Governor,,TOM WOLF,319.0
Centre,29,29 SC EAST CENTRAL 2,REP,Governor,,SCOTT R WAGNER,94.0
Centre,29,29 SC EAST CENTRAL 2,GRN,Governor,,PAUL GLOVER,4.0
Centre,29,29 SC EAST CENTRAL 2,LIB,Governor,,KEN V KRAWCHUK,6.0
Centre,29,29 SC EAST CENTRAL 2,,Governor,,WRITE-INS,0.0
Centre,29,29 SC EAST CENTRAL 2,DEM,U.S. House,12.0,MARC FRIEDENBERG,319.0
Centre,29,29 SC EAST CENTRAL 2,REP,U.S. House,12.0,TOM MARINO,107.0
Centre,29,29 SC EAST CENTRAL 2,,U.S. House,12.0,WRITE-INS,0.0
Centre,29,29 SC EAST CENTRAL 2,DEM,State Senate,34.0,EZRA NANES,312.0
Centre,29,29 SC EAST CENTRAL 2,REP,State Senate,34.0,JACOB D CORMAN III,111.0
Centre,29,29 SC EAST CENTRAL 2,,State Senate,34.0,WRITE-INS,0.0
Centre,29,29 SC EAST CENTRAL 2,DEM,State House,77.0,H SCOTT CONKLIN,342.0
Centre,29,29 SC EAST CENTRAL 2,,State House,77.0,WRITE-INS,10.0
Centre,30,30 SC EAST CENTRAL 3,,Registered Voters,,,1113.0
Centre,30,30 SC EAST CENTRAL 3,,Ballots Cast,,,233.0
Centre,30,30 SC EAST CENTRAL 3,,VOTER TURNOUT - TOTAL,,,
Centre,30,30 SC EAST CENTRAL 3,DEM,STRAIGHT PARTY,,DEMOCRATIC,106.0
Centre,30,30 SC EAST CENTRAL 3,REP,STRAIGHT PARTY,,REPUBLICAN,32.0
Centre,30,30 SC EAST CENTRAL 3,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,30,30 SC EAST CENTRAL 3,LIB,STRAIGHT PARTY,,LIBERTARIAN,1.0
Centre,30,30 SC EAST CENTRAL 3,DEM,U.S. Senate,,"BOB CASEY, JR",167.0
Centre,30,30 SC EAST CENTRAL 3,REP,U.S. Senate,,LOU BARLETTA,54.0
Centre,30,30 SC EAST CENTRAL 3,GRN,U.S. Senate,,NEAL GALE,8.0
Centre,30,30 SC EAST CENTRAL 3,LIB,U.S. Senate,,"DALE R KERNS, JR",4.0
Centre,30,30 SC EAST CENTRAL 3,,U.S. Senate,,WRITE-INS,0.0
Centre,30,30 SC EAST CENTRAL 3,DEM,Governor,,TOM WOLF,166.0
Centre,30,30 SC EAST CENTRAL 3,REP,Governor,,SCOTT R WAGNER,56.0
Centre,30,30 SC EAST CENTRAL 3,GRN,Governor,,PAUL GLOVER,3.0
Centre,30,30 SC EAST CENTRAL 3,LIB,Governor,,KEN V KRAWCHUK,6.0
Centre,30,30 SC EAST CENTRAL 3,,Governor,,WRITE-INS,0.0
Centre,30,30 SC EAST CENTRAL 3,DEM,U.S. House,12.0,MARC FRIEDENBERG,175.0
Centre,30,30 SC EAST CENTRAL 3,REP,U.S. House,12.0,TOM MARINO,55.0
Centre,30,30 SC EAST CENTRAL 3,,U.S. House,12.0,WRITE-INS,1.0
Centre,30,30 SC EAST CENTRAL 3,DEM,State Senate,34.0,EZRA NANES,167.0
Centre,30,30 SC EAST CENTRAL 3,REP,State Senate,34.0,JACOB D CORMAN III,57.0
Centre,30,30 SC EAST CENTRAL 3,,State Senate,34.0,WRITE-INS,2.0
Centre,30,30 SC EAST CENTRAL 3,DEM,State House,77.0,H SCOTT CONKLIN,184.0
Centre,30,30 SC EAST CENTRAL 3,,State House,77.0,WRITE-INS,8.0
Centre,31,31 SC WEST 1,,Registered Voters,,,784.0
Centre,31,31 SC WEST 1,,Ballots Cast,,,522.0
Centre,31,31 SC WEST 1,,VOTER TURNOUT - TOTAL,,,
Centre,31,31 SC WEST 1,DEM,STRAIGHT PARTY,,DEMOCRATIC,222.0
Centre,31,31 SC WEST 1,REP,STRAIGHT PARTY,,REPUBLICAN,52.0
Centre,31,31 SC WEST 1,GRN,STRAIGHT PARTY,,GREEN,1.0
Centre,31,31 SC WEST 1,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,31,31 SC WEST 1,DEM,U.S. Senate,,"BOB CASEY, JR",420.0
Centre,31,31 SC WEST 1,REP,U.S. Senate,,LOU BARLETTA,89.0
Centre,31,31 SC WEST 1,GRN,U.S. Senate,,NEAL GALE,3.0
Centre,31,31 SC WEST 1,LIB,U.S. Senate,,"DALE R KERNS, JR",6.0
Centre,31,31 SC WEST 1,,U.S. Senate,,WRITE-INS,0.0
Centre,31,31 SC WEST 1,DEM,Governor,,TOM WOLF,425.0
Centre,31,31 SC WEST 1,REP,Governor,,SCOTT R WAGNER,83.0
Centre,31,31 SC WEST 1,GRN,Governor,,PAUL GLOVER,3.0
Centre,31,31 SC WEST 1,LIB,Governor,,KEN V KRAWCHUK,5.0
Centre,31,31 SC WEST 1,,Governor,,WRITE-INS,0.0
Centre,31,31 SC WEST 1,DEM,U.S. House,12.0,MARC FRIEDENBERG,422.0
Centre,31,31 SC WEST 1,REP,U.S. House,12.0,TOM MARINO,96.0
Centre,31,31 SC WEST 1,,U.S. House,12.0,WRITE-INS,2.0
Centre,31,31 SC WEST 1,DEM,State Senate,34.0,EZRA NANES,405.0
Centre,31,31 SC WEST 1,REP,State Senate,34.0,JACOB D CORMAN III,111.0
Centre,31,31 SC WEST 1,,State Senate,34.0,WRITE-INS,0.0
Centre,31,31 SC WEST 1,DEM,State House,77.0,H SCOTT CONKLIN,439.0
Centre,31,31 SC WEST 1,,State House,77.0,WRITE-INS,5.0
Centre,32,32 SC WEST 2,,Registered Voters,,,861.0
Centre,32,32 SC WEST 2,,Ballots Cast,,,646.0
Centre,32,32 SC WEST 2,,VOTER TURNOUT - TOTAL,,,
Centre,32,32 SC WEST 2,DEM,STRAIGHT PARTY,,DEMOCRATIC,243.0
Centre,32,32 SC WEST 2,REP,STRAIGHT PARTY,,REPUBLICAN,98.0
Centre,32,32 SC WEST 2,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,32,32 SC WEST 2,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,32,32 SC WEST 2,DEM,U.S. Senate,,"BOB CASEY, JR",446.0
Centre,32,32 SC WEST 2,REP,U.S. Senate,,LOU BARLETTA,186.0
Centre,32,32 SC WEST 2,GRN,U.S. Senate,,NEAL GALE,4.0
Centre,32,32 SC WEST 2,LIB,U.S. Senate,,"DALE R KERNS, JR",4.0
Centre,32,32 SC WEST 2,,U.S. Senate,,WRITE-INS,1.0
Centre,32,32 SC WEST 2,DEM,Governor,,TOM WOLF,453.0
Centre,32,32 SC WEST 2,REP,Governor,,SCOTT R WAGNER,178.0
Centre,32,32 SC WEST 2,GRN,Governor,,PAUL GLOVER,5.0
Centre,32,32 SC WEST 2,LIB,Governor,,KEN V KRAWCHUK,6.0
Centre,32,32 SC WEST 2,,Governor,,WRITE-INS,1.0
Centre,32,32 SC WEST 2,DEM,U.S. House,12.0,MARC FRIEDENBERG,443.0
Centre,32,32 SC WEST 2,REP,U.S. House,12.0,TOM MARINO,203.0
Centre,32,32 SC WEST 2,,U.S. House,12.0,WRITE-INS,0.0
Centre,32,32 SC WEST 2,DEM,State Senate,34.0,EZRA NANES,423.0
Centre,32,32 SC WEST 2,REP,State Senate,34.0,JACOB D CORMAN III,219.0
Centre,32,32 SC WEST 2,,State Senate,34.0,WRITE-INS,0.0
Centre,32,32 SC WEST 2,DEM,State House,77.0,H SCOTT CONKLIN,501.0
Centre,32,32 SC WEST 2,,State House,77.0,WRITE-INS,11.0
Centre,33,33 SC WEST CENTRAL 1,,Registered Voters,,,1373.0
Centre,33,33 SC WEST CENTRAL 1,,Ballots Cast,,,458.0
Centre,33,33 SC WEST CENTRAL 1,,VOTER TURNOUT - TOTAL,,,
Centre,33,33 SC WEST CENTRAL 1,DEM,STRAIGHT PARTY,,DEMOCRATIC,240.0
Centre,33,33 SC WEST CENTRAL 1,REP,STRAIGHT PARTY,,REPUBLICAN,66.0
Centre,33,33 SC WEST CENTRAL 1,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,33,33 SC WEST CENTRAL 1,LIB,STRAIGHT PARTY,,LIBERTARIAN,2.0
Centre,33,33 SC WEST CENTRAL 1,DEM,U.S. Senate,,"BOB CASEY, JR",327.0
Centre,33,33 SC WEST CENTRAL 1,REP,U.S. Senate,,LOU BARLETTA,108.0
Centre,33,33 SC WEST CENTRAL 1,GRN,U.S. Senate,,NEAL GALE,11.0
Centre,33,33 SC WEST CENTRAL 1,LIB,U.S. Senate,,"DALE R KERNS, JR",9.0
Centre,33,33 SC WEST CENTRAL 1,,U.S. Senate,,WRITE-INS,1.0
Centre,33,33 SC WEST CENTRAL 1,DEM,Governor,,TOM WOLF,338.0
Centre,33,33 SC WEST CENTRAL 1,REP,Governor,,SCOTT R WAGNER,106.0
Centre,33,33 SC WEST CENTRAL 1,GRN,Governor,,PAUL GLOVER,6.0
Centre,33,33 SC WEST CENTRAL 1,LIB,Governor,,KEN V KRAWCHUK,7.0
Centre,33,33 SC WEST CENTRAL 1,,Governor,,WRITE-INS,0.0
Centre,33,33 SC WEST CENTRAL 1,DEM,U.S. House,12.0,MARC FRIEDENBERG,338.0
Centre,33,33 SC WEST CENTRAL 1,REP,U.S. House,12.0,TOM MARINO,118.0
Centre,33,33 SC WEST CENTRAL 1,,U.S. House,12.0,WRITE-INS,0.0
Centre,33,33 SC WEST CENTRAL 1,DEM,State Senate,34.0,EZRA NANES,335.0
Centre,33,33 SC WEST CENTRAL 1,REP,State Senate,34.0,JACOB D CORMAN III,116.0
Centre,33,33 SC WEST CENTRAL 1,,State Senate,34.0,WRITE-INS,0.0
Centre,33,33 SC WEST CENTRAL 1,DEM,State House,77.0,H SCOTT CONKLIN,376.0
Centre,33,33 SC WEST CENTRAL 1,,State House,77.0,WRITE-INS,19.0
Centre,34,34 SC WEST CENTRAL 2,,Registered Voters,,,1934.0
Centre,34,34 SC WEST CENTRAL 2,,Ballots Cast,,,558.0
Centre,34,34 SC WEST CENTRAL 2,,VOTER TURNOUT - TOTAL,,,
Centre,34,34 SC WEST CENTRAL 2,DEM,STRAIGHT PARTY,,DEMOCRATIC,294.0
Centre,34,34 SC WEST CENTRAL 2,REP,STRAIGHT PARTY,,REPUBLICAN,57.0
Centre,34,34 SC WEST CENTRAL 2,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,34,34 SC WEST CENTRAL 2,LIB,STRAIGHT PARTY,,LIBERTARIAN,3.0
Centre,34,34 SC WEST CENTRAL 2,DEM,U.S. Senate,,"BOB CASEY, JR",448.0
Centre,34,34 SC WEST CENTRAL 2,REP,U.S. Senate,,LOU BARLETTA,87.0
Centre,34,34 SC WEST CENTRAL 2,GRN,U.S. Senate,,NEAL GALE,5.0
Centre,34,34 SC WEST CENTRAL 2,LIB,U.S. Senate,,"DALE R KERNS, JR",14.0
Centre,34,34 SC WEST CENTRAL 2,,U.S. Senate,,WRITE-INS,1.0
Centre,34,34 SC WEST CENTRAL 2,DEM,Governor,,TOM WOLF,458.0
Centre,34,34 SC WEST CENTRAL 2,REP,Governor,,SCOTT R WAGNER,82.0
Centre,34,34 SC WEST CENTRAL 2,GRN,Governor,,PAUL GLOVER,6.0
Centre,34,34 SC WEST CENTRAL 2,LIB,Governor,,KEN V KRAWCHUK,11.0
Centre,34,34 SC WEST CENTRAL 2,,Governor,,WRITE-INS,1.0
Centre,34,34 SC WEST CENTRAL 2,DEM,U.S. House,12.0,MARC FRIEDENBERG,457.0
Centre,34,34 SC WEST CENTRAL 2,REP,U.S. House,12.0,TOM MARINO,98.0
Centre,34,34 SC WEST CENTRAL 2,,U.S. House,12.0,WRITE-INS,0.0
Centre,34,34 SC WEST CENTRAL 2,DEM,State Senate,34.0,EZRA NANES,452.0
Centre,34,34 SC WEST CENTRAL 2,REP,State Senate,34.0,JACOB D CORMAN III,102.0
Centre,34,34 SC WEST CENTRAL 2,,State Senate,34.0,WRITE-INS,0.0
Centre,34,34 SC WEST CENTRAL 2,DEM,State House,77.0,H SCOTT CONKLIN,478.0
Centre,34,34 SC WEST CENTRAL 2,,State House,77.0,WRITE-INS,8.0
Centre,35,35 UNIONVILLE,,Registered Voters,,,180.0
Centre,35,35 UNIONVILLE,,Ballots Cast,,,121.0
Centre,35,35 UNIONVILLE,,VOTER TURNOUT - TOTAL,,,
Centre,35,35 UNIONVILLE,DEM,STRAIGHT PARTY,,DEMOCRATIC,12.0
Centre,35,35 UNIONVILLE,REP,STRAIGHT PARTY,,REPUBLICAN,40.0
Centre,35,35 UNIONVILLE,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,35,35 UNIONVILLE,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,35,35 UNIONVILLE,DEM,U.S. Senate,,"BOB CASEY, JR",43.0
Centre,35,35 UNIONVILLE,REP,U.S. Senate,,LOU BARLETTA,76.0
Centre,35,35 UNIONVILLE,GRN,U.S. Senate,,NEAL GALE,0.0
Centre,35,35 UNIONVILLE,LIB,U.S. Senate,,"DALE R KERNS, JR",0.0
Centre,35,35 UNIONVILLE,,U.S. Senate,,WRITE-INS,0.0
Centre,35,35 UNIONVILLE,DEM,Governor,,TOM WOLF,37.0
Centre,35,35 UNIONVILLE,REP,Governor,,SCOTT R WAGNER,82.0
Centre,35,35 UNIONVILLE,GRN,Governor,,PAUL GLOVER,0.0
Centre,35,35 UNIONVILLE,LIB,Governor,,KEN V KRAWCHUK,0.0
Centre,35,35 UNIONVILLE,,Governor,,WRITE-INS,0.0
Centre,35,35 UNIONVILLE,DEM,U.S. House,15.0,SUSAN BOSER,26.0
Centre,35,35 UNIONVILLE,REP,U.S. House,15.0,GLENN GT THOMPSON,95.0
Centre,35,35 UNIONVILLE,,U.S. House,15.0,WRITE-INS,0.0
Centre,35,35 UNIONVILLE,DEM,State Senate,34.0,EZRA NANES,31.0
Centre,35,35 UNIONVILLE,REP,State Senate,34.0,JACOB D CORMAN III,87.0
Centre,35,35 UNIONVILLE,,State Senate,34.0,WRITE-INS,0.0
Centre,35,35 UNIONVILLE,DEM,State House,76.0,MIKE HANNA,51.0
Centre,35,35 UNIONVILLE,REP,State House,76.0,STEPHANIE BOROWICZ,68.0
Centre,35,35 UNIONVILLE,,State House,76.0,WRITE-INS,1.0
Centre,36,36 BENNER NORTH,,Registered Voters,,,1315.0
Centre,36,36 BENNER NORTH,,Ballots Cast,,,894.0
Centre,36,36 BENNER NORTH,,VOTER TURNOUT - TOTAL,,,
Centre,36,36 BENNER NORTH,DEM,STRAIGHT PARTY,,DEMOCRATIC,149.0
Centre,36,36 BENNER NORTH,REP,STRAIGHT PARTY,,REPUBLICAN,278.0
Centre,36,36 BENNER NORTH,GRN,STRAIGHT PARTY,,GREEN,1.0
Centre,36,36 BENNER NORTH,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,36,36 BENNER NORTH,DEM,U.S. Senate,,"BOB CASEY, JR",363.0
Centre,36,36 BENNER NORTH,REP,U.S. Senate,,LOU BARLETTA,502.0
Centre,36,36 BENNER NORTH,GRN,U.S. Senate,,NEAL GALE,11.0
Centre,36,36 BENNER NORTH,LIB,U.S. Senate,,"DALE R KERNS, JR",7.0
Centre,36,36 BENNER NORTH,,U.S. Senate,,WRITE-INS,0.0
Centre,36,36 BENNER NORTH,DEM,Governor,,TOM WOLF,368.0
Centre,36,36 BENNER NORTH,REP,Governor,,SCOTT R WAGNER,510.0
Centre,36,36 BENNER NORTH,GRN,Governor,,PAUL GLOVER,6.0
Centre,36,36 BENNER NORTH,LIB,Governor,,KEN V KRAWCHUK,7.0
Centre,36,36 BENNER NORTH,,Governor,,WRITE-INS,1.0
Centre,36,36 BENNER NORTH,DEM,U.S. House,15.0,SUSAN BOSER,301.0
Centre,36,36 BENNER NORTH,REP,U.S. House,15.0,GLENN GT THOMPSON,587.0
Centre,36,36 BENNER NORTH,,U.S. House,15.0,WRITE-INS,0.0
Centre,36,36 BENNER NORTH,DEM,State Senate,34.0,EZRA NANES,301.0
Centre,36,36 BENNER NORTH,REP,State Senate,34.0,JACOB D CORMAN III,581.0
Centre,36,36 BENNER NORTH,,State Senate,34.0,WRITE-INS,2.0
Centre,36,36 BENNER NORTH,DEM,State House,76.0,MIKE HANNA,399.0
Centre,36,36 BENNER NORTH,REP,State House,76.0,STEPHANIE BOROWICZ,489.0
Centre,36,36 BENNER NORTH,,State House,76.0,WRITE-INS,0.0
Centre,37,37 BENNER SOUTH,,Registered Voters,,,1883.0
Centre,37,37 BENNER SOUTH,,Ballots Cast,,,1257.0
Centre,37,37 BENNER SOUTH,,VOTER TURNOUT - TOTAL,,,
Centre,37,37 BENNER SOUTH,DEM,STRAIGHT PARTY,,DEMOCRATIC,249.0
Centre,37,37 BENNER SOUTH,REP,STRAIGHT PARTY,,REPUBLICAN,378.0
Centre,37,37 BENNER SOUTH,GRN,STRAIGHT PARTY,,GREEN,1.0
Centre,37,37 BENNER SOUTH,LIB,STRAIGHT PARTY,,LIBERTARIAN,4.0
Centre,37,37 BENNER SOUTH,DEM,U.S. Senate,,"BOB CASEY, JR",565.0
Centre,37,37 BENNER SOUTH,REP,U.S. Senate,,LOU BARLETTA,645.0
Centre,37,37 BENNER SOUTH,GRN,U.S. Senate,,NEAL GALE,15.0
Centre,37,37 BENNER SOUTH,LIB,U.S. Senate,,"DALE R KERNS, JR",19.0
Centre,37,37 BENNER SOUTH,,U.S. Senate,,WRITE-INS,0.0
Centre,37,37 BENNER SOUTH,DEM,Governor,,TOM WOLF,559.0
Centre,37,37 BENNER SOUTH,REP,Governor,,SCOTT R WAGNER,662.0
Centre,37,37 BENNER SOUTH,GRN,Governor,,PAUL GLOVER,11.0
Centre,37,37 BENNER SOUTH,LIB,Governor,,KEN V KRAWCHUK,19.0
Centre,37,37 BENNER SOUTH,,Governor,,WRITE-INS,2.0
Centre,37,37 BENNER SOUTH,DEM,U.S. House,15.0,SUSAN BOSER,483.0
Centre,37,37 BENNER SOUTH,REP,U.S. House,15.0,GLENN GT THOMPSON,766.0
Centre,37,37 BENNER SOUTH,,U.S. House,15.0,WRITE-INS,2.0
Centre,37,37 BENNER SOUTH,DEM,State Senate,34.0,EZRA NANES,478.0
Centre,37,37 BENNER SOUTH,REP,State Senate,34.0,JACOB D CORMAN III,763.0
Centre,37,37 BENNER SOUTH,,State Senate,34.0,WRITE-INS,4.0
Centre,37,37 BENNER SOUTH,DEM,State House,76.0,MIKE HANNA,608.0
Centre,37,37 BENNER SOUTH,REP,State House,76.0,STEPHANIE BOROWICZ,632.0
Centre,37,37 BENNER SOUTH,,State House,76.0,WRITE-INS,5.0
Centre,38,38 BOGGS EAST,,Registered Voters,,,722.0
Centre,38,38 BOGGS EAST,,Ballots Cast,,,470.0
Centre,38,38 BOGGS EAST,,VOTER TURNOUT - TOTAL,,,
Centre,38,38 BOGGS EAST,DEM,STRAIGHT PARTY,,DEMOCRATIC,53.0
Centre,38,38 BOGGS EAST,REP,STRAIGHT PARTY,,REPUBLICAN,164.0
Centre,38,38 BOGGS EAST,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,38,38 BOGGS EAST,LIB,STRAIGHT PARTY,,LIBERTARIAN,1.0
Centre,38,38 BOGGS EAST,DEM,U.S. Senate,,"BOB CASEY, JR",162.0
