county,precinct,office,district,candidate,party,votes,election_day,absentee,provisional,military,federal
Cumberland,CARLISLE 3-2,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 3-3,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 4-1,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 4-2,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 5,U.S. House,10.0,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 1,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 2,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 3,U.S. House,10.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 4,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 5,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 6,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 7,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 8,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 9,U.S. House,10.0,WRITE-INS,,4,4.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 10,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 1,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 2,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 3,U.S. House,10.0,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 4,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 5,U.S. House,10.0,WRITE-INS,,4,4.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 6,U.S. House,10.0,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 7,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 8,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 9,U.S. House,10.0,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 10,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 11,U.S. House,10.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 12,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 1,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 2,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 3,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 4,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 1 ANNEX,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 1,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 2,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 3,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 4,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 5,U.S. House,10.0,WRITE-INS,,4,3.0,1.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 6,U.S. House,10.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 1,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 2-1,U.S. House,10.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 2-2,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 3,U.S. House,10.0,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 4,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 5,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,MIDDLESEX 1,U.S. House,10.0,WRITE-INS,,5,5.0,0.0,0.0,0.0,0.0
Cumberland,MIDDLESEX 2,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,MONROE 1,U.S. House,10.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,MONROE 2,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,MT HOLLY SPRINGS,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 1-1,U.S. House,10.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-1,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-2,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-3,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 1,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 2,U.S. House,10.0,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 3,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SHIREMANSTOWN,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 1,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 2,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 3,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 4,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 5,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 6,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 7,U.S. House,10.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 8,U.S. House,10.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 9,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 1,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 2,U.S. House,10.0,WRITE-INS,,5,5.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 3,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 4,U.S. House,10.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 5,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 6,U.S. House,10.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 7,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 8,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 9,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 1,U.S. House,10.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 2,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 3,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 4,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 5,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 6,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 7,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 8,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 9,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 10,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,WORMLEYSBURG 1,U.S. House,10.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,WORMLEYSBURG 2,U.S. House,10.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,Total,U.S. House,10.0,WRITE-INS,,92,91.0,1.0,0.0,0.0,0.0
Cumberland,COOKE,U.S. House,13.0,BRENT OTTAWAY,DEM,32,30.0,2.0,0.0,0.0,0.0
Cumberland,DICKINSON NORTH,U.S. House,13.0,BRENT OTTAWAY,DEM,643,596.0,45.0,0.0,1.0,1.0
Cumberland,DICKINSON SOUTH,U.S. House,13.0,BRENT OTTAWAY,DEM,160,151.0,9.0,0.0,0.0,0.0
Cumberland,HOPEWELL,U.S. House,13.0,BRENT OTTAWAY,DEM,204,201.0,3.0,0.0,0.0,0.0
Cumberland,LOWER FRANKFORD,U.S. House,13.0,BRENT OTTAWAY,DEM,187,179.0,8.0,0.0,0.0,0.0
Cumberland,LOWER MIFFLIN,U.S. House,13.0,BRENT OTTAWAY,DEM,145,136.0,9.0,0.0,0.0,0.0
Cumberland,NEWBURG,U.S. House,13.0,BRENT OTTAWAY,DEM,33,31.0,2.0,0.0,0.0,0.0
Cumberland,NEWVILLE NORTH,U.S. House,13.0,BRENT OTTAWAY,DEM,75,75.0,0.0,0.0,0.0,0.0
Cumberland,NEWVILLE SOUTH,U.S. House,13.0,BRENT OTTAWAY,DEM,71,69.0,2.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 1,U.S. House,13.0,BRENT OTTAWAY,DEM,2,2.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 3,U.S. House,13.0,BRENT OTTAWAY,DEM,272,260.0,11.0,0.0,1.0,0.0
Cumberland,NORTH NEWTON,U.S. House,13.0,BRENT OTTAWAY,DEM,193,184.0,9.0,0.0,0.0,0.0
Cumberland,PENN,U.S. House,13.0,BRENT OTTAWAY,DEM,290,279.0,11.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG EAST,U.S. House,13.0,BRENT OTTAWAY,DEM,288,276.0,12.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG MIDDLE,U.S. House,13.0,BRENT OTTAWAY,DEM,294,280.0,11.0,0.0,1.0,2.0
Cumberland,SHIPPENSBURG TWP,U.S. House,13.0,BRENT OTTAWAY,DEM,538,531.0,6.0,1.0,0.0,0.0
Cumberland,SOUTH NEWTON,U.S. House,13.0,BRENT OTTAWAY,DEM,133,130.0,3.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON LOWER,U.S. House,13.0,BRENT OTTAWAY,DEM,156,153.0,3.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 1,U.S. House,13.0,BRENT OTTAWAY,DEM,189,182.0,6.0,0.0,0.0,1.0
Cumberland,SOUTHAMPTON UPPER 2,U.S. House,13.0,BRENT OTTAWAY,DEM,372,362.0,10.0,0.0,0.0,0.0
Cumberland,UPPER FRANKFORD,U.S. House,13.0,BRENT OTTAWAY,DEM,152,149.0,3.0,0.0,0.0,0.0
Cumberland,UPPER MIFFLIN,U.S. House,13.0,BRENT OTTAWAY,DEM,84,78.0,6.0,0.0,0.0,0.0
Cumberland,WEST PENNSBORO LOWER,U.S. House,13.0,BRENT OTTAWAY,DEM,281,266.0,14.0,0.0,1.0,0.0
Cumberland,WEST PENNSBORO UPPER,U.S. House,13.0,BRENT OTTAWAY,DEM,370,350.0,20.0,0.0,0.0,0.0
Cumberland,Total,U.S. House,13.0,BRENT OTTAWAY,DEM,5164,4950.0,205.0,1.0,4.0,4.0
Cumberland,COOKE,U.S. House,13.0,JOHN JOYCE,REP,71,70.0,1.0,0.0,0.0,0.0
Cumberland,DICKINSON NORTH,U.S. House,13.0,JOHN JOYCE,REP,1215,1144.0,70.0,0.0,1.0,0.0
Cumberland,DICKINSON SOUTH,U.S. House,13.0,JOHN JOYCE,REP,453,441.0,11.0,1.0,0.0,0.0
Cumberland,HOPEWELL,U.S. House,13.0,JOHN JOYCE,REP,610,591.0,19.0,0.0,0.0,0.0
Cumberland,LOWER FRANKFORD,U.S. House,13.0,JOHN JOYCE,REP,469,453.0,14.0,0.0,0.0,2.0
Cumberland,LOWER MIFFLIN,U.S. House,13.0,JOHN JOYCE,REP,437,433.0,4.0,0.0,0.0,0.0
Cumberland,NEWBURG,U.S. House,13.0,JOHN JOYCE,REP,82,82.0,0.0,0.0,0.0,0.0
Cumberland,NEWVILLE NORTH,U.S. House,13.0,JOHN JOYCE,REP,146,142.0,4.0,0.0,0.0,0.0
Cumberland,NEWVILLE SOUTH,U.S. House,13.0,JOHN JOYCE,REP,114,113.0,1.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 1,U.S. House,13.0,JOHN JOYCE,REP,4,4.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 3,U.S. House,13.0,JOHN JOYCE,REP,591,557.0,33.0,0.0,1.0,0.0
Cumberland,NORTH NEWTON,U.S. House,13.0,JOHN JOYCE,REP,611,598.0,13.0,0.0,0.0,0.0
Cumberland,PENN,U.S. House,13.0,JOHN JOYCE,REP,770,752.0,18.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG EAST,U.S. House,13.0,JOHN JOYCE,REP,299,282.0,17.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG MIDDLE,U.S. House,13.0,JOHN JOYCE,REP,242,237.0,5.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG TWP,U.S. House,13.0,JOHN JOYCE,REP,344,336.0,8.0,0.0,0.0,0.0
Cumberland,SOUTH NEWTON,U.S. House,13.0,JOHN JOYCE,REP,310,301.0,9.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON LOWER,U.S. House,13.0,JOHN JOYCE,REP,370,356.0,14.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 1,U.S. House,13.0,JOHN JOYCE,REP,341,333.0,8.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 2,U.S. House,13.0,JOHN JOYCE,REP,899,873.0,25.0,0.0,1.0,0.0
Cumberland,UPPER FRANKFORD,U.S. House,13.0,JOHN JOYCE,REP,627,610.0,17.0,0.0,0.0,0.0
Cumberland,UPPER MIFFLIN,U.S. House,13.0,JOHN JOYCE,REP,381,364.0,17.0,0.0,0.0,0.0
Cumberland,WEST PENNSBORO LOWER,U.S. House,13.0,JOHN JOYCE,REP,744,721.0,22.0,0.0,1.0,0.0
Cumberland,WEST PENNSBORO UPPER,U.S. House,13.0,JOHN JOYCE,REP,847,812.0,35.0,0.0,0.0,0.0
Cumberland,Total,U.S. House,13.0,JOHN JOYCE,REP,10977,10605.0,365.0,1.0,4.0,2.0
Cumberland,COOKE,U.S. House,13.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,DICKINSON NORTH,U.S. House,13.0,WRITE-INS,,7,7.0,0.0,0.0,0.0,0.0
Cumberland,DICKINSON SOUTH,U.S. House,13.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,HOPEWELL,U.S. House,13.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LOWER FRANKFORD,U.S. House,13.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LOWER MIFFLIN,U.S. House,13.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NEWBURG,U.S. House,13.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NEWVILLE NORTH,U.S. House,13.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NEWVILLE SOUTH,U.S. House,13.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 1,U.S. House,13.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 3,U.S. House,13.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,NORTH NEWTON,U.S. House,13.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,PENN,U.S. House,13.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG EAST,U.S. House,13.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG MIDDLE,U.S. House,13.0,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG TWP,U.S. House,13.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH NEWTON,U.S. House,13.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON LOWER,U.S. House,13.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 1,U.S. House,13.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 2,U.S. House,13.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,UPPER FRANKFORD,U.S. House,13.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,UPPER MIFFLIN,U.S. House,13.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,WEST PENNSBORO LOWER,U.S. House,13.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,WEST PENNSBORO UPPER,U.S. House,13.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,Total,U.S. House,13.0,WRITE-INS,,19,19.0,0.0,0.0,0.0,0.0
Cumberland,HOPEWELL,State Senate,30.0,EMILY BEST,DEM,216,213.0,3.0,0.0,0.0,0.0
Cumberland,LOWER FRANKFORD,State Senate,30.0,EMILY BEST,DEM,196,188.0,8.0,0.0,0.0,0.0
Cumberland,LOWER MIFFLIN,State Senate,30.0,EMILY BEST,DEM,165,156.0,9.0,0.0,0.0,0.0
Cumberland,NEWBURG,State Senate,30.0,EMILY BEST,DEM,33,31.0,2.0,0.0,0.0,0.0
Cumberland,NEWVILLE NORTH,State Senate,30.0,EMILY BEST,DEM,82,81.0,1.0,0.0,0.0,0.0
Cumberland,NEWVILLE SOUTH,State Senate,30.0,EMILY BEST,DEM,78,76.0,2.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 1,State Senate,30.0,EMILY BEST,DEM,572,547.0,24.0,0.0,1.0,0.0
Cumberland,NORTH MIDDLETON 2,State Senate,30.0,EMILY BEST,DEM,475,462.0,13.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 3,State Senate,30.0,EMILY BEST,DEM,833,797.0,34.0,0.0,2.0,0.0
Cumberland,NORTH NEWTON,State Senate,30.0,EMILY BEST,DEM,208,199.0,9.0,0.0,0.0,0.0
Cumberland,PENN,State Senate,30.0,EMILY BEST,DEM,306,294.0,12.0,0.0,0.0,0.0
Cumberland,SOUTH NEWTON,State Senate,30.0,EMILY BEST,DEM,135,131.0,4.0,0.0,0.0,0.0
Cumberland,UPPER FRANKFORD,State Senate,30.0,EMILY BEST,DEM,167,163.0,4.0,0.0,0.0,0.0
Cumberland,UPPER MIFFLIN,State Senate,30.0,EMILY BEST,DEM,93,87.0,6.0,0.0,0.0,0.0
Cumberland,WEST PENNSBORO LOWER,State Senate,30.0,EMILY BEST,DEM,312,296.0,15.0,0.0,1.0,0.0
Cumberland,WEST PENNSBORO UPPER,State Senate,30.0,EMILY BEST,DEM,401,382.0,19.0,0.0,0.0,0.0
Cumberland,Total,State Senate,30.0,EMILY BEST,DEM,4272,4103.0,165.0,0.0,4.0,0.0
Cumberland,HOPEWELL,State Senate,30.0,JUDY WARD,REP,597,578.0,19.0,0.0,0.0,0.0
Cumberland,LOWER FRANKFORD,State Senate,30.0,JUDY WARD,REP,457,444.0,13.0,0.0,0.0,0.0
Cumberland,LOWER MIFFLIN,State Senate,30.0,JUDY WARD,REP,418,414.0,4.0,0.0,0.0,0.0
Cumberland,NEWBURG,State Senate,30.0,JUDY WARD,REP,83,83.0,0.0,0.0,0.0,0.0
Cumberland,NEWVILLE NORTH,State Senate,30.0,JUDY WARD,REP,142,138.0,4.0,0.0,0.0,0.0
Cumberland,NEWVILLE SOUTH,State Senate,30.0,JUDY WARD,REP,109,108.0,1.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 1,State Senate,30.0,JUDY WARD,REP,855,828.0,27.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 2,State Senate,30.0,JUDY WARD,REP,580,564.0,16.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 3,State Senate,30.0,JUDY WARD,REP,1209,1143.0,65.0,0.0,1.0,0.0
Cumberland,NORTH NEWTON,State Senate,30.0,JUDY WARD,REP,596,583.0,13.0,0.0,0.0,0.0
Cumberland,PENN,State Senate,30.0,JUDY WARD,REP,750,734.0,16.0,0.0,0.0,0.0
Cumberland,SOUTH NEWTON,State Senate,30.0,JUDY WARD,REP,308,300.0,8.0,0.0,0.0,0.0
Cumberland,UPPER FRANKFORD,State Senate,30.0,JUDY WARD,REP,614,598.0,16.0,0.0,0.0,0.0
Cumberland,UPPER MIFFLIN,State Senate,30.0,JUDY WARD,REP,373,356.0,17.0,0.0,0.0,0.0
Cumberland,WEST PENNSBORO LOWER,State Senate,30.0,JUDY WARD,REP,717,696.0,20.0,0.0,1.0,0.0
Cumberland,WEST PENNSBORO UPPER,State Senate,30.0,JUDY WARD,REP,820,784.0,36.0,0.0,0.0,0.0
Cumberland,Total,State Senate,30.0,JUDY WARD,REP,8628,8351.0,275.0,0.0,2.0,0.0
Cumberland,HOPEWELL,State Senate,30.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LOWER FRANKFORD,State Senate,30.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LOWER MIFFLIN,State Senate,30.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,NEWBURG,State Senate,30.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NEWVILLE NORTH,State Senate,30.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NEWVILLE SOUTH,State Senate,30.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 1,State Senate,30.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 2,State Senate,30.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 3,State Senate,30.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,NORTH NEWTON,State Senate,30.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,PENN,State Senate,30.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH NEWTON,State Senate,30.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,UPPER FRANKFORD,State Senate,30.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,UPPER MIFFLIN,State Senate,30.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,WEST PENNSBORO LOWER,State Senate,30.0,WRITE-INS,,2,1.0,1.0,0.0,0.0,0.0
Cumberland,WEST PENNSBORO UPPER,State Senate,30.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,Total,State Senate,30.0,WRITE-INS,,10,9.0,1.0,0.0,0.0,0.0
Cumberland,HOPEWELL,State House,86.0,KAREN ANN ANDERSON,DEM,207,204.0,3.0,0.0,0.0,0.0
Cumberland,NEWBURG,State House,86.0,KAREN ANN ANDERSON,DEM,33,31.0,2.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG EAST,State House,86.0,KAREN ANN ANDERSON,DEM,282,270.0,12.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG MIDDLE,State House,86.0,KAREN ANN ANDERSON,DEM,290,277.0,12.0,0.0,1.0,0.0
Cumberland,SHIPPENSBURG TWP,State House,86.0,KAREN ANN ANDERSON,DEM,532,524.0,7.0,1.0,0.0,0.0
Cumberland,SOUTHAMPTON LOWER,State House,86.0,KAREN ANN ANDERSON,DEM,151,148.0,3.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 1,State House,86.0,KAREN ANN ANDERSON,DEM,192,186.0,6.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 2,State House,86.0,KAREN ANN ANDERSON,DEM,365,355.0,10.0,0.0,0.0,0.0
Cumberland,Total,State House,86.0,KAREN ANN ANDERSON,DEM,2052,1995.0,55.0,1.0,1.0,0.0
Cumberland,HOPEWELL,State House,86.0,MARK K KELLER,REP,608,590.0,18.0,0.0,0.0,0.0
Cumberland,NEWBURG,State House,86.0,MARK K KELLER,REP,83,83.0,0.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG EAST,State House,86.0,MARK K KELLER,REP,300,283.0,17.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG MIDDLE,State House,86.0,MARK K KELLER,REP,248,244.0,4.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG TWP,State House,86.0,MARK K KELLER,REP,349,342.0,7.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON LOWER,State House,86.0,MARK K KELLER,REP,376,362.0,14.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 1,State House,86.0,MARK K KELLER,REP,339,332.0,7.0,0.0,0.0,0.0
