county,precinct,office,district,party,candidate,votes,absentee,military,ivo,provisional
Luzerne,LEHMAN TWP D 03,STRAIGHT PARTY,,REP,Republican,135,2,0,133,0
Luzerne,LUZERNE BORO W 01,STRAIGHT PARTY,,REP,Republican,90,1,0,89,0
Luzerne,LUZERNE BORO W 02,STRAIGHT PARTY,,REP,Republican,146,6,0,140,0
Luzerne,NANTICOKE CITY W 01,STRAIGHT PARTY,,REP,Republican,80,1,0,79,0
Luzerne,NANTICOKE CITY W 02,STRAIGHT PARTY,,REP,Republican,123,7,0,116,0
Luzerne,NANTICOKE CITY W 03,STRAIGHT PARTY,,REP,Republican,120,6,0,114,0
Luzerne,NANTICOKE CITY W 04,STRAIGHT PARTY,,REP,Republican,140,6,0,134,0
Luzerne,NANTICOKE CITY W 05,STRAIGHT PARTY,,REP,Republican,85,4,0,81,0
Luzerne,NANTICOKE CITY W 06,STRAIGHT PARTY,,REP,Republican,110,3,0,107,0
Luzerne,NESCOPECK BORO,STRAIGHT PARTY,,REP,Republican,207,2,0,205,0
Luzerne,NESCOPECK TWP,STRAIGHT PARTY,,REP,Republican,192,4,0,188,0
Luzerne,NEW COLUMBUS BORO,STRAIGHT PARTY,,REP,Republican,34,3,0,31,0
Luzerne,NEWPORT TWP W 01,STRAIGHT PARTY,,REP,Republican,91,0,0,91,0
Luzerne,NEWPORT TWP W 02,STRAIGHT PARTY,,REP,Republican,93,1,0,92,0
Luzerne,NEWPORT TWP W 03,STRAIGHT PARTY,,REP,Republican,55,4,0,51,0
Luzerne,NUANGOLA BORO,STRAIGHT PARTY,,REP,Republican,79,5,0,74,0
Luzerne,PENN LAKE PARK BORO,STRAIGHT PARTY,,REP,Republican,58,6,0,52,0
Luzerne,PITTSTON CITY W 01,STRAIGHT PARTY,,REP,Republican,114,2,0,112,0
Luzerne,PITTSTON CITY W 02,STRAIGHT PARTY,,REP,Republican,102,2,0,100,0
Luzerne,PITTSTON CITY W 03,STRAIGHT PARTY,,REP,Republican,122,3,0,119,0
Luzerne,PITTSTON CITY W 04,STRAIGHT PARTY,,REP,Republican,96,0,0,96,0
Luzerne,PITTSTON TWP D 01,STRAIGHT PARTY,,REP,Republican,184,5,0,179,0
Luzerne,PITTSTON TWP D 02,STRAIGHT PARTY,,REP,Republican,165,2,0,163,0
Luzerne,PLAINS TWP W 01,STRAIGHT PARTY,,REP,Republican,163,4,0,159,0
Luzerne,PLAINS TWP W 02,STRAIGHT PARTY,,REP,Republican,142,5,0,137,0
Luzerne,PLAINS TWP W 03,STRAIGHT PARTY,,REP,Republican,187,8,0,179,0
Luzerne,PLAINS TWP W 04,STRAIGHT PARTY,,REP,Republican,164,1,0,163,0
Luzerne,PLAINS TWP W 05,STRAIGHT PARTY,,REP,Republican,155,6,0,149,0
Luzerne,PLYMOUTH BORO W 01,STRAIGHT PARTY,,REP,Republican,93,1,0,92,0
Luzerne,PLYMOUTH BORO W 02,STRAIGHT PARTY,,REP,Republican,104,2,0,102,0
Luzerne,PLYMOUTH BORO W 03,STRAIGHT PARTY,,REP,Republican,86,1,0,85,0
Luzerne,PLYMOUTH TWP,STRAIGHT PARTY,,REP,Republican,164,1,0,163,0
Luzerne,PRINGLE BORO,STRAIGHT PARTY,,REP,Republican,92,2,0,90,0
Luzerne,RICE TWP,STRAIGHT PARTY,,REP,Republican,424,8,1,415,0
Luzerne,ROSS TWP,STRAIGHT PARTY,,REP,Republican,483,10,0,473,0
Luzerne,SALEM TWP D 01,STRAIGHT PARTY,,REP,Republican,218,5,0,213,0
Luzerne,SALEM TWP D 02,STRAIGHT PARTY,,REP,Republican,306,5,0,301,0
Luzerne,SHICKSHINNY BORO,STRAIGHT PARTY,,REP,Republican,67,0,0,67,0
Luzerne,SLOCUM TWP,STRAIGHT PARTY,,REP,Republican,151,3,0,148,0
Luzerne,SUGAR NOTCH BORO,STRAIGHT PARTY,,REP,Republican,50,0,0,50,0
Luzerne,SUGARLOAF TWP,STRAIGHT PARTY,,REP,Republican,638,33,0,605,0
Luzerne,SWOYERSVILLE BORO W 01,STRAIGHT PARTY,,REP,Republican,247,4,0,243,0
Luzerne,SWOYERSVILLE BORO W 02,STRAIGHT PARTY,,REP,Republican,187,3,0,184,0
Luzerne,SWOYERSVILLE BORO W 03,STRAIGHT PARTY,,REP,Republican,81,1,0,80,0
Luzerne,UNION TWP,STRAIGHT PARTY,,REP,Republican,270,8,0,262,0
Luzerne,WARRIOR RUN BORO,STRAIGHT PARTY,,REP,Republican,56,2,0,54,0
Luzerne,WEST HAZLETON BORO W 01,STRAIGHT PARTY,,REP,Republican,101,2,0,99,0
Luzerne,WEST HAZLETON BORO W 02,STRAIGHT PARTY,,REP,Republican,147,6,0,141,0
Luzerne,WEST PITTSTON BORO W 01,STRAIGHT PARTY,,REP,Republican,107,0,0,107,0
Luzerne,WEST PITTSTON BORO W 02,STRAIGHT PARTY,,REP,Republican,211,6,0,205,0
Luzerne,WEST PITTSTON BORO W 03,STRAIGHT PARTY,,REP,Republican,153,3,0,150,0
Luzerne,WEST WYOMING BORO W 01,STRAIGHT PARTY,,REP,Republican,182,6,1,175,0
Luzerne,WEST WYOMING BORO W 02,STRAIGHT PARTY,,REP,Republican,134,4,0,130,0
Luzerne,WHITE HAVEN BORO,STRAIGHT PARTY,,REP,Republican,111,6,0,105,0
Luzerne,WILKES BARRE CITY W 01,STRAIGHT PARTY,,REP,Republican,104,4,0,100,0
Luzerne,WILKES BARRE CITY W 02,STRAIGHT PARTY,,REP,Republican,134,8,0,126,0
Luzerne,WILKES BARRE CITY W 03,STRAIGHT PARTY,,REP,Republican,79,4,0,75,0
Luzerne,WILKES BARRE CITY W 04,STRAIGHT PARTY,,REP,Republican,95,3,0,92,0
Luzerne,WILKES BARRE CITY W 05,STRAIGHT PARTY,,REP,Republican,105,2,0,103,0
Luzerne,WILKES BARRE CITY W 06,STRAIGHT PARTY,,REP,Republican,94,4,0,90,0
Luzerne,WILKES BARRE CITY W 07,STRAIGHT PARTY,,REP,Republican,64,1,0,63,0
Luzerne,WILKES BARRE CITY W 08,STRAIGHT PARTY,,REP,Republican,81,2,0,79,0
Luzerne,WILKES BARRE CITY W 09,STRAIGHT PARTY,,REP,Republican,41,3,0,38,0
Luzerne,WILKES BARRE CITY W 10,STRAIGHT PARTY,,REP,Republican,58,2,0,56,0
Luzerne,WILKES BARRE CITY W 11,STRAIGHT PARTY,,REP,Republican,89,3,0,86,0
Luzerne,WILKES BARRE CITY W 12,STRAIGHT PARTY,,REP,Republican,65,2,0,63,0
Luzerne,WILKES BARRE CITY W 13,STRAIGHT PARTY,,REP,Republican,88,1,0,87,0
Luzerne,WILKES BARRE CITY W 14,STRAIGHT PARTY,,REP,Republican,71,3,0,68,0
Luzerne,WILKES BARRE CITY W 15,STRAIGHT PARTY,,REP,Republican,86,5,0,81,0
Luzerne,WILKES BARRE CITY W 16,STRAIGHT PARTY,,REP,Republican,106,5,0,101,0
Luzerne,WILKES BARRE CITY W 17,STRAIGHT PARTY,,REP,Republican,59,3,0,56,0
Luzerne,WILKES BARRE CITY W 18,STRAIGHT PARTY,,REP,Republican,65,0,0,65,0
Luzerne,WILKES BARRE CITY W 19,STRAIGHT PARTY,,REP,Republican,68,1,0,67,0
Luzerne,WILKES BARRE CITY W 20,STRAIGHT PARTY,,REP,Republican,101,2,0,99,0
Luzerne,WILKES BARRE TWP W 01,STRAIGHT PARTY,,REP,Republican,141,7,0,134,0
Luzerne,WILKES BARRE TWP W 02,STRAIGHT PARTY,,REP,Republican,100,10,0,90,0
Luzerne,WRIGHT TWP D 01,STRAIGHT PARTY,,REP,Republican,295,14,0,281,0
Luzerne,WRIGHT TWP D 02,STRAIGHT PARTY,,REP,Republican,426,13,0,413,0
Luzerne,WYOMING BORO W 01,STRAIGHT PARTY,,REP,Republican,97,6,0,91,0
Luzerne,WYOMING BORO W 02,STRAIGHT PARTY,,REP,Republican,67,7,0,60,0
Luzerne,WYOMING BORO W 03,STRAIGHT PARTY,,REP,Republican,136,6,0,130,0
Luzerne,YATESVILLE BORO,STRAIGHT PARTY,,REP,Republican,61,3,0,58,0
Luzerne,ASHLEY BORO W 01,STRAIGHT PARTY,,GRN,Green Party,2,0,0,2,0
Luzerne,ASHLEY BORO W 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,AVOCA BORO W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,AVOCA BORO W 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,AVOCA BORO W 03,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,BEAR CREEK TWP D 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,BEAR CREEK TWP D 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,BEAR CREEK TWP D 03,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,BEAR CREEK VLG BORO,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,BLACK CREEK TWP D 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,BLACK CREEK TWP D 02,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,BUCK TWP,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,BUTLER TWP D 01,STRAIGHT PARTY,,GRN,Green Party,2,0,0,2,0
Luzerne,BUTLER TWP D 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,BUTLER TWP D 03,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,BUTLER TWP D 04,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,CONYNGHAM BORO,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,CONYNGHAM TWP,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,COURTDALE BORO,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,DALLAS BORO W 01,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,DALLAS BORO W 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,DALLAS TWP D 01,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,DALLAS TWP D 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,DALLAS TWP D 03,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,DENNISON TWP,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,DORRANCE TWP,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,DUPONT BORO W 01,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,DUPONT BORO W 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,DURYEA BORO W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,DURYEA BORO W 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,DURYEA BORO W 03,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,EDWARDSVILLE BORO W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,EDWARDSVILLE BORO W 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,EXETER BORO W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,EXETER BORO W 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,EXETER BORO W 03,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,EXETER TWP,STRAIGHT PARTY,,GRN,Green Party,2,0,0,2,0
Luzerne,FAIRMOUNT TWP,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,FAIRVIEW TWP,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,FORTY FORT BORO W 01,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,FORTY FORT BORO W 02,STRAIGHT PARTY,,GRN,Green Party,2,0,0,2,0
Luzerne,FORTY FORT BORO W 03,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,FOSTER TWP D 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,FOSTER TWP D 02,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,FRANKLIN TWP,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,FREELAND BORO W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,FREELAND BORO W 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HANOVER TWP W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HANOVER TWP W 02,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,HANOVER TWP W 03,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,HANOVER TWP W 04,STRAIGHT PARTY,,GRN,Green Party,2,1,0,1,0
Luzerne,HANOVER TWP W 05,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HANOVER TWP W 06,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HARVEYS LAKE BORO,STRAIGHT PARTY,,GRN,Green Party,3,0,0,3,0
Luzerne,HAZLE TWP D 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HAZLE TWP D 02,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,HAZLE TWP D 03,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HAZLE TWP D 04,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,HAZLE TWP D 05,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HAZLETON CITY W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HAZLETON CITY W 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HAZLETON CITY W 03,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HAZLETON CITY W 04,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HAZLETON CITY W 05,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HAZLETON CITY W 06,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,HAZLETON CITY W 07,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HAZLETON CITY W 08,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HAZLETON CITY W 09,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HAZLETON CITY W 10,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HAZLETON CITY W 11,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HOLLENBACK TWP,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HUGHESTOWN BORO,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,HUNLOCK TWP,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,HUNTINGTON TWP,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,JACKSON TWP,STRAIGHT PARTY,,GRN,Green Party,1,1,0,0,0
Luzerne,JEDDO BORO,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,JENKINS TWP D 01,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,JENKINS TWP D 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,JENKINS TWP D 03,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,KINGSTON BORO W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,KINGSTON BORO W 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,KINGSTON BORO W 03,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,KINGSTON BORO W 04,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,KINGSTON BORO W 05,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,KINGSTON BORO W 06,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,KINGSTON BORO W 07,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,KINGSTON BORO W 08,STRAIGHT PARTY,,GRN,Green Party,1,1,0,0,0
Luzerne,KINGSTON TWP D 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,KINGSTON TWP D 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,KINGSTON TWP D 03,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,LAFLIN BORO,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,LAKE TWP,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,LARKSVILLE BORO W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,LARKSVILLE BORO W 02,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,LARKSVILLE BORO W 03,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,LAUREL RUN BORO,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,LEHMAN TWP D 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,LEHMAN TWP D 02,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,LEHMAN TWP D 03,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,LUZERNE BORO W 01,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,LUZERNE BORO W 02,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,NANTICOKE CITY W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,NANTICOKE CITY W 02,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,NANTICOKE CITY W 03,STRAIGHT PARTY,,GRN,Green Party,3,0,0,3,0
Luzerne,NANTICOKE CITY W 04,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,NANTICOKE CITY W 05,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,NANTICOKE CITY W 06,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,NESCOPECK BORO,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,NESCOPECK TWP,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,NEW COLUMBUS BORO,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,NEWPORT TWP W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,NEWPORT TWP W 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,NEWPORT TWP W 03,STRAIGHT PARTY,,GRN,Green Party,2,0,0,2,0
Luzerne,NUANGOLA BORO,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,PENN LAKE PARK BORO,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,PITTSTON CITY W 01,STRAIGHT PARTY,,GRN,Green Party,2,0,0,2,0
Luzerne,PITTSTON CITY W 02,STRAIGHT PARTY,,GRN,Green Party,2,0,0,2,0
Luzerne,PITTSTON CITY W 03,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,PITTSTON CITY W 04,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,PITTSTON TWP D 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,PITTSTON TWP D 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,PLAINS TWP W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,PLAINS TWP W 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,PLAINS TWP W 03,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,PLAINS TWP W 04,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,PLAINS TWP W 05,STRAIGHT PARTY,,GRN,Green Party,3,0,0,3,0
Luzerne,PLYMOUTH BORO W 01,STRAIGHT PARTY,,GRN,Green Party,3,0,0,3,0
Luzerne,PLYMOUTH BORO W 02,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,PLYMOUTH BORO W 03,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,PLYMOUTH TWP,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,PRINGLE BORO,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,RICE TWP,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,ROSS TWP,STRAIGHT PARTY,,GRN,Green Party,1,1,0,0,0
Luzerne,SALEM TWP D 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,SALEM TWP D 02,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,SHICKSHINNY BORO,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,SLOCUM TWP,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,SUGAR NOTCH BORO,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,SUGARLOAF TWP,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,SWOYERSVILLE BORO W 01,STRAIGHT PARTY,,GRN,Green Party,2,0,0,2,0
Luzerne,SWOYERSVILLE BORO W 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,SWOYERSVILLE BORO W 03,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,UNION TWP,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,WARRIOR RUN BORO,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,WEST HAZLETON BORO W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WEST HAZLETON BORO W 02,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,WEST PITTSTON BORO W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WEST PITTSTON BORO W 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WEST PITTSTON BORO W 03,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WEST WYOMING BORO W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WEST WYOMING BORO W 02,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,WHITE HAVEN BORO,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 02,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 03,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 04,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 05,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 06,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 07,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 08,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,WILKES BARRE CITY W 09,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 10,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 11,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 12,STRAIGHT PARTY,,GRN,Green Party,2,0,0,2,0
Luzerne,WILKES BARRE CITY W 13,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 14,STRAIGHT PARTY,,GRN,Green Party,2,0,0,2,0
Luzerne,WILKES BARRE CITY W 15,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 16,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WILKES BARRE CITY W 17,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,WILKES BARRE CITY W 18,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,WILKES BARRE CITY W 19,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,WILKES BARRE CITY W 20,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WILKES BARRE TWP W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WILKES BARRE TWP W 02,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,WRIGHT TWP D 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WRIGHT TWP D 02,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,WYOMING BORO W 01,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,WYOMING BORO W 02,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,WYOMING BORO W 03,STRAIGHT PARTY,,GRN,Green Party,1,0,0,1,0
Luzerne,YATESVILLE BORO,STRAIGHT PARTY,,GRN,Green Party,0,0,0,0,0
Luzerne,ASHLEY BORO W 01,STRAIGHT PARTY,,LIB,Libertarian,2,1,0,1,0
Luzerne,ASHLEY BORO W 02,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,AVOCA BORO W 01,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,AVOCA BORO W 02,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,AVOCA BORO W 03,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,BEAR CREEK TWP D 01,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,BEAR CREEK TWP D 02,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,BEAR CREEK TWP D 03,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,BEAR CREEK VLG BORO,STRAIGHT PARTY,,LIB,Libertarian,2,0,0,2,0
Luzerne,BLACK CREEK TWP D 01,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,BLACK CREEK TWP D 02,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,BUCK TWP,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,BUTLER TWP D 01,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
Luzerne,BUTLER TWP D 02,STRAIGHT PARTY,,LIB,Libertarian,0,0,0,0,0
