county,precinct,office,district,party,candidate,votes,absentee,election_day,mail,provisional
Bedford,0301 Bloomfield Township,State Treasurer,,DEM,Joe Torsella,61,4,41,16,0
Bedford,0401 Broad Top Township,State Treasurer,,DEM,Joe Torsella,137,2,83,49,3
Bedford,0501 Coaldale Borough,State Treasurer,,DEM,Joe Torsella,17,0,15,2,0
Bedford,0601 Colerain Township,State Treasurer,,DEM,Joe Torsella,110,4,58,48,0
Bedford,0701 Cumberland Valley Township,State Treasurer,,DEM,Joe Torsella,140,5,68,62,5
Bedford,0801 Everett Borough,State Treasurer,,DEM,Joe Torsella,133,6,70,55,2
Bedford,0901 Harrison Township,State Treasurer,,DEM,Joe Torsella,91,9,49,33,0
Bedford,1001 Hopewell Borough,State Treasurer,,DEM,Joe Torsella,18,5,12,1,0
Bedford,1101 Hopewell Township,State Treasurer,,DEM,Joe Torsella,154,7,71,75,1
Bedford,1201 Hyndman Borough,State Treasurer,,DEM,Joe Torsella,75,2,53,20,0
Bedford,1301 Juniata Township,State Treasurer,,DEM,Joe Torsella,107,5,60,41,1
Bedford,1401 Kimmel Township,State Treasurer,,DEM,Joe Torsella,151,7,79,65,0
Bedford,1501 King Township,State Treasurer,,DEM,Joe Torsella,60,4,33,22,1
Bedford,1601 Liberty Township,State Treasurer,,DEM,Joe Torsella,190,10,87,93,0
Bedford,1701 Lincoln Township,State Treasurer,,DEM,Joe Torsella,25,0,18,7,0
Bedford,1801 Londonderry Township,State Treasurer,,DEM,Joe Torsella,109,8,50,51,0
Bedford,1901 Mann Township,State Treasurer,,DEM,Joe Torsella,42,4,15,21,2
Bedford,2001 Manns Choice Borough,State Treasurer,,DEM,Joe Torsella,38,0,25,12,1
Bedford,2101 Monroe Township,State Treasurer,,DEM,Joe Torsella,83,2,46,35,0
Bedford,2201 Napier Township,State Treasurer,,DEM,Joe Torsella,190,5,78,107,0
Bedford,2301 New Paris Borough,State Treasurer,,DEM,Joe Torsella,22,1,13,8,0
Bedford,2401 Pleasantville Borough,State Treasurer,,DEM,Joe Torsella,9,0,4,5,0
Bedford,2501 East Providence Township,State Treasurer,,DEM,Joe Torsella,122,4,55,57,6
Bedford,2502 West Providence Township,State Treasurer,,DEM,Joe Torsella,230,17,71,139,3
Bedford,2601 Rainsburg Borough,State Treasurer,,DEM,Joe Torsella,9,0,5,4,0
Bedford,2701 Saxton Borough,State Treasurer,,DEM,Joe Torsella,74,4,40,29,1
Bedford,2801 Schellsburg Borough,State Treasurer,,DEM,Joe Torsella,32,2,16,14,0
Bedford,2901 Snake Spring Township,State Treasurer,,DEM,Joe Torsella,234,12,87,135,0
Bedford,3003 Southampton Township,State Treasurer,,DEM,Joe Torsella,56,7,21,27,1
Bedford,3101 St. Clairsville Borough,State Treasurer,,DEM,Joe Torsella,9,0,1,8,0
Bedford,3201 East St. Clair Township,State Treasurer,,DEM,Joe Torsella,272,10,94,164,4
Bedford,3202 West St. Clair Township,State Treasurer,,DEM,Joe Torsella,156,9,81,65,1
Bedford,3301 Pavia Township,State Treasurer,,DEM,Joe Torsella,17,0,10,6,1
Bedford,3401 Woodbury Borough,State Treasurer,,DEM,Joe Torsella,19,2,9,8,0
Bedford,3501 Woodbury Township,State Treasurer,,DEM,Joe Torsella,52,1,40,9,2
Bedford,3601 South Woodbury Township,State Treasurer,,DEM,Joe Torsella,116,3,69,43,1
Bedford,0101 Bedford Borough East Ward,State Treasurer,,REP,Stacy L. Garrity,584,24,454,101,5
Bedford,0102 Bedford Borough West Ward,State Treasurer,,REP,Stacy L. Garrity,594,18,466,103,7
Bedford,0201 Bedford Township No 1,State Treasurer,,REP,Stacy L. Garrity,1180,40,934,168,38
Bedford,0202 Bedford Township No 2,State Treasurer,,REP,Stacy L. Garrity,1289,62,941,275,11
Bedford,0301 Bloomfield Township,State Treasurer,,REP,Stacy L. Garrity,506,5,451,43,7
Bedford,0401 Broad Top Township,State Treasurer,,REP,Stacy L. Garrity,546,15,471,42,18
Bedford,0501 Coaldale Borough,State Treasurer,,REP,Stacy L. Garrity,46,0,44,2,0
Bedford,0601 Colerain Township,State Treasurer,,REP,Stacy L. Garrity,580,8,510,56,6
Bedford,0701 Cumberland Valley Township,State Treasurer,,REP,Stacy L. Garrity,700,15,608,62,15
Bedford,0801 Everett Borough,State Treasurer,,REP,Stacy L. Garrity,580,18,495,63,4
Bedford,0901 Harrison Township,State Treasurer,,REP,Stacy L. Garrity,419,14,358,38,9
Bedford,1001 Hopewell Borough,State Treasurer,,REP,Stacy L. Garrity,75,1,68,6,0
Bedford,1101 Hopewell Township,State Treasurer,,REP,Stacy L. Garrity,940,14,815,103,8
Bedford,1201 Hyndman Borough,State Treasurer,,REP,Stacy L. Garrity,349,4,329,10,6
Bedford,1301 Juniata Township,State Treasurer,,REP,Stacy L. Garrity,463,6,420,37,0
Bedford,1401 Kimmel Township,State Treasurer,,REP,Stacy L. Garrity,716,13,622,77,4
Bedford,1501 King Township,State Treasurer,,REP,Stacy L. Garrity,627,9,552,61,5
Bedford,1601 Liberty Township,State Treasurer,,REP,Stacy L. Garrity,656,14,557,76,9
Bedford,1701 Lincoln Township,State Treasurer,,REP,Stacy L. Garrity,221,3,210,6,2
Bedford,1801 Londonderry Township,State Treasurer,,REP,Stacy L. Garrity,843,17,747,65,14
Bedford,1901 Mann Township,State Treasurer,,REP,Stacy L. Garrity,273,8,243,20,2
Bedford,2001 Manns Choice Borough,State Treasurer,,REP,Stacy L. Garrity,111,1,101,8,1
Bedford,2101 Monroe Township,State Treasurer,,REP,Stacy L. Garrity,688,9,622,47,10
Bedford,2201 Napier Township,State Treasurer,,REP,Stacy L. Garrity,1082,25,905,144,8
Bedford,2301 New Paris Borough,State Treasurer,,REP,Stacy L. Garrity,60,1,53,4,2
Bedford,2401 Pleasantville Borough,State Treasurer,,REP,Stacy L. Garrity,88,1,82,3,2
Bedford,2501 East Providence Township,State Treasurer,,REP,Stacy L. Garrity,853,20,733,71,29
Bedford,2502 West Providence Township,State Treasurer,,REP,Stacy L. Garrity,1511,34,1173,259,45
Bedford,2601 Rainsburg Borough,State Treasurer,,REP,Stacy L. Garrity,45,1,40,3,1
Bedford,2701 Saxton Borough,State Treasurer,,REP,Stacy L. Garrity,223,4,205,10,4
Bedford,2801 Schellsburg Borough,State Treasurer,,REP,Stacy L. Garrity,141,2,129,7,3
Bedford,2901 Snake Spring Township,State Treasurer,,REP,Stacy L. Garrity,848,36,646,149,17
Bedford,3003 Southampton Township,State Treasurer,,REP,Stacy L. Garrity,416,9,377,26,4
Bedford,3101 St. Clairsville Borough,State Treasurer,,REP,Stacy L. Garrity,33,2,30,1,0
Bedford,3201 East St. Clair Township,State Treasurer,,REP,Stacy L. Garrity,1336,37,1133,152,14
Bedford,3202 West St. Clair Township,State Treasurer,,REP,Stacy L. Garrity,875,22,763,81,9
Bedford,3301 Pavia Township,State Treasurer,,REP,Stacy L. Garrity,151,5,129,11,6
Bedford,3401 Woodbury Borough,State Treasurer,,REP,Stacy L. Garrity,127,2,115,10,0
Bedford,3501 Woodbury Township,State Treasurer,,REP,Stacy L. Garrity,530,18,474,33,5
Bedford,3601 South Woodbury Township,State Treasurer,,REP,Stacy L. Garrity,963,24,873,53,13
Bedford,0101 Bedford Borough East Ward,State Treasurer,,LIB,Joe Soloski,21,0,16,5,0
Bedford,0102 Bedford Borough West Ward,State Treasurer,,LIB,Joe Soloski,13,0,7,6,0
Bedford,0201 Bedford Township No 1,State Treasurer,,LIB,Joe Soloski,21,2,14,5,0
Bedford,0202 Bedford Township No 2,State Treasurer,,LIB,Joe Soloski,33,3,26,3,1
Bedford,0301 Bloomfield Township,State Treasurer,,LIB,Joe Soloski,8,1,4,3,0
Bedford,0401 Broad Top Township,State Treasurer,,LIB,Joe Soloski,6,1,4,1,0
Bedford,0501 Coaldale Borough,State Treasurer,,LIB,Joe Soloski,1,0,1,0,0
Bedford,0601 Colerain Township,State Treasurer,,LIB,Joe Soloski,7,0,5,2,0
Bedford,0701 Cumberland Valley Township,State Treasurer,,LIB,Joe Soloski,21,1,17,3,0
Bedford,0801 Everett Borough,State Treasurer,,LIB,Joe Soloski,12,0,10,1,1
Bedford,0901 Harrison Township,State Treasurer,,LIB,Joe Soloski,12,0,12,0,0
Bedford,1001 Hopewell Borough,State Treasurer,,LIB,Joe Soloski,3,0,3,0,0
Bedford,1101 Hopewell Township,State Treasurer,,LIB,Joe Soloski,8,1,6,1,0
Bedford,1201 Hyndman Borough,State Treasurer,,LIB,Joe Soloski,7,1,6,0,0
Bedford,1301 Juniata Township,State Treasurer,,LIB,Joe Soloski,13,0,11,2,0
Bedford,1401 Kimmel Township,State Treasurer,,LIB,Joe Soloski,7,2,5,0,0
Bedford,1501 King Township,State Treasurer,,LIB,Joe Soloski,7,1,6,0,0
Bedford,1601 Liberty Township,State Treasurer,,LIB,Joe Soloski,8,1,7,0,0
Bedford,1701 Lincoln Township,State Treasurer,,LIB,Joe Soloski,1,0,1,0,0
Bedford,1801 Londonderry Township,State Treasurer,,LIB,Joe Soloski,5,1,4,0,0
Bedford,1901 Mann Township,State Treasurer,,LIB,Joe Soloski,3,0,3,0,0
Bedford,2001 Manns Choice Borough,State Treasurer,,LIB,Joe Soloski,4,0,4,0,0
Bedford,2101 Monroe Township,State Treasurer,,LIB,Joe Soloski,5,1,3,0,1
Bedford,2201 Napier Township,State Treasurer,,LIB,Joe Soloski,18,3,12,3,0
Bedford,2301 New Paris Borough,State Treasurer,,LIB,Joe Soloski,3,0,2,1,0
Bedford,2401 Pleasantville Borough,State Treasurer,,LIB,Joe Soloski,0,0,0,0,0
Bedford,2501 East Providence Township,State Treasurer,,LIB,Joe Soloski,15,0,12,3,0
Bedford,2502 West Providence Township,State Treasurer,,LIB,Joe Soloski,29,0,25,4,0
Bedford,2601 Rainsburg Borough,State Treasurer,,LIB,Joe Soloski,2,0,2,0,0
Bedford,2701 Saxton Borough,State Treasurer,,LIB,Joe Soloski,11,0,11,0,0
Bedford,2801 Schellsburg Borough,State Treasurer,,LIB,Joe Soloski,2,0,1,1,0
Bedford,2901 Snake Spring Township,State Treasurer,,LIB,Joe Soloski,16,0,14,2,0
Bedford,3003 Southampton Township,State Treasurer,,LIB,Joe Soloski,5,0,4,1,0
Bedford,3101 St. Clairsville Borough,State Treasurer,,LIB,Joe Soloski,0,0,0,0,0
Bedford,3201 East St. Clair Township,State Treasurer,,LIB,Joe Soloski,27,1,23,3,0
Bedford,3202 West St. Clair Township,State Treasurer,,LIB,Joe Soloski,9,0,7,2,0
Bedford,3301 Pavia Township,State Treasurer,,LIB,Joe Soloski,1,0,1,0,0
Bedford,3401 Woodbury Borough,State Treasurer,,LIB,Joe Soloski,3,1,2,0,0
Bedford,3501 Woodbury Township,State Treasurer,,LIB,Joe Soloski,5,0,4,1,0
Bedford,3601 South Woodbury Township,State Treasurer,,LIB,Joe Soloski,11,1,8,2,0
Bedford,0101 Bedford Borough East Ward,State Treasurer,,GRN,Timothy Runkle,4,1,2,1,0
Bedford,0102 Bedford Borough West Ward,State Treasurer,,GRN,Timothy Runkle,9,0,8,1,0
Bedford,0201 Bedford Township No 1,State Treasurer,,GRN,Timothy Runkle,17,1,9,5,2
Bedford,0202 Bedford Township No 2,State Treasurer,,GRN,Timothy Runkle,13,5,7,1,0
Bedford,0301 Bloomfield Township,State Treasurer,,GRN,Timothy Runkle,3,0,3,0,0
Bedford,0401 Broad Top Township,State Treasurer,,GRN,Timothy Runkle,6,0,5,1,0
Bedford,0501 Coaldale Borough,State Treasurer,,GRN,Timothy Runkle,0,0,0,0,0
Bedford,0601 Colerain Township,State Treasurer,,GRN,Timothy Runkle,5,0,4,1,0
Bedford,0701 Cumberland Valley Township,State Treasurer,,GRN,Timothy Runkle,11,1,8,2,0
Bedford,0801 Everett Borough,State Treasurer,,GRN,Timothy Runkle,4,1,1,2,0
Bedford,0901 Harrison Township,State Treasurer,,GRN,Timothy Runkle,0,0,0,0,0
Bedford,1001 Hopewell Borough,State Treasurer,,GRN,Timothy Runkle,0,0,0,0,0
Bedford,1101 Hopewell Township,State Treasurer,,GRN,Timothy Runkle,8,2,4,2,0
Bedford,1201 Hyndman Borough,State Treasurer,,GRN,Timothy Runkle,3,0,1,2,0
Bedford,1301 Juniata Township,State Treasurer,,GRN,Timothy Runkle,2,0,2,0,0
Bedford,1401 Kimmel Township,State Treasurer,,GRN,Timothy Runkle,6,1,5,0,0
Bedford,1501 King Township,State Treasurer,,GRN,Timothy Runkle,8,1,3,4,0
Bedford,1601 Liberty Township,State Treasurer,,GRN,Timothy Runkle,6,0,6,0,0
Bedford,1701 Lincoln Township,State Treasurer,,GRN,Timothy Runkle,1,0,0,1,0
Bedford,1801 Londonderry Township,State Treasurer,,GRN,Timothy Runkle,3,0,2,1,0
Bedford,1901 Mann Township,State Treasurer,,GRN,Timothy Runkle,2,0,2,0,0
Bedford,2001 Manns Choice Borough,State Treasurer,,GRN,Timothy Runkle,1,0,1,0,0
Bedford,2101 Monroe Township,State Treasurer,,GRN,Timothy Runkle,4,0,2,1,1
Bedford,2201 Napier Township,State Treasurer,,GRN,Timothy Runkle,4,0,3,1,0
Bedford,2301 New Paris Borough,State Treasurer,,GRN,Timothy Runkle,0,0,0,0,0
Bedford,2401 Pleasantville Borough,State Treasurer,,GRN,Timothy Runkle,0,0,0,0,0
Bedford,2501 East Providence Township,State Treasurer,,GRN,Timothy Runkle,4,0,4,0,0
Bedford,2502 West Providence Township,State Treasurer,,GRN,Timothy Runkle,11,0,5,6,0
Bedford,2601 Rainsburg Borough,State Treasurer,,GRN,Timothy Runkle,1,0,1,0,0
Bedford,2701 Saxton Borough,State Treasurer,,GRN,Timothy Runkle,0,0,0,0,0
Bedford,2801 Schellsburg Borough,State Treasurer,,GRN,Timothy Runkle,0,0,0,0,0
Bedford,2901 Snake Spring Township,State Treasurer,,GRN,Timothy Runkle,7,0,3,4,0
Bedford,3003 Southampton Township,State Treasurer,,GRN,Timothy Runkle,4,1,1,2,0
Bedford,3101 St. Clairsville Borough,State Treasurer,,GRN,Timothy Runkle,0,0,0,0,0
Bedford,3201 East St. Clair Township,State Treasurer,,GRN,Timothy Runkle,11,3,5,3,0
Bedford,3202 West St. Clair Township,State Treasurer,,GRN,Timothy Runkle,3,0,2,1,0
Bedford,3301 Pavia Township,State Treasurer,,GRN,Timothy Runkle,2,0,1,1,0
Bedford,3401 Woodbury Borough,State Treasurer,,GRN,Timothy Runkle,3,2,1,0,0
Bedford,3501 Woodbury Township,State Treasurer,,GRN,Timothy Runkle,1,0,0,1,0
Bedford,3601 South Woodbury Township,State Treasurer,,GRN,Timothy Runkle,0,0,0,0,0
Bedford,0101 Bedford Borough East Ward,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,0102 Bedford Borough West Ward,State Treasurer,,,Write-ins,1,0,1,0,0
Bedford,0201 Bedford Township No 1,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,0202 Bedford Township No 2,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,0301 Bloomfield Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,0401 Broad Top Township,State Treasurer,,,Write-ins,1,0,1,0,0
Bedford,0501 Coaldale Borough,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,0601 Colerain Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,0701 Cumberland Valley Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,0801 Everett Borough,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,0901 Harrison Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,1001 Hopewell Borough,State Treasurer,,,Write-ins,1,0,1,0,0
Bedford,1101 Hopewell Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,1201 Hyndman Borough,State Treasurer,,,Write-ins,1,1,0,0,0
Bedford,1301 Juniata Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,1401 Kimmel Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,1501 King Township,State Treasurer,,,Write-ins,1,0,1,0,0
Bedford,1601 Liberty Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,1701 Lincoln Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,1801 Londonderry Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,1901 Mann Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,2001 Manns Choice Borough,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,2101 Monroe Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,2201 Napier Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,2301 New Paris Borough,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,2401 Pleasantville Borough,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,2501 East Providence Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,2502 West Providence Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,2601 Rainsburg Borough,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,2701 Saxton Borough,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,2801 Schellsburg Borough,State Treasurer,,,Write-ins,1,0,1,0,0
Bedford,2901 Snake Spring Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,3003 Southampton Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,3101 St. Clairsville Borough,State Treasurer,,,Write-ins,1,0,0,1,0
Bedford,3201 East St. Clair Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,3202 West St. Clair Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,3301 Pavia Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,3401 Woodbury Borough,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,3501 Woodbury Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,3601 South Woodbury Township,State Treasurer,,,Write-ins,0,0,0,0,0
Bedford,0101 Bedford Borough East Ward,U.S. House,13,DEM,Todd Rowley,230,22,102,103,3
Bedford,0102 Bedford Borough West Ward,U.S. House,13,DEM,Todd Rowley,239,17,94,124,4
Bedford,0201 Bedford Township No 1,U.S. House,13,DEM,Todd Rowley,225,28,83,108,6
Bedford,0202 Bedford Township No 2,U.S. House,13,DEM,Todd Rowley,315,32,79,203,1
Bedford,0301 Bloomfield Township,U.S. House,13,DEM,Todd Rowley,52,4,32,16,0
Bedford,0401 Broad Top Township,U.S. House,13,DEM,Todd Rowley,126,3,75,46,2
Bedford,0501 Coaldale Borough,U.S. House,13,DEM,Todd Rowley,17,0,15,2,0
Bedford,0601 Colerain Township,U.S. House,13,DEM,Todd Rowley,114,4,58,52,0
Bedford,0701 Cumberland Valley Township,U.S. House,13,DEM,Todd Rowley,154,6,79,63,6
Bedford,0801 Everett Borough,U.S. House,13,DEM,Todd Rowley,134,8,69,56,1
Bedford,0901 Harrison Township,U.S. House,13,DEM,Todd Rowley,86,10,43,33,0
Bedford,1001 Hopewell Borough,U.S. House,13,DEM,Todd Rowley,16,5,10,1,0
Bedford,1101 Hopewell Township,U.S. House,13,DEM,Todd Rowley,144,8,67,69,0
Bedford,1201 Hyndman Borough,U.S. House,13,DEM,Todd Rowley,69,1,49,19,0
Bedford,1301 Juniata Township,U.S. House,13,DEM,Todd Rowley,99,5,54,40,0
Bedford,1401 Kimmel Township,U.S. House,13,DEM,Todd Rowley,141,6,76,59,0
Bedford,1501 King Township,U.S. House,13,DEM,Todd Rowley,53,5,24,23,1
Bedford,1601 Liberty Township,U.S. House,13,DEM,Todd Rowley,170,9,72,88,1
Bedford,1701 Lincoln Township,U.S. House,13,DEM,Todd Rowley,20,0,13,7,0
Bedford,1801 Londonderry Township,U.S. House,13,DEM,Todd Rowley,116,8,53,55,0
Bedford,1901 Mann Township,U.S. House,13,DEM,Todd Rowley,42,4,16,20,2
Bedford,2001 Manns Choice Borough,U.S. House,13,DEM,Todd Rowley,34,0,23,10,1
Bedford,2101 Monroe Township,U.S. House,13,DEM,Todd Rowley,86,2,47,37,0
Bedford,2201 Napier Township,U.S. House,13,DEM,Todd Rowley,177,7,67,103,0
Bedford,2301 New Paris Borough,U.S. House,13,DEM,Todd Rowley,21,1,11,9,0
Bedford,2401 Pleasantville Borough,U.S. House,13,DEM,Todd Rowley,13,0,9,4,0
Bedford,2501 East Providence Township,U.S. House,13,DEM,Todd Rowley,13,6,49,52,6
Bedford,2502 West Providence Township,U.S. House,13,DEM,Todd Rowley,39,18,74,42,5
Bedford,2601 Rainsburg Borough,U.S. House,13,DEM,Todd Rowley,8,0,4,4,0
Bedford,2701 Saxton Borough,U.S. House,13,DEM,Todd Rowley,68,4,37,26,1
Bedford,2801 Schellsburg Borough,U.S. House,13,DEM,Todd Rowley,26,1,11,14,0
Bedford,2901 Snake Spring Township,U.S. House,13,DEM,Todd Rowley,228,12,86,130,0
Bedford,3003 Southampton Township,U.S. House,13,DEM,Todd Rowley,53,6,16,30,1
Bedford,3101 St. Clairsville Borough,U.S. House,13,DEM,Todd Rowley,9,0,2,7,0
Bedford,3201 East St. Clair Township,U.S. House,13,DEM,Todd Rowley,271,10,99,158,4
Bedford,3202 West St. Clair Township,U.S. House,13,DEM,Todd Rowley,142,10,68,64,0
Bedford,3301 Pavia Township,U.S. House,13,DEM,Todd Rowley,19,0,11,7,1
Bedford,3401 Woodbury Borough,U.S. House,13,DEM,Todd Rowley,21,5,8,7,1
Bedford,3501 Woodbury Township,U.S. House,13,DEM,Todd Rowley,49,1,39,8,1
Bedford,3601 South Woodbury Township,U.S. House,13,DEM,Todd Rowley,95,4,48,41,2
Bedford,0101 Bedford Borough East Ward,U.S. House,13,REP,John Joyce,604,23,472,104,5
Bedford,0102 Bedford Borough West Ward,U.S. House,13,REP,John Joyce,619,18,488,106,7
Bedford,0201 Bedford Township No 1,U.S. House,13,REP,John Joyce,1220,41,970,169,40
Bedford,0202 Bedford Township No 2,U.S. House,13,REP,John Joyce,1341,66,981,282,12
Bedford,0301 Bloomfield Township,U.S. House,13,REP,John Joyce,529,6,470,46,7
Bedford,0401 Broad Top Township,U.S. House,13,REP,John Joyce,571,15,488,49,19
Bedford,0501 Coaldale Borough,U.S. House,13,REP,John Joyce,47,0,45,2,0
Bedford,0601 Colerain Township,U.S. House,13,REP,John Joyce,598,9,525,57,7
Bedford,0701 Cumberland Valley Township,U.S. House,13,REP,John Joyce,727,16,633,64,14
Bedford,0801 Everett Borough,U.S. House,13,REP,John Joyce,596,18,508,64,6
Bedford,0901 Harrison Township,U.S. House,13,REP,John Joyce,436,13,372,40,11
Bedford,1001 Hopewell Borough,U.S. House,13,REP,John Joyce,82,1,75,6,0
Bedford,1101 Hopewell Township,U.S. House,13,REP,John Joyce,965,16,828,112,9
Bedford,1201 Hyndman Borough,U.S. House,13,REP,John Joyce,368,6,344,12,6
Bedford,1301 Juniata Township,U.S. House,13,REP,John Joyce,489,6,442,40,1
Bedford,1401 Kimmel Township,U.S. House,13,REP,John Joyce,751,18,644,85,4
Bedford,1501 King Township,U.S. House,13,REP,John Joyce,662,12,580,65,5
Bedford,1601 Liberty Township,U.S. House,13,REP,John Joyce,695,16,587,84,8
Bedford,1701 Lincoln Township,U.S. House,13,REP,John Joyce,227,3,215,7,2
Bedford,1801 Londonderry Township,U.S. House,13,REP,John Joyce,851,18,755,64,14
Bedford,1901 Mann Township,U.S. House,13,REP,John Joyce,283,8,250,23,2
Bedford,2001 Manns Choice Borough,U.S. House,13,REP,John Joyce,120,1,108,10,1
Bedford,2101 Monroe Township,U.S. House,13,REP,John Joyce,696,10,628,46,12
Bedford,2201 Napier Township,U.S. House,13,REP,John Joyce,1128,26,939,155,8
Bedford,2301 New Paris Borough,U.S. House,13,REP,John Joyce,65,1,58,4,2
Bedford,2401 Pleasantville Borough,U.S. House,13,REP,John Joyce,85,1,77,5,2
Bedford,2501 East Providence Township,U.S. House,13,REP,John Joyce,888,18,758,83,29
Bedford,2502 West Providence Township,U.S. House,13,REP,John Joyce,1552,33,1205,271,43
Bedford,2601 Rainsburg Borough,U.S. House,13,REP,John Joyce,50,1,45,3,1
Bedford,2701 Saxton Borough,U.S. House,13,REP,John Joyce,243,4,222,13,4
Bedford,2801 Schellsburg Borough,U.S. House,13,REP,John Joyce,150,3,136,8,3
Bedford,2901 Snake Spring Township,U.S. House,13,REP,John Joyce,880,36,663,164,17
Bedford,3003 Southampton Township,U.S. House,13,REP,John Joyce,434,11,391,27,5
Bedford,3101 St. Clairsville Borough,U.S. House,13,REP,John Joyce,35,2,30,3,0
Bedford,3201 East St. Clair Township,U.S. House,13,REP,John Joyce,1384,40,1160,170,14
Bedford,3202 West St. Clair Township,U.S. House,13,REP,John Joyce,902,21,783,88,10
Bedford,3301 Pavia Township,U.S. House,13,REP,John Joyce,152,5,130,11,6
Bedford,3401 Woodbury Borough,U.S. House,13,REP,John Joyce,134,2,121,11,0
Bedford,3501 Woodbury Township,U.S. House,13,REP,John Joyce,545,18,484,37,6
Bedford,3601 South Woodbury Township,U.S. House,13,REP,John Joyce,998,24,905,57,12
Bedford,0101 Bedford Borough East Ward,U.S. House,13,,Write-ins,5,0,4,1,0
Bedford,0102 Bedford Borough West Ward,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,0201 Bedford Township No 1,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,0202 Bedford Township No 2,U.S. House,13,,Write-ins,1,0,1,0,0
Bedford,0301 Bloomfield Township,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,0401 Broad Top Township,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,0501 Coaldale Borough,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,0601 Colerain Township,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,0701 Cumberland Valley Township,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,0801 Everett Borough,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,0901 Harrison Township,U.S. House,13,,Write-ins,4,0,4,0,0
Bedford,1001 Hopewell Borough,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,1101 Hopewell Township,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,1201 Hyndman Borough,U.S. House,13,,Write-ins,1,1,0,0,0
Bedford,1301 Juniata Township,U.S. House,13,,Write-ins,1,0,0,1,0
Bedford,1401 Kimmel Township,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,1501 King Township,U.S. House,13,,Write-ins,1,0,1,0,0
Bedford,1601 Liberty Township,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,1701 Lincoln Township,U.S. House,13,,Write-ins,1,0,1,0,0
Bedford,1801 Londonderry Township,U.S. House,13,,Write-ins,1,0,1,0,0
Bedford,1901 Mann Township,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,2001 Manns Choice Borough,U.S. House,13,,Write-ins,1,0,1,0,0
Bedford,2101 Monroe Township,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,2201 Napier Township,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,2301 New Paris Borough,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,2401 Pleasantville Borough,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,2501 East Providence Township,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,2502 West Providence Township,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,2601 Rainsburg Borough,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,2701 Saxton Borough,U.S. House,13,,Write-ins,0,0,0,0,0
Bedford,2801 Schellsburg Borough,U.S. House,13,,Write-ins,1,0,1,0,0
Bedford,2901 Snake Spring Township,U.S. House,13,,Write-ins,2,0,2,0,0
