county,precinct,precinct_name,office,district,candidate,party,votes
Lehigh,11702,Allentown 17th Ward 2nd District,Auditor General,,Olivia Faison,Gre,5
Lehigh,11703,Allentown 17th Ward 3rd District,Auditor General,,Nina Ahmad,Dem,436
Lehigh,11703,Allentown 17th Ward 3rd District,Auditor General,,Timothy DeFoor,Rep,316
Lehigh,11703,Allentown 17th Ward 3rd District,Auditor General,,Jennifer Moore,Lib,13
Lehigh,11703,Allentown 17th Ward 3rd District,Auditor General,,Olivia Faison,Gre,9
Lehigh,11704,Allentown 17th Ward 4th District,Auditor General,,Nina Ahmad,Dem,325
Lehigh,11704,Allentown 17th Ward 4th District,Auditor General,,Timothy DeFoor,Rep,226
Lehigh,11704,Allentown 17th Ward 4th District,Auditor General,,Jennifer Moore,Lib,18
Lehigh,11704,Allentown 17th Ward 4th District,Auditor General,,Olivia Faison,Gre,6
Lehigh,011704P,Allentown 17th Ward 4th District Parkland,Auditor General,,Nina Ahmad,Dem,881
Lehigh,011704P,Allentown 17th Ward 4th District Parkland,Auditor General,,Timothy DeFoor,Rep,653
Lehigh,011704P,Allentown 17th Ward 4th District Parkland,Auditor General,,Jennifer Moore,Lib,32
Lehigh,011704P,Allentown 17th Ward 4th District Parkland,Auditor General,,Olivia Faison,Gre,16
Lehigh,11801,Allentown 18th Ward 1st District,Auditor General,,Nina Ahmad,Dem,460
Lehigh,11801,Allentown 18th Ward 1st District,Auditor General,,Timothy DeFoor,Rep,252
Lehigh,11801,Allentown 18th Ward 1st District,Auditor General,,Jennifer Moore,Lib,24
Lehigh,11801,Allentown 18th Ward 1st District,Auditor General,,Olivia Faison,Gre,12
Lehigh,11802,Allentown 18th Ward 2nd District,Auditor General,,Nina Ahmad,Dem,550
Lehigh,11802,Allentown 18th Ward 2nd District,Auditor General,,Timothy DeFoor,Rep,382
Lehigh,11802,Allentown 18th Ward 2nd District,Auditor General,,Jennifer Moore,Lib,31
Lehigh,11802,Allentown 18th Ward 2nd District,Auditor General,,Olivia Faison,Gre,6
Lehigh,11901,Allentown 19th Ward 1st District,Auditor General,,Nina Ahmad,Dem,337
Lehigh,11901,Allentown 19th Ward 1st District,Auditor General,,Timothy DeFoor,Rep,219
Lehigh,11901,Allentown 19th Ward 1st District,Auditor General,,Jennifer Moore,Lib,15
Lehigh,11901,Allentown 19th Ward 1st District,Auditor General,,Olivia Faison,Gre,6
Lehigh,11902,Allentown 19th Ward 2nd District,Auditor General,,Nina Ahmad,Dem,652
Lehigh,11902,Allentown 19th Ward 2nd District,Auditor General,,Timothy DeFoor,Rep,260
Lehigh,11902,Allentown 19th Ward 2nd District,Auditor General,,Jennifer Moore,Lib,43
Lehigh,11902,Allentown 19th Ward 2nd District,Auditor General,,Olivia Faison,Gre,14
Lehigh,11903,Allentown 19th Ward 3rd District,Auditor General,,Nina Ahmad,Dem,319
Lehigh,11903,Allentown 19th Ward 3rd District,Auditor General,,Timothy DeFoor,Rep,234
Lehigh,11903,Allentown 19th Ward 3rd District,Auditor General,,Jennifer Moore,Lib,17
Lehigh,11903,Allentown 19th Ward 3rd District,Auditor General,,Olivia Faison,Gre,13
Lehigh,11904,Allentown 19th Ward 4th District,Auditor General,,Nina Ahmad,Dem,487
Lehigh,11904,Allentown 19th Ward 4th District,Auditor General,,Timothy DeFoor,Rep,222
Lehigh,11904,Allentown 19th Ward 4th District,Auditor General,,Jennifer Moore,Lib,29
Lehigh,11904,Allentown 19th Ward 4th District,Auditor General,,Olivia Faison,Gre,12
Lehigh,11905,Allentown 19th Ward 5th District,Auditor General,,Nina Ahmad,Dem,486
Lehigh,11905,Allentown 19th Ward 5th District,Auditor General,,Timothy DeFoor,Rep,376
Lehigh,11905,Allentown 19th Ward 5th District,Auditor General,,Jennifer Moore,Lib,42
Lehigh,11905,Allentown 19th Ward 5th District,Auditor General,,Olivia Faison,Gre,14
Lehigh,11906,Allentown 19th Ward 6th District,Auditor General,,Nina Ahmad,Dem,868
Lehigh,11906,Allentown 19th Ward 6th District,Auditor General,,Timothy DeFoor,Rep,428
Lehigh,11906,Allentown 19th Ward 6th District,Auditor General,,Jennifer Moore,Lib,52
Lehigh,11906,Allentown 19th Ward 6th District,Auditor General,,Olivia Faison,Gre,25
Lehigh,21001,Bethlehem 10th Ward 1st District,Auditor General,,Nina Ahmad,Dem,543
Lehigh,21001,Bethlehem 10th Ward 1st District,Auditor General,,Timothy DeFoor,Rep,219
Lehigh,21001,Bethlehem 10th Ward 1st District,Auditor General,,Jennifer Moore,Lib,37
Lehigh,21001,Bethlehem 10th Ward 1st District,Auditor General,,Olivia Faison,Gre,14
Lehigh,21101,Bethlehem 11th Ward 1st District,Auditor General,,Nina Ahmad,Dem,387
Lehigh,21101,Bethlehem 11th Ward 1st District,Auditor General,,Timothy DeFoor,Rep,192
Lehigh,21101,Bethlehem 11th Ward 1st District,Auditor General,,Jennifer Moore,Lib,28
Lehigh,21101,Bethlehem 11th Ward 1st District,Auditor General,,Olivia Faison,Gre,20
Lehigh,21201,Bethlehem 12th Ward 1st District,Auditor General,,Nina Ahmad,Dem,394
Lehigh,21201,Bethlehem 12th Ward 1st District,Auditor General,,Timothy DeFoor,Rep,164
Lehigh,21201,Bethlehem 12th Ward 1st District,Auditor General,,Jennifer Moore,Lib,29
Lehigh,21201,Bethlehem 12th Ward 1st District,Auditor General,,Olivia Faison,Gre,14
Lehigh,21202,Bethlehem 12th Ward 2nd District,Auditor General,,Nina Ahmad,Dem,435
Lehigh,21202,Bethlehem 12th Ward 2nd District,Auditor General,,Timothy DeFoor,Rep,200
Lehigh,21202,Bethlehem 12th Ward 2nd District,Auditor General,,Jennifer Moore,Lib,19
Lehigh,21202,Bethlehem 12th Ward 2nd District,Auditor General,,Olivia Faison,Gre,18
Lehigh,21301,Bethlehem 13th Ward 1st District,Auditor General,,Nina Ahmad,Dem,763
Lehigh,21301,Bethlehem 13th Ward 1st District,Auditor General,,Timothy DeFoor,Rep,390
Lehigh,21301,Bethlehem 13th Ward 1st District,Auditor General,,Jennifer Moore,Lib,43
Lehigh,21301,Bethlehem 13th Ward 1st District,Auditor General,,Olivia Faison,Gre,16
Lehigh,21302,Bethlehem 13th Ward 2nd District,Auditor General,,Nina Ahmad,Dem,467
Lehigh,21302,Bethlehem 13th Ward 2nd District,Auditor General,,Timothy DeFoor,Rep,290
Lehigh,21302,Bethlehem 13th Ward 2nd District,Auditor General,,Jennifer Moore,Lib,28
Lehigh,21302,Bethlehem 13th Ward 2nd District,Auditor General,,Olivia Faison,Gre,14
Lehigh,21303,Bethlehem 13th Ward 3rd District,Auditor General,,Nina Ahmad,Dem,558
Lehigh,21303,Bethlehem 13th Ward 3rd District,Auditor General,,Timothy DeFoor,Rep,430
Lehigh,21303,Bethlehem 13th Ward 3rd District,Auditor General,,Jennifer Moore,Lib,27
Lehigh,21303,Bethlehem 13th Ward 3rd District,Auditor General,,Olivia Faison,Gre,9
Lehigh,21304,Bethlehem 13th Ward 4th District,Auditor General,,Nina Ahmad,Dem,602
Lehigh,21304,Bethlehem 13th Ward 4th District,Auditor General,,Timothy DeFoor,Rep,434
Lehigh,21304,Bethlehem 13th Ward 4th District,Auditor General,,Jennifer Moore,Lib,39
Lehigh,21304,Bethlehem 13th Ward 4th District,Auditor General,,Olivia Faison,Gre,12
Lehigh,21305,Bethlehem 13th Ward 5th District,Auditor General,,Nina Ahmad,Dem,481
Lehigh,21305,Bethlehem 13th Ward 5th District,Auditor General,,Timothy DeFoor,Rep,308
Lehigh,21305,Bethlehem 13th Ward 5th District,Auditor General,,Jennifer Moore,Lib,27
Lehigh,21305,Bethlehem 13th Ward 5th District,Auditor General,,Olivia Faison,Gre,23
Lehigh,21306,Bethlehem 13th Ward 6th District,Auditor General,,Nina Ahmad,Dem,370
Lehigh,21306,Bethlehem 13th Ward 6th District,Auditor General,,Timothy DeFoor,Rep,303
Lehigh,21306,Bethlehem 13th Ward 6th District,Auditor General,,Jennifer Moore,Lib,20
Lehigh,21306,Bethlehem 13th Ward 6th District,Auditor General,,Olivia Faison,Gre,7
Lehigh,21307,Bethlehem 13th Ward 7th District,Auditor General,,Nina Ahmad,Dem,528
Lehigh,21307,Bethlehem 13th Ward 7th District,Auditor General,,Timothy DeFoor,Rep,299
Lehigh,21307,Bethlehem 13th Ward 7th District,Auditor General,,Jennifer Moore,Lib,35
Lehigh,21307,Bethlehem 13th Ward 7th District,Auditor General,,Olivia Faison,Gre,15
Lehigh,21308,Bethlehem 13th Ward 8th District,Auditor General,,Nina Ahmad,Dem,492
Lehigh,21308,Bethlehem 13th Ward 8th District,Auditor General,,Timothy DeFoor,Rep,367
Lehigh,21308,Bethlehem 13th Ward 8th District,Auditor General,,Jennifer Moore,Lib,35
Lehigh,21308,Bethlehem 13th Ward 8th District,Auditor General,,Olivia Faison,Gre,12
Lehigh,30101,Alburtis,Auditor General,,Nina Ahmad,Dem,596
Lehigh,30101,Alburtis,Auditor General,,Timothy DeFoor,Rep,698
Lehigh,30101,Alburtis,Auditor General,,Jennifer Moore,Lib,66
Lehigh,30101,Alburtis,Auditor General,,Olivia Faison,Gre,21
Lehigh,40101,Catasauqua 1st District,Auditor General,,Nina Ahmad,Dem,503
Lehigh,40101,Catasauqua 1st District,Auditor General,,Timothy DeFoor,Rep,380
Lehigh,40101,Catasauqua 1st District,Auditor General,,Jennifer Moore,Lib,55
Lehigh,40101,Catasauqua 1st District,Auditor General,,Olivia Faison,Gre,21
Lehigh,40102,Catasauqua 2nd District,Auditor General,,Nina Ahmad,Dem,449
Lehigh,40102,Catasauqua 2nd District,Auditor General,,Timothy DeFoor,Rep,516
Lehigh,40102,Catasauqua 2nd District,Auditor General,,Jennifer Moore,Lib,44
Lehigh,40102,Catasauqua 2nd District,Auditor General,,Olivia Faison,Gre,13
Lehigh,40103,Catasauqua 3rd District,Auditor General,,Nina Ahmad,Dem,490
Lehigh,40103,Catasauqua 3rd District,Auditor General,,Timothy DeFoor,Rep,515
Lehigh,40103,Catasauqua 3rd District,Auditor General,,Jennifer Moore,Lib,33
Lehigh,40103,Catasauqua 3rd District,Auditor General,,Olivia Faison,Gre,20
Lehigh,50101,Coopersburg,Auditor General,,Nina Ahmad,Dem,626
Lehigh,50101,Coopersburg,Auditor General,,Timothy DeFoor,Rep,782
Lehigh,50101,Coopersburg,Auditor General,,Jennifer Moore,Lib,52
Lehigh,50101,Coopersburg,Auditor General,,Olivia Faison,Gre,22
Lehigh,60101,Coplay 1st District,Auditor General,,Nina Ahmad,Dem,350
Lehigh,60101,Coplay 1st District,Auditor General,,Timothy DeFoor,Rep,375
Lehigh,60101,Coplay 1st District,Auditor General,,Jennifer Moore,Lib,36
Lehigh,60101,Coplay 1st District,Auditor General,,Olivia Faison,Gre,7
Lehigh,60102,Coplay 2nd District,Auditor General,,Nina Ahmad,Dem,445
Lehigh,60102,Coplay 2nd District,Auditor General,,Timothy DeFoor,Rep,445
Lehigh,60102,Coplay 2nd District,Auditor General,,Jennifer Moore,Lib,43
Lehigh,60102,Coplay 2nd District,Auditor General,,Olivia Faison,Gre,16
Lehigh,70101,Emmaus 1st District,Auditor General,,Nina Ahmad,Dem,514
Lehigh,70101,Emmaus 1st District,Auditor General,,Timothy DeFoor,Rep,448
Lehigh,70101,Emmaus 1st District,Auditor General,,Jennifer Moore,Lib,54
Lehigh,70101,Emmaus 1st District,Auditor General,,Olivia Faison,Gre,17
Lehigh,70102,Emmaus 2nd District,Auditor General,,Nina Ahmad,Dem,498
Lehigh,70102,Emmaus 2nd District,Auditor General,,Timothy DeFoor,Rep,469
Lehigh,70102,Emmaus 2nd District,Auditor General,,Jennifer Moore,Lib,44
Lehigh,70102,Emmaus 2nd District,Auditor General,,Olivia Faison,Gre,8
Lehigh,70103,Emmaus 3rd District,Auditor General,,Nina Ahmad,Dem,590
Lehigh,70103,Emmaus 3rd District,Auditor General,,Timothy DeFoor,Rep,660
Lehigh,70103,Emmaus 3rd District,Auditor General,,Jennifer Moore,Lib,58
Lehigh,70103,Emmaus 3rd District,Auditor General,,Olivia Faison,Gre,11
Lehigh,70104,Emmaus 4th District,Auditor General,,Nina Ahmad,Dem,628
Lehigh,70104,Emmaus 4th District,Auditor General,,Timothy DeFoor,Rep,540
Lehigh,70104,Emmaus 4th District,Auditor General,,Jennifer Moore,Lib,38
Lehigh,70104,Emmaus 4th District,Auditor General,,Olivia Faison,Gre,12
Lehigh,70105,Emmaus 5th District,Auditor General,,Nina Ahmad,Dem,294
Lehigh,70105,Emmaus 5th District,Auditor General,,Timothy DeFoor,Rep,319
Lehigh,70105,Emmaus 5th District,Auditor General,,Jennifer Moore,Lib,24
Lehigh,70105,Emmaus 5th District,Auditor General,,Olivia Faison,Gre,8
Lehigh,70106,Emmaus 6th District,Auditor General,,Nina Ahmad,Dem,562
Lehigh,70106,Emmaus 6th District,Auditor General,,Timothy DeFoor,Rep,534
Lehigh,70106,Emmaus 6th District,Auditor General,,Jennifer Moore,Lib,52
Lehigh,70106,Emmaus 6th District,Auditor General,,Olivia Faison,Gre,16
Lehigh,80101,Fountain Hill 1st District,Auditor General,,Nina Ahmad,Dem,557
Lehigh,80101,Fountain Hill 1st District,Auditor General,,Timothy DeFoor,Rep,252
Lehigh,80101,Fountain Hill 1st District,Auditor General,,Jennifer Moore,Lib,39
Lehigh,80101,Fountain Hill 1st District,Auditor General,,Olivia Faison,Gre,21
Lehigh,80102,Fountain Hill 2nd District,Auditor General,,Nina Ahmad,Dem,410
Lehigh,80102,Fountain Hill 2nd District,Auditor General,,Timothy DeFoor,Rep,223
Lehigh,80102,Fountain Hill 2nd District,Auditor General,,Jennifer Moore,Lib,26
Lehigh,80102,Fountain Hill 2nd District,Auditor General,,Olivia Faison,Gre,8
Lehigh,80103,Fountain Hill 3rd District,Auditor General,,Nina Ahmad,Dem,400
Lehigh,80103,Fountain Hill 3rd District,Auditor General,,Timothy DeFoor,Rep,225
Lehigh,80103,Fountain Hill 3rd District,Auditor General,,Jennifer Moore,Lib,18
Lehigh,80103,Fountain Hill 3rd District,Auditor General,,Olivia Faison,Gre,11
Lehigh,90101,Macungie,Auditor General,,Nina Ahmad,Dem,864
Lehigh,90101,Macungie,Auditor General,,Timothy DeFoor,Rep,866
Lehigh,90101,Macungie,Auditor General,,Jennifer Moore,Lib,80
Lehigh,90101,Macungie,Auditor General,,Olivia Faison,Gre,19
Lehigh,100101,Slatington 1st District,Auditor General,,Nina Ahmad,Dem,198
Lehigh,100101,Slatington 1st District,Auditor General,,Timothy DeFoor,Rep,305
Lehigh,100101,Slatington 1st District,Auditor General,,Jennifer Moore,Lib,34
Lehigh,100101,Slatington 1st District,Auditor General,,Olivia Faison,Gre,7
Lehigh,100102,Slatington 2nd District,Auditor General,,Nina Ahmad,Dem,154
Lehigh,100102,Slatington 2nd District,Auditor General,,Timothy DeFoor,Rep,281
Lehigh,100102,Slatington 2nd District,Auditor General,,Jennifer Moore,Lib,25
Lehigh,100102,Slatington 2nd District,Auditor General,,Olivia Faison,Gre,6
Lehigh,100103,Slatington 3rd District,Auditor General,,Nina Ahmad,Dem,308
Lehigh,100103,Slatington 3rd District,Auditor General,,Timothy DeFoor,Rep,492
Lehigh,100103,Slatington 3rd District,Auditor General,,Jennifer Moore,Lib,52
Lehigh,100103,Slatington 3rd District,Auditor General,,Olivia Faison,Gre,14
Lehigh,110101,Hanover,Auditor General,,Nina Ahmad,Dem,388
Lehigh,110101,Hanover,Auditor General,,Timothy DeFoor,Rep,294
Lehigh,110101,Hanover,Auditor General,,Jennifer Moore,Lib,25
Lehigh,110101,Hanover,Auditor General,,Olivia Faison,Gre,6
Lehigh,120101,Heidelberg,Auditor General,,Nina Ahmad,Dem,527
Lehigh,120101,Heidelberg,Auditor General,,Timothy DeFoor,Rep,1281
Lehigh,120101,Heidelberg,Auditor General,,Jennifer Moore,Lib,72
Lehigh,120101,Heidelberg,Auditor General,,Olivia Faison,Gre,26
Lehigh,130101,Lower Macungie 1st District,Auditor General,,Nina Ahmad,Dem,983
Lehigh,130101,Lower Macungie 1st District,Auditor General,,Timothy DeFoor,Rep,1105
Lehigh,130101,Lower Macungie 1st District,Auditor General,,Jennifer Moore,Lib,65
Lehigh,130101,Lower Macungie 1st District,Auditor General,,Olivia Faison,Gre,25
Lehigh,130102,Lower Macungie 2nd District,Auditor General,,Nina Ahmad,Dem,1623
Lehigh,130102,Lower Macungie 2nd District,Auditor General,,Timothy DeFoor,Rep,1905
Lehigh,130102,Lower Macungie 2nd District,Auditor General,,Jennifer Moore,Lib,91
Lehigh,130102,Lower Macungie 2nd District,Auditor General,,Olivia Faison,Gre,38
Lehigh,130103,Lower Macungie 3rd District,Auditor General,,Nina Ahmad,Dem,794
Lehigh,130103,Lower Macungie 3rd District,Auditor General,,Timothy DeFoor,Rep,932
Lehigh,130103,Lower Macungie 3rd District,Auditor General,,Jennifer Moore,Lib,51
Lehigh,130103,Lower Macungie 3rd District,Auditor General,,Olivia Faison,Gre,13
Lehigh,130104,Lower Macungie 4th District,Auditor General,,Nina Ahmad,Dem,746
Lehigh,130104,Lower Macungie 4th District,Auditor General,,Timothy DeFoor,Rep,890
Lehigh,130104,Lower Macungie 4th District,Auditor General,,Jennifer Moore,Lib,64
Lehigh,130104,Lower Macungie 4th District,Auditor General,,Olivia Faison,Gre,23
Lehigh,130105,Lower Macungie 5th District,Auditor General,,Nina Ahmad,Dem,580
Lehigh,130105,Lower Macungie 5th District,Auditor General,,Timothy DeFoor,Rep,733
Lehigh,130105,Lower Macungie 5th District,Auditor General,,Jennifer Moore,Lib,28
Lehigh,130105,Lower Macungie 5th District,Auditor General,,Olivia Faison,Gre,9
Lehigh,130106,Lower Macungie 6th District,Auditor General,,Nina Ahmad,Dem,1310
Lehigh,130106,Lower Macungie 6th District,Auditor General,,Timothy DeFoor,Rep,1363
Lehigh,130106,Lower Macungie 6th District,Auditor General,,Jennifer Moore,Lib,97
Lehigh,130106,Lower Macungie 6th District,Auditor General,,Olivia Faison,Gre,34
Lehigh,130107,Lower Macungie 7th District,Auditor General,,Nina Ahmad,Dem,801
Lehigh,130107,Lower Macungie 7th District,Auditor General,,Timothy DeFoor,Rep,817
Lehigh,130107,Lower Macungie 7th District,Auditor General,,Jennifer Moore,Lib,36
Lehigh,130107,Lower Macungie 7th District,Auditor General,,Olivia Faison,Gre,15
Lehigh,130108,Lower Macungie 8th District,Auditor General,,Nina Ahmad,Dem,639
Lehigh,130108,Lower Macungie 8th District,Auditor General,,Timothy DeFoor,Rep,764
Lehigh,130108,Lower Macungie 8th District,Auditor General,,Jennifer Moore,Lib,32
Lehigh,130108,Lower Macungie 8th District,Auditor General,,Olivia Faison,Gre,15
Lehigh,130109,Lower Macungie 9th District,Auditor General,,Nina Ahmad,Dem,528
Lehigh,130109,Lower Macungie 9th District,Auditor General,,Timothy DeFoor,Rep,588
Lehigh,130109,Lower Macungie 9th District,Auditor General,,Jennifer Moore,Lib,23
Lehigh,130109,Lower Macungie 9th District,Auditor General,,Olivia Faison,Gre,7
Lehigh,130110,Lower Macungie 10th District,Auditor General,,Nina Ahmad,Dem,813
Lehigh,130110,Lower Macungie 10th District,Auditor General,,Timothy DeFoor,Rep,1005
Lehigh,130110,Lower Macungie 10th District,Auditor General,,Jennifer Moore,Lib,44
Lehigh,130110,Lower Macungie 10th District,Auditor General,,Olivia Faison,Gre,11
Lehigh,140101,Lower Milford,Auditor General,,Nina Ahmad,Dem,863
Lehigh,140101,Lower Milford,Auditor General,,Timothy DeFoor,Rep,1554
Lehigh,140101,Lower Milford,Auditor General,,Jennifer Moore,Lib,69
Lehigh,140101,Lower Milford,Auditor General,,Olivia Faison,Gre,21
Lehigh,150101,Lowhill,Auditor General,,Nina Ahmad,Dem,467
Lehigh,150101,Lowhill,Auditor General,,Timothy DeFoor,Rep,942
Lehigh,150101,Lowhill,Auditor General,,Jennifer Moore,Lib,49
Lehigh,150101,Lowhill,Auditor General,,Olivia Faison,Gre,15
Lehigh,160101,Lynn New Tripoli District,Auditor General,,Nina Ahmad,Dem,469
Lehigh,160101,Lynn New Tripoli District,Auditor General,,Timothy DeFoor,Rep,972
Lehigh,160101,Lynn New Tripoli District,Auditor General,,Jennifer Moore,Lib,59
Lehigh,160101,Lynn New Tripoli District,Auditor General,,Olivia Faison,Gre,22
Lehigh,160102,Lynn Lynnville District,Auditor General,,Nina Ahmad,Dem,123
Lehigh,160102,Lynn Lynnville District,Auditor General,,Timothy DeFoor,Rep,297
Lehigh,160102,Lynn Lynnville District,Auditor General,,Jennifer Moore,Lib,20
Lehigh,160102,Lynn Lynnville District,Auditor General,,Olivia Faison,Gre,6
Lehigh,160103,Lynn Jacksonville District,Auditor General,,Nina Ahmad,Dem,150
Lehigh,160103,Lynn Jacksonville District,Auditor General,,Timothy DeFoor,Rep,441
Lehigh,160103,Lynn Jacksonville District,Auditor General,,Jennifer Moore,Lib,20
Lehigh,160103,Lynn Jacksonville District,Auditor General,,Olivia Faison,Gre,11
Lehigh,170101,North Whitehall 1st District,Auditor General,,Nina Ahmad,Dem,850
Lehigh,170101,North Whitehall 1st District,Auditor General,,Timothy DeFoor,Rep,1342
Lehigh,170101,North Whitehall 1st District,Auditor General,,Jennifer Moore,Lib,66
Lehigh,170101,North Whitehall 1st District,Auditor General,,Olivia Faison,Gre,23
Lehigh,170102,North Whitehall 2nd District,Auditor General,,Nina Ahmad,Dem,750
Lehigh,170102,North Whitehall 2nd District,Auditor General,,Timothy DeFoor,Rep,1277
Lehigh,170102,North Whitehall 2nd District,Auditor General,,Jennifer Moore,Lib,69
Lehigh,170102,North Whitehall 2nd District,Auditor General,,Olivia Faison,Gre,12
Lehigh,170103,North Whitehall 3rd District,Auditor General,,Nina Ahmad,Dem,410
Lehigh,170103,North Whitehall 3rd District,Auditor General,,Timothy DeFoor,Rep,688
Lehigh,170103,North Whitehall 3rd District,Auditor General,,Jennifer Moore,Lib,30
Lehigh,170103,North Whitehall 3rd District,Auditor General,,Olivia Faison,Gre,13
Lehigh,170104,North Whitehall 4th District,Auditor General,,Nina Ahmad,Dem,539
Lehigh,170104,North Whitehall 4th District,Auditor General,,Timothy DeFoor,Rep,941
Lehigh,170104,North Whitehall 4th District,Auditor General,,Jennifer Moore,Lib,51
Lehigh,170104,North Whitehall 4th District,Auditor General,,Olivia Faison,Gre,12
Lehigh,170105,North Whitehall 5th District,Auditor General,,Nina Ahmad,Dem,457
Lehigh,170105,North Whitehall 5th District,Auditor General,,Timothy DeFoor,Rep,911
Lehigh,170105,North Whitehall 5th District,Auditor General,,Jennifer Moore,Lib,39
Lehigh,170105,North Whitehall 5th District,Auditor General,,Olivia Faison,Gre,19
Lehigh,170106,North Whitehall 6th District,Auditor General,,Nina Ahmad,Dem,439
Lehigh,170106,North Whitehall 6th District,Auditor General,,Timothy DeFoor,Rep,636
Lehigh,170106,North Whitehall 6th District,Auditor General,,Jennifer Moore,Lib,53
Lehigh,170106,North Whitehall 6th District,Auditor General,,Olivia Faison,Gre,13
Lehigh,180101,Salisbury 1st Ward,Auditor General,,Nina Ahmad,Dem,638
Lehigh,180101,Salisbury 1st Ward,Auditor General,,Timothy DeFoor,Rep,669
Lehigh,180101,Salisbury 1st Ward,Auditor General,,Jennifer Moore,Lib,55
Lehigh,180101,Salisbury 1st Ward,Auditor General,,Olivia Faison,Gre,21
Lehigh,180201,Salisbury 2nd Ward,Auditor General,,Nina Ahmad,Dem,713
Lehigh,180201,Salisbury 2nd Ward,Auditor General,,Timothy DeFoor,Rep,774
Lehigh,180201,Salisbury 2nd Ward,Auditor General,,Jennifer Moore,Lib,64
Lehigh,180201,Salisbury 2nd Ward,Auditor General,,Olivia Faison,Gre,20
Lehigh,180301,Salisbury 3rd Ward 1st District,Auditor General,,Nina Ahmad,Dem,329
Lehigh,180301,Salisbury 3rd Ward 1st District,Auditor General,,Timothy DeFoor,Rep,359
Lehigh,180301,Salisbury 3rd Ward 1st District,Auditor General,,Jennifer Moore,Lib,28
Lehigh,180301,Salisbury 3rd Ward 1st District,Auditor General,,Olivia Faison,Gre,5
Lehigh,180302,Salisbury 3rd Ward 2nd District,Auditor General,,Nina Ahmad,Dem,371
Lehigh,180302,Salisbury 3rd Ward 2nd District,Auditor General,,Timothy DeFoor,Rep,377
Lehigh,180302,Salisbury 3rd Ward 2nd District,Auditor General,,Jennifer Moore,Lib,32
Lehigh,180302,Salisbury 3rd Ward 2nd District,Auditor General,,Olivia Faison,Gre,10
Lehigh,180401,Salisbury 4th Ward 1st District,Auditor General,,Nina Ahmad,Dem,449
Lehigh,180401,Salisbury 4th Ward 1st District,Auditor General,,Timothy DeFoor,Rep,586
Lehigh,180401,Salisbury 4th Ward 1st District,Auditor General,,Jennifer Moore,Lib,34
Lehigh,180401,Salisbury 4th Ward 1st District,Auditor General,,Olivia Faison,Gre,7
Lehigh,180402,Salisbury 4th Ward 2nd District,Auditor General,,Nina Ahmad,Dem,274
Lehigh,180402,Salisbury 4th Ward 2nd District,Auditor General,,Timothy DeFoor,Rep,355
Lehigh,180402,Salisbury 4th Ward 2nd District,Auditor General,,Jennifer Moore,Lib,15
Lehigh,180402,Salisbury 4th Ward 2nd District,Auditor General,,Olivia Faison,Gre,4
Lehigh,180501,Salisbury 5th Ward 1st District,Auditor General,,Nina Ahmad,Dem,331
Lehigh,180501,Salisbury 5th Ward 1st District,Auditor General,,Timothy DeFoor,Rep,410
Lehigh,180501,Salisbury 5th Ward 1st District,Auditor General,,Jennifer Moore,Lib,17
Lehigh,180501,Salisbury 5th Ward 1st District,Auditor General,,Olivia Faison,Gre,6
Lehigh,180502,Salisbury 5th Ward 2nd District,Auditor General,,Nina Ahmad,Dem,476
Lehigh,180502,Salisbury 5th Ward 2nd District,Auditor General,,Timothy DeFoor,Rep,618
Lehigh,180502,Salisbury 5th Ward 2nd District,Auditor General,,Jennifer Moore,Lib,24
Lehigh,180502,Salisbury 5th Ward 2nd District,Auditor General,,Olivia Faison,Gre,9
Lehigh,190101,South Whitehall 1st District,Auditor General,,Nina Ahmad,Dem,821
Lehigh,190101,South Whitehall 1st District,Auditor General,,Timothy DeFoor,Rep,913
Lehigh,190101,South Whitehall 1st District,Auditor General,,Jennifer Moore,Lib,66
Lehigh,190101,South Whitehall 1st District,Auditor General,,Olivia Faison,Gre,22
Lehigh,190102,South Whitehall 2nd District,Auditor General,,Nina Ahmad,Dem,427
Lehigh,190102,South Whitehall 2nd District,Auditor General,,Timothy DeFoor,Rep,426
Lehigh,190102,South Whitehall 2nd District,Auditor General,,Jennifer Moore,Lib,29
Lehigh,190102,South Whitehall 2nd District,Auditor General,,Olivia Faison,Gre,15
Lehigh,190103,South Whitehall 3rd District,Auditor General,,Nina Ahmad,Dem,1005
Lehigh,190103,South Whitehall 3rd District,Auditor General,,Timothy DeFoor,Rep,862
Lehigh,190103,South Whitehall 3rd District,Auditor General,,Jennifer Moore,Lib,54
Lehigh,190103,South Whitehall 3rd District,Auditor General,,Olivia Faison,Gre,25
Lehigh,190104,South Whitehall 4th District,Auditor General,,Nina Ahmad,Dem,473
Lehigh,190104,South Whitehall 4th District,Auditor General,,Timothy DeFoor,Rep,586
Lehigh,190104,South Whitehall 4th District,Auditor General,,Jennifer Moore,Lib,20
Lehigh,190104,South Whitehall 4th District,Auditor General,,Olivia Faison,Gre,15
Lehigh,190105,South Whitehall 5th District,Auditor General,,Nina Ahmad,Dem,963
Lehigh,190105,South Whitehall 5th District,Auditor General,,Timothy DeFoor,Rep,794
Lehigh,190105,South Whitehall 5th District,Auditor General,,Jennifer Moore,Lib,36
Lehigh,190105,South Whitehall 5th District,Auditor General,,Olivia Faison,Gre,17
Lehigh,190106,South Whitehall 6th District,Auditor General,,Nina Ahmad,Dem,878
