county,precinct,precinct_name,office,district,candidate,party,votes
Lehigh,60101,Coplay 1st District,Attorney General,,Heather Heidelbaugh,Rep,358
Lehigh,60101,Coplay 1st District,Attorney General,,Daniel Wassmer,Lib,20
Lehigh,60101,Coplay 1st District,Attorney General,,Richard L Weiss,Gre,9
Lehigh,60102,Coplay 2nd District,Attorney General,,Josh Shapiro,Dem,504
Lehigh,60102,Coplay 2nd District,Attorney General,,Heather Heidelbaugh,Rep,428
Lehigh,60102,Coplay 2nd District,Attorney General,,Daniel Wassmer,Lib,22
Lehigh,60102,Coplay 2nd District,Attorney General,,Richard L Weiss,Gre,8
Lehigh,70101,Emmaus 1st District,Attorney General,,Josh Shapiro,Dem,558
Lehigh,70101,Emmaus 1st District,Attorney General,,Heather Heidelbaugh,Rep,440
Lehigh,70101,Emmaus 1st District,Attorney General,,Daniel Wassmer,Lib,27
Lehigh,70101,Emmaus 1st District,Attorney General,,Richard L Weiss,Gre,12
Lehigh,70102,Emmaus 2nd District,Attorney General,,Josh Shapiro,Dem,535
Lehigh,70102,Emmaus 2nd District,Attorney General,,Heather Heidelbaugh,Rep,452
Lehigh,70102,Emmaus 2nd District,Attorney General,,Daniel Wassmer,Lib,31
Lehigh,70102,Emmaus 2nd District,Attorney General,,Richard L Weiss,Gre,9
Lehigh,70103,Emmaus 3rd District,Attorney General,,Josh Shapiro,Dem,637
Lehigh,70103,Emmaus 3rd District,Attorney General,,Heather Heidelbaugh,Rep,642
Lehigh,70103,Emmaus 3rd District,Attorney General,,Daniel Wassmer,Lib,31
Lehigh,70103,Emmaus 3rd District,Attorney General,,Richard L Weiss,Gre,16
Lehigh,70104,Emmaus 4th District,Attorney General,,Josh Shapiro,Dem,671
Lehigh,70104,Emmaus 4th District,Attorney General,,Heather Heidelbaugh,Rep,520
Lehigh,70104,Emmaus 4th District,Attorney General,,Daniel Wassmer,Lib,22
Lehigh,70104,Emmaus 4th District,Attorney General,,Richard L Weiss,Gre,12
Lehigh,70105,Emmaus 5th District,Attorney General,,Josh Shapiro,Dem,321
Lehigh,70105,Emmaus 5th District,Attorney General,,Heather Heidelbaugh,Rep,299
Lehigh,70105,Emmaus 5th District,Attorney General,,Daniel Wassmer,Lib,23
Lehigh,70105,Emmaus 5th District,Attorney General,,Richard L Weiss,Gre,4
Lehigh,70106,Emmaus 6th District,Attorney General,,Josh Shapiro,Dem,630
Lehigh,70106,Emmaus 6th District,Attorney General,,Heather Heidelbaugh,Rep,496
Lehigh,70106,Emmaus 6th District,Attorney General,,Daniel Wassmer,Lib,34
Lehigh,70106,Emmaus 6th District,Attorney General,,Richard L Weiss,Gre,12
Lehigh,80101,Fountain Hill 1st District,Attorney General,,Josh Shapiro,Dem,587
Lehigh,80101,Fountain Hill 1st District,Attorney General,,Heather Heidelbaugh,Rep,244
Lehigh,80101,Fountain Hill 1st District,Attorney General,,Daniel Wassmer,Lib,23
Lehigh,80101,Fountain Hill 1st District,Attorney General,,Richard L Weiss,Gre,17
Lehigh,80102,Fountain Hill 2nd District,Attorney General,,Josh Shapiro,Dem,442
Lehigh,80102,Fountain Hill 2nd District,Attorney General,,Heather Heidelbaugh,Rep,222
Lehigh,80102,Fountain Hill 2nd District,Attorney General,,Daniel Wassmer,Lib,12
Lehigh,80102,Fountain Hill 2nd District,Attorney General,,Richard L Weiss,Gre,6
Lehigh,80103,Fountain Hill 3rd District,Attorney General,,Josh Shapiro,Dem,424
Lehigh,80103,Fountain Hill 3rd District,Attorney General,,Heather Heidelbaugh,Rep,205
Lehigh,80103,Fountain Hill 3rd District,Attorney General,,Daniel Wassmer,Lib,16
Lehigh,80103,Fountain Hill 3rd District,Attorney General,,Richard L Weiss,Gre,10
Lehigh,90101,Macungie,Attorney General,,Josh Shapiro,Dem,947
Lehigh,90101,Macungie,Attorney General,,Heather Heidelbaugh,Rep,821
Lehigh,90101,Macungie,Attorney General,,Daniel Wassmer,Lib,51
Lehigh,90101,Macungie,Attorney General,,Richard L Weiss,Gre,22
Lehigh,100101,Slatington 1st District,Attorney General,,Josh Shapiro,Dem,216
Lehigh,100101,Slatington 1st District,Attorney General,,Heather Heidelbaugh,Rep,294
Lehigh,100101,Slatington 1st District,Attorney General,,Daniel Wassmer,Lib,23
Lehigh,100101,Slatington 1st District,Attorney General,,Richard L Weiss,Gre,9
Lehigh,100102,Slatington 2nd District,Attorney General,,Josh Shapiro,Dem,182
Lehigh,100102,Slatington 2nd District,Attorney General,,Heather Heidelbaugh,Rep,265
Lehigh,100102,Slatington 2nd District,Attorney General,,Daniel Wassmer,Lib,11
Lehigh,100102,Slatington 2nd District,Attorney General,,Richard L Weiss,Gre,6
Lehigh,100103,Slatington 3rd District,Attorney General,,Josh Shapiro,Dem,362
Lehigh,100103,Slatington 3rd District,Attorney General,,Heather Heidelbaugh,Rep,471
Lehigh,100103,Slatington 3rd District,Attorney General,,Daniel Wassmer,Lib,29
Lehigh,100103,Slatington 3rd District,Attorney General,,Richard L Weiss,Gre,8
Lehigh,110101,Hanover,Attorney General,,Josh Shapiro,Dem,411
Lehigh,110101,Hanover,Attorney General,,Heather Heidelbaugh,Rep,290
Lehigh,110101,Hanover,Attorney General,,Daniel Wassmer,Lib,10
Lehigh,110101,Hanover,Attorney General,,Richard L Weiss,Gre,3
Lehigh,120101,Heidelberg,Attorney General,,Josh Shapiro,Dem,593
Lehigh,120101,Heidelberg,Attorney General,,Heather Heidelbaugh,Rep,1261
Lehigh,120101,Heidelberg,Attorney General,,Daniel Wassmer,Lib,41
Lehigh,120101,Heidelberg,Attorney General,,Richard L Weiss,Gre,18
Lehigh,130101,Lower Macungie 1st District,Attorney General,,Josh Shapiro,Dem,1099
Lehigh,130101,Lower Macungie 1st District,Attorney General,,Heather Heidelbaugh,Rep,1031
Lehigh,130101,Lower Macungie 1st District,Attorney General,,Daniel Wassmer,Lib,42
Lehigh,130101,Lower Macungie 1st District,Attorney General,,Richard L Weiss,Gre,17
Lehigh,130102,Lower Macungie 2nd District,Attorney General,,Josh Shapiro,Dem,1828
Lehigh,130102,Lower Macungie 2nd District,Attorney General,,Heather Heidelbaugh,Rep,1773
Lehigh,130102,Lower Macungie 2nd District,Attorney General,,Daniel Wassmer,Lib,45
Lehigh,130102,Lower Macungie 2nd District,Attorney General,,Richard L Weiss,Gre,36
Lehigh,130103,Lower Macungie 3rd District,Attorney General,,Josh Shapiro,Dem,857
Lehigh,130103,Lower Macungie 3rd District,Attorney General,,Heather Heidelbaugh,Rep,897
Lehigh,130103,Lower Macungie 3rd District,Attorney General,,Daniel Wassmer,Lib,30
Lehigh,130103,Lower Macungie 3rd District,Attorney General,,Richard L Weiss,Gre,14
Lehigh,130104,Lower Macungie 4th District,Attorney General,,Josh Shapiro,Dem,827
Lehigh,130104,Lower Macungie 4th District,Attorney General,,Heather Heidelbaugh,Rep,857
Lehigh,130104,Lower Macungie 4th District,Attorney General,,Daniel Wassmer,Lib,28
Lehigh,130104,Lower Macungie 4th District,Attorney General,,Richard L Weiss,Gre,19
Lehigh,130105,Lower Macungie 5th District,Attorney General,,Josh Shapiro,Dem,652
Lehigh,130105,Lower Macungie 5th District,Attorney General,,Heather Heidelbaugh,Rep,685
Lehigh,130105,Lower Macungie 5th District,Attorney General,,Daniel Wassmer,Lib,14
Lehigh,130105,Lower Macungie 5th District,Attorney General,,Richard L Weiss,Gre,8
Lehigh,130106,Lower Macungie 6th District,Attorney General,,Josh Shapiro,Dem,1407
Lehigh,130106,Lower Macungie 6th District,Attorney General,,Heather Heidelbaugh,Rep,1313
Lehigh,130106,Lower Macungie 6th District,Attorney General,,Daniel Wassmer,Lib,54
Lehigh,130106,Lower Macungie 6th District,Attorney General,,Richard L Weiss,Gre,34
Lehigh,130107,Lower Macungie 7th District,Attorney General,,Josh Shapiro,Dem,884
Lehigh,130107,Lower Macungie 7th District,Attorney General,,Heather Heidelbaugh,Rep,749
Lehigh,130107,Lower Macungie 7th District,Attorney General,,Daniel Wassmer,Lib,29
Lehigh,130107,Lower Macungie 7th District,Attorney General,,Richard L Weiss,Gre,17
Lehigh,130108,Lower Macungie 8th District,Attorney General,,Josh Shapiro,Dem,708
Lehigh,130108,Lower Macungie 8th District,Attorney General,,Heather Heidelbaugh,Rep,711
Lehigh,130108,Lower Macungie 8th District,Attorney General,,Daniel Wassmer,Lib,26
Lehigh,130108,Lower Macungie 8th District,Attorney General,,Richard L Weiss,Gre,13
Lehigh,130109,Lower Macungie 9th District,Attorney General,,Josh Shapiro,Dem,571
Lehigh,130109,Lower Macungie 9th District,Attorney General,,Heather Heidelbaugh,Rep,553
Lehigh,130109,Lower Macungie 9th District,Attorney General,,Daniel Wassmer,Lib,19
Lehigh,130109,Lower Macungie 9th District,Attorney General,,Richard L Weiss,Gre,8
Lehigh,130110,Lower Macungie 10th District,Attorney General,,Josh Shapiro,Dem,922
Lehigh,130110,Lower Macungie 10th District,Attorney General,,Heather Heidelbaugh,Rep,923
Lehigh,130110,Lower Macungie 10th District,Attorney General,,Daniel Wassmer,Lib,26
Lehigh,130110,Lower Macungie 10th District,Attorney General,,Richard L Weiss,Gre,8
Lehigh,140101,Lower Milford,Attorney General,,Josh Shapiro,Dem,921
Lehigh,140101,Lower Milford,Attorney General,,Heather Heidelbaugh,Rep,1527
Lehigh,140101,Lower Milford,Attorney General,,Daniel Wassmer,Lib,45
Lehigh,140101,Lower Milford,Attorney General,,Richard L Weiss,Gre,24
Lehigh,150101,Lowhill,Attorney General,,Josh Shapiro,Dem,545
Lehigh,150101,Lowhill,Attorney General,,Heather Heidelbaugh,Rep,899
Lehigh,150101,Lowhill,Attorney General,,Daniel Wassmer,Lib,26
Lehigh,150101,Lowhill,Attorney General,,Richard L Weiss,Gre,15
Lehigh,160101,Lynn New Tripoli District,Attorney General,,Josh Shapiro,Dem,533
Lehigh,160101,Lynn New Tripoli District,Attorney General,,Heather Heidelbaugh,Rep,942
Lehigh,160101,Lynn New Tripoli District,Attorney General,,Daniel Wassmer,Lib,32
Lehigh,160101,Lynn New Tripoli District,Attorney General,,Richard L Weiss,Gre,20
Lehigh,160102,Lynn Lynnville District,Attorney General,,Josh Shapiro,Dem,138
Lehigh,160102,Lynn Lynnville District,Attorney General,,Heather Heidelbaugh,Rep,293
Lehigh,160102,Lynn Lynnville District,Attorney General,,Daniel Wassmer,Lib,13
Lehigh,160102,Lynn Lynnville District,Attorney General,,Richard L Weiss,Gre,3
Lehigh,160103,Lynn Jacksonville District,Attorney General,,Josh Shapiro,Dem,173
Lehigh,160103,Lynn Jacksonville District,Attorney General,,Heather Heidelbaugh,Rep,437
Lehigh,160103,Lynn Jacksonville District,Attorney General,,Daniel Wassmer,Lib,10
Lehigh,160103,Lynn Jacksonville District,Attorney General,,Richard L Weiss,Gre,9
Lehigh,170101,North Whitehall 1st District,Attorney General,,Josh Shapiro,Dem,942
Lehigh,170101,North Whitehall 1st District,Attorney General,,Heather Heidelbaugh,Rep,1287
Lehigh,170101,North Whitehall 1st District,Attorney General,,Daniel Wassmer,Lib,38
Lehigh,170101,North Whitehall 1st District,Attorney General,,Richard L Weiss,Gre,27
Lehigh,170102,North Whitehall 2nd District,Attorney General,,Josh Shapiro,Dem,853
Lehigh,170102,North Whitehall 2nd District,Attorney General,,Heather Heidelbaugh,Rep,1210
Lehigh,170102,North Whitehall 2nd District,Attorney General,,Daniel Wassmer,Lib,37
Lehigh,170102,North Whitehall 2nd District,Attorney General,,Richard L Weiss,Gre,17
Lehigh,170103,North Whitehall 3rd District,Attorney General,,Josh Shapiro,Dem,459
Lehigh,170103,North Whitehall 3rd District,Attorney General,,Heather Heidelbaugh,Rep,668
Lehigh,170103,North Whitehall 3rd District,Attorney General,,Daniel Wassmer,Lib,18
Lehigh,170103,North Whitehall 3rd District,Attorney General,,Richard L Weiss,Gre,9
Lehigh,170104,North Whitehall 4th District,Attorney General,,Josh Shapiro,Dem,609
Lehigh,170104,North Whitehall 4th District,Attorney General,,Heather Heidelbaugh,Rep,898
Lehigh,170104,North Whitehall 4th District,Attorney General,,Daniel Wassmer,Lib,35
Lehigh,170104,North Whitehall 4th District,Attorney General,,Richard L Weiss,Gre,10
Lehigh,170105,North Whitehall 5th District,Attorney General,,Josh Shapiro,Dem,545
Lehigh,170105,North Whitehall 5th District,Attorney General,,Heather Heidelbaugh,Rep,850
Lehigh,170105,North Whitehall 5th District,Attorney General,,Daniel Wassmer,Lib,24
Lehigh,170105,North Whitehall 5th District,Attorney General,,Richard L Weiss,Gre,16
Lehigh,170106,North Whitehall 6th District,Attorney General,,Josh Shapiro,Dem,494
Lehigh,170106,North Whitehall 6th District,Attorney General,,Heather Heidelbaugh,Rep,613
Lehigh,170106,North Whitehall 6th District,Attorney General,,Daniel Wassmer,Lib,29
Lehigh,170106,North Whitehall 6th District,Attorney General,,Richard L Weiss,Gre,9
Lehigh,180101,Salisbury 1st Ward,Attorney General,,Josh Shapiro,Dem,700
Lehigh,180101,Salisbury 1st Ward,Attorney General,,Heather Heidelbaugh,Rep,636
Lehigh,180101,Salisbury 1st Ward,Attorney General,,Daniel Wassmer,Lib,33
Lehigh,180101,Salisbury 1st Ward,Attorney General,,Richard L Weiss,Gre,22
Lehigh,180201,Salisbury 2nd Ward,Attorney General,,Josh Shapiro,Dem,806
Lehigh,180201,Salisbury 2nd Ward,Attorney General,,Heather Heidelbaugh,Rep,716
Lehigh,180201,Salisbury 2nd Ward,Attorney General,,Daniel Wassmer,Lib,40
Lehigh,180201,Salisbury 2nd Ward,Attorney General,,Richard L Weiss,Gre,14
Lehigh,180301,Salisbury 3rd Ward 1st District,Attorney General,,Josh Shapiro,Dem,357
Lehigh,180301,Salisbury 3rd Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,342
Lehigh,180301,Salisbury 3rd Ward 1st District,Attorney General,,Daniel Wassmer,Lib,24
Lehigh,180301,Salisbury 3rd Ward 1st District,Attorney General,,Richard L Weiss,Gre,2
Lehigh,180302,Salisbury 3rd Ward 2nd District,Attorney General,,Josh Shapiro,Dem,402
Lehigh,180302,Salisbury 3rd Ward 2nd District,Attorney General,,Heather Heidelbaugh,Rep,364
Lehigh,180302,Salisbury 3rd Ward 2nd District,Attorney General,,Daniel Wassmer,Lib,24
Lehigh,180302,Salisbury 3rd Ward 2nd District,Attorney General,,Richard L Weiss,Gre,11
Lehigh,180401,Salisbury 4th Ward 1st District,Attorney General,,Josh Shapiro,Dem,510
Lehigh,180401,Salisbury 4th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,548
Lehigh,180401,Salisbury 4th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,18
Lehigh,180401,Salisbury 4th Ward 1st District,Attorney General,,Richard L Weiss,Gre,8
Lehigh,180402,Salisbury 4th Ward 2nd District,Attorney General,,Josh Shapiro,Dem,308
Lehigh,180402,Salisbury 4th Ward 2nd District,Attorney General,,Heather Heidelbaugh,Rep,336
Lehigh,180402,Salisbury 4th Ward 2nd District,Attorney General,,Daniel Wassmer,Lib,11
Lehigh,180402,Salisbury 4th Ward 2nd District,Attorney General,,Richard L Weiss,Gre,2
Lehigh,180501,Salisbury 5th Ward 1st District,Attorney General,,Josh Shapiro,Dem,364
Lehigh,180501,Salisbury 5th Ward 1st District,Attorney General,,Heather Heidelbaugh,Rep,392
Lehigh,180501,Salisbury 5th Ward 1st District,Attorney General,,Daniel Wassmer,Lib,8
Lehigh,180501,Salisbury 5th Ward 1st District,Attorney General,,Richard L Weiss,Gre,5
Lehigh,180502,Salisbury 5th Ward 2nd District,Attorney General,,Josh Shapiro,Dem,548
Lehigh,180502,Salisbury 5th Ward 2nd District,Attorney General,,Heather Heidelbaugh,Rep,563
Lehigh,180502,Salisbury 5th Ward 2nd District,Attorney General,,Daniel Wassmer,Lib,11
Lehigh,180502,Salisbury 5th Ward 2nd District,Attorney General,,Richard L Weiss,Gre,10
Lehigh,190101,South Whitehall 1st District,Attorney General,,Josh Shapiro,Dem,925
Lehigh,190101,South Whitehall 1st District,Attorney General,,Heather Heidelbaugh,Rep,846
Lehigh,190101,South Whitehall 1st District,Attorney General,,Daniel Wassmer,Lib,43
Lehigh,190101,South Whitehall 1st District,Attorney General,,Richard L Weiss,Gre,17
Lehigh,190102,South Whitehall 2nd District,Attorney General,,Josh Shapiro,Dem,449
Lehigh,190102,South Whitehall 2nd District,Attorney General,,Heather Heidelbaugh,Rep,420
Lehigh,190102,South Whitehall 2nd District,Attorney General,,Daniel Wassmer,Lib,19
Lehigh,190102,South Whitehall 2nd District,Attorney General,,Richard L Weiss,Gre,10
Lehigh,190103,South Whitehall 3rd District,Attorney General,,Josh Shapiro,Dem,1088
Lehigh,190103,South Whitehall 3rd District,Attorney General,,Heather Heidelbaugh,Rep,809
Lehigh,190103,South Whitehall 3rd District,Attorney General,,Daniel Wassmer,Lib,36
Lehigh,190103,South Whitehall 3rd District,Attorney General,,Richard L Weiss,Gre,23
Lehigh,190104,South Whitehall 4th District,Attorney General,,Josh Shapiro,Dem,530
Lehigh,190104,South Whitehall 4th District,Attorney General,,Heather Heidelbaugh,Rep,549
Lehigh,190104,South Whitehall 4th District,Attorney General,,Daniel Wassmer,Lib,11
Lehigh,190104,South Whitehall 4th District,Attorney General,,Richard L Weiss,Gre,9
Lehigh,190105,South Whitehall 5th District,Attorney General,,Josh Shapiro,Dem,1079
Lehigh,190105,South Whitehall 5th District,Attorney General,,Heather Heidelbaugh,Rep,704
Lehigh,190105,South Whitehall 5th District,Attorney General,,Daniel Wassmer,Lib,20
Lehigh,190105,South Whitehall 5th District,Attorney General,,Richard L Weiss,Gre,20
Lehigh,190106,South Whitehall 6th District,Attorney General,,Josh Shapiro,Dem,965
Lehigh,190106,South Whitehall 6th District,Attorney General,,Heather Heidelbaugh,Rep,611
Lehigh,190106,South Whitehall 6th District,Attorney General,,Daniel Wassmer,Lib,25
Lehigh,190106,South Whitehall 6th District,Attorney General,,Richard L Weiss,Gre,10
Lehigh,190107,South Whitehall 7th District,Attorney General,,Josh Shapiro,Dem,447
Lehigh,190107,South Whitehall 7th District,Attorney General,,Heather Heidelbaugh,Rep,396
Lehigh,190107,South Whitehall 7th District,Attorney General,,Daniel Wassmer,Lib,29
Lehigh,190107,South Whitehall 7th District,Attorney General,,Richard L Weiss,Gre,11
Lehigh,190108,South Whitehall 8th District,Attorney General,,Josh Shapiro,Dem,1151
Lehigh,190108,South Whitehall 8th District,Attorney General,,Heather Heidelbaugh,Rep,1151
Lehigh,190108,South Whitehall 8th District,Attorney General,,Daniel Wassmer,Lib,47
Lehigh,190108,South Whitehall 8th District,Attorney General,,Richard L Weiss,Gre,25
Lehigh,200101,Upper Macungie 1st District,Attorney General,,Josh Shapiro,Dem,969
Lehigh,200101,Upper Macungie 1st District,Attorney General,,Heather Heidelbaugh,Rep,935
Lehigh,200101,Upper Macungie 1st District,Attorney General,,Daniel Wassmer,Lib,31
Lehigh,200101,Upper Macungie 1st District,Attorney General,,Richard L Weiss,Gre,20
Lehigh,200102,Upper Macungie 2nd District,Attorney General,,Josh Shapiro,Dem,1259
Lehigh,200102,Upper Macungie 2nd District,Attorney General,,Heather Heidelbaugh,Rep,1254
Lehigh,200102,Upper Macungie 2nd District,Attorney General,,Daniel Wassmer,Lib,28
Lehigh,200102,Upper Macungie 2nd District,Attorney General,,Richard L Weiss,Gre,24
Lehigh,200103,Upper Macungie 3rd District,Attorney General,,Josh Shapiro,Dem,767
Lehigh,200103,Upper Macungie 3rd District,Attorney General,,Heather Heidelbaugh,Rep,828
Lehigh,200103,Upper Macungie 3rd District,Attorney General,,Daniel Wassmer,Lib,34
Lehigh,200103,Upper Macungie 3rd District,Attorney General,,Richard L Weiss,Gre,14
Lehigh,200104,Upper Macungie 4th District,Attorney General,,Josh Shapiro,Dem,623
Lehigh,200104,Upper Macungie 4th District,Attorney General,,Heather Heidelbaugh,Rep,419
Lehigh,200104,Upper Macungie 4th District,Attorney General,,Daniel Wassmer,Lib,21
Lehigh,200104,Upper Macungie 4th District,Attorney General,,Richard L Weiss,Gre,15
Lehigh,200105,Upper Macungie 5th District,Attorney General,,Josh Shapiro,Dem,1709
Lehigh,200105,Upper Macungie 5th District,Attorney General,,Heather Heidelbaugh,Rep,1507
Lehigh,200105,Upper Macungie 5th District,Attorney General,,Daniel Wassmer,Lib,47
Lehigh,200105,Upper Macungie 5th District,Attorney General,,Richard L Weiss,Gre,23
Lehigh,200106,Upper Macungie 6th District,Attorney General,,Josh Shapiro,Dem,685
Lehigh,200106,Upper Macungie 6th District,Attorney General,,Heather Heidelbaugh,Rep,541
Lehigh,200106,Upper Macungie 6th District,Attorney General,,Daniel Wassmer,Lib,28
Lehigh,200106,Upper Macungie 6th District,Attorney General,,Richard L Weiss,Gre,22
Lehigh,200107,Upper Macungie 7th District,Attorney General,,Josh Shapiro,Dem,688
Lehigh,200107,Upper Macungie 7th District,Attorney General,,Heather Heidelbaugh,Rep,591
Lehigh,200107,Upper Macungie 7th District,Attorney General,,Daniel Wassmer,Lib,25
Lehigh,200107,Upper Macungie 7th District,Attorney General,,Richard L Weiss,Gre,20
Lehigh,200108,Upper Macungie 8th District,Attorney General,,Josh Shapiro,Dem,665
