county,precinct,office,district,party,candidate,election_day,mail_in,absentee,provisional,votes
Westmoreland,City Of Greensburg - 5-2,State Senate,39,REP,Kim Ward,19,9,3,0,31
Westmoreland,City Of Greensburg - 6,State Senate,39,REP,Kim Ward,11,2,1,0,14
Westmoreland,City Of Greensburg - 7-1,State Senate,39,REP,Kim Ward,73,35,16,1,125
Westmoreland,City Of Greensburg - 7-2,State Senate,39,REP,Kim Ward,59,25,1,1,86
Westmoreland,City Of Greensburg - 8-1,State Senate,39,REP,Kim Ward,32,18,5,1,56
Westmoreland,City Of Greensburg - 8-2,State Senate,39,REP,Kim Ward,33,13,4,1,51
Westmoreland,Hempfield Township - #1 Foxhill,State Senate,39,REP,Kim Ward,197,102,16,2,317
Westmoreland,Hempfield Township - #2 Alwine,State Senate,39,REP,Kim Ward,278,146,28,7,459
Westmoreland,Hempfield Township - #3 Maplewood,State Senate,39,REP,Kim Ward,142,60,15,6,223
Westmoreland,Hempfield Township - #4 Carbon,State Senate,39,REP,Kim Ward,289,150,38,7,484
Westmoreland,Hempfield Township - #5 Wendel-Herminie,State Senate,39,REP,Kim Ward,137,32,2,2,173
Westmoreland,Hempfield Township - #6 Luxor,State Senate,39,REP,Kim Ward,66,8,1,0,75
Westmoreland,Hempfield Township - #7 Hannastown,State Senate,39,REP,Kim Ward,47,9,2,1,59
Westmoreland,Hempfield Township - #8 Bovard,State Senate,39,REP,Kim Ward,49,17,10,3,79
Westmoreland,Hempfield Township - East Adamsburg,State Senate,39,REP,Kim Ward,209,43,9,3,264
Westmoreland,Hempfield Township - Eastview,State Senate,39,REP,Kim Ward,89,40,10,3,142
Westmoreland,Hempfield Township - Fort Allen,State Senate,39,REP,Kim Ward,188,92,22,5,307
Westmoreland,Hempfield Township - Gayville,State Senate,39,REP,Kim Ward,32,4,4,0,40
Westmoreland,Hempfield Township - Grapeville,State Senate,39,REP,Kim Ward,74,12,2,3,91
Westmoreland,Hempfield Township - Haydenville,State Senate,39,REP,Kim Ward,91,19,13,1,124
Westmoreland,Hempfield Township - High Park,State Senate,39,REP,Kim Ward,55,4,0,0,59
Westmoreland,Hempfield Township - Lincoln Heights East,State Senate,39,REP,Kim Ward,146,66,11,4,227
Westmoreland,Hempfield Township - Lincoln Heights West,State Senate,39,REP,Kim Ward,122,30,7,5,164
Westmoreland,Hempfield Township - Middletown,State Senate,39,REP,Kim Ward,153,42,8,0,203
Westmoreland,Hempfield Township - New Stanton,State Senate,39,REP,Kim Ward,121,34,6,6,167
Westmoreland,Hempfield Township - North Carbon,State Senate,39,REP,Kim Ward,46,21,4,0,71
Westmoreland,Hempfield Township - Sibel,State Senate,39,REP,Kim Ward,19,4,3,2,28
Westmoreland,Hempfield Township - Todd,State Senate,39,REP,Kim Ward,140,73,18,3,234
Westmoreland,Hempfield Township - University,State Senate,39,REP,Kim Ward,114,44,8,1,167
Westmoreland,Hempfield Township - Valley,State Senate,39,REP,Kim Ward,150,51,12,2,215
Westmoreland,Hempfield Township - Weaver'S Old Stand,State Senate,39,REP,Kim Ward,189,74,13,3,279
Westmoreland,Hempfield Township - Wegley,State Senate,39,REP,Kim Ward,45,11,0,0,56
Westmoreland,Hempfield Township - West Hempfield,State Senate,39,REP,Kim Ward,168,67,11,5,251
Westmoreland,Hempfield Township - West Point,State Senate,39,REP,Kim Ward,238,172,26,0,436
Westmoreland,Hunker Borough,State Senate,39,REP,Kim Ward,40,11,1,0,52
Westmoreland,Irwin Borough - 1St Ward,State Senate,39,REP,Kim Ward,33,7,1,0,41
Westmoreland,Irwin Borough - 2Nd Ward,State Senate,39,REP,Kim Ward,33,7,0,1,41
Westmoreland,Irwin Borough - 3Rd Ward,State Senate,39,REP,Kim Ward,43,12,1,1,57
Westmoreland,Irwin Borough - 4Th Ward,State Senate,39,REP,Kim Ward,24,10,0,0,34
Westmoreland,Irwin Borough - 5Th Ward,State Senate,39,REP,Kim Ward,24,15,2,1,42
Westmoreland,Irwin Borough - 6Th Ward,State Senate,39,REP,Kim Ward,49,24,0,1,74
Westmoreland,Irwin Borough - 7Th Ward,State Senate,39,REP,Kim Ward,54,36,1,2,93
Westmoreland,City Of Jeannette - 1,State Senate,39,REP,Kim Ward,10,5,1,0,16
Westmoreland,City Of Jeannette - 2-1,State Senate,39,REP,Kim Ward,36,2,2,0,40
Westmoreland,City Of Jeannette - 2-2,State Senate,39,REP,Kim Ward,45,4,4,2,55
Westmoreland,City Of Jeannette - 3,State Senate,39,REP,Kim Ward,85,9,7,3,104
Westmoreland,City Of Jeannette - 4,State Senate,39,REP,Kim Ward,7,2,2,1,12
Westmoreland,City Of Jeannette - 5-1,State Senate,39,REP,Kim Ward,55,23,0,0,78
Westmoreland,City Of Jeannette - 5-2,State Senate,39,REP,Kim Ward,121,37,7,8,173
Westmoreland,City Of Jeannette - 6,State Senate,39,REP,Kim Ward,133,42,8,0,183
Westmoreland,City Of Latrobe - 1St Ward,State Senate,39,REP,Kim Ward,105,41,4,0,150
Westmoreland,City Of Latrobe - 2Nd Ward,State Senate,39,REP,Kim Ward,63,23,4,1,91
Westmoreland,City Of Latrobe - 3Rd Ward,State Senate,39,REP,Kim Ward,89,38,7,3,137
Westmoreland,City Of Latrobe - 4Th Ward,State Senate,39,REP,Kim Ward,84,28,6,3,121
Westmoreland,City Of Latrobe - 5Th Ward,State Senate,39,REP,Kim Ward,85,10,4,2,101
Westmoreland,City Of Latrobe - 6Th Ward,State Senate,39,REP,Kim Ward,71,30,1,0,102
Westmoreland,Laurel Mountain Borough,State Senate,39,REP,Kim Ward,19,4,0,0,23
Westmoreland,Ligonier Borough,State Senate,39,REP,Kim Ward,153,58,10,3,224
Westmoreland,Ligonier Township - Idle Park,State Senate,39,REP,Kim Ward,159,37,9,5,210
Westmoreland,Ligonier Township - Laughlintown,State Senate,39,REP,Kim Ward,67,16,8,0,91
Westmoreland,Ligonier Township - North Ligonier,State Senate,39,REP,Kim Ward,228,85,22,5,340
Westmoreland,Ligonier Township - South Ligonier,State Senate,39,REP,Kim Ward,74,17,5,0,96
Westmoreland,Ligonier Township - Waterford,State Senate,39,REP,Kim Ward,132,36,6,3,177
Westmoreland,Ligonier Township - Wilpen,State Senate,39,REP,Kim Ward,38,8,4,0,50
Westmoreland,Madison Borough,State Senate,39,REP,Kim Ward,45,8,2,0,55
Westmoreland,Manor Borough,State Senate,39,REP,Kim Ward,242,90,19,9,360
Westmoreland,Mt. Pleasant Township - Bridgeport,State Senate,39,REP,Kim Ward,31,4,1,2,38
Westmoreland,Mt. Pleasant Township - Duncan,State Senate,39,REP,Kim Ward,73,19,1,2,95
Westmoreland,Mt. Pleasant Township - Heccla,State Senate,39,REP,Kim Ward,103,23,7,1,134
Westmoreland,Mt. Pleasant Township - Laurel Run,State Senate,39,REP,Kim Ward,143,25,5,3,176
Westmoreland,Mt. Pleasant Township - Mammoth,State Senate,39,REP,Kim Ward,68,10,3,1,82
Westmoreland,Mt. Pleasant Township - Pleasant Valley,State Senate,39,REP,Kim Ward,96,27,4,5,132
Westmoreland,Mt. Pleasant Township - Ridgeview,State Senate,39,REP,Kim Ward,59,20,3,0,82
Westmoreland,Mt. Pleasant Township - Spring Garden,State Senate,39,REP,Kim Ward,136,60,4,7,207
Westmoreland,Mt. Pleasant Township - United,State Senate,39,REP,Kim Ward,78,14,3,0,95
Westmoreland,Mt. Pleasant Township - Westmoreland Homesteads,State Senate,39,REP,Kim Ward,134,47,4,3,188
Westmoreland,New Alexandria Borough,State Senate,39,REP,Kim Ward,68,14,2,4,88
Westmoreland,New Florence Borough,State Senate,39,REP,Kim Ward,56,15,1,2,74
Westmoreland,New Stanton Borough,State Senate,39,REP,Kim Ward,171,57,6,6,240
Westmoreland,N Huntingdon Township - 1-1,State Senate,39,REP,Kim Ward,146,63,12,5,226
Westmoreland,N Huntingdon Township - 1-2,State Senate,39,REP,Kim Ward,25,8,2,0,35
Westmoreland,N Huntingdon Township - 1-3,State Senate,39,REP,Kim Ward,198,77,14,6,295
Westmoreland,N Huntingdon Township - 1-4,State Senate,39,REP,Kim Ward,89,28,1,0,118
Westmoreland,N Huntingdon Township - 2-1,State Senate,39,REP,Kim Ward,64,18,3,1,86
Westmoreland,N Huntingdon Township - 2-2,State Senate,39,REP,Kim Ward,186,67,17,7,277
Westmoreland,N Huntingdon Township - 2-3,State Senate,39,REP,Kim Ward,97,22,3,1,123
Westmoreland,N Huntingdon Township - 3-1,State Senate,39,REP,Kim Ward,182,59,15,3,259
Westmoreland,N Huntingdon Township - 3-2,State Senate,39,REP,Kim Ward,225,96,22,10,353
Westmoreland,N Huntingdon Township - 4-1,State Senate,39,REP,Kim Ward,127,36,4,8,175
Westmoreland,N Huntingdon Township - 4-2,State Senate,39,REP,Kim Ward,180,77,12,5,274
Westmoreland,N Huntingdon Township - 4-3,State Senate,39,REP,Kim Ward,74,18,6,3,101
Westmoreland,N Huntingdon Township - 4-4,State Senate,39,REP,Kim Ward,44,18,0,0,62
Westmoreland,N Huntingdon Township - 5-1,State Senate,39,REP,Kim Ward,58,25,5,4,92
Westmoreland,N Huntingdon Township - 5-2,State Senate,39,REP,Kim Ward,178,71,12,2,263
Westmoreland,N Huntingdon Township - 5-3,State Senate,39,REP,Kim Ward,65,59,16,2,142
Westmoreland,N Huntingdon Township - 6-1,State Senate,39,REP,Kim Ward,60,14,1,0,75
Westmoreland,N Huntingdon Township - 6-2,State Senate,39,REP,Kim Ward,58,21,6,2,87
Westmoreland,N Huntingdon Township - 6-3,State Senate,39,REP,Kim Ward,160,58,12,6,236
Westmoreland,N Huntingdon Township - 6-4,State Senate,39,REP,Kim Ward,68,17,5,0,90
Westmoreland,N Huntingdon Township - 7-1,State Senate,39,REP,Kim Ward,80,14,3,0,97
Westmoreland,N Huntingdon Township - 7-2,State Senate,39,REP,Kim Ward,89,9,6,1,105
Westmoreland,N Huntingdon Township - 7-3,State Senate,39,REP,Kim Ward,57,20,5,0,82
Westmoreland,N Huntingdon Township - 7-4,State Senate,39,REP,Kim Ward,61,26,4,0,91
Westmoreland,N Irwin Borough,State Senate,39,REP,Kim Ward,49,17,4,1,71
Westmoreland,Penn Borough,State Senate,39,REP,Kim Ward,25,1,2,1,29
Westmoreland,Penn Township - 1-1,State Senate,39,REP,Kim Ward,209,70,14,5,298
Westmoreland,Penn Township - 1-2,State Senate,39,REP,Kim Ward,156,68,15,4,243
Westmoreland,Penn Township - 2-1,State Senate,39,REP,Kim Ward,163,46,8,3,220
Westmoreland,Penn Township - 2-2,State Senate,39,REP,Kim Ward,224,93,21,4,342
Westmoreland,Penn Township - 3-1,State Senate,39,REP,Kim Ward,188,58,15,0,261
Westmoreland,Penn Township - 3-2,State Senate,39,REP,Kim Ward,143,83,11,1,238
Westmoreland,Penn Township - 3-3,State Senate,39,REP,Kim Ward,19,6,1,0,26
Westmoreland,Penn Township - 4-1,State Senate,39,REP,Kim Ward,230,97,17,6,350
Westmoreland,Penn Township - 4-2,State Senate,39,REP,Kim Ward,156,52,12,7,227
Westmoreland,Penn Township - 5-1,State Senate,39,REP,Kim Ward,180,53,11,4,248
Westmoreland,Penn Township - 5-2,State Senate,39,REP,Kim Ward,144,73,15,7,239
Westmoreland,Penn Township - 5-3,State Senate,39,REP,Kim Ward,71,39,7,3,120
Westmoreland,Salem Township - Five Points,State Senate,39,REP,Kim Ward,148,38,14,1,201
Westmoreland,Salem Township - Hugus,State Senate,39,REP,Kim Ward,42,10,0,1,53
Westmoreland,Salem Township - Mechlings,State Senate,39,REP,Kim Ward,42,7,0,0,49
Westmoreland,Salem Township - New Salem,State Senate,39,REP,Kim Ward,178,64,18,10,270
Westmoreland,Salem Township - Slickville,State Senate,39,REP,Kim Ward,59,8,3,1,71
Westmoreland,Salem Township - Steeles,State Senate,39,REP,Kim Ward,75,39,4,1,119
Westmoreland,Salem Township - Trees Mills,State Senate,39,REP,Kim Ward,83,20,3,1,107
Westmoreland,Seward Borough,State Senate,39,REP,Kim Ward,33,10,0,1,44
Westmoreland,Sewickley Township - East Herminie,State Senate,39,REP,Kim Ward,34,8,4,1,47
Westmoreland,Sewickley Township - Lowber,State Senate,39,REP,Kim Ward,115,13,4,3,135
Westmoreland,Sewickley Township - Rillton,State Senate,39,REP,Kim Ward,96,26,4,8,134
Westmoreland,Sewickley Township - Sewickley,State Senate,39,REP,Kim Ward,138,29,13,2,182
Westmoreland,Sewickley Township - West Herminie,State Senate,39,REP,Kim Ward,105,18,3,2,128
Westmoreland,Sewickley Township - Whyel,State Senate,39,REP,Kim Ward,37,12,0,0,49
Westmoreland,Smithton Borough,State Senate,39,REP,Kim Ward,16,3,1,0,20
Westmoreland,S Greensburg Borough - #1,State Senate,39,REP,Kim Ward,70,32,3,2,107
Westmoreland,S Greensburg Borough - #2,State Senate,39,REP,Kim Ward,56,27,1,3,87
Westmoreland,South Huntingdon Township - Hixon,State Senate,39,REP,Kim Ward,92,11,1,1,105
Westmoreland,South Huntingdon Township - Jacobs Creek,State Senate,39,REP,Kim Ward,18,0,0,0,18
Westmoreland,South Huntingdon Township - Mineral,State Senate,39,REP,Kim Ward,52,3,0,0,55
Westmoreland,South Huntingdon Township - Port Royal,State Senate,39,REP,Kim Ward,19,2,0,0,21
Westmoreland,South Huntingdon Township - South Huntingdon,State Senate,39,REP,Kim Ward,166,26,8,0,200
Westmoreland,South Huntingdon Township - Wayne,State Senate,39,REP,Kim Ward,145,24,2,0,171
Westmoreland,South Huntingdon Township - Wyano,State Senate,39,REP,Kim Ward,64,2,1,3,70
Westmoreland,South Huntingdon Township - Yukon,State Senate,39,REP,Kim Ward,45,4,3,1,53
Westmoreland,Sw Greensburg Borough - #1,State Senate,39,REP,Kim Ward,95,34,7,4,140
Westmoreland,Sw Greensburg Borough - #2,State Senate,39,REP,Kim Ward,50,12,3,0,65
Westmoreland,St Clair Township - - Seward,State Senate,39,REP,Kim Ward,41,5,3,0,49
Westmoreland,St Clair Township - - St Clair,State Senate,39,REP,Kim Ward,43,12,1,0,56
Westmoreland,Sutersville Borough,State Senate,39,REP,Kim Ward,53,3,1,0,57
Westmoreland,Trafford Borough - #1,State Senate,39,REP,Kim Ward,85,25,4,0,114
Westmoreland,Trafford Borough - #2,State Senate,39,REP,Kim Ward,93,36,5,3,137
Westmoreland,Unity Township - Baggaley,State Senate,39,REP,Kim Ward,136,38,11,3,188
Westmoreland,Unity Township - Beatty,State Senate,39,REP,Kim Ward,107,77,10,2,196
Westmoreland,Unity Township - Crabtree,State Senate,39,REP,Kim Ward,36,7,3,3,49
Westmoreland,Unity Township - Dennison,State Senate,39,REP,Kim Ward,331,242,44,5,622
Westmoreland,Unity Township - Dorothy,State Senate,39,REP,Kim Ward,88,31,2,1,122
Westmoreland,Unity Township - Gravel Hill,State Senate,39,REP,Kim Ward,129,58,10,4,201
Westmoreland,Unity Township - Kuhns,State Senate,39,REP,Kim Ward,126,39,4,5,174
Westmoreland,Unity Township - Lloydsville,State Senate,39,REP,Kim Ward,71,12,4,7,94
Westmoreland,Unity Township - Marguerite,State Senate,39,REP,Kim Ward,232,100,22,5,359
Westmoreland,Unity Township - Mutual,State Senate,39,REP,Kim Ward,94,24,6,2,126
Westmoreland,Unity Township - Pleasant Unity,State Senate,39,REP,Kim Ward,110,22,2,3,137
Westmoreland,Unity Township - Roble,State Senate,39,REP,Kim Ward,105,33,7,0,145
Westmoreland,Unity Township - Whitney,State Senate,39,REP,Kim Ward,206,57,8,3,274
Westmoreland,W Newton Borough - 1St Ward,State Senate,39,REP,Kim Ward,79,23,2,3,107
Westmoreland,W Newton Borough - 2Nd Ward,State Senate,39,REP,Kim Ward,40,10,1,2,53
Westmoreland,W Newton Borough - 3Rd Ward,State Senate,39,REP,Kim Ward,83,6,1,1,91
Westmoreland,Youngstown Borough,State Senate,39,REP,Kim Ward,29,11,1,0,41
Westmoreland,Youngwood Borough - 1St Ward,State Senate,39,REP,Kim Ward,114,40,5,1,160
Westmoreland,Youngwood Borough - 2Nd Ward,State Senate,39,REP,Kim Ward,44,15,0,0,59
Westmoreland,Youngwood Borough - 3Rd Ward,State Senate,39,REP,Kim Ward,70,18,3,1,92
Westmoreland,Adamsburg Borough,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Arona Borough,State Senate,39,REP,Write-in,0,1,0,0,1
Westmoreland,Bolivar Borough,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Cook Township,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Delmont Borough,State Senate,39,REP,Write-in,2,1,0,0,3
Westmoreland,Derry Borough - 1St Ward,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,Derry Borough - 2Nd Ward,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Derry Borough - 3Rd Ward,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Derry Borough - 4Th Ward,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Derry Township - Alters,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Derry Township - Bradenville,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Derry Township - Cokeville,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Derry Township - Cooperstown,State Senate,39,REP,Write-in,3,1,0,0,4
Westmoreland,Derry Township - Kingston,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Derry Township - Loyalhanna,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Derry Township - Millwood,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,Derry Township - New Derry,State Senate,39,REP,Write-in,0,1,1,0,2
Westmoreland,Derry Township - Peanut,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Derry Township - Saxman,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,Derry Township - Scalp Level,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Derry Township - Simpsons,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,Derry Township - Torrance,State Senate,39,REP,Write-in,0,1,0,0,1
Westmoreland,Donegal Borough,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Donegal Township - Four Mile Run,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Donegal Township - Indian Creek,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Fairfield Township - Fairfield,State Senate,39,REP,Write-in,0,1,0,0,1
Westmoreland,Fairfield Township - N Fairfield,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Fairfield Township - S Fairfield,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,City Of Greensburg - 1-1,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,City Of Greensburg - 1-2,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,City Of Greensburg - 2-1,State Senate,39,REP,Write-in,0,1,0,0,1
Westmoreland,City Of Greensburg - 2-2,State Senate,39,REP,Write-in,2,0,0,0,2
Westmoreland,City Of Greensburg - 2-3,State Senate,39,REP,Write-in,2,2,0,0,4
Westmoreland,City Of Greensburg - 2-4,State Senate,39,REP,Write-in,2,2,1,0,5
Westmoreland,City Of Greensburg - 3,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,City Of Greensburg - 4-1,State Senate,39,REP,Write-in,1,1,0,0,2
Westmoreland,City Of Greensburg - 5-1,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,City Of Greensburg - 5-2,State Senate,39,REP,Write-in,1,0,0,1,2
Westmoreland,City Of Greensburg - 6,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,City Of Greensburg - 7-1,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,City Of Greensburg - 7-2,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,City Of Greensburg - 8-1,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,City Of Greensburg - 8-2,State Senate,39,REP,Write-in,0,2,0,0,2
Westmoreland,Hempfield Township - #1 Foxhill,State Senate,39,REP,Write-in,2,1,0,0,3
Westmoreland,Hempfield Township - #2 Alwine,State Senate,39,REP,Write-in,5,2,2,0,9
Westmoreland,Hempfield Township - #3 Maplewood,State Senate,39,REP,Write-in,5,2,0,0,7
Westmoreland,Hempfield Township - #4 Carbon,State Senate,39,REP,Write-in,3,3,1,0,7
Westmoreland,Hempfield Township - #5 Wendel-Herminie,State Senate,39,REP,Write-in,2,0,0,0,2
Westmoreland,Hempfield Township - #6 Luxor,State Senate,39,REP,Write-in,2,0,0,0,2
Westmoreland,Hempfield Township - #7 Hannastown,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Hempfield Township - #8 Bovard,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Hempfield Township - East Adamsburg,State Senate,39,REP,Write-in,1,2,0,0,3
Westmoreland,Hempfield Township - Eastview,State Senate,39,REP,Write-in,1,1,0,0,2
Westmoreland,Hempfield Township - Fort Allen,State Senate,39,REP,Write-in,3,3,0,0,6
Westmoreland,Hempfield Township - Gayville,State Senate,39,REP,Write-in,1,2,0,0,3
Westmoreland,Hempfield Township - Grapeville,State Senate,39,REP,Write-in,3,0,0,0,3
Westmoreland,Hempfield Township - Haydenville,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Hempfield Township - High Park,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,Hempfield Township - Lincoln Heights East,State Senate,39,REP,Write-in,3,1,0,0,4
Westmoreland,Hempfield Township - Lincoln Heights West,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Hempfield Township - Middletown,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Hempfield Township - New Stanton,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Hempfield Township - North Carbon,State Senate,39,REP,Write-in,2,0,0,0,2
Westmoreland,Hempfield Township - Sibel,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,Hempfield Township - Todd,State Senate,39,REP,Write-in,6,1,0,0,7
Westmoreland,Hempfield Township - University,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,Hempfield Township - Valley,State Senate,39,REP,Write-in,2,0,0,0,2
Westmoreland,Hempfield Township - Weaver'S Old Stand,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,Hempfield Township - Wegley,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Hempfield Township - West Hempfield,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Hempfield Township - West Point,State Senate,39,REP,Write-in,4,3,0,0,7
Westmoreland,Hunker Borough,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Irwin Borough - 1St Ward,State Senate,39,REP,Write-in,0,1,0,0,1
Westmoreland,Irwin Borough - 2Nd Ward,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Irwin Borough - 3Rd Ward,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Irwin Borough - 4Th Ward,State Senate,39,REP,Write-in,0,1,0,0,1
Westmoreland,Irwin Borough - 5Th Ward,State Senate,39,REP,Write-in,0,2,0,0,2
Westmoreland,Irwin Borough - 6Th Ward,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Irwin Borough - 7Th Ward,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,City Of Jeannette - 1,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,City Of Jeannette - 2-1,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,City Of Jeannette - 2-2,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,City Of Jeannette - 3,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,City Of Jeannette - 4,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,City Of Jeannette - 5-1,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,City Of Jeannette - 5-2,State Senate,39,REP,Write-in,0,0,1,0,1
Westmoreland,City Of Jeannette - 6,State Senate,39,REP,Write-in,0,1,0,0,1
Westmoreland,City Of Latrobe - 1St Ward,State Senate,39,REP,Write-in,1,1,0,0,2
Westmoreland,City Of Latrobe - 2Nd Ward,State Senate,39,REP,Write-in,0,2,1,0,3
Westmoreland,City Of Latrobe - 3Rd Ward,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,City Of Latrobe - 4Th Ward,State Senate,39,REP,Write-in,1,1,0,0,2
Westmoreland,City Of Latrobe - 5Th Ward,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,City Of Latrobe - 6Th Ward,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,Laurel Mountain Borough,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Ligonier Borough,State Senate,39,REP,Write-in,1,1,0,0,2
Westmoreland,Ligonier Township - Idle Park,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,Ligonier Township - Laughlintown,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Ligonier Township - North Ligonier,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,Ligonier Township - South Ligonier,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Ligonier Township - Waterford,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Ligonier Township - Wilpen,State Senate,39,REP,Write-in,0,1,0,0,1
Westmoreland,Madison Borough,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Manor Borough,State Senate,39,REP,Write-in,3,1,1,0,5
Westmoreland,Mt. Pleasant Township - Bridgeport,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,Mt. Pleasant Township - Duncan,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Mt. Pleasant Township - Heccla,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Mt. Pleasant Township - Laurel Run,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,Mt. Pleasant Township - Mammoth,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Mt. Pleasant Township - Pleasant Valley,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Mt. Pleasant Township - Ridgeview,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Mt. Pleasant Township - Spring Garden,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,Mt. Pleasant Township - United,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,Mt. Pleasant Township - Westmoreland Homesteads,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,New Alexandria Borough,State Senate,39,REP,Write-in,0,1,0,0,1
Westmoreland,New Florence Borough,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,New Stanton Borough,State Senate,39,REP,Write-in,2,1,0,0,3
Westmoreland,N Huntingdon Township - 1-1,State Senate,39,REP,Write-in,1,1,0,0,2
Westmoreland,N Huntingdon Township - 1-2,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,N Huntingdon Township - 1-3,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,N Huntingdon Township - 1-4,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,N Huntingdon Township - 2-1,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,N Huntingdon Township - 2-2,State Senate,39,REP,Write-in,0,1,1,0,2
Westmoreland,N Huntingdon Township - 2-3,State Senate,39,REP,Write-in,2,0,0,0,2
Westmoreland,N Huntingdon Township - 3-1,State Senate,39,REP,Write-in,1,0,0,0,1
Westmoreland,N Huntingdon Township - 3-2,State Senate,39,REP,Write-in,1,3,0,0,4
Westmoreland,N Huntingdon Township - 4-1,State Senate,39,REP,Write-in,0,0,0,0,0
Westmoreland,N Huntingdon Township - 4-2,State Senate,39,REP,Write-in,2,1,1,0,4
