county,precinct,office,district,party,candidate,election_day,absentee,mail,provisional,votes
Bradford,SPRINGFIELD TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,STANDING STONE TOWNSHIP,U.S. House,12,,Write-ins,1,0,0,0,1
Bradford,STEVENS TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,SYLVANIA BOROUGH,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,TERRY TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,TOWANDA BOROUGH 1ST WARD,U.S. House,12,,Write-ins,0,0,1,0,1
Bradford,TOWANDA BOROUGH 2ND WARD,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,TOWANDA BOROUGH 3RD WARD,U.S. House,12,,Write-ins,3,0,0,0,3
Bradford,TOWANDA TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,NORTH TOWANDA TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,TROY BOROUGH,U.S. House,12,,Write-ins,1,0,0,0,1
Bradford,TROY TOWNSHIP,U.S. House,12,,Write-ins,0,0,1,0,1
Bradford,TUSCARORA TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,ULSTER TOWNSHIP,U.S. House,12,,Write-ins,0,0,1,0,1
Bradford,WARREN TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,WELLS TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,WILMOT TOWNSHIP,U.S. House,12,,Write-ins,1,0,0,0,1
Bradford,WINDHAM TOWNSHIP,U.S. House,12,,Write-ins,1,0,0,0,1
Bradford,WYALUSING BOROUGH,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,WYALUSING TOWNSHIP,U.S. House,12,,Write-ins,0,0,0,0,0
Bradford,WYSOX TOWNSHIP,U.S. House,12,,Write-ins,0,0,2,0,2
Bradford,ALBA BOROUGH,State Senate,23,DEM,Jackie Baker,3,1,3,0,7
Bradford,ALBANY TOWNSHIP,State Senate,23,DEM,Jackie Baker,54,8,31,2,95
Bradford,ARMENIA TOWNSHIP,State Senate,23,DEM,Jackie Baker,9,2,4,0,15
Bradford,ASYLUM TOWNSHIP,State Senate,23,DEM,Jackie Baker,62,3,45,0,110
Bradford,ATHENS BOROUGH 1ST WARD,State Senate,23,DEM,Jackie Baker,58,2,36,1,97
Bradford,ATHENS BOROUGH 2ND WARD,State Senate,23,DEM,Jackie Baker,63,5,36,1,105
Bradford,ATHENS BOROUGH 3RD WARD,State Senate,23,DEM,Jackie Baker,62,10,57,7,136
Bradford,ATHENS BOROUGH 4TH WARD,State Senate,23,DEM,Jackie Baker,92,5,50,0,147
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,State Senate,23,DEM,Jackie Baker,154,19,143,2,318
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,State Senate,23,DEM,Jackie Baker,177,47,274,4,502
Bradford,BURLINGTON BOROUGH,State Senate,23,DEM,Jackie Baker,5,0,4,0,9
Bradford,BURLINGTON TOWNSHIP,State Senate,23,DEM,Jackie Baker,36,3,33,2,74
Bradford,WEST BURLINGTON TOWNSHIP,State Senate,23,DEM,Jackie Baker,31,4,14,3,52
Bradford,CANTON BOROUGH,State Senate,23,DEM,Jackie Baker,80,12,56,2,150
Bradford,CANTON TOWNSHIP,State Senate,23,DEM,Jackie Baker,63,6,51,3,123
Bradford,COLUMBIA TOWNSHIP,State Senate,23,DEM,Jackie Baker,65,5,39,3,112
Bradford,FRANKLIN TOWNSHIP,State Senate,23,DEM,Jackie Baker,30,6,17,1,54
Bradford,GRANVILLE TOWNSHIP,State Senate,23,DEM,Jackie Baker,40,11,23,0,74
Bradford,HERRICK TOWNSHIP,State Senate,23,DEM,Jackie Baker,38,4,20,1,63
Bradford,LERAYSVILLE BOROUGH,State Senate,23,DEM,Jackie Baker,11,3,10,0,24
Bradford,LEROY TOWNSHIP,State Senate,23,DEM,Jackie Baker,42,2,17,0,61
Bradford,LITCHFIELD TOWNSHIP,State Senate,23,DEM,Jackie Baker,63,11,40,2,116
Bradford,MONROE BOROUGH,State Senate,23,DEM,Jackie Baker,33,4,33,0,70
Bradford,MONROE TOWNSHIP,State Senate,23,DEM,Jackie Baker,72,3,33,3,111
Bradford,NEW ALBANY BOROUGH,State Senate,23,DEM,Jackie Baker,19,2,4,2,27
Bradford,ORWELL TOWNSHIP,State Senate,23,DEM,Jackie Baker,72,8,42,3,125
Bradford,OVERTON TOWNSHIP,State Senate,23,DEM,Jackie Baker,14,0,5,1,20
Bradford,PIKE TOWNSHIP,State Senate,23,DEM,Jackie Baker,31,3,20,0,54
Bradford,RIDGEBURY TOWNSHIP,State Senate,23,DEM,Jackie Baker,102,13,80,1,196
Bradford,ROME BOROUGH,State Senate,23,DEM,Jackie Baker,15,2,8,0,25
Bradford,ROME TOWNSHIP,State Senate,23,DEM,Jackie Baker,51,2,36,0,89
Bradford,SAYRE BOROUGH 1ST WARD,State Senate,23,DEM,Jackie Baker,80,7,71,1,159
Bradford,SAYRE BOROUGH 2ND WARD,State Senate,23,DEM,Jackie Baker,229,25,198,7,459
Bradford,SAYRE BOROUGH 3RD WARD,State Senate,23,DEM,Jackie Baker,50,5,18,2,75
Bradford,SAYRE BOROUGH 4TH WARD,State Senate,23,DEM,Jackie Baker,148,17,86,5,256
Bradford,SAYRE BOROUGH 5TH WARD,State Senate,23,DEM,Jackie Baker,24,2,17,1,44
Bradford,SHESHEQUIN TOWNSHIP,State Senate,23,DEM,Jackie Baker,53,5,51,3,112
Bradford,SMITHFIELD TOWNSHIP,State Senate,23,DEM,Jackie Baker,65,6,64,2,137
Bradford,SOUTH CREEK TOWNSHIP,State Senate,23,DEM,Jackie Baker,56,6,41,0,103
Bradford,SOUTH WAVERLY BOROUGH,State Senate,23,DEM,Jackie Baker,134,7,76,0,217
Bradford,SPRINGFIELD TOWNSHIP,State Senate,23,DEM,Jackie Baker,78,12,46,0,136
Bradford,STANDING STONE TOWNSHIP,State Senate,23,DEM,Jackie Baker,44,5,22,3,74
Bradford,STEVENS TOWNSHIP,State Senate,23,DEM,Jackie Baker,28,3,15,1,47
Bradford,SYLVANIA BOROUGH,State Senate,23,DEM,Jackie Baker,15,1,9,0,25
Bradford,TERRY TOWNSHIP,State Senate,23,DEM,Jackie Baker,47,5,35,0,87
Bradford,TOWANDA BOROUGH 1ST WARD,State Senate,23,DEM,Jackie Baker,38,7,27,0,72
Bradford,TOWANDA BOROUGH 2ND WARD,State Senate,23,DEM,Jackie Baker,73,8,50,1,132
Bradford,TOWANDA BOROUGH 3RD WARD,State Senate,23,DEM,Jackie Baker,97,20,74,0,191
Bradford,TOWANDA TOWNSHIP,State Senate,23,DEM,Jackie Baker,72,5,55,2,134
Bradford,NORTH TOWANDA TOWNSHIP,State Senate,23,DEM,Jackie Baker,49,6,75,4,134
Bradford,TROY BOROUGH,State Senate,23,DEM,Jackie Baker,114,9,55,3,181
Bradford,TROY TOWNSHIP,State Senate,23,DEM,Jackie Baker,98,12,60,4,174
Bradford,TUSCARORA TOWNSHIP,State Senate,23,DEM,Jackie Baker,56,7,26,1,90
Bradford,ULSTER TOWNSHIP,State Senate,23,DEM,Jackie Baker,72,5,57,2,136
Bradford,WARREN TOWNSHIP,State Senate,23,DEM,Jackie Baker,38,10,37,1,86
Bradford,WELLS TOWNSHIP,State Senate,23,DEM,Jackie Baker,73,8,54,1,136
Bradford,WILMOT TOWNSHIP,State Senate,23,DEM,Jackie Baker,75,5,46,0,126
Bradford,WINDHAM TOWNSHIP,State Senate,23,DEM,Jackie Baker,53,2,28,1,84
Bradford,WYALUSING BOROUGH,State Senate,23,DEM,Jackie Baker,50,9,34,3,96
Bradford,WYALUSING TOWNSHIP,State Senate,23,DEM,Jackie Baker,72,6,50,1,129
Bradford,WYSOX TOWNSHIP,State Senate,23,DEM,Jackie Baker,82,10,80,0,172
Bradford,ALBA BOROUGH,State Senate,23,REP,Gene Yaw,65,1,1,1,68
Bradford,ALBANY TOWNSHIP,State Senate,23,REP,Gene Yaw,323,12,37,3,375
Bradford,ARMENIA TOWNSHIP,State Senate,23,REP,Gene Yaw,84,1,3,0,88
Bradford,ASYLUM TOWNSHIP,State Senate,23,REP,Gene Yaw,343,10,53,2,408
Bradford,ATHENS BOROUGH 1ST WARD,State Senate,23,REP,Gene Yaw,156,10,26,3,195
Bradford,ATHENS BOROUGH 2ND WARD,State Senate,23,REP,Gene Yaw,123,5,12,2,142
Bradford,ATHENS BOROUGH 3RD WARD,State Senate,23,REP,Gene Yaw,233,1,25,9,268
Bradford,ATHENS BOROUGH 4TH WARD,State Senate,23,REP,Gene Yaw,258,8,46,0,312
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,State Senate,23,REP,Gene Yaw,610,28,100,9,747
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,State Senate,23,REP,Gene Yaw,700,53,212,17,982
Bradford,BURLINGTON BOROUGH,State Senate,23,REP,Gene Yaw,47,1,5,0,53
Bradford,BURLINGTON TOWNSHIP,State Senate,23,REP,Gene Yaw,253,12,33,3,301
Bradford,WEST BURLINGTON TOWNSHIP,State Senate,23,REP,Gene Yaw,185,5,11,3,204
Bradford,CANTON BOROUGH,State Senate,23,REP,Gene Yaw,501,16,44,7,568
Bradford,CANTON TOWNSHIP,State Senate,23,REP,Gene Yaw,714,35,71,10,830
Bradford,COLUMBIA TOWNSHIP,State Senate,23,REP,Gene Yaw,397,12,43,5,457
Bradford,FRANKLIN TOWNSHIP,State Senate,23,REP,Gene Yaw,226,7,22,2,257
Bradford,GRANVILLE TOWNSHIP,State Senate,23,REP,Gene Yaw,323,17,29,1,370
Bradford,HERRICK TOWNSHIP,State Senate,23,REP,Gene Yaw,292,10,45,2,349
Bradford,LERAYSVILLE BOROUGH,State Senate,23,REP,Gene Yaw,96,2,7,0,105
Bradford,LEROY TOWNSHIP,State Senate,23,REP,Gene Yaw,243,7,16,14,280
Bradford,LITCHFIELD TOWNSHIP,State Senate,23,REP,Gene Yaw,504,22,65,8,599
Bradford,MONROE BOROUGH,State Senate,23,REP,Gene Yaw,150,8,13,4,175
Bradford,MONROE TOWNSHIP,State Senate,23,REP,Gene Yaw,376,15,40,6,437
Bradford,NEW ALBANY BOROUGH,State Senate,23,REP,Gene Yaw,73,3,1,2,79
Bradford,ORWELL TOWNSHIP,State Senate,23,REP,Gene Yaw,427,15,61,9,512
Bradford,OVERTON TOWNSHIP,State Senate,23,REP,Gene Yaw,107,0,10,3,120
Bradford,PIKE TOWNSHIP,State Senate,23,REP,Gene Yaw,225,9,31,2,267
Bradford,RIDGEBURY TOWNSHIP,State Senate,23,REP,Gene Yaw,617,19,78,8,722
Bradford,ROME BOROUGH,State Senate,23,REP,Gene Yaw,98,7,7,1,113
Bradford,ROME TOWNSHIP,State Senate,23,REP,Gene Yaw,389,15,44,7,455
Bradford,SAYRE BOROUGH 1ST WARD,State Senate,23,REP,Gene Yaw,157,11,26,2,196
Bradford,SAYRE BOROUGH 2ND WARD,State Senate,23,REP,Gene Yaw,533,23,76,9,641
Bradford,SAYRE BOROUGH 3RD WARD,State Senate,23,REP,Gene Yaw,144,4,15,3,166
Bradford,SAYRE BOROUGH 4TH WARD,State Senate,23,REP,Gene Yaw,360,6,32,8,406
Bradford,SAYRE BOROUGH 5TH WARD,State Senate,23,REP,Gene Yaw,68,3,2,3,76
Bradford,SHESHEQUIN TOWNSHIP,State Senate,23,REP,Gene Yaw,429,18,52,12,511
Bradford,SMITHFIELD TOWNSHIP,State Senate,23,REP,Gene Yaw,569,17,70,14,670
Bradford,SOUTH CREEK TOWNSHIP,State Senate,23,REP,Gene Yaw,455,10,40,10,515
Bradford,SOUTH WAVERLY BOROUGH,State Senate,23,REP,Gene Yaw,308,13,40,0,361
Bradford,SPRINGFIELD TOWNSHIP,State Senate,23,REP,Gene Yaw,444,9,38,9,500
Bradford,STANDING STONE TOWNSHIP,State Senate,23,REP,Gene Yaw,189,8,22,4,223
Bradford,STEVENS TOWNSHIP,State Senate,23,REP,Gene Yaw,165,5,9,6,185
Bradford,SYLVANIA BOROUGH,State Senate,23,REP,Gene Yaw,63,1,10,0,74
Bradford,TERRY TOWNSHIP,State Senate,23,REP,Gene Yaw,335,12,35,5,387
Bradford,TOWANDA BOROUGH 1ST WARD,State Senate,23,REP,Gene Yaw,156,6,18,1,181
Bradford,TOWANDA BOROUGH 2ND WARD,State Senate,23,REP,Gene Yaw,187,8,31,4,230
Bradford,TOWANDA BOROUGH 3RD WARD,State Senate,23,REP,Gene Yaw,306,21,43,2,372
Bradford,TOWANDA TOWNSHIP,State Senate,23,REP,Gene Yaw,269,10,39,3,321
Bradford,NORTH TOWANDA TOWNSHIP,State Senate,23,REP,Gene Yaw,232,13,90,9,344
Bradford,TROY BOROUGH,State Senate,23,REP,Gene Yaw,317,11,34,8,370
Bradford,TROY TOWNSHIP,State Senate,23,REP,Gene Yaw,579,25,80,15,699
Bradford,TUSCARORA TOWNSHIP,State Senate,23,REP,Gene Yaw,416,18,28,9,471
Bradford,ULSTER TOWNSHIP,State Senate,23,REP,Gene Yaw,422,15,24,11,472
Bradford,WARREN TOWNSHIP,State Senate,23,REP,Gene Yaw,424,19,34,6,483
Bradford,WELLS TOWNSHIP,State Senate,23,REP,Gene Yaw,433,13,34,3,483
Bradford,WILMOT TOWNSHIP,State Senate,23,REP,Gene Yaw,439,11,47,10,507
Bradford,WINDHAM TOWNSHIP,State Senate,23,REP,Gene Yaw,306,8,45,5,364
Bradford,WYALUSING BOROUGH,State Senate,23,REP,Gene Yaw,162,4,20,3,189
Bradford,WYALUSING TOWNSHIP,State Senate,23,REP,Gene Yaw,461,20,51,8,540
Bradford,WYSOX TOWNSHIP,State Senate,23,REP,Gene Yaw,462,23,93,7,585
Bradford,ALBA BOROUGH,State Senate,23,,Write-ins,1,0,0,0,1
Bradford,ALBANY TOWNSHIP,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,ARMENIA TOWNSHIP,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,ASYLUM TOWNSHIP,State Senate,23,,Write-ins,1,0,0,0,1
Bradford,ATHENS BOROUGH 1ST WARD,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,ATHENS BOROUGH 2ND WARD,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,ATHENS BOROUGH 3RD WARD,State Senate,23,,Write-ins,1,0,0,0,1
Bradford,ATHENS BOROUGH 4TH WARD,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,State Senate,23,,Write-ins,0,0,1,0,1
Bradford,BURLINGTON BOROUGH,State Senate,23,,Write-ins,0,0,1,0,1
Bradford,BURLINGTON TOWNSHIP,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,WEST BURLINGTON TOWNSHIP,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,CANTON BOROUGH,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,CANTON TOWNSHIP,State Senate,23,,Write-ins,0,0,1,0,1
Bradford,COLUMBIA TOWNSHIP,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,FRANKLIN TOWNSHIP,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,GRANVILLE TOWNSHIP,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,HERRICK TOWNSHIP,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,LERAYSVILLE BOROUGH,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,LEROY TOWNSHIP,State Senate,23,,Write-ins,0,0,1,0,1
Bradford,LITCHFIELD TOWNSHIP,State Senate,23,,Write-ins,1,0,0,0,1
Bradford,MONROE BOROUGH,State Senate,23,,Write-ins,0,0,1,0,1
Bradford,MONROE TOWNSHIP,State Senate,23,,Write-ins,1,0,1,0,2
Bradford,NEW ALBANY BOROUGH,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,ORWELL TOWNSHIP,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,OVERTON TOWNSHIP,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,PIKE TOWNSHIP,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,RIDGEBURY TOWNSHIP,State Senate,23,,Write-ins,2,0,1,0,3
Bradford,ROME BOROUGH,State Senate,23,,Write-ins,2,0,0,0,2
Bradford,ROME TOWNSHIP,State Senate,23,,Write-ins,1,0,0,1,2
Bradford,SAYRE BOROUGH 1ST WARD,State Senate,23,,Write-ins,1,0,0,0,1
Bradford,SAYRE BOROUGH 2ND WARD,State Senate,23,,Write-ins,1,0,1,0,2
Bradford,SAYRE BOROUGH 3RD WARD,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,SAYRE BOROUGH 4TH WARD,State Senate,23,,Write-ins,1,0,0,0,1
Bradford,SAYRE BOROUGH 5TH WARD,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,SHESHEQUIN TOWNSHIP,State Senate,23,,Write-ins,2,1,0,1,4
Bradford,SMITHFIELD TOWNSHIP,State Senate,23,,Write-ins,1,0,0,0,1
Bradford,SOUTH CREEK TOWNSHIP,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,SOUTH WAVERLY BOROUGH,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,SPRINGFIELD TOWNSHIP,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,STANDING STONE TOWNSHIP,State Senate,23,,Write-ins,1,0,0,0,1
Bradford,STEVENS TOWNSHIP,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,SYLVANIA BOROUGH,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,TERRY TOWNSHIP,State Senate,23,,Write-ins,2,0,0,0,2
Bradford,TOWANDA BOROUGH 1ST WARD,State Senate,23,,Write-ins,0,0,1,0,1
Bradford,TOWANDA BOROUGH 2ND WARD,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,TOWANDA BOROUGH 3RD WARD,State Senate,23,,Write-ins,1,0,0,0,1
Bradford,TOWANDA TOWNSHIP,State Senate,23,,Write-ins,1,0,0,0,1
Bradford,NORTH TOWANDA TOWNSHIP,State Senate,23,,Write-ins,1,0,1,1,3
Bradford,TROY BOROUGH,State Senate,23,,Write-ins,1,0,0,0,1
Bradford,TROY TOWNSHIP,State Senate,23,,Write-ins,1,0,0,0,1
Bradford,TUSCARORA TOWNSHIP,State Senate,23,,Write-ins,1,0,0,0,1
Bradford,ULSTER TOWNSHIP,State Senate,23,,Write-ins,0,0,1,0,1
Bradford,WARREN TOWNSHIP,State Senate,23,,Write-ins,3,0,0,0,3
Bradford,WELLS TOWNSHIP,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,WILMOT TOWNSHIP,State Senate,23,,Write-ins,1,0,0,0,1
Bradford,WINDHAM TOWNSHIP,State Senate,23,,Write-ins,1,0,0,0,1
Bradford,WYALUSING BOROUGH,State Senate,23,,Write-ins,0,0,0,0,0
Bradford,WYALUSING TOWNSHIP,State Senate,23,,Write-ins,2,0,0,0,2
Bradford,WYSOX TOWNSHIP,State Senate,23,,Write-ins,0,0,2,0,2
Bradford,ALBA BOROUGH,State House,68,REP,Clint Owlett,69,2,1,1,73
Bradford,ARMENIA TOWNSHIP,State House,68,REP,Clint Owlett,93,3,3,0,99
Bradford,WEST BURLINGTON TOWNSHIP,State House,68,REP,Clint Owlett,208,7,17,4,236
Bradford,CANTON BOROUGH,State House,68,REP,Clint Owlett,534,24,63,8,629
Bradford,CANTON TOWNSHIP,State House,68,REP,Clint Owlett,755,39,90,13,897
Bradford,COLUMBIA TOWNSHIP,State House,68,REP,Clint Owlett,422,13,57,5,497
Bradford,GRANVILLE TOWNSHIP,State House,68,REP,Clint Owlett,348,23,44,1,416
Bradford,RIDGEBURY TOWNSHIP,State House,68,REP,Clint Owlett,654,21,98,8,781
Bradford,SMITHFIELD TOWNSHIP,State House,68,REP,Clint Owlett,591,17,88,12,708
Bradford,SOUTH CREEK TOWNSHIP,State House,68,REP,Clint Owlett,482,12,63,10,567
Bradford,SPRINGFIELD TOWNSHIP,State House,68,REP,Clint Owlett,489,12,59,9,569
Bradford,SYLVANIA BOROUGH,State House,68,REP,Clint Owlett,72,1,17,0,90
Bradford,TROY BOROUGH,State House,68,REP,Clint Owlett,375,15,58,9,457
Bradford,TROY TOWNSHIP,State House,68,REP,Clint Owlett,641,30,120,18,809
Bradford,WELLS TOWNSHIP,State House,68,REP,Clint Owlett,466,14,49,2,531
Bradford,ALBA BOROUGH,State House,68,LBT,Noyes J. Lawton,1,0,1,0,2
Bradford,ARMENIA TOWNSHIP,State House,68,LBT,Noyes J. Lawton,4,0,1,0,5
Bradford,WEST BURLINGTON TOWNSHIP,State House,68,LBT,Noyes J. Lawton,9,2,6,2,19
Bradford,CANTON BOROUGH,State House,68,LBT,Noyes J. Lawton,45,3,29,0,77
Bradford,CANTON TOWNSHIP,State House,68,LBT,Noyes J. Lawton,16,2,29,0,47
Bradford,COLUMBIA TOWNSHIP,State House,68,LBT,Noyes J. Lawton,43,4,14,2,63
Bradford,GRANVILLE TOWNSHIP,State House,68,LBT,Noyes J. Lawton,15,4,9,0,28
Bradford,RIDGEBURY TOWNSHIP,State House,68,LBT,Noyes J. Lawton,61,9,48,1,119
Bradford,SMITHFIELD TOWNSHIP,State House,68,LBT,Noyes J. Lawton,42,4,32,2,80
Bradford,SOUTH CREEK TOWNSHIP,State House,68,LBT,Noyes J. Lawton,27,2,19,0,48
Bradford,SPRINGFIELD TOWNSHIP,State House,68,LBT,Noyes J. Lawton,34,5,20,0,59
Bradford,SYLVANIA BOROUGH,State House,68,LBT,Noyes J. Lawton,3,1,1,0,5
Bradford,TROY BOROUGH,State House,68,LBT,Noyes J. Lawton,47,5,27,1,80
Bradford,TROY TOWNSHIP,State House,68,LBT,Noyes J. Lawton,39,3,13,0,55
Bradford,WELLS TOWNSHIP,State House,68,LBT,Noyes J. Lawton,42,5,27,1,75
Bradford,ALBA BOROUGH,State House,68,,Write-ins,0,0,0,0,0
Bradford,ARMENIA TOWNSHIP,State House,68,,Write-ins,0,0,0,0,0
Bradford,WEST BURLINGTON TOWNSHIP,State House,68,,Write-ins,0,0,0,0,0
Bradford,CANTON BOROUGH,State House,68,,Write-ins,1,0,2,0,3
Bradford,CANTON TOWNSHIP,State House,68,,Write-ins,0,0,1,0,1
Bradford,COLUMBIA TOWNSHIP,State House,68,,Write-ins,0,0,1,0,1
Bradford,GRANVILLE TOWNSHIP,State House,68,,Write-ins,0,1,0,0,1
Bradford,RIDGEBURY TOWNSHIP,State House,68,,Write-ins,1,1,2,0,4
Bradford,SMITHFIELD TOWNSHIP,State House,68,,Write-ins,1,0,0,0,1
Bradford,SOUTH CREEK TOWNSHIP,State House,68,,Write-ins,1,2,0,0,3
Bradford,SPRINGFIELD TOWNSHIP,State House,68,,Write-ins,3,1,0,0,4
Bradford,SYLVANIA BOROUGH,State House,68,,Write-ins,0,0,0,0,0
Bradford,TROY BOROUGH,State House,68,,Write-ins,1,0,1,0,2
Bradford,TROY TOWNSHIP,State House,68,,Write-ins,1,1,2,1,5
Bradford,WELLS TOWNSHIP,State House,68,,Write-ins,1,0,1,0,2
Bradford,ALBANY TOWNSHIP,State House,110,REP,Tina Pickett,351,16,45,4,416
Bradford,ASYLUM TOWNSHIP,State House,110,REP,Tina Pickett,367,10,73,3,453
Bradford,ATHENS BOROUGH 1ST WARD,State House,110,REP,Tina Pickett,169,10,50,3,232
Bradford,ATHENS BOROUGH 2ND WARD,State House,110,REP,Tina Pickett,157,6,28,2,193
Bradford,ATHENS BOROUGH 3RD WARD,State House,110,REP,Tina Pickett,259,9,60,11,339
Bradford,ATHENS BOROUGH 4TH WARD,State House,110,REP,Tina Pickett,309,11,67,0,387
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,State House,110,REP,Tina Pickett,685,38,164,10,897
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,State House,110,REP,Tina Pickett,787,73,343,20,1223
Bradford,BURLINGTON BOROUGH,State House,110,REP,Tina Pickett,42,1,7,0,50
Bradford,BURLINGTON TOWNSHIP,State House,110,REP,Tina Pickett,266,12,48,5,331
Bradford,FRANKLIN TOWNSHIP,State House,110,REP,Tina Pickett,234,11,30,2,277
Bradford,HERRICK TOWNSHIP,State House,110,REP,Tina Pickett,303,11,57,2,373
Bradford,LERAYSVILLE BOROUGH,State House,110,REP,Tina Pickett,99,4,13,0,116
Bradford,LEROY TOWNSHIP,State House,110,REP,Tina Pickett,249,6,21,14,290
Bradford,LITCHFIELD TOWNSHIP,State House,110,REP,Tina Pickett,526,27,86,11,650
Bradford,MONROE BOROUGH,State House,110,REP,Tina Pickett,148,7,28,4,187
Bradford,MONROE TOWNSHIP,State House,110,REP,Tina Pickett,397,17,52,7,473
Bradford,NEW ALBANY BOROUGH,State House,110,REP,Tina Pickett,80,4,1,4,89
Bradford,ORWELL TOWNSHIP,State House,110,REP,Tina Pickett,454,18,81,12,565
Bradford,OVERTON TOWNSHIP,State House,110,REP,Tina Pickett,106,0,15,3,124
Bradford,PIKE TOWNSHIP,State House,110,REP,Tina Pickett,241,10,40,2,293
Bradford,ROME BOROUGH,State House,110,REP,Tina Pickett,102,9,9,1,121
Bradford,ROME TOWNSHIP,State House,110,REP,Tina Pickett,401,13,58,7,479
Bradford,SAYRE BOROUGH 1ST WARD,State House,110,REP,Tina Pickett,189,14,66,3,272
Bradford,SAYRE BOROUGH 2ND WARD,State House,110,REP,Tina Pickett,612,36,183,15,846
Bradford,SAYRE BOROUGH 3RD WARD,State House,110,REP,Tina Pickett,167,6,28,5,206
Bradford,SAYRE BOROUGH 4TH WARD,State House,110,REP,Tina Pickett,416,13,77,13,519
Bradford,SAYRE BOROUGH 5TH WARD,State House,110,REP,Tina Pickett,82,5,9,1,97
Bradford,SHESHEQUIN TOWNSHIP,State House,110,REP,Tina Pickett,432,18,79,14,543
Bradford,SOUTH WAVERLY BOROUGH,State House,110,REP,Tina Pickett,384,19,80,0,483
Bradford,STANDING STONE TOWNSHIP,State House,110,REP,Tina Pickett,206,10,28,7,251
Bradford,STEVENS TOWNSHIP,State House,110,REP,Tina Pickett,177,6,15,7,205
Bradford,TERRY TOWNSHIP,State House,110,REP,Tina Pickett,362,15,53,5,435
Bradford,TOWANDA BOROUGH 1ST WARD,State House,110,REP,Tina Pickett,169,11,29,1,210
Bradford,TOWANDA BOROUGH 2ND WARD,State House,110,REP,Tina Pickett,208,10,51,5,274
Bradford,TOWANDA BOROUGH 3RD WARD,State House,110,REP,Tina Pickett,344,33,65,2,444
Bradford,TOWANDA TOWNSHIP,State House,110,REP,Tina Pickett,299,12,61,5,377
Bradford,NORTH TOWANDA TOWNSHIP,State House,110,REP,Tina Pickett,247,17,129,12,405
Bradford,TUSCARORA TOWNSHIP,State House,110,REP,Tina Pickett,432,20,39,9,500
Bradford,ULSTER TOWNSHIP,State House,110,REP,Tina Pickett,462,17,54,12,545
Bradford,WARREN TOWNSHIP,State House,110,REP,Tina Pickett,428,24,48,6,506
Bradford,WILMOT TOWNSHIP,State House,110,REP,Tina Pickett,471,10,73,10,564
Bradford,WINDHAM TOWNSHIP,State House,110,REP,Tina Pickett,321,9,57,5,392
Bradford,WYALUSING BOROUGH,State House,110,REP,Tina Pickett,176,5,33,6,220
Bradford,WYALUSING TOWNSHIP,State House,110,REP,Tina Pickett,505,22,75,9,611
Bradford,WYSOX TOWNSHIP,State House,110,REP,Tina Pickett,477,23,128,7,635
Bradford,ALBANY TOWNSHIP,State House,110,LBT,Larry Frey,27,4,20,0,51
