county,precinct,office,district,party,candidate,votes,mail,election_day,provisional
Westmoreland,Hempfield Township - #5 Wendel-Herminie,State Senate,39,REP,Kim Ward,586,81,497,8
Westmoreland,Hempfield Township - #6 Luxor,State Senate,39,REP,Kim Ward,213,16,197,0
Westmoreland,Hempfield Township - #7 Hannastown,State Senate,39,REP,Kim Ward,157,11,146,0
Westmoreland,Hempfield Township - #8 Bovard,State Senate,39,REP,Kim Ward,295,44,248,3
Westmoreland,Hempfield Township - East Adamsburg,State Senate,39,REP,Kim Ward,833,129,702,2
Westmoreland,Hempfield Township - Eastview,State Senate,39,REP,Kim Ward,370,91,270,9
Westmoreland,Hempfield Township - Fort Allen,State Senate,39,REP,Kim Ward,943,173,753,17
Westmoreland,Hempfield Township - Gayville,State Senate,39,REP,Kim Ward,160,30,130,0
Westmoreland,Hempfield Township - Grapeville,State Senate,39,REP,Kim Ward,298,28,266,4
Westmoreland,Hempfield Township - Haydenville,State Senate,39,REP,Kim Ward,387,70,316,1
Westmoreland,Hempfield Township - High Park,State Senate,39,REP,Kim Ward,160,13,144,3
Westmoreland,Hempfield Township - Lincoln Heights East,State Senate,39,REP,Kim Ward,656,142,500,14
Westmoreland,Hempfield Township - Lincoln Heights West,State Senate,39,REP,Kim Ward,502,74,419,9
Westmoreland,Hempfield Township - Middletown,State Senate,39,REP,Kim Ward,443,68,373,2
Westmoreland,Hempfield Township - New Stanton,State Senate,39,REP,Kim Ward,425,58,360,7
Westmoreland,Hempfield Township - North Carbon,State Senate,39,REP,Kim Ward,240,47,187,6
Westmoreland,Hempfield Township - Sibel,State Senate,39,REP,Kim Ward,125,17,108,0
Westmoreland,Hempfield Township - Todd,State Senate,39,REP,Kim Ward,774,170,594,10
Westmoreland,Hempfield Township - University,State Senate,39,REP,Kim Ward,452,88,364,0
Westmoreland,Hempfield Township - Valley,State Senate,39,REP,Kim Ward,681,114,559,8
Westmoreland,Hempfield Township - Weaver'S Old Stand,State Senate,39,REP,Kim Ward,836,145,673,18
Westmoreland,Hempfield Township - Wegley,State Senate,39,REP,Kim Ward,244,36,204,4
Westmoreland,Hempfield Township - West Hempfield,State Senate,39,REP,Kim Ward,903,171,718,14
Westmoreland,Hempfield Township - West Point,State Senate,39,REP,Kim Ward,1144,331,812,1
Westmoreland,Hunker Borough,State Senate,39,REP,Kim Ward,133,13,120,0
Westmoreland,Irwin Borough - 1St Ward,State Senate,39,REP,Kim Ward,153,22,131,0
Westmoreland,Irwin Borough - 2Nd Ward,State Senate,39,REP,Kim Ward,135,11,124,0
Westmoreland,Irwin Borough - 3Rd Ward,State Senate,39,REP,Kim Ward,207,23,184,0
Westmoreland,Irwin Borough - 4Th Ward,State Senate,39,REP,Kim Ward,139,17,120,2
Westmoreland,Irwin Borough - 5Th Ward,State Senate,39,REP,Kim Ward,145,22,117,6
Westmoreland,Irwin Borough - 6Th Ward,State Senate,39,REP,Kim Ward,237,41,191,5
Westmoreland,Irwin Borough - 7Th Ward,State Senate,39,REP,Kim Ward,295,44,250,1
Westmoreland,City Of Jeannette - 1,State Senate,39,REP,Kim Ward,78,19,58,1
Westmoreland,City Of Jeannette - 2-1,State Senate,39,REP,Kim Ward,132,14,118,0
Westmoreland,City Of Jeannette - 2-2,State Senate,39,REP,Kim Ward,260,52,200,8
Westmoreland,City Of Jeannette - 3,State Senate,39,REP,Kim Ward,485,70,410,5
Westmoreland,City Of Jeannette - 4,State Senate,39,REP,Kim Ward,76,13,63,0
Westmoreland,City Of Jeannette - 5-1,State Senate,39,REP,Kim Ward,286,32,244,10
Westmoreland,City Of Jeannette - 5-2,State Senate,39,REP,Kim Ward,621,107,501,13
Westmoreland,City Of Jeannette - 6,State Senate,39,REP,Kim Ward,688,107,574,7
Westmoreland,City Of Latrobe - 1St Ward,State Senate,39,REP,Kim Ward,623,94,519,10
Westmoreland,City Of Latrobe - 2Nd Ward,State Senate,39,REP,Kim Ward,278,60,215,3
Westmoreland,City Of Latrobe - 3Rd Ward,State Senate,39,REP,Kim Ward,445,75,364,6
Westmoreland,City Of Latrobe - 4Th Ward,State Senate,39,REP,Kim Ward,493,80,407,6
Westmoreland,City Of Latrobe - 5Th Ward,State Senate,39,REP,Kim Ward,428,48,374,6
Westmoreland,City Of Latrobe - 6Th Ward,State Senate,39,REP,Kim Ward,334,54,272,8
Westmoreland,Laurel Mountain Borough,State Senate,39,REP,Kim Ward,55,8,46,1
Westmoreland,Ligonier Borough,State Senate,39,REP,Kim Ward,607,105,493,9
Westmoreland,Ligonier Township - Idle Park,State Senate,39,REP,Kim Ward,636,75,556,5
Westmoreland,Ligonier Township - Laughlintown,State Senate,39,REP,Kim Ward,264,38,224,2
Westmoreland,Ligonier Township - North Ligonier,State Senate,39,REP,Kim Ward,935,183,744,8
Westmoreland,Ligonier Township - South Ligonier,State Senate,39,REP,Kim Ward,347,52,289,6
Westmoreland,Ligonier Township - Waterford,State Senate,39,REP,Kim Ward,497,71,415,11
Westmoreland,Ligonier Township - Wilpen,State Senate,39,REP,Kim Ward,189,24,164,1
Westmoreland,Madison Borough,State Senate,39,REP,Kim Ward,145,18,126,1
Westmoreland,Manor Borough,State Senate,39,REP,Kim Ward,1357,237,1113,7
Westmoreland,Mt. Pleasant Township - Bridgeport,State Senate,39,REP,Kim Ward,112,12,95,5
Westmoreland,Mt. Pleasant Township - Duncan,State Senate,39,REP,Kim Ward,370,49,313,8
Westmoreland,Mt. Pleasant Township - Heccla,State Senate,39,REP,Kim Ward,499,42,453,4
Westmoreland,Mt. Pleasant Township - Laurel Run,State Senate,39,REP,Kim Ward,527,67,460,0
Westmoreland,Mt. Pleasant Township - Mammoth,State Senate,39,REP,Kim Ward,313,23,288,2
Westmoreland,Mt. Pleasant Township - Pleasant Valley,State Senate,39,REP,Kim Ward,455,40,407,8
Westmoreland,Mt. Pleasant Township - Ridgeview,State Senate,39,REP,Kim Ward,319,40,275,4
Westmoreland,Mt. Pleasant Township - Spring Garden,State Senate,39,REP,Kim Ward,788,118,669,1
Westmoreland,Mt. Pleasant Township - United,State Senate,39,REP,Kim Ward,402,50,344,8
Westmoreland,Mt. Pleasant Township - Westmoreland Homesteads,State Senate,39,REP,Kim Ward,644,83,555,6
Westmoreland,New Alexandria Borough,State Senate,39,REP,Kim Ward,218,26,190,2
Westmoreland,New Florence Borough,State Senate,39,REP,Kim Ward,256,28,228,0
Westmoreland,New Stanton Borough,State Senate,39,REP,Kim Ward,799,102,686,11
Westmoreland,N Huntingdon Township - 1-1,State Senate,39,REP,Kim Ward,861,142,698,21
Westmoreland,N Huntingdon Township - 1-2,State Senate,39,REP,Kim Ward,111,10,101,0
Westmoreland,N Huntingdon Township - 1-3,State Senate,39,REP,Kim Ward,1057,257,781,19
Westmoreland,N Huntingdon Township - 1-4,State Senate,39,REP,Kim Ward,449,74,372,3
Westmoreland,N Huntingdon Township - 2-1,State Senate,39,REP,Kim Ward,322,39,270,13
Westmoreland,N Huntingdon Township - 2-2,State Senate,39,REP,Kim Ward,886,166,703,17
Westmoreland,N Huntingdon Township - 2-3,State Senate,39,REP,Kim Ward,474,76,398,0
Westmoreland,N Huntingdon Township - 3-1,State Senate,39,REP,Kim Ward,1116,204,912,0
Westmoreland,N Huntingdon Township - 3-2,State Senate,39,REP,Kim Ward,1261,226,1023,12
Westmoreland,N Huntingdon Township - 4-1,State Senate,39,REP,Kim Ward,572,97,475,0
Westmoreland,N Huntingdon Township - 4-2,State Senate,39,REP,Kim Ward,1004,199,804,1
Westmoreland,N Huntingdon Township - 4-3,State Senate,39,REP,Kim Ward,302,42,260,0
Westmoreland,N Huntingdon Township - 4-4,State Senate,39,REP,Kim Ward,152,25,123,4
Westmoreland,N Huntingdon Township - 5-1,State Senate,39,REP,Kim Ward,315,48,267,0
Westmoreland,N Huntingdon Township - 5-2,State Senate,39,REP,Kim Ward,878,173,692,13
Westmoreland,N Huntingdon Township - 5-3,State Senate,39,REP,Kim Ward,582,112,461,9
Westmoreland,N Huntingdon Township - 6-1,State Senate,39,REP,Kim Ward,237,31,202,4
Westmoreland,N Huntingdon Township - 6-2,State Senate,39,REP,Kim Ward,344,54,286,4
Westmoreland,N Huntingdon Township - 6-3,State Senate,39,REP,Kim Ward,820,147,672,1
Westmoreland,N Huntingdon Township - 6-4,State Senate,39,REP,Kim Ward,332,38,289,5
Westmoreland,N Huntingdon Township - 7-1,State Senate,39,REP,Kim Ward,366,28,332,6
Westmoreland,N Huntingdon Township - 7-2,State Senate,39,REP,Kim Ward,449,41,397,11
Westmoreland,N Huntingdon Township - 7-3,State Senate,39,REP,Kim Ward,313,48,262,3
Westmoreland,N Huntingdon Township - 7-4,State Senate,39,REP,Kim Ward,331,28,296,7
Westmoreland,N Irwin Borough,State Senate,39,REP,Kim Ward,308,39,265,4
Westmoreland,Penn Borough,State Senate,39,REP,Kim Ward,148,10,137,1
Westmoreland,Penn Township - 1-1,State Senate,39,REP,Kim Ward,920,156,752,12
Westmoreland,Penn Township - 1-2,State Senate,39,REP,Kim Ward,799,174,609,16
Westmoreland,Penn Township - 2-1,State Senate,39,REP,Kim Ward,729,109,599,21
Westmoreland,Penn Township - 2-2,State Senate,39,REP,Kim Ward,1156,257,881,18
Westmoreland,Penn Township - 3-1,State Senate,39,REP,Kim Ward,967,142,820,5
Westmoreland,Penn Township - 3-2,State Senate,39,REP,Kim Ward,769,160,598,11
Westmoreland,Penn Township - 3-3,State Senate,39,REP,Kim Ward,119,16,102,1
Westmoreland,Penn Township - 4-1,State Senate,39,REP,Kim Ward,1263,244,1004,15
Westmoreland,Penn Township - 4-2,State Senate,39,REP,Kim Ward,641,123,510,8
Westmoreland,Penn Township - 5-1,State Senate,39,REP,Kim Ward,677,109,553,15
Westmoreland,Penn Township - 5-2,State Senate,39,REP,Kim Ward,763,113,638,12
Westmoreland,Penn Township - 5-3,State Senate,39,REP,Kim Ward,380,47,321,12
Westmoreland,Salem Township - Five Points,State Senate,39,REP,Kim Ward,655,78,569,8
Westmoreland,Salem Township - Hugus,State Senate,39,REP,Kim Ward,222,22,197,3
Westmoreland,Salem Township - Mechlings,State Senate,39,REP,Kim Ward,170,15,155,0
Westmoreland,Salem Township - New Salem,State Senate,39,REP,Kim Ward,791,152,633,6
Westmoreland,Salem Township - Slickville,State Senate,39,REP,Kim Ward,263,23,237,3
Westmoreland,Salem Township - Steeles,State Senate,39,REP,Kim Ward,356,64,292,0
Westmoreland,Salem Township - Trees Mills,State Senate,39,REP,Kim Ward,341,42,298,1
Westmoreland,Seward Borough,State Senate,39,REP,Kim Ward,177,21,155,1
Westmoreland,Sewickley Township - East Herminie,State Senate,39,REP,Kim Ward,260,21,231,8
Westmoreland,Sewickley Township - Lowber,State Senate,39,REP,Kim Ward,440,39,393,8
Westmoreland,Sewickley Township - Rillton,State Senate,39,REP,Kim Ward,497,45,446,6
Westmoreland,Sewickley Township - Sewickley,State Senate,39,REP,Kim Ward,593,68,521,4
Westmoreland,Sewickley Township - West Herminie,State Senate,39,REP,Kim Ward,385,50,330,5
Westmoreland,Sewickley Township - Whyel,State Senate,39,REP,Kim Ward,161,22,136,3
Westmoreland,Smithton Borough,State Senate,39,REP,Kim Ward,107,8,97,2
Westmoreland,S Greensburg Borough - #1,State Senate,39,REP,Kim Ward,354,62,292,0
Westmoreland,S Greensburg Borough - #2,State Senate,39,REP,Kim Ward,341,62,279,0
Westmoreland,South Huntingdon Township - Hixon,State Senate,39,REP,Kim Ward,334,39,294,1
Westmoreland,South Huntingdon Township - Jacobs Creek,State Senate,39,REP,Kim Ward,64,6,58,0
Westmoreland,South Huntingdon Township - Mineral,State Senate,39,REP,Kim Ward,209,11,197,1
Westmoreland,South Huntingdon Township - Port Royal,State Senate,39,REP,Kim Ward,72,6,66,0
Westmoreland,South Huntingdon Township - South Huntingdon,State Senate,39,REP,Kim Ward,680,75,597,8
Westmoreland,South Huntingdon Township - Wayne,State Senate,39,REP,Kim Ward,551,68,477,6
Westmoreland,South Huntingdon Township - Wyano,State Senate,39,REP,Kim Ward,201,15,186,0
Westmoreland,South Huntingdon Township - Yukon,State Senate,39,REP,Kim Ward,252,17,231,4
Westmoreland,Sw Greensburg Borough - #1,State Senate,39,REP,Kim Ward,448,66,378,4
Westmoreland,Sw Greensburg Borough - #2,State Senate,39,REP,Kim Ward,238,25,211,2
Westmoreland,St Clair Township - - Seward,State Senate,39,REP,Kim Ward,198,7,182,9
Westmoreland,St Clair Township - - St Clair,State Senate,39,REP,Kim Ward,304,28,271,5
Westmoreland,Sutersville Borough,State Senate,39,REP,Kim Ward,202,24,178,0
Westmoreland,Trafford Borough - #1,State Senate,39,REP,Kim Ward,510,80,420,10
Westmoreland,Trafford Borough - #2,State Senate,39,REP,Kim Ward,538,91,432,15
Westmoreland,Unity Township - Baggaley,State Senate,39,REP,Kim Ward,665,128,531,6
Westmoreland,Unity Township - Beatty,State Senate,39,REP,Kim Ward,635,171,451,13
Westmoreland,Unity Township - Crabtree,State Senate,39,REP,Kim Ward,224,25,197,2
Westmoreland,Unity Township - Dennison,State Senate,39,REP,Kim Ward,1969,540,1385,44
Westmoreland,Unity Township - Dorothy,State Senate,39,REP,Kim Ward,403,54,347,2
Westmoreland,Unity Township - Gravel Hill,State Senate,39,REP,Kim Ward,535,112,423,0
Westmoreland,Unity Township - Kuhns,State Senate,39,REP,Kim Ward,568,68,489,11
Westmoreland,Unity Township - Lloydsville,State Senate,39,REP,Kim Ward,291,27,260,4
Westmoreland,Unity Township - Marguerite,State Senate,39,REP,Kim Ward,1180,296,877,7
Westmoreland,Unity Township - Mutual,State Senate,39,REP,Kim Ward,437,46,385,6
Westmoreland,Unity Township - Pleasant Unity,State Senate,39,REP,Kim Ward,519,40,473,6
Westmoreland,Unity Township - Roble,State Senate,39,REP,Kim Ward,495,103,387,5
Westmoreland,Unity Township - Whitney,State Senate,39,REP,Kim Ward,954,114,825,15
Westmoreland,W Newton Borough - 1St Ward,State Senate,39,REP,Kim Ward,338,38,299,1
Westmoreland,W Newton Borough - 2Nd Ward,State Senate,39,REP,Kim Ward,209,21,188,0
Westmoreland,W Newton Borough - 3Rd Ward,State Senate,39,REP,Kim Ward,315,27,288,0
Westmoreland,Youngstown Borough,State Senate,39,REP,Kim Ward,116,6,110,0
Westmoreland,Youngwood Borough - 1St Ward,State Senate,39,REP,Kim Ward,446,72,366,8
Westmoreland,Youngwood Borough - 2Nd Ward,State Senate,39,REP,Kim Ward,220,30,188,2
Westmoreland,Youngwood Borough - 3Rd Ward,State Senate,39,REP,Kim Ward,382,51,327,4
Westmoreland,Adamsburg Borough,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Arona Borough,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Bolivar Borough,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Cook Township,State Senate,39,,Write-ins,1,0,0,1
Westmoreland,Delmont Borough,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,Derry Borough - 1St Ward,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,Derry Borough - 2Nd Ward,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Derry Borough - 3Rd Ward,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,Derry Borough - 4Th Ward,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Derry Township - Alters,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Derry Township - Bradenville,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Derry Township - Cokeville,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Derry Township - Cooperstown,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,Derry Township - Kingston,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Derry Township - Loyalhanna,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Derry Township - Millwood,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Derry Township - New Derry,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Derry Township - Peanut,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Derry Township - Saxman,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Derry Township - Scalp Level,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Derry Township - Simpsons,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Derry Township - Torrance,State Senate,39,,Write-ins,2,2,0,0
Westmoreland,Donegal Borough,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Donegal Township - Four Mile Run,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,Donegal Township - Indian Creek,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Fairfield Township - Fairfield,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Fairfield Township - N Fairfield,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Fairfield Township - S Fairfield,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Greensburg - 1-1,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Greensburg - 1-2,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Greensburg - 2-1,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Greensburg - 2-2,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,City Of Greensburg - 2-3,State Senate,39,,Write-ins,1,1,0,0
Westmoreland,City Of Greensburg - 2-4,State Senate,39,,Write-ins,3,1,2,0
Westmoreland,City Of Greensburg - 3,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Greensburg - 4-1,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Greensburg - 5-1,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Greensburg - 5-2,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,City Of Greensburg - 6,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Greensburg - 7-1,State Senate,39,,Write-ins,3,0,3,0
Westmoreland,City Of Greensburg - 7-2,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,City Of Greensburg - 8-1,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Greensburg - 8-2,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Hempfield Township - #1 Foxhill,State Senate,39,,Write-ins,1,1,0,0
Westmoreland,Hempfield Township - #2 Alwine,State Senate,39,,Write-ins,4,1,3,0
Westmoreland,Hempfield Township - #3 Maplewood,State Senate,39,,Write-ins,4,0,4,0
Westmoreland,Hempfield Township - #4 Carbon,State Senate,39,,Write-ins,1,1,0,0
Westmoreland,Hempfield Township - #5 Wendel-Herminie,State Senate,39,,Write-ins,3,2,1,0
Westmoreland,Hempfield Township - #6 Luxor,State Senate,39,,Write-ins,3,0,3,0
Westmoreland,Hempfield Township - #7 Hannastown,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Hempfield Township - #8 Bovard,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,Hempfield Township - East Adamsburg,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Hempfield Township - Eastview,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Hempfield Township - Fort Allen,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Hempfield Township - Gayville,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Hempfield Township - Grapeville,State Senate,39,,Write-ins,1,1,0,0
Westmoreland,Hempfield Township - Haydenville,State Senate,39,,Write-ins,2,1,1,0
Westmoreland,Hempfield Township - High Park,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,Hempfield Township - Lincoln Heights East,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,Hempfield Township - Lincoln Heights West,State Senate,39,,Write-ins,1,1,0,0
Westmoreland,Hempfield Township - Middletown,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Hempfield Township - New Stanton,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Hempfield Township - North Carbon,State Senate,39,,Write-ins,2,0,2,0
Westmoreland,Hempfield Township - Sibel,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Hempfield Township - Todd,State Senate,39,,Write-ins,3,0,3,0
Westmoreland,Hempfield Township - University,State Senate,39,,Write-ins,2,1,1,0
Westmoreland,Hempfield Township - Valley,State Senate,39,,Write-ins,1,1,0,0
Westmoreland,Hempfield Township - Weaver'S Old Stand,State Senate,39,,Write-ins,1,1,0,0
Westmoreland,Hempfield Township - Wegley,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Hempfield Township - West Hempfield,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Hempfield Township - West Point,State Senate,39,,Write-ins,4,2,2,0
Westmoreland,Hunker Borough,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Irwin Borough - 1St Ward,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,Irwin Borough - 2Nd Ward,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Irwin Borough - 3Rd Ward,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Irwin Borough - 4Th Ward,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Irwin Borough - 5Th Ward,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,Irwin Borough - 6Th Ward,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Irwin Borough - 7Th Ward,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Jeannette - 1,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,City Of Jeannette - 2-1,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Jeannette - 2-2,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Jeannette - 3,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Jeannette - 4,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Jeannette - 5-1,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,City Of Jeannette - 5-2,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Jeannette - 6,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Latrobe - 1St Ward,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Latrobe - 2Nd Ward,State Senate,39,,Write-ins,2,1,1,0
Westmoreland,City Of Latrobe - 3Rd Ward,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Latrobe - 4Th Ward,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,City Of Latrobe - 5Th Ward,State Senate,39,,Write-ins,1,1,0,0
Westmoreland,City Of Latrobe - 6Th Ward,State Senate,39,,Write-ins,5,3,2,0
Westmoreland,Laurel Mountain Borough,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Ligonier Borough,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,Ligonier Township - Idle Park,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Ligonier Township - Laughlintown,State Senate,39,,Write-ins,1,1,0,0
Westmoreland,Ligonier Township - North Ligonier,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Ligonier Township - South Ligonier,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Ligonier Township - Waterford,State Senate,39,,Write-ins,1,0,0,1
Westmoreland,Ligonier Township - Wilpen,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Madison Borough,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Manor Borough,State Senate,39,,Write-ins,2,1,1,0
Westmoreland,Mt. Pleasant Township - Bridgeport,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Mt. Pleasant Township - Duncan,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Mt. Pleasant Township - Heccla,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Mt. Pleasant Township - Laurel Run,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Mt. Pleasant Township - Mammoth,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Mt. Pleasant Township - Pleasant Valley,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Mt. Pleasant Township - Ridgeview,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Mt. Pleasant Township - Spring Garden,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,Mt. Pleasant Township - United,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Mt. Pleasant Township - Westmoreland Homesteads,State Senate,39,,Write-ins,1,1,0,0
Westmoreland,New Alexandria Borough,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,New Florence Borough,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,New Stanton Borough,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,N Huntingdon Township - 1-1,State Senate,39,,Write-ins,1,1,0,0
Westmoreland,N Huntingdon Township - 1-2,State Senate,39,,Write-ins,1,1,0,0
Westmoreland,N Huntingdon Township - 1-3,State Senate,39,,Write-ins,1,1,0,0
Westmoreland,N Huntingdon Township - 1-4,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,N Huntingdon Township - 2-1,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,N Huntingdon Township - 2-2,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,N Huntingdon Township - 2-3,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,N Huntingdon Township - 3-1,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,N Huntingdon Township - 3-2,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,N Huntingdon Township - 4-1,State Senate,39,,Write-ins,2,0,2,0
Westmoreland,N Huntingdon Township - 4-2,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,N Huntingdon Township - 4-3,State Senate,39,,Write-ins,2,0,2,0
Westmoreland,N Huntingdon Township - 4-4,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,N Huntingdon Township - 5-1,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,N Huntingdon Township - 5-2,State Senate,39,,Write-ins,2,1,1,0
Westmoreland,N Huntingdon Township - 5-3,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,N Huntingdon Township - 6-1,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,N Huntingdon Township - 6-2,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,N Huntingdon Township - 6-3,State Senate,39,,Write-ins,4,1,3,0
Westmoreland,N Huntingdon Township - 6-4,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,N Huntingdon Township - 7-1,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,N Huntingdon Township - 7-2,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,N Huntingdon Township - 7-3,State Senate,39,,Write-ins,2,0,2,0
Westmoreland,N Huntingdon Township - 7-4,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,N Irwin Borough,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,Penn Borough,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,Penn Township - 1-1,State Senate,39,,Write-ins,4,0,4,0
Westmoreland,Penn Township - 1-2,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Penn Township - 2-1,State Senate,39,,Write-ins,2,1,1,0
Westmoreland,Penn Township - 2-2,State Senate,39,,Write-ins,1,0,1,0
Westmoreland,Penn Township - 3-1,State Senate,39,,Write-ins,2,1,1,0
Westmoreland,Penn Township - 3-2,State Senate,39,,Write-ins,1,1,0,0
Westmoreland,Penn Township - 3-3,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Penn Township - 4-1,State Senate,39,,Write-ins,2,0,2,0
Westmoreland,Penn Township - 4-2,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Penn Township - 5-1,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Penn Township - 5-2,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Penn Township - 5-3,State Senate,39,,Write-ins,0,0,0,0
Westmoreland,Salem Township - Five Points,State Senate,39,,Write-ins,1,0,1,0
