    county,precinct,office,district,party,candidate,election_day,mail_in,provisional,military,votes
    Cumberland,CARLISLE 4-1,Auditor General,,DEM,Tracie Fountain,6,20,0,0,26
    Cumberland,CARLISLE 4-1,Auditor General,,DEM,Rose Rosie Marie Davis,1,1,0,0,2
    Cumberland,CARLISLE 4-1,Auditor General,,DEM,Nina Ahmad,5,20,0,0,25
    Cumberland,CARLISLE 4-1,Auditor General,,DEM,Christina M Hartman,3,11,0,0,14
    Cumberland,CARLISLE 4-1,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 4-1,State Treasurer,,DEM,Joe Torsella,22,66,1,0,89
    Cumberland,CARLISLE 4-1,State Treasurer,,DEM,Write-In,1,0,0,0,1
    Cumberland,CARLISLE 4-1,U.S. House,10,DEM,Tom Brier,17,32,1,1,51
    Cumberland,CARLISLE 4-1,U.S. House,10,DEM,Eugene Depasquale,11,35,0,0,46
    Cumberland,CARLISLE 4-1,U.S. House,10,DEM,Write-In,0,1,0,0,1
    Cumberland,CARLISLE 4-1,State Senate,31,DEM,Rick Coplen,20,41,1,0,62
    Cumberland,CARLISLE 4-1,State Senate,31,DEM,Shanna Danielson,6,18,1,0,25
    Cumberland,CARLISLE 4-1,State Senate,31,DEM,John D Bosha,2,12,0,0,14
    Cumberland,CARLISLE 4-1,State Senate,31,DEM,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 4-1,General Assembly,199,DEM,Janelle Kayla Crossley,24,68,1,0,93
    Cumberland,CARLISLE 4-1,General Assembly,199,DEM,Write-In,1,0,0,0,1
    Cumberland,CARLISLE 4-2,Registered Voters,,DEM,,,,,,681
    Cumberland,CARLISLE 4-2,Ballots Cast,,DEM,,60,184,4,0,248
    Cumberland,CARLISLE 4-2,President,,DEM,Bernie Sanders,23,41,1,0,65
    Cumberland,CARLISLE 4-2,President,,DEM,Joseph R Biden,34,133,3,0,170
    Cumberland,CARLISLE 4-2,President,,DEM,Tulsi Gabbard,2,4,0,0,6
    Cumberland,CARLISLE 4-2,President,,DEM,Write-In,0,6,0,0,6
    Cumberland,CARLISLE 4-2,Attorney General,,DEM,Josh Shapiro,51,170,4,0,225
    Cumberland,CARLISLE 4-2,Attorney General,,DEM,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 4-2,Auditor General,,DEM,H Scott Conklin,10,13,1,0,24
    Cumberland,CARLISLE 4-2,Auditor General,,DEM,Michael Lamb,2,22,1,0,25
    Cumberland,CARLISLE 4-2,Auditor General,,DEM,Tracie Fountain,13,64,1,0,78
    Cumberland,CARLISLE 4-2,Auditor General,,DEM,Rose Rosie Marie Davis,4,2,0,0,6
    Cumberland,CARLISLE 4-2,Auditor General,,DEM,Nina Ahmad,14,42,1,0,57
    Cumberland,CARLISLE 4-2,Auditor General,,DEM,Christina M Hartman,7,24,0,0,31
    Cumberland,CARLISLE 4-2,Auditor General,,DEM,Write-In,1,0,0,0,1
    Cumberland,CARLISLE 4-2,State Treasurer,,DEM,Joe Torsella,50,170,4,0,224
    Cumberland,CARLISLE 4-2,State Treasurer,,DEM,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 4-2,U.S. House,10,DEM,Tom Brier,32,66,2,0,100
    Cumberland,CARLISLE 4-2,U.S. House,10,DEM,Eugene Depasquale,21,104,2,0,127
    Cumberland,CARLISLE 4-2,U.S. House,10,DEM,Write-In,0,1,0,0,1
    Cumberland,CARLISLE 4-2,State Senate,31,DEM,Rick Coplen,39,106,3,0,148
    Cumberland,CARLISLE 4-2,State Senate,31,DEM,Shanna Danielson,8,55,0,0,63
    Cumberland,CARLISLE 4-2,State Senate,31,DEM,John D Bosha,9,13,1,0,23
    Cumberland,CARLISLE 4-2,State Senate,31,DEM,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 4-2,General Assembly,199,DEM,Janelle Kayla Crossley,50,166,4,0,220
    Cumberland,CARLISLE 4-2,General Assembly,199,DEM,Write-In,0,2,0,0,2
    Cumberland,CARLISLE 5,Registered Voters,,DEM,,,,,,1377
    Cumberland,CARLISLE 5,Ballots Cast,,DEM,,148,309,3,0,460
    Cumberland,CARLISLE 5,President,,DEM,Bernie Sanders,36,73,0,0,109
    Cumberland,CARLISLE 5,President,,DEM,Joseph R Biden,101,224,2,0,327
    Cumberland,CARLISLE 5,President,,DEM,Tulsi Gabbard,5,5,0,0,10
    Cumberland,CARLISLE 5,President,,DEM,Write-In,1,4,1,0,6
    Cumberland,CARLISLE 5,Attorney General,,DEM,Josh Shapiro,128,280,3,0,411
    Cumberland,CARLISLE 5,Attorney General,,DEM,Write-In,0,2,0,0,2
    Cumberland,CARLISLE 5,Auditor General,,DEM,H Scott Conklin,26,35,0,0,61
    Cumberland,CARLISLE 5,Auditor General,,DEM,Michael Lamb,19,27,0,0,46
    Cumberland,CARLISLE 5,Auditor General,,DEM,Tracie Fountain,37,109,0,0,146
    Cumberland,CARLISLE 5,Auditor General,,DEM,Rose Rosie Marie Davis,12,22,0,0,34
    Cumberland,CARLISLE 5,Auditor General,,DEM,Nina Ahmad,33,56,1,0,90
    Cumberland,CARLISLE 5,Auditor General,,DEM,Christina M Hartman,12,47,1,0,60
    Cumberland,CARLISLE 5,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 5,State Treasurer,,DEM,Joe Torsella,129,282,3,0,414
    Cumberland,CARLISLE 5,State Treasurer,,DEM,Write-In,0,2,0,0,2
    Cumberland,CARLISLE 5,U.S. House,10,DEM,Tom Brier,81,111,2,0,194
    Cumberland,CARLISLE 5,U.S. House,10,DEM,Eugene Depasquale,57,187,1,0,245
    Cumberland,CARLISLE 5,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 5,State Senate,31,DEM,Rick Coplen,89,161,0,0,250
    Cumberland,CARLISLE 5,State Senate,31,DEM,Shanna Danielson,27,93,2,0,122
    Cumberland,CARLISLE 5,State Senate,31,DEM,John D Bosha,24,44,1,0,69
    Cumberland,CARLISLE 5,State Senate,31,DEM,Write-In,0,0,0,0,0
    Cumberland,CARLISLE 5,General Assembly,199,DEM,Janelle Kayla Crossley,126,285,3,0,414
    Cumberland,CARLISLE 5,General Assembly,199,DEM,Write-In,0,1,0,0,1
    Cumberland,COOKE,Registered Voters,,DEM,,,,,,33
    Cumberland,COOKE,Ballots Cast,,DEM,,4,14,0,0,18
    Cumberland,COOKE,President,,DEM,Bernie Sanders,0,1,0,0,1
    Cumberland,COOKE,President,,DEM,Joseph R Biden,4,13,0,0,17
    Cumberland,COOKE,President,,DEM,Tulsi Gabbard,0,0,0,0,0
    Cumberland,COOKE,President,,DEM,Write-In,0,0,0,0,0
    Cumberland,COOKE,Attorney General,,DEM,Josh Shapiro,2,14,0,0,16
    Cumberland,COOKE,Attorney General,,DEM,Write-In,0,0,0,0,0
    Cumberland,COOKE,Auditor General,,DEM,H Scott Conklin,0,2,0,0,2
    Cumberland,COOKE,Auditor General,,DEM,Michael Lamb,0,2,0,0,2
    Cumberland,COOKE,Auditor General,,DEM,Tracie Fountain,1,2,0,0,3
    Cumberland,COOKE,Auditor General,,DEM,Rose Rosie Marie Davis,1,0,0,0,1
    Cumberland,COOKE,Auditor General,,DEM,Nina Ahmad,2,2,0,0,4
    Cumberland,COOKE,Auditor General,,DEM,Christina M Hartman,0,5,0,0,5
    Cumberland,COOKE,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,COOKE,State Treasurer,,DEM,Joe Torsella,3,14,0,0,17
    Cumberland,COOKE,State Treasurer,,DEM,Write-In,0,0,0,0,0
    Cumberland,COOKE,U.S. House,13,DEM,Todd Rowley,3,13,0,0,16
    Cumberland,COOKE,U.S. House,13,DEM,Write-In,0,0,0,0,0
    Cumberland,COOKE,State Senate,31,DEM,Rick Coplen,2,8,0,0,10
    Cumberland,COOKE,State Senate,31,DEM,Shanna Danielson,1,4,0,0,5
    Cumberland,COOKE,State Senate,31,DEM,John D Bosha,0,2,0,0,2
    Cumberland,COOKE,State Senate,31,DEM,Write-In,1,0,0,0,1
    Cumberland,COOKE,General Assembly,193,DEM,Write-In,0,2,0,0,2
    Cumberland,DICKINSON NORTH,Registered Voters,,DEM,,,,,,787
    Cumberland,DICKINSON NORTH,Ballots Cast,,DEM,,80,291,5,0,376
    Cumberland,DICKINSON NORTH,President,,DEM,Bernie Sanders,11,32,3,0,46
    Cumberland,DICKINSON NORTH,President,,DEM,Joseph R Biden,58,244,2,0,304
    Cumberland,DICKINSON NORTH,President,,DEM,Tulsi Gabbard,8,7,0,0,15
    Cumberland,DICKINSON NORTH,President,,DEM,Write-In,2,6,0,0,8
    Cumberland,DICKINSON NORTH,Attorney General,,DEM,Josh Shapiro,70,274,3,0,347
    Cumberland,DICKINSON NORTH,Attorney General,,DEM,Write-In,0,0,0,0,0
    Cumberland,DICKINSON NORTH,Auditor General,,DEM,H Scott Conklin,5,23,1,0,29
    Cumberland,DICKINSON NORTH,Auditor General,,DEM,Michael Lamb,13,39,0,0,52
    Cumberland,DICKINSON NORTH,Auditor General,,DEM,Tracie Fountain,16,107,1,0,124
    Cumberland,DICKINSON NORTH,Auditor General,,DEM,Rose Rosie Marie Davis,8,5,1,0,14
    Cumberland,DICKINSON NORTH,Auditor General,,DEM,Nina Ahmad,16,59,2,0,77
    Cumberland,DICKINSON NORTH,Auditor General,,DEM,Christina M Hartman,18,39,0,0,57
    Cumberland,DICKINSON NORTH,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,DICKINSON NORTH,State Treasurer,,DEM,Joe Torsella,71,273,3,0,347
    Cumberland,DICKINSON NORTH,State Treasurer,,DEM,Write-In,0,0,0,0,0
    Cumberland,DICKINSON NORTH,U.S. House,13,DEM,Todd Rowley,69,273,3,0,345
    Cumberland,DICKINSON NORTH,U.S. House,13,DEM,Write-In,0,0,0,0,0
    Cumberland,DICKINSON NORTH,State Senate,31,DEM,Rick Coplen,54,186,2,0,242
    Cumberland,DICKINSON NORTH,State Senate,31,DEM,Shanna Danielson,14,72,3,0,89
    Cumberland,DICKINSON NORTH,State Senate,31,DEM,John D Bosha,12,27,0,0,39
    Cumberland,DICKINSON NORTH,State Senate,31,DEM,Write-In,0,0,0,0,0
    Cumberland,DICKINSON NORTH,General Assembly,199,DEM,Janelle Kayla Crossley,69,269,3,0,341
    Cumberland,DICKINSON NORTH,General Assembly,199,DEM,Write-In,0,0,0,0,0
    Cumberland,DICKINSON SOUTH,Registered Voters,,DEM,,,,,,258
    Cumberland,DICKINSON SOUTH,Ballots Cast,,DEM,,34,58,1,0,93
    Cumberland,DICKINSON SOUTH,President,,DEM,Bernie Sanders,8,9,0,0,17
    Cumberland,DICKINSON SOUTH,President,,DEM,Joseph R Biden,21,43,1,0,65
    Cumberland,DICKINSON SOUTH,President,,DEM,Tulsi Gabbard,3,4,0,0,7
    Cumberland,DICKINSON SOUTH,President,,DEM,Write-In,1,1,0,0,2
    Cumberland,DICKINSON SOUTH,Attorney General,,DEM,Josh Shapiro,29,56,1,0,86
    Cumberland,DICKINSON SOUTH,Attorney General,,DEM,Write-In,0,0,0,0,0
    Cumberland,DICKINSON SOUTH,Auditor General,,DEM,H Scott Conklin,3,3,0,0,6
    Cumberland,DICKINSON SOUTH,Auditor General,,DEM,Michael Lamb,7,2,0,0,9
    Cumberland,DICKINSON SOUTH,Auditor General,,DEM,Tracie Fountain,9,22,1,0,32
    Cumberland,DICKINSON SOUTH,Auditor General,,DEM,Rose Rosie Marie Davis,3,6,0,0,9
    Cumberland,DICKINSON SOUTH,Auditor General,,DEM,Nina Ahmad,5,14,0,0,19
    Cumberland,DICKINSON SOUTH,Auditor General,,DEM,Christina M Hartman,5,11,0,0,16
    Cumberland,DICKINSON SOUTH,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,DICKINSON SOUTH,State Treasurer,,DEM,Joe Torsella,31,55,1,0,87
    Cumberland,DICKINSON SOUTH,State Treasurer,,DEM,Write-In,0,0,0,0,0
    Cumberland,DICKINSON SOUTH,U.S. House,13,DEM,Todd Rowley,30,55,1,0,86
    Cumberland,DICKINSON SOUTH,U.S. House,13,DEM,Write-In,0,0,0,0,0
    Cumberland,DICKINSON SOUTH,State Senate,31,DEM,Rick Coplen,19,32,0,0,51
    Cumberland,DICKINSON SOUTH,State Senate,31,DEM,Shanna Danielson,9,19,1,0,29
    Cumberland,DICKINSON SOUTH,State Senate,31,DEM,John D Bosha,5,6,0,0,11
    Cumberland,DICKINSON SOUTH,State Senate,31,DEM,Write-In,0,0,0,0,0
    Cumberland,DICKINSON SOUTH,General Assembly,199,DEM,Janelle Kayla Crossley,32,56,1,0,89
    Cumberland,DICKINSON SOUTH,General Assembly,199,DEM,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 1,Registered Voters,,DEM,,,,,,495
    Cumberland,EAST PENNSBORO 1,Ballots Cast,,DEM,,45,214,1,0,260
    Cumberland,EAST PENNSBORO 1,President,,DEM,Bernie Sanders,12,33,1,0,46
    Cumberland,EAST PENNSBORO 1,President,,DEM,Joseph R Biden,27,172,0,0,199
    Cumberland,EAST PENNSBORO 1,President,,DEM,Tulsi Gabbard,5,5,0,0,10
    Cumberland,EAST PENNSBORO 1,President,,DEM,Write-In,1,0,0,0,1
    Cumberland,EAST PENNSBORO 1,Attorney General,,DEM,Josh Shapiro,41,197,1,0,239
    Cumberland,EAST PENNSBORO 1,Attorney General,,DEM,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 1,Auditor General,,DEM,H Scott Conklin,13,18,0,0,31
    Cumberland,EAST PENNSBORO 1,Auditor General,,DEM,Michael Lamb,6,25,0,0,31
    Cumberland,EAST PENNSBORO 1,Auditor General,,DEM,Tracie Fountain,9,75,0,0,84
    Cumberland,EAST PENNSBORO 1,Auditor General,,DEM,Rose Rosie Marie Davis,1,5,0,0,6
    Cumberland,EAST PENNSBORO 1,Auditor General,,DEM,Nina Ahmad,8,40,0,0,48
    Cumberland,EAST PENNSBORO 1,Auditor General,,DEM,Christina M Hartman,6,39,1,0,46
    Cumberland,EAST PENNSBORO 1,Auditor General,,DEM,Write-In,0,1,0,0,1
    Cumberland,EAST PENNSBORO 1,State Treasurer,,DEM,Joe Torsella,40,196,1,0,237
    Cumberland,EAST PENNSBORO 1,State Treasurer,,DEM,Write-In,0,1,0,0,1
    Cumberland,EAST PENNSBORO 1,U.S. House,10,DEM,Tom Brier,22,86,1,0,109
    Cumberland,EAST PENNSBORO 1,U.S. House,10,DEM,Eugene Depasquale,20,120,0,0,140
    Cumberland,EAST PENNSBORO 1,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 1,State Senate,31,DEM,Rick Coplen,20,74,0,0,94
    Cumberland,EAST PENNSBORO 1,State Senate,31,DEM,Shanna Danielson,12,73,0,0,85
    Cumberland,EAST PENNSBORO 1,State Senate,31,DEM,John D Bosha,11,60,1,0,72
    Cumberland,EAST PENNSBORO 1,State Senate,31,DEM,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 1,General Assembly,87,DEM,Nicole Miller,12,57,0,0,69
    Cumberland,EAST PENNSBORO 1,General Assembly,87,DEM,Sean Patrick Quinlan,16,109,0,0,125
    Cumberland,EAST PENNSBORO 1,General Assembly,87,DEM,Heather Macdonald,15,42,1,0,58
    Cumberland,EAST PENNSBORO 1,General Assembly,87,DEM,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 2,Registered Voters,,DEM,,,,,,481
    Cumberland,EAST PENNSBORO 2,Ballots Cast,,DEM,,68,173,3,0,244
    Cumberland,EAST PENNSBORO 2,President,,DEM,Bernie Sanders,20,23,3,0,46
    Cumberland,EAST PENNSBORO 2,President,,DEM,Joseph R Biden,38,144,0,0,182
    Cumberland,EAST PENNSBORO 2,President,,DEM,Tulsi Gabbard,7,3,0,0,10
    Cumberland,EAST PENNSBORO 2,President,,DEM,Write-In,2,2,0,0,4
    Cumberland,EAST PENNSBORO 2,Attorney General,,DEM,Josh Shapiro,59,162,3,0,224
    Cumberland,EAST PENNSBORO 2,Attorney General,,DEM,Write-In,0,1,0,0,1
    Cumberland,EAST PENNSBORO 2,Auditor General,,DEM,H Scott Conklin,8,12,0,0,20
    Cumberland,EAST PENNSBORO 2,Auditor General,,DEM,Michael Lamb,9,29,0,0,38
    Cumberland,EAST PENNSBORO 2,Auditor General,,DEM,Tracie Fountain,25,56,1,0,82
    Cumberland,EAST PENNSBORO 2,Auditor General,,DEM,Rose Rosie Marie Davis,3,8,0,0,11
    Cumberland,EAST PENNSBORO 2,Auditor General,,DEM,Nina Ahmad,7,32,2,0,41
    Cumberland,EAST PENNSBORO 2,Auditor General,,DEM,Christina M Hartman,10,29,0,0,39
    Cumberland,EAST PENNSBORO 2,Auditor General,,DEM,Write-In,1,1,0,0,2
    Cumberland,EAST PENNSBORO 2,State Treasurer,,DEM,Joe Torsella,59,162,3,0,224
    Cumberland,EAST PENNSBORO 2,State Treasurer,,DEM,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 2,U.S. House,10,DEM,Tom Brier,34,63,0,0,97
    Cumberland,EAST PENNSBORO 2,U.S. House,10,DEM,Eugene Depasquale,30,106,3,0,139
    Cumberland,EAST PENNSBORO 2,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 2,State Senate,31,DEM,Rick Coplen,27,66,1,0,94
    Cumberland,EAST PENNSBORO 2,State Senate,31,DEM,Shanna Danielson,25,62,1,0,88
    Cumberland,EAST PENNSBORO 2,State Senate,31,DEM,John D Bosha,14,41,1,0,56
    Cumberland,EAST PENNSBORO 2,State Senate,31,DEM,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 2,General Assembly,87,DEM,Nicole Miller,36,72,3,0,111
    Cumberland,EAST PENNSBORO 2,General Assembly,87,DEM,Sean Patrick Quinlan,16,62,0,0,78
    Cumberland,EAST PENNSBORO 2,General Assembly,87,DEM,Heather Macdonald,11,35,0,0,46
    Cumberland,EAST PENNSBORO 2,General Assembly,87,DEM,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 3,Registered Voters,,DEM,,,,,,1112
    Cumberland,EAST PENNSBORO 3,Ballots Cast,,DEM,,97,368,5,0,470
    Cumberland,EAST PENNSBORO 3,President,,DEM,Bernie Sanders,19,80,1,0,100
    Cumberland,EAST PENNSBORO 3,President,,DEM,Joseph R Biden,68,269,3,0,340
    Cumberland,EAST PENNSBORO 3,President,,DEM,Tulsi Gabbard,6,4,1,0,11
    Cumberland,EAST PENNSBORO 3,President,,DEM,Write-In,1,13,0,0,14
    Cumberland,EAST PENNSBORO 3,Attorney General,,DEM,Josh Shapiro,80,343,4,0,427
    Cumberland,EAST PENNSBORO 3,Attorney General,,DEM,Write-In,0,6,0,0,6
    Cumberland,EAST PENNSBORO 3,Auditor General,,DEM,H Scott Conklin,21,43,1,0,65
    Cumberland,EAST PENNSBORO 3,Auditor General,,DEM,Michael Lamb,10,52,0,0,62
    Cumberland,EAST PENNSBORO 3,Auditor General,,DEM,Tracie Fountain,30,121,2,0,153
    Cumberland,EAST PENNSBORO 3,Auditor General,,DEM,Rose Rosie Marie Davis,4,11,1,0,16
    Cumberland,EAST PENNSBORO 3,Auditor General,,DEM,Nina Ahmad,18,72,0,0,90
    Cumberland,EAST PENNSBORO 3,Auditor General,,DEM,Christina M Hartman,5,51,0,0,56
    Cumberland,EAST PENNSBORO 3,Auditor General,,DEM,Write-In,0,3,1,0,4
    Cumberland,EAST PENNSBORO 3,State Treasurer,,DEM,Joe Torsella,81,339,4,0,424
    Cumberland,EAST PENNSBORO 3,State Treasurer,,DEM,Write-In,1,5,0,0,6
    Cumberland,EAST PENNSBORO 3,U.S. House,10,DEM,Tom Brier,50,167,4,0,221
    Cumberland,EAST PENNSBORO 3,U.S. House,10,DEM,Eugene Depasquale,41,188,1,0,230
    Cumberland,EAST PENNSBORO 3,U.S. House,10,DEM,Write-In,0,3,0,0,3
    Cumberland,EAST PENNSBORO 3,State Senate,31,DEM,Rick Coplen,33,132,3,0,168
    Cumberland,EAST PENNSBORO 3,State Senate,31,DEM,Shanna Danielson,26,133,1,0,160
    Cumberland,EAST PENNSBORO 3,State Senate,31,DEM,John D Bosha,30,88,1,0,119
    Cumberland,EAST PENNSBORO 3,State Senate,31,DEM,Write-In,0,3,0,0,3
    Cumberland,EAST PENNSBORO 3,General Assembly,87,DEM,Nicole Miller,26,104,2,0,132
    Cumberland,EAST PENNSBORO 3,General Assembly,87,DEM,Sean Patrick Quinlan,36,158,1,0,195
    Cumberland,EAST PENNSBORO 3,General Assembly,87,DEM,Heather Macdonald,29,92,2,0,123
    Cumberland,EAST PENNSBORO 3,General Assembly,87,DEM,Write-In,0,3,0,0,3
    Cumberland,EAST PENNSBORO 4,Registered Voters,,DEM,,,,,,493
    Cumberland,EAST PENNSBORO 4,Ballots Cast,,DEM,,94,119,2,0,215
    Cumberland,EAST PENNSBORO 4,President,,DEM,Bernie Sanders,25,25,1,0,51
    Cumberland,EAST PENNSBORO 4,President,,DEM,Joseph R Biden,57,87,1,0,145
    Cumberland,EAST PENNSBORO 4,President,,DEM,Tulsi Gabbard,6,1,0,0,7
    Cumberland,EAST PENNSBORO 4,President,,DEM,Write-In,4,1,0,0,5
    Cumberland,EAST PENNSBORO 4,Attorney General,,DEM,Josh Shapiro,81,109,2,0,192
    Cumberland,EAST PENNSBORO 4,Attorney General,,DEM,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 4,Auditor General,,DEM,H Scott Conklin,20,16,0,0,36
    Cumberland,EAST PENNSBORO 4,Auditor General,,DEM,Michael Lamb,13,13,0,0,26
    Cumberland,EAST PENNSBORO 4,Auditor General,,DEM,Tracie Fountain,29,35,0,0,64
    Cumberland,EAST PENNSBORO 4,Auditor General,,DEM,Rose Rosie Marie Davis,5,7,0,0,12
    Cumberland,EAST PENNSBORO 4,Auditor General,,DEM,Nina Ahmad,16,20,0,0,36
    Cumberland,EAST PENNSBORO 4,Auditor General,,DEM,Christina M Hartman,7,20,2,0,29
    Cumberland,EAST PENNSBORO 4,Auditor General,,DEM,Write-In,1,0,0,0,1
    Cumberland,EAST PENNSBORO 4,State Treasurer,,DEM,Joe Torsella,80,109,2,0,191
    Cumberland,EAST PENNSBORO 4,State Treasurer,,DEM,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 4,U.S. House,10,DEM,Tom Brier,42,51,1,0,94
    Cumberland,EAST PENNSBORO 4,U.S. House,10,DEM,Eugene Depasquale,49,63,1,0,113
    Cumberland,EAST PENNSBORO 4,U.S. House,10,DEM,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 4,State Senate,31,DEM,Rick Coplen,39,49,1,0,89
    Cumberland,EAST PENNSBORO 4,State Senate,31,DEM,Shanna Danielson,34,37,1,0,72
    Cumberland,EAST PENNSBORO 4,State Senate,31,DEM,John D Bosha,17,28,0,0,45
    Cumberland,EAST PENNSBORO 4,State Senate,31,DEM,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 4,General Assembly,87,DEM,Nicole Miller,39,45,0,0,84
    Cumberland,EAST PENNSBORO 4,General Assembly,87,DEM,Sean Patrick Quinlan,25,40,0,0,65
    Cumberland,EAST PENNSBORO 4,General Assembly,87,DEM,Heather Macdonald,26,28,1,0,55
    Cumberland,EAST PENNSBORO 4,General Assembly,87,DEM,Write-In,1,1,1,0,3
    Cumberland,EAST PENNSBORO 5,Registered Voters,,DEM,,,,,,544
    Cumberland,EAST PENNSBORO 5,Ballots Cast,,DEM,,87,113,2,0,202
    Cumberland,EAST PENNSBORO 5,President,,DEM,Bernie Sanders,19,29,0,0,48
    Cumberland,EAST PENNSBORO 5,President,,DEM,Joseph R Biden,59,74,2,0,135
    Cumberland,EAST PENNSBORO 5,President,,DEM,Tulsi Gabbard,3,5,0,0,8
    Cumberland,EAST PENNSBORO 5,President,,DEM,Write-In,5,2,0,0,7
    Cumberland,EAST PENNSBORO 5,Attorney General,,DEM,Josh Shapiro,68,107,2,0,177
    Cumberland,EAST PENNSBORO 5,Attorney General,,DEM,Write-In,0,1,0,0,1
    Cumberland,EAST PENNSBORO 5,Auditor General,,DEM,H Scott Conklin,6,18,0,0,24
    Cumberland,EAST PENNSBORO 5,Auditor General,,DEM,Michael Lamb,10,10,0,0,20
    Cumberland,EAST PENNSBORO 5,Auditor General,,DEM,Tracie Fountain,34,44,1,0,79
    Cumberland,EAST PENNSBORO 5,Auditor General,,DEM,Rose Rosie Marie Davis,5,2,0,0,7
    Cumberland,EAST PENNSBORO 5,Auditor General,,DEM,Nina Ahmad,13,12,0,0,25
    Cumberland,EAST PENNSBORO 5,Auditor General,,DEM,Christina M Hartman,12,22,1,0,35
    Cumberland,EAST PENNSBORO 5,Auditor General,,DEM,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 5,State Treasurer,,DEM,Joe Torsella,67,108,2,0,177
    Cumberland,EAST PENNSBORO 5,State Treasurer,,DEM,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 5,U.S. House,10,DEM,Tom Brier,29,51,0,0,80
    Cumberland,EAST PENNSBORO 5,U.S. House,10,DEM,Eugene Depasquale,44,59,2,0,105
    Cumberland,EAST PENNSBORO 5,U.S. House,10,DEM,Write-In,1,0,0,0,1
    Cumberland,EAST PENNSBORO 5,State Senate,31,DEM,Rick Coplen,35,36,1,0,72
    Cumberland,EAST PENNSBORO 5,State Senate,31,DEM,Shanna Danielson,25,45,1,0,71
    Cumberland,EAST PENNSBORO 5,State Senate,31,DEM,John D Bosha,21,31,0,0,52
    Cumberland,EAST PENNSBORO 5,State Senate,31,DEM,Write-In,1,0,0,0,1
    Cumberland,EAST PENNSBORO 5,General Assembly,87,DEM,Nicole Miller,35,48,1,0,84
    Cumberland,EAST PENNSBORO 5,General Assembly,87,DEM,Sean Patrick Quinlan,17,39,0,0,56
    Cumberland,EAST PENNSBORO 5,General Assembly,87,DEM,Heather Macdonald,29,21,1,0,51
    Cumberland,EAST PENNSBORO 5,General Assembly,87,DEM,Write-In,0,0,0,0,0
    Cumberland,EAST PENNSBORO 6,Registered Voters,,DEM,,,,,,289
    Cumberland,EAST PENNSBORO 6,Ballots Cast,,DEM,,51,50,1,1,103
    Cumberland,EAST PENNSBORO 6,President,,DEM,Bernie Sanders,23,16,0,0,39
    Cumberland,EAST PENNSBORO 6,President,,DEM,Joseph R Biden,20,31,1,0,52
    Cumberland,EAST PENNSBORO 6,President,,DEM,Tulsi Gabbard,5,1,0,1,7
    Cumberland,EAST PENNSBORO 6,President,,DEM,Write-In,2,2,0,0,4
    Cumberland,EAST PENNSBORO 6,Attorney General,,DEM,Josh Shapiro,45,45,1,0,91
    Cumberland,EAST PENNSBORO 6,Attorney General,,DEM,Write-In,1,0,0,0,1
    Cumberland,EAST PENNSBORO 6,Auditor General,,DEM,H Scott Conklin,9,5,1,0,15
    Cumberland,EAST PENNSBORO 6,Auditor General,,DEM,Michael Lamb,9,6,0,0,15
    Cumberland,EAST PENNSBORO 6,Auditor General,,DEM,Tracie Fountain,20,15,0,0,35
    Cumberland,EAST PENNSBORO 6,Auditor General,,DEM,Rose Rosie Marie Davis,1,1,0,0,2
    Cumberland,EAST PENNSBORO 6,Auditor General,,DEM,Nina Ahmad,5,9,0,0,14
    Cumberland,EAST PENNSBORO 6,Auditor General,,DEM,Christina M Hartman,5,10,0,0,15
    Cumberland,EAST PENNSBORO 6,Auditor General,,DEM,Write-In,1,0,0,0,1
    Cumberland,EAST PENNSBORO 6,State Treasurer,,DEM,Joe Torsella,46,46,1,0,93
    Cumberland,EAST PENNSBORO 6,State Treasurer,,DEM,Write-In,1,0,0,0,1
